Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Speed,Brake
1,0.7840016299352865,0.7840016299352865,0.0,-0.3,2.0,0.00014669417578261346,0.0
2,0.7840093812937848,1.5680110112290713,0.0,-0.3,2.0,0.0008443164406344295,0.0
3,0.7840063128471892,2.3520173240762605,0.0,-0.3,2.0,0.0005681562470272183,0.0
4,0.7840002960628788,3.1360176201391394,0.0,-0.3,2.0,2.6645659090718254e-05,0.0
5,0.7840173474416241,3.9200349675807633,0.0,-0.3,2.0,0.0015612697461619973,0.0
6,0.7840302953723197,4.704065262953083,0.0,-0.3,2.0,0.002726583508774638,0.0
7,0.7840089789494976,5.488074241902581,0.0,-0.3,2.0,0.0008081054547801614,0.0
8,0.7840057588150311,6.272080000717612,0.0,-0.3,2.0,0.0005182933527976274,0.0
9,0.7840017349984976,7.056081735716109,0.0,-0.3,2.0,0.00015614986477885395,0.0
10,0.784001048829856,7.840082784545965,0.0,-0.3,2.0,9.439468703931198e-05,0.0
11,0.7840000864695924,8.624082871015558,0.0,-0.3,2.0,7.782263310218696e-06,0.0
12,0.784006562921529,9.408089433937088,0.0,-0.3,2.0,0.0005906629376113415,0.0
13,0.7840067569942784,10.192096190931366,0.0,-0.3,2.0,0.0006081294850446284,0.0
14,0.784030400699729,10.976126591631095,0.0,-0.3,2.0,0.002736062975600362,0.0
15,0.7840054134790035,11.760132005110098,0.0,-0.3,2.0,0.0004872131103184074,0.0
16,0.7840047090848158,12.544136714194913,0.0,-0.3,2.0,0.0004238176334183663,0.0
17,0.7840071868365114,13.328143901031424,0.0,-0.3,2.0,0.0006468152860179543,0.0
18,0.7840280096247378,14.112171910656162,0.0,-0.3,2.0,0.0025208662264049053,0.0
19,0.7840084483355749,14.896180358991737,0.0,-0.3,2.0,0.0007603502017445862,0.0
20,0.7840069929758967,15.680187351967634,0.0,-0.3,2.0,0.0006293678306974471,0.0
21,0.7840018422870199,16.464189194254654,0.0,-0.3,2.0,0.00016580583178438246,0.0
22,0.7840052538975272,17.24819444815218,0.0,-0.3,2.0,0.00047285077744163573,0.0
23,0.7840056935416069,18.032200141693785,0.0,-0.3,2.0,0.0005124187446199358,0.0
24,0.7840067074563251,18.81620684915011,0.0,-0.3,2.0,0.0006036710692569613,0.0
25,0.7840012835925898,19.6002081327427,0.0,-0.3,2.0,0.00011552333307918161,0.0
26,0.7840232628701876,20.38423139561289,0.0,-0.3,2.0,0.0020936583168804646,0.0
27,0.7840017094615033,21.168233105074393,0.0,-0.3,2.0,0.0001538515352876857,0.0
28,0.7840075080658361,21.95224061314023,0.0,-0.3,2.0,0.0006757259252481163,0.0
29,0.7840009155805553,22.736241528720786,0.0,-0.3,2.0,8.240224997280166e-05,0.0
30,0.7840300304627874,23.520271559183573,0.0,-0.3,2.0,0.002702741650864482,0.0
31,0.7840041731196689,24.304275732303243,0.0,-0.3,2.0,0.00037558077019639313,0.0
32,0.7840027434560859,25.088278475759328,0.0,-0.3,2.0,0.00024691104772500694,0.0
33,0.7840024480290854,25.872280923788413,0.0,-0.3,2.0,0.00022032261767890304,0.0
34,0.7840000999283657,26.65628102371678,0.0,-0.3,2.0,8.99355291039683e-06,0.0
35,0.7840035492577202,27.440284572974498,0.0,-0.3,2.0,0.00031943319481797516,0.0
36,0.784,28.224284572974497,0.0,-0.3,2.0,0.0,0.0
37,0.7840029546949211,29.008287527669417,0.0,-0.3,2.0,0.0002659225428942591,0.0
38,0.7840030571617471,29.792290584831164,0.0,-0.3,2.0,0.0002751445572357625,0.0
39,0.7840296707135729,30.576320255544736,0.0,-0.3,2.0,0.002670364221557975,0.0
40,0.78400170400405,31.360321959548788,0.0,-0.3,2.0,0.00015336036449298263,0.0
41,0.7840013727081953,32.14432333225698,0.0,-0.3,2.0,0.00012354373757261783,0.0
42,0.7840043723318312,32.92832770458881,0.0,-0.3,2.0,0.0003935098648071289,0.0
43,0.7840033341513093,33.71233103874012,0.0,-0.3,2.0,0.00030007361783646047,0.0
44,0.784002449300761,34.496333488040875,0.0,-0.3,2.0,0.00022043706849217415,0.0
45,0.7840019728341916,35.280335460875065,0.0,-0.3,2.0,0.00017755507724359632,0.0
46,0.7840035220779763,36.06433898295304,0.0,-0.3,2.0,0.0003169870178680867,0.0
47,0.7840014921823297,36.848340475135366,0.0,-0.3,2.0,0.0001342964096693322,0.0
48,0.784,37.632340475135365,0.0,-0.3,2.0,0.0,0.0
49,0.7840099015234607,38.416350376658826,0.0,-0.3,2.0,0.000891137111466378,0.0
50,0.7840058159833619,39.20035619264219,0.0,-0.3,2.0,0.0005234385025687516,0.0
51,0.7840046173731486,39.98436081001534,0.0,-0.3,2.0,0.00041556358337402344,0.0
52,0.7840342780206767,40.768395088036016,0.0,-0.3,2.0,0.003085021860897541,0.0
53,0.7840301542277965,41.552425242263816,0.0,-0.3,2.0,0.0027138805016875267,0.0
54,0.7840217144222309,42.336446956686046,0.0,-0.3,2.0,0.001954298000782728,0.0
55,0.7840112503896364,43.120458207075686,0.0,-0.3,2.0,0.0010125350672751665,0.0
56,0.784001557244266,43.90445976431995,0.0,-0.3,2.0,0.0001401519839419052,0.0
57,0.7840047023029766,44.68846446662293,0.0,-0.3,2.0,0.0004232072678860277,0.0
58,0.7840056784949265,45.47247014511786,0.0,-0.3,2.0,0.0005110645433887839,0.0
59,0.7840301687434937,46.25650031386135,0.0,-0.3,2.0,0.0027151869144290686,0.0
60,0.7840015741983791,47.04050188805973,0.0,-0.3,2.0,0.00014167785411700606,0.0
61,0.7840015601582062,47.82450344821794,0.0,-0.3,2.0,0.00014041423855815083,0.0
62,0.7840040829973942,48.60850753121533,0.0,-0.3,2.0,0.0003674697654787451,0.0
63,0.7840030541947732,49.3925105854101,0.0,-0.3,2.0,0.00027487752959132195,0.0
64,0.784004805246782,50.17651539065688,0.0,-0.3,2.0,0.00043247221037745476,0.0
65,0.7840025063620544,50.96051789701894,0.0,-0.3,2.0,0.0002255725848954171,0.0
66,0.7840036712224958,51.74452156824143,0.0,-0.3,2.0,0.0003304100246168673,0.0
67,0.7840017801390237,52.52852334838045,0.0,-0.3,2.0,0.0001602125121280551,0.0
68,0.7840043625830182,53.31252771096347,0.0,-0.3,2.0,0.00039263247163034976,0.0
69,0.7840040895674223,54.0965318005309,0.0,-0.3,2.0,0.00036806106800213456,0.0
70,0.784002373271693,54.88053417380259,0.0,-0.3,2.0,0.00021359445236157626,0.0
71,0.7840023264885789,55.66453650029116,0.0,-0.3,2.0,0.00020938397210557014,0.0
72,0.7840039713117682,56.44854047160293,0.0,-0.3,2.0,0.00035741805913858116,0.0
73,0.7840073207218925,57.23254779232482,0.0,-0.3,2.0,0.0006588649703189731,0.0
74,0.7840079987311943,58.016555791056014,0.0,-0.3,2.0,0.0007198858074843884,0.0
75,0.7840061445235689,58.80056193557958,0.0,-0.3,2.0,0.0005530071211978793,0.0
76,0.7840039303565346,59.58456586593611,0.0,-0.3,2.0,0.0003537320881150663,0.0
77,0.7840316017979964,60.36859746773411,0.0,-0.3,2.0,0.002844161819666624,0.0
78,0.7840018244319815,61.152599292166094,0.0,-0.3,2.0,0.00016419887833762914,0.0
79,0.784005203723817,61.93660449588991,0.0,-0.3,2.0,0.00046833514352329075,0.0
80,0.784000587622344,62.720605083512254,0.0,-0.3,2.0,5.288601096253842e-05,0.0
81,0.7840059324368421,63.504611015949095,0.0,-0.3,2.0,0.0005339193157851696,0.0
82,0.78400151469964,64.28861253064873,0.0,-0.3,2.0,0.0001363229675916955,0.0
83,0.7840045102965992,65.07261704094533,0.0,-0.3,2.0,0.0004059266939293593,0.0
84,0.7840003397748515,65.85661738072018,0.0,-0.3,2.0,3.057973663089797e-05,0.0
85,0.7840085450805879,66.64062592580076,0.0,-0.3,2.0,0.0007690572529099882,0.0
86,0.7840089424448864,67.42463486824565,0.0,-0.3,2.0,0.0008048200397752225,0.0
87,0.7840037224555854,68.20863859070123,0.0,-0.3,2.0,0.00033502100268378854,0.0
88,0.7840011333360615,68.99263972403729,0.0,-0.3,2.0,0.00010200024553341791,0.0
89,0.7840046128694925,69.77664433690678,0.0,-0.3,2.0,0.0004151582543272525,0.0
90,0.7840083098407938,70.56065264674758,0.0,-0.3,2.0,0.0007478856714442372,0.0
91,0.7840072977279261,71.34465994447551,0.0,-0.3,2.0,0.0006567955133505166,0.0
92,0.7840062174797576,72.12866616195527,0.0,-0.3,2.0,0.0005595731781795621,0.0
93,0.7840012838048053,72.91266744576006,0.0,-0.3,2.0,0.00011554243246791884,0.0
94,0.7840039547814392,73.6966714005415,0.0,-0.3,2.0,0.00035593032953329384,0.0
95,0.7840036136308659,74.48067501417238,0.0,-0.3,2.0,0.0003252267779316753,0.0
96,0.7840016206634529,75.26467663483582,0.0,-0.3,2.0,0.000145859710755758,0.0
97,0.7840003501044477,76.04867698494027,0.0,-0.3,2.0,3.1509400287177414e-05,0.0
98,0.7840125269353804,76.83268951187566,0.0,-0.3,2.0,0.0011274241842329502,0.0
99,0.7840036611554808,77.61669317303114,0.0,-0.3,2.0,0.0003295039932709187,0.0
100,0.7840056348902743,78.40069880792142,0.0,-0.3,2.0,0.000507140124682337,0.0
101,0.7840035300782959,79.18470233799971,0.0,-0.3,2.0,0.0003177070466335863,0.0
102,0.7840045790143001,79.968706917014,0.0,-0.3,2.0,0.0004121112870052457,0.0
103,0.7840034076371877,80.75271032465119,0.0,-0.3,2.0,0.0003066873468924314,0.0
104,0.7840299493989183,81.5367402740501,0.0,-0.3,2.0,0.002695445902645588,0.0
105,0.7840000542665576,82.32074032831666,0.0,-0.3,2.0,4.883990186499432e-06,0.0
106,0.7840000404788403,83.1047403687955,0.0,-0.3,2.0,3.6430956242838874e-06,0.0
107,0.7840018023914891,83.88874217118699,0.0,-0.3,2.0,0.0001622152340132743,0.0
108,0.7840207593703332,84.67276293055733,0.0,-0.3,2.0,0.00186834332998842,0.0
109,0.7840028385586727,85.456765769116,0.0,-0.3,2.0,0.0002554702805355191,0.0
110,0.7840161685942052,86.24078193771021,0.0,-0.3,2.0,0.001455173478461802,0.0
111,0.7840021840201549,87.02478412173036,0.0,-0.3,2.0,0.0001965618139365688,0.0
112,0.7840004569689837,87.80878457869935,0.0,-0.3,2.0,4.112720853299834e-05,0.0
113,0.7840024097759807,88.59278698847532,0.0,-0.3,2.0,0.00021687983826268464,0.0
114,0.784000857830067,89.37678784630539,0.0,-0.3,2.0,7.72047060308978e-05,0.0
115,0.7840000814338263,90.16078792773922,0.0,-0.3,2.0,7.329044365178561e-06,0.0
116,0.7840040872892391,90.94479201502845,0.0,-0.3,2.0,0.00036785603151656687,0.0
117,0.7840224671895719,91.72881448221803,0.0,-0.3,2.0,0.002022047061473131,0.0
118,0.7840268618265788,92.5128413440446,0.0,-0.3,2.0,0.0024175643920898438,0.0
119,0.7840040917395381,93.29684543578414,0.0,-0.3,2.0,0.00036825655843131244,0.0
120,0.7840002344492815,94.08084567023342,0.0,-0.3,2.0,2.1100435333210044e-05,0.0
121,0.7840271579949185,94.86487282822833,0.0,-0.3,2.0,0.0024442195426672697,0.0
122,0.7840044379234573,95.64887726615179,0.0,-0.3,2.0,0.00039941311115399003,0.0
123,0.7840093330803793,96.43288659923216,0.0,-0.3,2.0,0.0008399772341363132,0.0
124,0.7840135158964744,97.21690011512864,0.0,-0.3,2.0,0.0012164306826889515,0.0
125,0.7840099954602775,98.00091011058892,0.0,-0.3,2.0,0.0008995914249680936,0.0
126,0.784022551854555,98.78493266244347,0.0,-0.3,2.0,0.0020296669099479914,0.0
127,0.7840098036130011,99.56894246605647,0.0,-0.3,2.0,0.00088232517009601,0.0
128,0.7840053681265046,100.35294783418297,0.0,-0.3,2.0,0.0004831313854083419,0.0
129,0.7840148777423116,101.13696271192528,0.0,-0.3,2.0,0.0013389968080446124,0.0
130,0.7840088398719931,101.92097155179727,0.0,-0.3,2.0,0.0007955884793773293,0.0
131,0.7840176579148198,102.70498920971208,0.0,-0.3,2.0,0.0015892123337835073,0.0
132,0.7840240777334613,103.48901328744554,0.0,-0.3,2.0,0.0021669960115104914,0.0
133,0.7840241426880368,104.27303743013358,0.0,-0.3,2.0,0.0021728419233113527,0.0
134,0.7840021812121203,105.0570396113457,0.0,-0.3,2.0,0.00019630909082479775,0.0
135,0.7840026129085907,105.8410422242543,0.0,-0.3,2.0,0.00023516177316196263,0.0
136,0.7840075338679987,106.62504975812229,0.0,-0.3,2.0,0.000678048119880259,0.0
137,0.7840131518036748,107.40906290992596,0.0,-0.3,2.0,0.0011836623307317495,0.0
138,0.7840192179680906,108.19308212789406,0.0,-0.3,2.0,0.001729617128148675,0.0
139,0.7840190908645487,108.9771012187586,0.0,-0.3,2.0,0.0017181778093799949,0.0
140,0.7840140895834193,109.76111530834203,0.0,-0.3,2.0,0.0012680625077337027,0.0
141,0.7840180491336829,110.5451333574757,0.0,-0.3,2.0,0.001624422031454742,0.0
142,0.7840216401414946,111.3291549976172,0.0,-0.3,2.0,0.0019476127345114946,0.0
143,0.7840114195074679,112.11316641712466,0.0,-0.3,2.0,0.0010277556721121073,0.0
144,0.7840144840877814,112.89718090121244,0.0,-0.3,2.0,0.0013035679003223777,0.0
145,0.7840069156224426,113.68118781683488,0.0,-0.3,2.0,0.0006224060198292136,0.0
146,0.7840034147369055,114.46519123157178,0.0,-0.3,2.0,0.00030732632149010897,0.0
147,0.7840214329817229,115.2492126645535,0.0,-0.3,2.0,0.0019289683550596237,0.0
148,0.7840167108102081,116.0332293753637,0.0,-0.3,2.0,0.0015039729187265038,0.0
149,0.7840187313287623,116.81724810669246,0.0,-0.3,2.0,0.0016858195886015892,0.0
150,0.7840144155282114,117.60126252222067,0.0,-0.3,2.0,0.0012973975390195847,0.0
151,0.7840188012646201,118.38528132348529,0.0,-0.3,2.0,0.001692113815806806,0.0
152,0.7840090868205816,119.16929041030586,0.0,-0.3,2.0,0.0008178138523362577,0.0
153,0.7840133956265118,119.95330380593238,0.0,-0.3,2.0,0.001205606386065483,0.0
154,0.7840130510332788,120.73731685696566,0.0,-0.3,2.0,0.0011745929950848222,0.0
155,0.7840154162511334,121.5213322732168,0.0,-0.3,2.0,0.0013874626019969583,0.0
156,0.784004540337573,122.30533681355438,0.0,-0.3,2.0,0.00040863038157112896,0.0
157,0.7840050250159499,123.08934183857032,0.0,-0.3,2.0,0.0004522514354903251,0.0
158,0.7840102852180135,123.87335212378834,0.0,-0.3,2.0,0.0009256696212105453,0.0
159,0.784004105196826,124.65735622898517,0.0,-0.3,2.0,0.0003694677143357694,0.0
160,0.7840304785815793,125.44138670756675,0.0,-0.3,2.0,0.0027430723421275616,0.0
161,0.7840113026303653,126.22539801019711,0.0,-0.3,2.0,0.001017236732877791,0.0
162,0.7840214821490873,127.0094194923462,0.0,-0.3,2.0,0.0019333934178575873,0.0
163,0.7840099465050476,127.79342943885125,0.0,-0.3,2.0,0.0008951854542829096,0.0
164,0.7840036811827967,128.57743312003404,0.0,-0.3,2.0,0.00033130645169876516,0.0
165,0.7840080042945532,129.3614411243286,0.0,-0.3,2.0,0.000720386509783566,0.0
166,0.7840123423472461,130.14545346667583,0.0,-0.3,2.0,0.0011108112521469593,0.0
167,0.7840099574720177,130.92946342414785,0.0,-0.3,2.0,0.0008961724815890193,0.0
168,0.7840067079329812,131.71347013208083,0.0,-0.3,2.0,0.0006037139683030546,0.0
169,0.7840060973165092,132.49747622939734,0.0,-0.3,2.0,0.0005487584858201444,0.0
170,0.7840019650990402,133.28147819449637,0.0,-0.3,2.0,0.00017685891361907125,0.0
171,0.7840000463634883,134.06547824085987,0.0,-0.3,2.0,4.172713943262352e-06,0.0
172,0.7840071009000142,134.8494853417599,0.0,-0.3,2.0,0.0006390810012817383,0.0
173,0.7840023757616873,135.63348771752158,0.0,-0.3,2.0,0.0002138185518560931,0.0
174,0.7840038823549403,136.4174915998765,0.0,-0.3,2.0,0.0003494119446258992,0.0
175,0.7840033479795093,137.20149494785602,0.0,-0.3,2.0,0.0003013181558344513,0.0
176,0.7840008469157264,137.98549579477174,0.0,-0.3,2.0,7.622241537319496e-05,0.0
177,0.7840240115060781,138.76951980627783,0.0,-0.3,2.0,0.0021610355470329523,0.0
178,0.7840205099311036,139.55354031620894,0.0,-0.3,2.0,0.001845893799327314,0.0
179,0.7840118810334243,140.33755219724236,0.0,-0.3,2.0,0.001069293008185923,0.0
180,0.784022885004162,141.12157508224652,0.0,-0.3,2.0,0.0020596503745764494,0.0
181,0.7840110422765526,141.90558612452307,0.0,-0.3,2.0,0.0009938048897311091,0.0
182,0.7840290881247364,142.6896152126478,0.0,-0.3,2.0,0.0026179312262684107,0.0
183,0.784010043514582,143.47362525616236,0.0,-0.3,2.0,0.0009039163123816252,0.0
184,0.784003992716342,144.25762924887871,0.0,-0.3,2.0,0.0003593444707803428,0.0
185,0.7840116920473779,145.0416409409261,0.0,-0.3,2.0,0.0010522842640057206,0.0
186,0.784015503671279,145.82565644459737,0.0,-0.3,2.0,0.0013953304151073098,0.0
187,0.7840201956420724,146.60967664023946,0.0,-0.3,2.0,0.0018176077865064144,0.0
188,0.7840196819297142,147.39369632216918,0.0,-0.3,2.0,0.001771373674273491,0.0
189,0.7840208936256564,148.17771721579484,0.0,-0.3,2.0,0.0018804263090714812,0.0
190,0.784001439624369,148.96171865541922,0.0,-0.3,2.0,0.00012956619320902973,0.0
191,0.7840073048803542,149.74572596029958,0.0,-0.3,2.0,0.0006574392318725586,0.0
192,0.7840024925867264,150.5297284528863,0.0,-0.3,2.0,0.00022433280537370592,0.0
193,0.7840058798261711,151.31373433271247,0.0,-0.3,2.0,0.0005291843554005027,0.0
194,0.7840318145741605,152.09776614728662,0.0,-0.3,2.0,0.0028633116744458675,0.0
195,0.7840289451796562,152.88179509246626,0.0,-0.3,2.0,0.002605066169053316,0.0
196,0.7840250610781627,153.66582015354442,0.0,-0.3,2.0,0.00225549703463912,0.0
197,0.7840014888444438,154.44982164238886,0.0,-0.3,2.0,0.0001339959999313578,0.0
198,0.7840239512132895,155.23384559360215,0.0,-0.3,2.0,0.0021556091960519552,0.0
199,0.7840203984569655,156.01786599205911,0.0,-0.3,2.0,0.0018358611268922687,0.0
200,0.7840206823344342,156.80188667439356,0.0,-0.3,2.0,0.001861410099081695,0.0
