Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Speed,Brake
1,0.7840211001503178,0.7840211001503178,0.0,-0.3,2.0,0.0018990135286003351,0.0
2,0.7840079839490355,1.5680290840993534,0.0,-0.3,2.0,0.0007185554131865501,0.0
3,0.7840092213417197,2.352038305441073,0.0,-0.3,2.0,0.0008299207547679543,0.0
4,0.7840030342208144,3.1360413396618876,0.0,-0.3,2.0,0.0002730798732955009,0.0
5,0.7840030801030031,3.9200444197648907,0.0,-0.3,2.0,0.00027720927027985454,0.0
6,0.7840037209192265,4.704048140684117,0.0,-0.3,2.0,0.0003348827303852886,0.0
7,0.784,5.488048140684117,0.0,-0.3,2.0,0.0,0.0
8,0.7840248530698527,6.272072993753969,0.0,-0.3,2.0,0.0022367762867361307,0.0
9,0.7840114968085351,7.056084490562505,0.0,-0.3,2.0,0.0010347127681598067,0.0
10,0.7840089374118641,7.840093427974368,0.0,-0.3,2.0,0.0008043670677579939,0.0
11,0.7840042936004724,8.624097721574842,0.0,-0.3,2.0,0.0003864240425173193,0.0
12,0.7840004864268704,9.408098208001713,0.0,-0.3,2.0,4.377841833047569e-05,0.0
13,0.784000625080995,10.192098833082708,0.0,-0.3,2.0,5.625728954328224e-05,0.0
14,0.7840321132855284,10.976130946368237,0.0,-0.3,2.0,0.0028901956975460052,0.0
15,0.7840030906463508,11.760134037014588,0.0,-0.3,2.0,0.0002781581715680659,0.0
16,0.7840044599637881,12.544138496978375,0.0,-0.3,2.0,0.00040139674092642963,0.0
17,0.7840044480428592,13.328142945021234,0.0,-0.3,2.0,0.0004003238573204726,0.0
18,0.7840063766899985,14.112149321711232,0.0,-0.3,2.0,0.0005739020998589694,0.0
19,0.7840259352796194,14.896175256990851,0.0,-0.3,2.0,0.0023341751657426357,0.0
20,0.7840344685434054,15.680209725534256,0.0,-0.3,2.0,0.003102168906480074,0.0
21,0.7840089616773444,16.464218687211602,0.0,-0.3,2.0,0.0008065509609878063,0.0
22,0.7840077608953385,17.24822644810694,0.0,-0.3,2.0,0.0006984805804677308,0.0
23,0.784027377021292,18.032253825128233,0.0,-0.3,2.0,0.002463931916281581,0.0
24,0.7840083426369303,18.816262167765164,0.0,-0.3,2.0,0.0007508373237214983,0.0
25,0.7840074470305763,19.60026961479574,0.0,-0.3,2.0,0.0006702327518723905,0.0
26,0.7840056013529603,20.384275216148698,0.0,-0.3,2.0,0.0005041217664256692,0.0
27,0.7840293175379436,21.16830453368664,0.0,-0.3,2.0,0.002638578414916992,0.0
28,0.7840228651876872,21.952327398874328,0.0,-0.3,2.0,0.0020578668918460608,0.0
29,0.7840189562897302,22.73634635516406,0.0,-0.3,2.0,0.0017060660757124424,0.0
30,0.7840164085494665,23.520362763713525,0.0,-0.3,2.0,0.001476769451983273,0.0
31,0.7840168679553705,24.304379631668894,0.0,-0.3,2.0,0.0015181159833446145,0.0
32,0.7840101860360398,25.088389817704932,0.0,-0.3,2.0,0.0009167432435788214,0.0
33,0.7840079164501383,25.872397734155072,0.0,-0.3,2.0,0.0007124805124476552,0.0
34,0.7840296247269337,26.656427358882006,0.0,-0.3,2.0,0.0026662254240363836,0.0
35,0.7840082788995416,27.440435637781547,0.0,-0.3,2.0,0.000745100958738476,0.0
36,0.7840105598236486,28.224446197605197,0.0,-0.3,2.0,0.0009503841283731163,0.0
37,0.784024059189794,29.00847025679499,0.0,-0.3,2.0,0.0021653270814567804,0.0
38,0.7840031785434759,29.792473435338465,0.0,-0.3,2.0,0.0002860689128283411,0.0
39,0.7840166473379876,30.576490082676454,0.0,-0.3,2.0,0.0014982604188844562,0.0
40,0.7840113924344381,31.36050147511089,0.0,-0.3,2.0,0.0010253190994262695,0.0
41,0.784012315697192,32.144513790808084,0.0,-0.3,2.0,0.001108412747271359,0.0
42,0.7840042067103399,32.928517997518426,0.0,-0.3,2.0,0.00037860393058508635,0.0
43,0.7840104266800918,33.71252842419852,0.0,-0.3,2.0,0.0009384012082591653,0.0
44,0.7840078308318431,34.49653625503036,0.0,-0.3,2.0,0.0007047748658806086,0.0
45,0.7840061790678754,35.28054243409823,0.0,-0.3,2.0,0.0005561161087825894,0.0
46,0.7840061235953278,36.064548557693556,0.0,-0.3,2.0,0.0005511235794983804,0.0
47,0.7840037297671144,36.84855228746067,0.0,-0.3,2.0,0.0003356790402904153,0.0
48,0.7840019848081542,37.63255427226883,0.0,-0.3,2.0,0.00017863273387774825,0.0
49,0.7840024390749686,38.416556711343794,0.0,-0.3,2.0,0.00021951674716547132,0.0
50,0.7840050406453536,39.20056175198915,0.0,-0.3,2.0,0.00045365808182395995,0.0
51,0.7840029145345454,39.984564666523696,0.0,-0.3,2.0,0.0002623081090860069,0.0
52,0.7840030345386929,40.76856770106239,0.0,-0.3,2.0,0.00027310848236083984,0.0
53,0.7840322474373712,41.55259994849976,0.0,-0.3,2.0,0.0029022693634033203,0.0
54,0.7840067911673493,42.33660673966711,0.0,-0.3,2.0,0.0006112050614319742,0.0
55,0.7840045460066758,43.12061128567379,0.0,-0.3,2.0,0.00040914060082286596,0.0
56,0.784005125946417,43.904616411620204,0.0,-0.3,2.0,0.00046133517753332853,0.0
57,0.78400162622665,44.68861803784685,0.0,-0.3,2.0,0.0001463603985030204,0.0
58,0.7840071536167526,45.47262519146361,0.0,-0.3,2.0,0.000643825507722795,0.0
59,0.7840070969263713,46.25663228838998,0.0,-0.3,2.0,0.0006387233734130859,0.0
60,0.7840015709138501,47.04063385930383,0.0,-0.3,2.0,0.00014138224651105702,0.0
61,0.7840008430486358,47.82463470235247,0.0,-0.3,2.0,7.587437721667811e-05,0.0
62,0.7840014512274195,48.60863615357989,0.0,-0.3,2.0,0.0001306104677496478,0.0
63,0.7840024219619163,49.3926385755418,0.0,-0.3,2.0,0.00021797657245770097,0.0
64,0.7840007050302682,50.17663928057207,0.0,-0.3,2.0,6.34527241345495e-05,0.0
65,0.7840316377211777,50.960670918293246,0.0,-0.3,2.0,0.0028473949059844017,0.0
66,0.7840033001900496,51.7446742184833,0.0,-0.3,2.0,0.00029701710445806384,0.0
67,0.7840282239919115,52.52870244247521,0.0,-0.3,2.0,0.002540159272029996,0.0
68,0.784001638200451,53.31270408067566,0.0,-0.3,2.0,0.0001474380405852571,0.0
69,0.7840052610502786,54.09670934172593,0.0,-0.3,2.0,0.0004734945250675082,0.0
70,0.7840074718794269,54.88071681360536,0.0,-0.3,2.0,0.0006724691484123468,0.0
71,0.784017277081497,55.664734090686856,0.0,-0.3,2.0,0.0015549373347312212,0.0
72,0.7840003241452861,56.448734414832145,0.0,-0.3,2.0,2.9173075745347887e-05,0.0
73,0.7840296348990459,57.232764049731195,0.0,-0.3,2.0,0.0026671409141272306,0.0
74,0.7840194938439462,58.016783543575144,0.0,-0.3,2.0,0.00175444595515728,0.0
75,0.7840057740738461,58.80078931764899,0.0,-0.3,2.0,0.0005196666461415589,0.0
76,0.7840139012337766,59.58480321888277,0.0,-0.3,2.0,0.001251111039891839,0.0
77,0.7840160584446146,60.36881927732738,0.0,-0.3,2.0,0.0014452600153163075,0.0
78,0.7840048448244343,61.15282412215182,0.0,-0.3,2.0,0.00043603419908322394,0.0
79,0.7840013147990104,61.93682543695083,0.0,-0.3,2.0,0.00011833191092591733,0.0
80,0.7840002717979644,62.7208257087488,0.0,-0.3,2.0,2.446181679260917e-05,0.0
81,0.7840001703907603,63.50482587913956,0.0,-0.3,2.0,1.533516842755489e-05,0.0
82,0.7840042157703623,64.28883009490993,0.0,-0.3,2.0,0.00037941933260299265,0.0
83,0.7840220176893183,65.07285211259925,0.0,-0.3,2.0,0.0019815920386463404,0.0
84,0.7840154539205445,65.8568675665198,0.0,-0.3,2.0,0.0013908528489992023,0.0
85,0.7840049316618566,66.64087249818165,0.0,-0.3,2.0,0.00044384956709109247,0.0
