Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Speed,Brake
1,0.7840487108202652,0.7840487108202652,1.0,0.011230282485485077,2.0,0.0012177705066278577,-1.0
2,0.7840574697460979,1.568106180566363,1.0,0.006165556609630585,2.0,0.0014367436524480581,-1.0
3,0.7840209072115831,2.352127087777946,1.0,0.00616561621427536,2.0,0.0005226802895776927,-1.0
4,0.7840149137491826,3.1361420015271286,1.0,0.0061656758189201355,2.0,0.00037284372956492007,-1.0
5,0.7840412475597114,3.92018324908684,1.0,0.006165347993373871,2.0,0.0010311889927834272,-1.0
6,0.7840122842786368,4.704195533365477,1.0,0.006165497004985809,2.0,0.00030710696591995656,-1.0
7,0.7840692634563894,5.488264796821866,1.0,0.006165556609630585,2.0,0.0017315864097326994,-1.0
8,0.7840155176164118,6.272280314438278,1.0,0.006165556609630585,2.0,0.00038794041029177606,-1.0
9,0.7840418373104185,7.056322151748697,1.0,0.006165079772472382,2.0,0.0010459327604621649,-1.0
10,0.7840158874504268,7.840338039199124,1.0,0.006165318191051483,2.0,0.0003971862606704235,-1.0
11,0.784,8.624338039199124,1.0,0.006165258586406708,2.0,0.0,-1.0
12,0.7840229528429918,9.408360992042116,1.0,0.006165079772472382,2.0,0.0005738210747949779,-1.0
13,0.7840306880939752,10.192391680136092,1.0,0.006165169179439545,2.0,0.0007672023493796587,-1.0
14,0.7943963291645051,10.986788009300597,1.0,0.006551139056682587,2.0,0.2599082291126251,-1.0
15,0.8078645339012146,11.794652543201812,1.0,0.00616522878408432,2.0,0.596613347530365,-1.0
16,0.8190999736785889,12.6137525168804,1.0,0.005922369658946991,2.0,0.8774993419647217,-1.0
17,0.8283276500701905,13.442080166950591,1.0,0.00836508721113205,2.0,1.1081912517547607,-1.0
18,0.83461851978302,14.27669868673361,1.0,0.00856705754995346,2.0,1.2654629945755005,-1.0
19,0.8417968072891235,15.118495494022733,1.0,0.0081382617354393,2.0,1.4449201822280884,-1.0
20,0.847841028213501,15.966336522236235,1.0,0.008878879249095917,2.0,1.5960257053375244,-1.0
21,0.8556074275970459,16.82194394983328,1.0,0.009179554879665375,2.0,1.7901856899261475,-1.0
22,0.8657445373535156,17.687688487186794,1.0,0.01095234602689743,2.0,2.0436134338378906,-1.0
23,0.8699322738647461,18.55762076105154,1.0,0.010116510093212128,2.0,2.1483068466186523,-1.0
24,0.8778651466369629,19.435485907688502,1.0,0.010801486670970917,2.0,2.3466286659240723,-1.0
25,0.8851460590362549,20.320631966724758,1.0,0.01041596382856369,2.0,2.528651475906372,-1.0
26,0.8925707855224609,21.21320275224722,1.0,0.009579621255397797,2.0,2.7142696380615234,-1.0
27,0.8997935810089112,22.11299633325613,1.0,0.009580306708812714,2.0,2.8948395252227783,-1.0
28,0.909711259841919,23.02270759309805,1.0,0.008409254252910614,2.0,3.1427814960479736,-1.0
29,0.9166404857635498,23.939348078861602,1.0,0.00933685153722763,2.0,3.316012144088745,-1.0
30,0.9216907730102539,24.861038851871857,1.0,0.008951537311077118,2.0,3.4422693252563477,-1.0
31,0.9397635288238526,25.80080238069571,1.0,0.00802575796842575,1.0,3.6940882205963135,-1.0
32,0.9450976581573487,26.74590003885306,1.0,0.008569411933422089,1.0,3.827441453933716,-1.0
33,0.9531890602111817,27.69908909906424,1.0,0.008569739758968353,1.0,4.029726505279541,-1.0
34,0.9618324012756347,28.660921500339875,1.0,0.007643871009349823,1.0,4.245810031890869,-1.0
35,0.9704717559814453,29.63139325632132,1.0,0.007473759353160858,1.0,4.461793899536133,-1.0
36,0.981725112915039,30.61311836923636,1.0,0.006162367761135101,1.0,4.743127822875977,-1.0
37,0.9880666847229005,31.601185053959263,1.0,0.005919955670833588,1.0,4.90166711807251,-1.0
38,0.992,32.59318505395926,1.0,0.005920402705669403,1.0,5.148862361907959,-1.0
39,0.992,33.58518505395926,1.0,0.005921505391597748,1.0,5.4344329833984375,-1.0
40,0.992,34.577185053959255,1.0,0.006849043071269989,1.0,5.67649507522583,-1.0
41,0.992,35.56918505395925,1.0,0.005382202565670013,1.0,5.907588005065918,-1.0
42,0.992,36.56118505395925,1.0,0.005383603274822235,1.0,5.925195693969727,-1.0
