Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Speed,Brake
1,0.7840782455410809,0.7840782455410809,0.2,0.16,2.0,0.001956138527020812,-1.0
2,0.7840483819935471,1.568126627534628,0.2,0.16,2.0,0.0012095498386770487,-1.0
3,0.7840175928114914,2.352144220346119,0.2,0.16,2.0,0.00043982028728350997,-1.0
4,0.7840445821741596,3.136188802520279,0.2,0.16,2.0,0.0011145543539896607,-1.0
5,0.7840525066349656,3.9202413091552444,0.2,0.16,2.0,0.0013126658741384745,-1.0
6,0.7840132816308178,4.7042545907860625,0.2,0.16,2.0,0.000332040770445019,-1.0
7,0.784001775171404,5.488256365957467,0.2,0.16,2.0,4.437928510014899e-05,-1.0
8,0.7840107137672604,6.2722670797247275,0.2,0.16,2.0,0.00026784418150782585,-1.0
9,0.7840045001981198,7.056271579922847,0.2,0.16,2.0,0.00011250495299464092,-1.0
10,0.7841263149268926,7.8403978948497395,0.2,0.16,2.0,0.003157873172312975,-1.0
11,0.7840018362076663,8.624399731057405,0.2,0.16,2.0,4.5905191655037925e-05,-1.0
12,0.7840337501522154,9.40843348120962,0.2,0.16,2.0,0.0008437538053840399,-1.0
13,0.7840056982040405,10.192439179413661,0.2,0.16,2.0,0.0001424551010131836,-1.0
14,0.7840052474974655,10.976444426911126,0.2,0.16,2.0,0.0001311874366365373,-1.0
15,0.7840039253232536,11.760448352234379,0.2,0.16,2.0,9.813308133743703e-05,-1.0
16,0.784126970289275,12.544575322523654,0.2,0.16,2.0,0.003174257231876254,-1.0
17,0.7840253160460853,13.328600638569739,0.2,0.16,2.0,0.0006329011521302164,-1.0
18,0.7841095199584961,14.112710158528236,0.2,0.16,2.0,0.0027379989624023438,-1.0
19,0.7840051027303562,14.896715261258592,0.2,0.16,2.0,0.00012756825890392065,-1.0
20,0.784022870444227,15.68073813170282,0.2,0.16,2.0,0.0005717611056752503,-1.0
21,0.7840234985351563,16.464761630237977,0.2,0.16,2.0,0.00058746337890625,-1.0
22,0.7840164165487513,17.24877804678673,0.2,0.16,2.0,0.0004104137187823653,-1.0
23,0.784,18.032778046786728,0.2,0.16,2.0,0.0,-1.0
24,0.7840359201431275,18.816813966929857,0.2,0.16,2.0,0.0008980035781860352,-1.0
25,0.7840225198734552,19.600836486803313,0.2,0.16,2.0,0.0005629968363791704,-1.0
26,0.7840176523206756,20.384854139123988,0.2,0.16,2.0,0.0004413080168887973,-1.0
27,0.7840087425240782,21.168862881648067,0.2,0.16,2.0,0.00021856310195289552,-1.0
28,0.7840116960529704,21.95287457770104,0.2,0.16,2.0,0.00029240132425911725,-1.0
29,0.7840011333529984,22.736875711054036,0.2,0.16,2.0,2.833382495737169e-05,-1.0
30,0.7840226444238797,23.520898355477915,0.2,0.16,2.0,0.0005661105969920754,-1.0
31,0.7840246006017552,24.30492295607967,0.2,0.16,2.0,0.0006150150438770652,-1.0
32,0.7840135301589035,25.088936486238573,0.2,0.16,2.0,0.00033825397258624434,-1.0
33,0.7840082948681666,25.87294478110674,0.2,0.16,2.0,0.0002073717041639611,-1.0
