Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Velocity,Brake
1,0.6162351498852173,0.6162351498852173,0.3,0.1,23.0,0.017636241391301155,-1.0
2,0.616200570859015,1.2324357207442325,0.4,0.06,23.0,0.015042814426124096,-1.0
3,0.6161789805044731,1.8486147012487055,0.4,0.06,23.0,0.013423537835478783,-1.0
4,0.6161569048563639,2.4647716061050695,0.4,0.06,23.0,0.011767864227294922,-1.0
5,0.6161460590958595,3.080917665200929,0.4,0.06,23.0,0.010954432189464569,-1.0
6,0.6161292613272865,3.6970469265282153,0.4,0.06,23.0,0.0096945995464921,-1.0
7,0.6161112051680684,4.313158131696284,0.4,0.06,23.0,0.008340387605130672,-1.0
8,0.6240934227618079,4.937251554458092,0.4,0.06,22.0,0.007006707135587931,-1.0
9,0.6240790815365812,5.561330635994673,0.4,0.06,22.0,0.005931115243583918,-1.0
10,0.6240719934453568,6.18540262944003,0.4,0.06,22.0,0.005399508401751518,-1.0
11,0.6240681810391447,6.809470810479175,0.4,0.06,22.0,0.00511357793584466,-1.0
12,0.62405031973434,7.4335211302135145,0.4,0.06,22.0,0.003773980075493455,-1.0
13,0.6240507870968433,8.057571917310359,0.4,0.06,22.0,0.0038090322632342577,-1.0
14,0.6240426463441303,8.681614563654488,0.4,0.06,22.0,0.0031984758097678423,-1.0
15,0.6240375492715589,9.305652112926047,0.4,0.06,22.0,0.0028161953669041395,-1.0
16,0.6240357773465416,9.92968789027259,0.4,0.06,22.0,0.0026833009906113148,-1.0
17,0.6240271543487907,10.55371504462138,0.4,0.06,22.0,0.00203657615929842,-1.0
18,0.6240235605876273,11.177738605209008,0.4,0.06,22.0,0.0017670440720394254,-1.0
19,0.6240019300461283,11.801740535255137,0.4,0.06,22.0,0.0001447534596081823,-1.0
20,0.6240001785200827,12.42574071377522,0.4,0.06,22.0,1.3389006198849529e-05,-1.0
21,0.6240032979327566,13.049744011707975,0.4,0.06,22.0,0.0002473449567332864,-1.0
22,0.6240052969611717,13.673749308669148,0.4,0.06,22.0,0.0003972720878664404,-1.0
23,0.6240018541970834,14.29775116286623,0.4,0.06,22.0,0.00013906478125136346,-1.0
24,0.6240401852931828,14.921791348159413,0.4,0.06,22.0,0.0030138969887048006,-1.0
25,0.6240066557565395,15.545798003915953,0.4,0.06,22.0,0.0004991817404516041,-1.0
26,0.6240043944676873,16.16980239838364,0.4,0.06,22.0,0.0003295850765425712,-1.0
27,0.6240002512001084,16.79380264958375,0.4,0.06,22.0,1.8840008124243468e-05,-1.0
28,0.6240209009802591,17.41782355056401,0.4,0.06,22.0,0.001567573519423604,-1.0
29,0.624003930218906,18.041827480782914,0.4,0.06,22.0,0.00029476641793735325,-1.0
30,0.6240277082435788,18.66585518902649,0.4,0.06,22.0,0.0020781182684004307,-1.0
31,0.624021401786556,19.289876590813048,0.4,0.06,22.0,0.00160513399168849,-1.0
32,0.6240000000000001,19.913876590813047,0.4,0.06,22.0,0.0,-1.0
33,0.624789826711019,20.538666417524066,0.4,0.06,22.0,0.059237003326416016,-1.0
