Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Velocity,Brake
1,0.7920967777209977,0.7920967777209977,0.4,0.06,-1.0,0.007258329074829817,-1.0
2,0.8000935555125277,1.5921903332335254,0.5,0.0,0.0,0.0070166634395718575,-1.0
3,0.8000782891549171,2.3922686223884426,0.5,0.0,0.0,0.005871686618775129,-1.0
4,0.8000782583840191,3.1923468807724618,0.5,0.0,0.0,0.005869378801435232,-1.0
5,0.8000580645228426,3.9924049452953043,0.5,0.0,0.0,0.004354839213192463,-1.0
6,0.8000078531913459,4.79241279848665,0.5,0.0,0.0,0.0005889893509447575,-1.0
7,0.8000063307443634,5.592419129231013,0.5,0.0,0.0,0.0004748058272525668,-1.0
8,0.8000252067561572,6.39244433598717,0.5,0.0,0.0,0.0018905067117884755,-1.0
9,0.8000121701555327,7.192456506142703,0.5,0.0,0.0,0.0009127616649493575,-1.0
10,0.8000198095959301,7.992476315738633,0.5,0.0,0.0,0.0014857196947559714,-1.0
11,0.800012798626752,8.792489114365384,0.5,0.0,0.0,0.0009598970063962042,-1.0
12,0.8000260617552947,9.59251517612068,0.5,0.0,0.0,0.001954631647095084,-1.0
13,0.8000212336222952,10.392536409742975,0.5,0.0,0.0,0.0015925216721370816,-1.0
14,0.8000124628702179,11.192548872613193,0.5,0.0,0.0,0.0009347152663394809,-1.0
15,0.8000134435016663,11.992562316114858,0.5,0.0,0.0,0.001008262624964118,-1.0
16,0.8000275077826033,12.792589823897462,0.5,0.0,0.0,0.0020630836952477694,-1.0
17,0.800018746565717,13.59260857046318,0.5,0.0,0.0,0.0014059924287721515,-1.0
18,0.8000079185484599,14.392616489011639,0.5,0.0,0.0,0.0005938911344856024,-1.0
19,0.8000111838018833,15.192627672813522,0.5,0.0,0.0,0.0008387851412408054,-1.0
20,0.8000000958164735,15.992627768629996,0.5,0.0,0.0,7.186235507106176e-06,-1.0
21,0.8000094721474065,16.792637240777402,0.5,0.0,0.0,0.0007104110554791987,-1.0
22,0.8000018824258587,17.592639123203263,0.5,0.0,0.0,0.00014118193939793855,-1.0
23,0.8000003355662436,18.392639458769505,0.5,0.0,0.0,2.5167468265863135e-05,-1.0
24,0.8000100847876942,19.1926495435572,0.5,0.0,0.0,0.0007563590770587325,-1.0
25,0.8000071386969648,19.992656682254164,0.5,0.0,0.0,0.000535402272362262,-1.0
26,0.8000294736307115,20.792686155884876,0.5,0.0,0.0,0.0022105223033577204,-1.0
27,0.803706032037735,21.59639218792261,0.5,0.0,0.0,0.2779524028301239,-1.0
28,0.7981969570318859,22.394589144954498,0.5,0.0,-1.0,0.4647717773914337,-1.0
29,0.8085035705566407,23.20309271551114,0.5,0.0,0.0,0.6377677917480469,-1.0
30,0.8101724219322205,24.013265137443362,0.5,0.0,0.0,0.7629316449165344,-1.0
31,0.8111862174669902,24.82445135491035,0.5,0.0,0.0,0.8389663100242615,-1.0
32,0.8118448106447856,25.636296165555137,0.5,0.0,0.0,0.8883607983589172,-1.0
33,0.8127359978357951,26.44903216339093,0.5,0.0,0.0,0.9551998376846313,-1.0
34,0.8128647001584371,27.261896863549367,0.5,0.0,0.0,0.964852511882782,-1.0
35,0.8140202188491822,28.07591708239855,0.5,0.0,0.0,1.0515164136886597,-1.0
36,0.8061648133595785,28.88208189575813,0.5,0.0,1.0,1.0623610019683838,-1.0
37,0.8072996158599854,29.689381511618116,0.5,0.0,1.0,1.1474711894989014,-1.0
38,0.8072032740910848,30.4965847857092,0.5,0.0,1.0,1.1402455568313599,-1.0
39,0.8080592190424601,31.30464400475166,0.5,0.0,1.0,1.2044414281845093,-1.0
40,0.8000073407491048,32.10465134550076,0.5,0.0,2.0,1.2005505561828613,-1.0
41,0.8009040457407633,32.90555539124153,0.4,0.06,2.0,1.267803430557251,-1.0
42,0.801103918393453,33.70665930963498,0.4,0.06,2.0,1.2827938795089722,-1.0
43,0.8018912432988485,34.508550552933826,0.4,0.06,2.0,1.3418432474136353,-1.0
44,0.809759132385254,35.31830968531908,0.4,0.06,1.0,1.331934928894043,-1.0
45,0.8023191776275636,36.120628862946646,0.4,0.06,2.0,1.3739383220672607,-1.0
46,0.8021982358296712,36.92282709877632,0.4,0.06,2.0,1.3648676872253418,-1.0
47,0.8108839832941691,37.733711082070485,0.4,0.06,1.0,1.416298747062683,-1.0
48,0.8107859296798706,38.54449701175036,0.4,0.06,1.0,1.4089447259902954,-1.0
49,0.803127615292867,39.347624627043224,0.4,0.06,2.0,1.4345711469650269,-1.0
50,0.802971651395162,40.150596278438385,0.4,0.06,2.0,1.422873854637146,-1.0
51,0.8115750840504965,40.96217136248888,0.4,0.06,1.0,1.4681313037872314,-1.0
52,0.8116205361684163,41.7737918986573,0.4,0.06,1.0,1.4715402126312256,-1.0
53,0.812196639696757,42.58598853835406,0.4,0.06,1.0,1.514747977256775,-1.0
54,0.811943019549052,43.397931557903114,0.4,0.06,1.0,1.495726466178894,-1.0
55,0.8045982526143393,44.202529810517454,0.4,0.06,2.0,1.5448689460754395,-1.0
56,0.8124616816838582,45.01499149220131,0.4,0.06,1.0,1.5346261262893677,-1.0
57,0.8050266367594401,45.820018128960754,0.5,0.0,2.0,1.5769977569580078,-1.0
58,0.8048609247207642,46.62487905368152,0.4,0.06,2.0,1.564569354057312,-1.0
59,0.8052992493311565,47.430178303012674,0.4,0.06,2.0,1.597443699836731,-1.0
60,0.8132643798192343,48.24344268283191,0.4,0.06,1.0,1.594828486442566,-1.0
61,0.8137688528696696,49.05721153570158,0.4,0.06,1.0,1.6326639652252197,-1.0
62,0.8137229286829631,49.87093446438455,0.5,0.0,1.0,1.629219651222229,-1.0
63,0.8142966877619426,50.68523115214649,0.5,0.0,1.0,1.672251582145691,-1.0
64,0.8061742884318034,51.4914054405783,0.5,0.0,2.0,1.663071632385254,-1.0
65,0.8067387380599976,52.298144178638296,0.4,0.06,2.0,1.705405354499817,-1.0
66,0.806514877319336,53.10465905595763,0.4,0.06,2.0,1.6886157989501953,-1.0
67,0.8069916508992513,53.91165070685688,0.4,0.06,2.0,1.7243738174438477,-1.0
68,0.8068421990076701,54.71849290586455,0.4,0.06,2.0,1.7131649255752563,-1.0
69,0.8154326473871867,55.533925553251734,0.4,0.06,1.0,1.7574485540390015,-1.0
70,0.8072111104329427,56.34113666368468,0.5,0.0,2.0,1.7408332824707031,-1.0
71,0.8077009414037069,57.14883760508839,0.4,0.06,2.0,1.7775706052780151,-1.0
72,0.8073499193191529,57.95618752440754,0.4,0.06,2.0,1.7512439489364624,-1.0
73,0.8077301270167033,58.763917651424244,0.4,0.06,2.0,1.7797595262527466,-1.0
74,0.8164628032048543,59.5803804546291,0.4,0.06,1.0,1.8347102403640747,-1.0
75,0.8165817438761394,60.39696219850524,0.5,0.0,1.0,1.8436307907104492,-1.0
76,0.8171264222462973,61.21408862075154,0.5,0.0,1.0,1.88448166847229,-1.0
77,0.8172431456247966,62.03133176637633,0.5,0.0,1.0,1.8932359218597412,-1.0
78,0.8096730143229167,62.84100478069925,0.5,0.0,2.0,1.92547607421875,-1.0
79,0.8094029607772828,63.650407741476535,0.4,0.06,2.0,1.9052220582962036,-1.0
80,0.809951566696167,64.4603593081727,0.4,0.06,2.0,1.9463675022125244,-1.0
81,0.8098259932200115,65.27018530139271,0.5,0.0,2.0,1.9369494915008545,-1.0
82,0.8103504679997763,66.0805357693925,0.4,0.06,2.0,1.9762850999832153,-1.0
83,0.8103123257954916,66.89084809518799,0.4,0.06,2.0,1.9734244346618652,-1.0
