Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel
1,-41.7305432233657,79,False,-104.0,-1.0,3.9979473644406442,1.6220127003786118
2,124.11882157897054,286,False,-118.0,-1.0,3.9502860663844293,5.807676371326996
3,103.8375695719565,307,False,-117.0,-1.0,3.9885964395577367,5.551178115891772
4,89.24646971992772,330,False,-113.0,-1.0,3.993085914707559,5.57224589848016
5,89.89990646373693,326,False,-119.0,-1.0,3.927124608740067,5.698376775373551
6,127.4724078994235,317,False,105.0,-1.0,3.954375156515888,5.5557182353982935
7,133.5973106080328,299,False,105.0,-1.0,3.9817187768198226,5.7761793943452195
8,129.81137198245355,283,False,-107.0,-1.0,3.8903899826134234,5.798259104796202
9,87.1442894600898,325,False,-110.0,-1.0,3.9889399808969372,5.5613904582357145
10,152.76428035396825,274,False,-121.0,-1.0,4.022740881021361,5.928876220206153
11,87.74729320385384,295,False,-111.0,-1.0,3.9452595579321175,5.88734541048722
12,134.31990814997536,289,False,-106.0,-1.0,3.9149950395624877,5.807649002987311
13,89.9071543745176,328,False,-110.0,-1.0,3.958117296403227,5.569988903065678
14,128.03592294731357,305,False,-106.0,-1.0,3.918931420932098,5.549036295338702
15,99.32782886967942,284,False,-120.0,-1.0,3.9260625851874433,5.498336690633794
16,139.0148597142634,299,False,-114.0,-1.0,3.8534548051844713,5.825670929875592
17,112.37083228038384,269,False,-114.0,-1.0,3.94075308641038,5.777672753487558
18,131.02139509126386,291,False,105.0,-1.0,3.9759939356002385,5.7646695161846395
19,108.8262217811463,288,False,-118.0,-1.0,3.972922740171087,5.5307971619978264
20,142.61781847999066,286,False,-119.0,-1.0,3.9383126213539765,5.948914353434531
21,166.08375637604686,296,False,-122.0,-1.0,4.422969394204742,5.74005136818301
22,113.40274499639372,299,False,-119.0,-1.0,3.884735355717969,5.55796546950223
23,156.10035061119416,278,False,-123.0,-1.0,4.112306677615397,5.9262500203067185
24,101.76906948195966,309,False,-113.0,-1.0,3.981247404313373,5.899993500764207
25,99.13762074630219,305,False,-122.0,-1.0,3.928511938832257,5.9023305968137185
26,158.2653881882108,273,False,-122.0,-1.0,4.534790263967163,5.888177603649508
27,152.93974199953243,269,False,-124.0,-1.0,4.201109536215496,5.90614896696788
28,113.8459810168267,291,False,-119.0,-1.0,3.8959275118201497,5.540037304029362
29,120.76787907804527,283,False,-122.0,-1.0,4.495335235305764,5.435899924717238
30,89.743901280791,326,False,-125.0,-1.0,3.9615115734146253,5.567632241108158
31,162.54892656841008,281,False,-122.0,-1.0,4.119472245877072,5.931881544405588
32,121.58530986137589,296,False,-118.0,-1.0,3.9729423631732206,5.5482065036060675
33,135.28106785914915,298,False,-120.0,-1.0,4.020843896251069,5.529661115604272
34,119.84031781772495,288,False,-121.0,-1.0,4.292186395289944,5.484757297478306
35,148.53371309872747,304,False,-117.0,-1.0,3.907867339596665,5.786014260729548
36,73.78606894643528,305,False,-124.0,-1.0,3.903948255170429,5.523169534468687
37,153.9101417184303,289,False,-123.0,-1.0,4.115684952111422,5.74923718772719
38,162.74868562705515,277,False,-123.0,-1.0,4.465353986355312,5.899636168821314
39,102.02894759767602,301,False,-121.0,-1.0,3.90666417539222,5.901428416668379
40,72.0283251195126,298,False,-123.0,-1.0,3.870442433340824,5.5105428579357145
41,100.92058090783502,278,False,-119.0,-1.0,3.978040039668884,5.5009205717486225
42,102.73346396161872,279,False,-120.0,-1.0,3.9094007575774667,5.487812326760382
43,83.46675946535717,278,False,-117.0,-1.0,3.9736442609372107,5.866484923112347
44,119.13152854772022,282,False,-121.0,-1.0,4.026946883088391,5.4694355184217285
45,80.45438448260276,280,False,-120.0,-1.0,3.888049078587586,5.873082098604313
46,101.75200842485577,276,False,-119.0,-1.0,3.995749994537994,5.474892582423796
47,125.70727227994098,275,False,-122.0,-1.0,4.100705530527898,5.484692629022862
48,145.33926264567955,284,False,-122.0,-1.0,4.1074878382852384,5.722283514531355
49,85.12847458815821,278,False,-117.0,-1.0,3.859834956501866,5.873029213428846
50,128.95369037560747,276,False,-122.0,-1.0,4.078487953996468,5.4899838212945
51,164.80926777704465,288,False,-121.0,-1.0,4.2669471321138035,5.786511963019923
52,70.65717247335564,298,False,-123.0,-1.0,3.945478905028994,5.504769729190168
53,129.52210237477462,252,False,-123.0,-1.0,4.34070245447116,5.714225418111753
54,139.62301248263051,261,False,-122.0,-1.0,4.5934126556243795,5.712046677086117
55,137.84234667601146,264,False,-124.0,-1.0,4.890332910975773,5.643526155378133
56,121.81382586065257,287,False,-117.0,-1.0,3.911549329710011,5.510130100460067
57,92.8651650628864,277,False,-130.0,-1.0,3.9485961134941783,5.870148703585369
58,119.00647154378927,274,False,-126.0,-1.0,4.5849792721803695,5.399306581048023
59,81.2109790475119,298,False,-122.0,-1.0,3.9793175527536806,5.647637759460348
