Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel
1,-42.43140612561796,79,False,-106.0,-1.0,3.9767774870936496,1.6274540970526352
2,145.15132385184418,307,False,-118.0,-1.0,3.8682443109951223,6.198989215968267
3,121.20214135752971,316,False,-119.0,-1.0,3.934530523797143,5.935241800699754
4,81.34364313624923,317,False,-115.0,-1.0,3.9857617551202518,5.903929399593061
5,97.8100268375585,328,False,-123.0,-1.0,3.9120004855574417,6.069963998015737
6,154.65346439571323,321,False,-122.0,-1.0,4.19561287384911,5.929730480396104
7,137.28447372862848,303,False,-123.0,-1.0,3.8937015597073215,6.145791029007398
8,134.3766608821082,286,False,-116.0,-1.0,3.999576339529137,6.1540335007646885
9,84.68535424296334,320,False,-117.0,-1.0,3.979677560694409,5.911835112809058
10,174.19269108066538,296,False,-120.0,-1.0,4.334028680604243,6.283017697434155
11,112.12608077264221,318,False,-119.0,-1.0,3.9423988337851514,6.275532685428178
12,138.06185795658536,295,False,-113.0,-1.0,3.9808174262632092,6.172857925971433
13,74.16528167122232,304,False,-120.0,-1.0,3.891114434970049,5.878014721334023
14,118.16805530724633,297,False,-105.0,-1.0,3.9495568328362527,5.902197451605101
15,87.42662048927,280,False,-115.0,-1.0,3.8562187897943474,5.8382099910897
16,130.3373915882094,291,False,-116.0,-1.0,3.860319137376994,6.165285886249335
17,110.34859868449755,271,False,-118.0,-1.0,3.8767990719386414,6.1309135678461395
18,129.53978112954528,290,False,105.0,-1.0,3.973812563851933,6.114282973564294
19,111.31711058656398,292,False,-120.0,-1.0,3.856213088241469,5.899738044700464
20,149.28804378092732,291,False,-120.0,-1.0,3.962034270499075,6.303506997751578
21,139.75899933569673,299,False,102.0,-1.0,3.863379648647769,6.137091973383777
22,131.70032321535965,313,False,-120.0,-1.0,3.9515953388923433,5.947060699560516
23,170.3557051849075,290,False,-123.0,-1.0,4.6277683486686,6.250873781917296
24,94.37857468570397,294,False,-119.0,-1.0,3.8697643269737703,6.243151694388908
25,89.26095948866913,288,False,-122.0,-1.0,3.9847576920584458,6.23086085288863
26,164.780148436029,287,False,-120.0,-1.0,4.430107190677506,6.259764010464701
27,170.9705883873332,296,False,-122.0,-1.0,4.0745955553896565,6.300317939254455
28,126.97341542741549,307,False,-115.0,-1.0,3.912379310536555,5.932682746513944
29,117.5540246623446,304,False,101.0,-1.0,3.9933547118868384,5.896942546562059
30,89.59477245709454,331,False,-123.0,-1.0,3.8960209848940064,5.944977563041968
31,186.78554627676257,311,False,-123.0,-1.0,4.758927554513711,6.274942051757043
32,131.8733715085287,314,False,-120.0,-1.0,3.8439494542506236,5.953850869183535
33,119.39505270773074,302,False,-120.0,-1.0,3.983155034899724,5.892544497129822
34,171.640039616177,337,False,-121.0,-1.0,4.484636943543192,5.948350115534808
35,158.46146313619496,299,False,-123.0,-1.0,4.270253878787259,6.11143079170191
36,97.14644421622924,334,False,-122.0,-1.0,3.901043805488958,5.951856798620638
37,183.45578945100587,324,False,-120.0,-1.0,4.425832254064551,6.145206089158841
38,211.3484491726394,335,False,-120.0,-1.0,4.329707659510217,6.328606339268831
39,102.25486135025872,297,False,-115.0,-1.0,3.9891388143069997,6.243142274032764
40,89.94433382398572,321,False,-120.0,-1.0,3.8739821859400685,5.921939967250933
41,144.08027757544673,300,False,-123.0,-1.0,4.296600498931236,5.888469903446579
42,112.25584274777583,286,False,-115.0,-1.0,3.8469267148858126,5.879445346049522
43,102.8395367182182,300,False,-115.0,-1.0,3.9093800956458233,6.253150087644657
44,132.8854546736295,318,False,106.0,-1.0,3.9844797430547882,5.934432972179368
