Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate,Distance,Mean veal
1,109.68824248758986,291,False,-4.0,-1.0,3.997402191209824,6.268033913239082
2,187.80859136052499,366,False,8.0,-1.0,3.924745298495202,7.531399848409088
3,187.0919920331203,357,False,0.0,-1.0,3.892240272211977,7.081771008254235
4,34.202629263642166,208,False,-12.0,-1.0,3.8459519265063746,4.7345661365588265
5,161.99590767266716,344,False,-5.0,-1.0,3.7665624618530273,7.460654150277679
6,-24.836359873082067,78,False,-13.0,-1.0,3.975527286529541,2.1093224440462506
7,60.96655116396336,243,False,-31.0,-1.0,3.925706839507751,5.7169524001785454
8,31.63912195532656,266,False,-27.0,-1.0,3.9488866329193586,4.734725743392132
9,149.56894139662637,312,False,-77.0,-1.0,3.9367640879239483,6.864027028715309
10,212.56974655094473,385,False,-1.0,-1.0,3.8098217336344105,7.770719802016755
11,151.65372985837735,330,False,-35.0,-1.0,3.870839834410356,6.865893202694133
12,68.68580543550567,246,False,-29.0,-1.0,3.927588133308426,5.183730223382694
13,158.73981091459524,310,False,-4.0,-1.0,3.7349341230977795,6.381834987113853
14,120.54431917661259,299,False,-3.0,-1.0,3.955977015587421,6.6986777411375105
15,15.023421337500793,196,False,-27.0,-1.0,3.9217891198115677,4.6833192274516104
16,203.6635404660181,375,False,-27.0,-1.0,3.8655858039855957,7.01708496731023
17,-43.73273613504932,46,False,-25.0,-1.0,3.963602955919858,1.133563402534017
18,58.46415691411637,232,False,-14.0,-1.0,3.9572460651879693,5.500213609733378
19,62.87886895701861,236,False,-30.0,-1.0,3.999130725861015,5.326895159179881
20,17.64922394391192,196,False,-1.0,-1.0,3.8701926313404726,4.5370862044356
21,181.9385565276319,334,False,-57.0,-1.0,3.840097665787519,7.100853312646268
22,125.60434142835308,307,False,-40.0,-1.0,3.8649609088897705,6.799062242736002
23,101.43018142371253,270,False,-34.0,-1.0,3.9204574812806223,6.2012208130279625
24,178.35757752275902,340,False,-26.0,-1.0,3.769914958653995,7.041802487355273
25,102.50852782325998,285,False,-15.0,-1.0,3.9099823344640394,6.267154383242718
26,-38.87154336272393,70,False,-47.0,-1.0,3.991220192209006,1.998252671690924
27,54.80710866905626,236,False,-40.0,-1.0,3.9534764289863493,5.564248020393711
28,47.102953488702255,232,False,-40.0,-1.0,3.819599628448925,5.461251493972918
29,96.15432128914875,269,False,-3.0,-1.0,3.954765558291027,5.960929033872723
30,47.97467856286936,236,False,-43.0,-1.0,3.9501226792679818,5.264417704439453
31,91.12908092362744,268,False,-40.0,-1.0,3.8829301378542054,6.113349704582717
32,53.12333110696687,228,False,-11.0,-1.0,3.949710988697902,5.489627561201097
33,122.35959661058587,303,False,-46.0,-1.0,3.830922981747971,6.787785120062505
34,52.27185513919815,236,False,-45.0,-1.0,3.845202577633165,5.265623329444078
35,111.82843318474562,290,False,-14.0,-1.0,3.8465571215317773,6.287142110479482
36,43.510883407122364,247,False,-40.0,-1.0,3.9597849847812947,5.34059770858134
37,133.69921920302545,312,False,1.0,-1.0,3.8610546590873693,7.636870092995919
38,-6.073949008712347,122,False,-22.0,-1.0,3.9447389284154033,3.23880324549744
39,71.70899365991025,251,False,-42.0,-1.0,3.8407036568797346,6.067363022500093
40,-36.54438169824252,56,False,-15.0,-1.0,3.9855077266693115,1.4177080012575192
41,16.8865410385109,211,False,-48.0,-1.0,3.956279277804527,5.629598350228822
42,82.37130139182355,256,False,-3.0,-1.0,3.893875673418004,6.11304731186101
43,149.92517774863884,321,False,-22.0,-1.0,3.930103838325183,7.51594830850412
44,-39.339691125828686,73,False,-57.0,-1.0,3.957286108205225,2.390760250568186
45,-19.281113388944405,126,False,-50.0,-1.0,3.8641796112060547,3.889881873096798
46,106.97069799445035,282,False,-49.0,-1.0,3.8560936450960184,7.393411875993066
47,-22.514485944061576,88,False,-11.0,-1.0,3.9332029819488525,2.6625459486015397
48,19.240200822060558,207,False,-12.0,-1.0,3.9203410647223187,4.688561277446036
49,50.95375273540692,217,False,-15.0,-1.0,3.987992221686781,5.320841860547576
50,102.17556300277519,280,False,-21.0,-1.0,3.966582059908315,6.894939248060941
51,1.3731471985075672,153,False,-14.0,-1.0,3.969003915786743,4.056570815610291
52,-12.812951745980904,152,False,-51.0,-1.0,3.944667816162298,5.20610964379739
53,92.03155649374887,276,False,-23.0,-1.0,3.8072990290326914,6.9443370888610305
54,-19.49566139081707,128,False,-49.0,-1.0,3.84900484906037,4.539164510999399
55,73.94523468896688,276,False,-61.0,-1.0,3.950660516920043,7.454180193066165
56,-21.10729488250157,125,False,-49.0,-1.0,3.8886327743530273,4.460982101432979
57,-11.787746925909289,158,False,-53.0,-1.0,3.9186364304516474,5.25662774491843
58,-51.899393479214055,33,False,-22.0,-1.0,3.9542888689988263,0.8073231708822828
59,75.00036980820659,249,False,-10.0,-1.0,3.9210047612605847,6.28872114507459
60,-11.234979401701175,159,False,-51.0,-1.0,3.870643452640322,4.9856028122616545
61,-28.87266613358741,104,False,-49.0,-1.0,3.864443302351966,3.578160915711823
62,-17.003740600624234,132,False,-51.0,-1.0,3.8972775616359434,4.6456466106994245
63,17.438008585627287,242,False,-54.0,-1.0,3.950618208786462,6.506301878489677
