Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate,Distance,Mean veal
1,391.20535999943047,884,False,131.0,-1.0,10,0.7086451027322642
2,67.25053303959614,337,False,-139.0,-1.0,10,0.6369070446693383
3,107.80114696769348,462,False,127.0,-1.0,10,0.7163622520727968
4,39.749349746437304,201,False,137.0,-1.0,10,0.7974832713952269
5,192.16104267033933,617,False,-134.0,-1.0,10,0.9208319604587838
6,205.2867399506987,776,False,-128.0,-1.0,10,0.7511475035224291
7,51.69487765845264,383,False,-131.0,-1.0,10,0.7394426975584298
8,142.99072981815416,402,False,136.0,-1.0,10,0.8771705276998709
9,169.46638462519354,555,False,135.0,-1.0,10,0.9567261311587482
10,95.6019171867085,365,False,133.0,-1.0,10,0.9606618633393313
11,127.54857924350077,355,False,139.0,-1.0,10,1.0616344036719914
12,216.7023224921818,531,False,133.0,-1.0,10,1.0869247261445207
13,244.78196701712375,588,False,131.0,-1.0,10,1.1545984644108598
14,117.15300368691538,456,False,-132.0,-1.0,10,1.0644709448268324
15,150.93313249966076,407,False,132.0,-1.0,10,1.3798695773181462
16,103.23087601904024,337,False,134.0,-1.0,10,1.1108187676727108
17,187.2306415862924,508,False,130.0,-1.0,10,1.4768562880656353
18,68.18329748318315,239,False,139.0,-1.0,10,1.4341635453108275
19,68.74076326572347,249,False,143.0,-1.0,10,1.145001614774062
20,132.33890808859329,359,False,137.0,-1.0,10,1.1842007300737678
21,125.71594478355655,346,False,130.0,-1.0,10,1.391249644651434
22,132.29605121961066,311,False,143.0,-1.0,10,1.4920023891494993
23,148.65027363537547,478,False,118.0,-1.0,10,1.2372818757111603
24,475.9866953552324,1098,False,-124.0,-1.0,10,1.2037724004870745
25,131.7293704184377,362,False,139.0,-1.0,10,1.1375765389840724
26,136.580005587819,367,False,139.0,-1.0,10,1.3001445449339302
27,195.03969032413718,493,False,123.0,-1.0,10,1.2951573758102948
28,301.1232603127122,683,False,126.0,-1.0,10,1.2252491997916417
29,565.608375282786,962,False,134.0,-1.0,10,1.6010265918991315
