Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate,Distance,Mean veal
1,64.57609496451695,2356,False,-176.0,-1.0,10,1.0141589486750835
2,-32.56175289006176,111,False,-144.0,-1.0,10,1.1755799333479633
3,-11.573113434287059,419,False,-130.0,-1.0,10,1.5368065909753053
4,-4.3174600471279305,428,False,-136.0,-1.0,10,1.5732504360949122
5,-35.11806714950005,77,False,-153.0,-1.0,10,1.3202944761167648
6,-23.90401120012573,230,False,-137.0,-1.0,10,1.1186432996181437
7,-34.85871855749971,88,False,-131.0,-1.0,10,2.7001549619466956
8,-17.751953747885572,517,False,-180.0,-1.0,10,1.276702778276085
9,38.59580478155047,1347,False,143.0,-1.0,10,1.234264353660966
10,-7.385342080802424,546,False,-126.0,-1.0,10,0.960113574978435
11,33.49599245858768,845,False,129.0,-1.0,10,0.8211423689944148
12,12.07789074515162,572,False,135.0,-1.0,10,0.9736619302836065
13,2.776137760606595,607,False,130.0,-1.0,10,1.1164907418883836
14,76.66248663340035,1337,False,-143.0,-1.0,10,1.129307271994716
15,-21.24629171785147,197,False,143.0,-1.0,10,1.4469386202124832
16,-10.45128744786977,393,False,134.0,-1.0,10,0.8968171456979195
17,-22.25422226988774,193,False,136.0,-1.0,10,1.588398309074972
18,-20.777534783058922,305,False,126.0,-1.0,10,1.3194428063716288
19,-6.259901870311012,474,False,120.0,-1.0,10,1.5190433485976895
20,-11.418728960935923,346,False,129.0,-1.0,10,1.6166523106125683
21,18.175501902555432,673,False,134.0,-1.0,10,1.6779672454714025
22,-21.464862866843028,345,False,-177.0,-1.0,10,1.453496551764492
23,-23.51480813864158,232,False,-143.0,-1.0,10,1.1792521299578547
24,-18.59885400346917,311,False,-145.0,-1.0,10,0.9079435726298675
25,113.93064507380666,1701,False,121.0,-1.0,10,1.261148145793302
26,-14.87144861719933,498,False,164.0,-1.0,10,1.8019998383756337
27,51.43064708091535,941,False,-174.0,-1.0,10,1.3961232432697648
28,-16.244974022202186,332,False,-182.0,-1.0,10,1.667266094271677
29,0.09709687641530707,671,False,-123.0,-1.0,10,1.0748764640918318
30,90.43261202830189,1958,False,132.0,-1.0,10,1.3434057350040236
31,-8.792536324389015,330,False,120.0,-1.0,10,1.9874343345972716
32,-25.480026071816305,161,False,140.0,-1.0,10,1.6922551079332158
33,-10.811055151753866,292,False,-153.0,-1.0,10,1.7760054492633846
34,-10.888169036055249,316,False,137.0,-1.0,10,1.6718510903601898
35,-0.8195004531361079,405,False,138.0,-1.0,10,1.6328894124774516
36,-13.757033006057842,329,False,-130.0,-1.0,10,1.4765852606643202
37,-8.749083231317503,373,False,133.0,-1.0,10,1.7529444656298614
38,-13.099420467314957,288,False,139.0,-1.0,10,1.4153305874755864
39,-28.400797920154677,143,False,142.0,-1.0,10,1.623723085048133
40,-16.546903503510194,273,False,132.0,-1.0,10,1.3305635547514658
41,-4.445309453162331,469,False,128.0,-1.0,10,1.2194752436881051
42,-20.434100391266938,271,False,-127.0,-1.0,10,1.4022046383564803
43,-19.319867697230404,235,False,-150.0,-1.0,10,1.4822849507285083
44,-16.50756794081378,377,False,-181.0,-1.0,10,1.6367758773641297
45,-22.4715022130683,216,False,128.0,-1.0,10,2.0449286170471708
46,-11.723244226192964,368,False,125.0,-1.0,10,1.857107098854217
47,-21.789228476643213,262,False,-135.0,-1.0,10,1.18993130209678
48,-18.061756970619886,264,False,-130.0,-1.0,10,1.68007361560828
49,-12.28506740043845,295,False,142.0,-1.0,10,1.528542228381732
50,-8.69618501717703,411,False,-130.0,-1.0,10,1.480581340414003
51,-13.545813133538832,255,False,142.0,-1.0,10,2.1669470822400934
52,-21.839502867113264,250,False,129.0,-1.0,10,1.7493042264260585
53,-12.015987140184365,285,False,-126.0,-1.0,10,2.1081591430839084
54,-21.205281351899796,358,False,-132.0,-1.0,10,1.346634128206171
55,-24.60055030899672,156,False,132.0,-1.0,10,2.8832340990236096
56,-11.886245415031926,323,False,133.0,-1.0,10,2.041723167246109
57,-30.484135606762912,101,False,140.0,-1.0,10,3.7075452515717116
58,-17.079954356940046,329,False,161.0,-1.0,10,2.5545887719205718
59,-9.476859863003089,360,False,142.0,-1.0,10,1.8446836059034266
60,0.42167476526046244,376,False,-135.0,-1.0,10,2.120775752750404
61,-23.204868610125217,205,False,137.0,-1.0,10,1.6870627959599582
62,-23.904726777059693,185,False,141.0,-1.0,10,1.6600101583711238
