Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate,Distance,Mean veal
1,94.54934901501932,1189,False,141.0,-1.0,10,0.9417668186575883
2,38.58558580030797,656,False,135.0,-1.0,10,0.9411835807816427
3,3.086485300381362,286,False,148.0,-1.0,10,0.9413489017722743
4,9.40709186241505,516,False,-124.0,-1.0,10,1.1499276486962442
5,21.040674078280205,635,False,120.0,-1.0,10,0.7549511190051917
6,11.793958830061136,621,False,-126.0,-1.0,10,0.8422313170864107
7,40.38866324977734,850,False,123.0,-1.0,10,0.9673335039900506
8,17.867611398547687,437,False,137.0,-1.0,10,0.9551977062481256
9,0.7509828130260132,341,False,139.0,-1.0,10,1.047377322900486
10,76.43628472210155,1413,False,131.0,-1.0,10,1.1045012412632806
11,17.63143508281491,423,False,-184.0,-1.0,10,1.3597543882021517
12,20.328583556104988,453,False,-130.0,-1.0,10,1.5740087380118366
13,-19.980701328167207,126,False,-153.0,-1.0,10,1.4932767690842166
14,7.312127027347344,363,False,-144.0,-1.0,10,1.2793251437601023
15,-1.8363361058489076,348,False,-125.0,-1.0,10,1.3761246823524251
16,4.127317872699379,325,False,-140.0,-1.0,10,0.9669151094664798
17,-1.6847602032356548,264,False,-150.0,-1.0,10,1.0175578831646515
18,34.89014856208287,805,False,134.0,-1.0,10,1.1902853569099738
19,-12.575571079506297,148,False,155.0,-1.0,10,2.2211996394901172
20,40.022382302912774,596,False,125.0,-1.0,10,1.599375899940504
21,-4.566452990305564,293,False,-189.0,-1.0,10,1.5065467741255025
22,3.090150687497818,356,False,124.0,-1.0,10,1.7399672262398056
23,-17.690033691176282,136,False,-140.0,-1.0,10,2.0263873753446044
24,-3.409220310605477,251,False,-148.0,-1.0,10,1.0878035927175607
25,26.346046409756937,493,False,-186.0,-1.0,10,2.0616605220722417
26,-1.8473530528154356,303,False,-183.0,-1.0,10,1.752794070440005
27,-1.9733538990617916,288,False,-182.0,-1.0,10,1.7539521974540548
28,114.78524565180797,1310,False,127.0,-1.0,10,1.8209234188297694
29,34.951152488147414,538,False,-133.0,-1.0,10,1.750072655934859
30,-20.03274073308866,151,False,-182.0,-1.0,10,2.7190901266768672
31,-1.2076651929468483,191,False,146.0,-1.0,10,2.3278428059746634
32,-16.158830146840526,141,False,-185.0,-1.0,10,3.1876303330410587
33,-15.11225145094107,175,False,-144.0,-1.0,10,1.747644437112779
34,27.870207602376396,406,False,-150.0,-1.0,10,1.3139495389143767
35,-12.5665477286258,184,False,-144.0,-1.0,10,1.4769502294695247
36,-20.95920304355344,105,False,-148.0,-1.0,10,3.0677782244270757
37,-15.258170619516338,145,False,-144.0,-1.0,10,1.9747753535844947
38,-18.455093735989525,125,False,-139.0,-1.0,10,2.1585933516365476
39,-3.2785222550102517,259,False,-142.0,-1.0,10,1.7721963247201589
40,76.56763669824294,913,False,-129.0,-1.0,10,2.4431494847332527
41,-3.431754335377015,242,False,-186.0,-1.0,10,1.9948121537361823
42,-19.604485555316195,189,False,-137.0,-1.0,10,1.5757347996489555
43,-23.173698679212528,104,False,-144.0,-1.0,10,2.2623139141209183
44,30.192004285194386,749,False,-98.0,-1.0,10,2.6125685244670667
45,47.516005517475534,749,False,132.0,-1.0,10,2.7035739600399786
46,85.15285976988604,954,False,134.0,-1.0,10,2.298098502182569
47,-7.861220257690906,219,False,-139.0,-1.0,10,1.8140942524488937
48,-17.152963506197302,185,False,-139.0,-1.0,10,1.6636477659833995
49,11.984786629363263,327,False,123.0,-1.0,10,2.009876141416401
50,21.441121673392246,532,False,116.0,-1.0,10,2.416003455188011
51,-2.2089474497583623,215,False,128.0,-1.0,10,2.1273339015424932
52,23.85958505416842,314,False,-141.0,-1.0,10,1.9133927580980388
53,-10.276761378664432,191,False,-146.0,-1.0,10,1.838202428123737
54,-23.391238631981693,110,False,-157.0,-1.0,10,1.6098735025194897
55,-18.57443441279658,125,False,131.0,-1.0,10,3.339895197659731
56,-12.160884203577819,166,False,-186.0,-1.0,10,2.0760624731571067
57,-11.705458943773905,237,False,-190.0,-1.0,10,1.3039447423553276
58,-16.305867722174533,147,False,-190.0,-1.0,10,2.3203488436914017
59,-4.554811073773202,241,False,-166.0,-1.0,10,3.031981223032069
60,-22.393571478385944,89,False,-159.0,-1.0,10,2.582509960421999
61,-11.64187579118806,223,False,-184.0,-1.0,10,2.7255836980701362
62,-20.55824077855082,121,False,-156.0,-1.0,10,1.5740207372749684
63,-16.90727600990485,206,False,-146.0,-1.0,10,1.0734222363678085
64,-4.420526383940064,268,False,-185.0,-1.0,10,1.9380943024367678
65,-4.5826908159432875,356,False,-128.0,-1.0,10,1.266152446640896
66,8.507245589711033,292,False,-144.0,-1.0,10,1.7518001293725842
67,-12.860413714340911,245,False,-120.0,-1.0,10,1.761830879118512
68,111.26565511293074,1373,False,133.0,-1.0,10,1.4434568946791075
69,-13.06025597320711,141,False,142.0,-1.0,10,3.6668156240620906
70,74.08308037553147,1366,False,122.0,-1.0,10,1.1828469837835263
71,-8.021044544022288,250,False,132.0,-1.0,10,1.473256096056197
72,-9.65683184015715,240,False,151.0,-1.0,10,0.875184335026654
73,-15.056413787758729,168,False,139.0,-1.0,10,1.5501078796659538
74,5.296910070113135,324,False,130.0,-1.0,10,1.1672412168844868
75,-19.04751017968975,137,False,128.0,-1.0,10,2.070457902269601
76,-7.176254279363821,216,False,138.0,-1.0,10,1.5113770969508684
77,-15.159955587677487,242,False,140.0,-1.0,10,1.0977212808187282
78,0.10059970930046092,317,False,131.0,-1.0,10,1.2866472760573462
79,6.097052373680199,342,False,128.0,-1.0,10,1.0450031705961798
