Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate,Distance,Mean veal
1,89.49394499158785,2631,False,-122.0,-1.0,10,0.922799097928238
2,-1.3230134863043617,467,False,-143.0,-1.0,10,1.0322505050242172
3,-12.865974814935818,318,False,-144.0,-1.0,10,0.9385907736097304
4,5.128545043604575,570,False,-130.0,-1.0,10,0.9525645387456998
5,-8.520028802678695,267,False,-150.0,-1.0,10,1.1755670100432367
6,-9.780927681309812,330,False,-149.0,-1.0,10,0.8412765266882768
7,26.89614581380647,719,False,-136.0,-1.0,10,1.1545639626250987
8,24.441356316345136,1153,False,-178.0,-1.0,10,1.010507753037821
9,24.689869462077,1397,False,146.0,-1.0,10,0.9932720834668702
10,-10.111489668742514,322,False,145.0,-1.0,10,1.3021079197692105
11,-28.229113894143275,191,False,139.0,-1.0,10,1.444694064072844
12,-26.958337375813997,148,False,143.0,-1.0,10,1.5873235360189495
13,-22.61823695486925,209,False,137.0,-1.0,10,1.1292181325777064
14,13.525287666380457,533,False,135.0,-1.0,10,1.7699122204254654
15,-6.572543507703699,333,False,148.0,-1.0,10,1.476852366588898
16,-28.932177251182843,114,False,151.0,-1.0,10,1.863226012917023
17,-20.773092049042386,290,False,138.0,-1.0,10,1.1047170075803447
18,-18.846830986482754,184,False,164.0,-1.0,10,1.5081265470340124
19,-22.76860542847713,221,False,126.0,-1.0,10,1.8738568435268734
20,-21.539168310400996,257,False,136.0,-1.0,10,1.4567982991792692
21,-18.093588141617314,300,False,134.0,-1.0,10,1.177841968957
22,-5.4895848307566695,420,False,139.0,-1.0,10,1.8782488540233382
23,-23.870768959166043,187,False,-141.0,-1.0,10,2.093249873223311
24,45.78779942508976,835,False,-126.0,-1.0,10,1.646613229684041
25,10.394664012147821,616,False,126.0,-1.0,10,1.2637495698725545
26,40.2977167835696,1058,False,127.0,-1.0,10,1.2648494843116334
27,20.001602393643225,1093,False,157.0,-1.0,10,1.439134507670944
28,39.4400226413763,1113,False,131.0,-1.0,10,1.7732895085251716
29,-14.747097250470077,432,False,-127.0,-1.0,10,1.6094277623703452
