X,Y
134.1000213623047,-29.0015811920166
134.09954833984375,-29.005613327026367
134.09861755371094,-29.013473510742188
134.09674072265625,-29.029264450073242
134.0943145751953,-29.049694061279297
134.0907440185547,-29.080286026000977
134.0872039794922,-29.110815048217773
134.08184814453125,-29.157316207885742
134.07713317871094,-29.19852638244629
134.07229614257812,-29.240915298461914
134.0645751953125,-29.308597564697266
134.06072998046875,-29.342411041259766
134.05030822753906,-29.43362045288086
134.04266357421875,-29.500328063964844
134.03350830078125,-29.57939910888672
134.02529907226562,-29.64891242980957
134.01524353027344,-29.731971740722656
134.00563049316406,-29.80898666381836
133.99533081054688,-29.889291763305664
133.98434448242188,-29.972375869750977
133.97021484375,-30.07568359375
133.95849609375,-30.158584594726562
133.94061279296875,-30.280559539794922
133.93020629882812,-30.349292755126953
133.91029357910156,-30.477018356323242
133.89454650878906,-30.57497215270996
133.8792266845703,-30.667951583862305
133.86221313476562,-30.7691593170166
133.8434295654297,-30.878761291503906
133.82284545898438,-30.99696922302246
133.80543518066406,-31.095619201660156
133.7812957763672,-31.231199264526367
133.76449584960938,-31.325037002563477
133.7435760498047,-31.441631317138672
133.72247314453125,-31.559419631958008
133.70123291015625,-31.678285598754883
133.68264770507812,-31.78314208984375
133.6561737060547,-31.934206008911133
133.6404266357422,-32.02555465698242
133.61831665039062,-32.15590286254883
133.59397888183594,-32.30301284790039
133.57635498046875,-32.41222381591797
133.55784606933594,-32.530067443847656
133.5385284423828,-32.65684509277344
133.5185546875,-32.792869567871094
133.50254821777344,-32.90597152709961
133.4825897216797,-33.05280685424805
133.46755981445312,-33.16813278198242
133.45294189453125,-33.28439712524414
133.43475341796875,-33.435211181640625
133.41815185546875,-33.57898712158203
133.40394592285156,-33.70690155029297
133.38827514648438,-33.852943420410156
133.37484741210938,-33.98271942138672
133.36256408691406,-34.10459518432617
133.34963989257812,-34.23579406738281
133.33526611328125,-34.38496017456055
133.32113647460938,-34.534385681152344
133.30960083007812,-34.65748596191406
133.2942352294922,-34.824520111083984
133.28298950195312,-34.947486877441406
133.27267456054688,-35.061546325683594
133.25851440429688,-35.21924591064453
133.24301147460938,-35.39411163330078
133.23614501953125,-35.4726676940918
133.22183227539062,-35.638248443603516
133.21005249023438,-35.77740478515625
133.19857788085938,-35.91630554199219
133.18814086914062,-36.046302795410156
133.1766815185547,-36.19339370727539
133.16696166992188,-36.322975158691406
133.15826416015625,-36.44375228881836
133.14822387695312,-36.5902099609375
133.13992309570312,-36.719261169433594
133.12969970703125,-36.89109420776367
133.1254425048828,-36.96841049194336
133.1160125732422,-37.15770721435547
133.11080932617188,-37.27854537963867
133.10533142089844,-37.42580032348633
133.10231018066406,-37.52143096923828
133.0984344482422,-37.6697998046875
133.09596252441406,-37.79252624511719
133.09410095214844,-37.91575241088867
133.092529296875,-38.08375930786133
133.09207153320312,-38.27940368652344
133.09242248535156,-38.39556121826172
133.0933380126953,-38.53006362915039
133.09463500976562,-38.65593338012695
133.09628295898438,-38.781944274902344
133.0987548828125,-38.93496322631836
133.10145568847656,-39.0788459777832
133.1044921875,-39.222496032714844
133.1084442138672,-39.392677307128906
133.11207580566406,-39.535606384277344
133.11572265625,-39.66925811767578
133.12014770507812,-39.82030487060547
133.12344360351562,-39.92665100097656
133.12814331054688,-40.068092346191406
