Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate
1,379.448723342479,678,False,-65.0,-1.0
2,607.3186165298719,1471,False,138.0,-1.0
3,204.19151732936217,605,False,139.0,-1.0
4,126.69344286857844,370,False,164.0,-1.0
5,66.82098866564354,250,False,165.0,-1.0
6,31.902851145421437,181,False,156.0,-1.0
7,158.77963825515516,449,False,125.0,-1.0
8,80.43621412465369,276,False,149.0,-1.0
9,91.93106781800957,381,False,145.0,-1.0
10,66.38214621242716,311,False,162.0,-1.0
11,80.25254996698621,301,False,153.0,-1.0
12,356.7913539872529,894,False,-118.0,-1.0
13,49.075058860944864,145,False,67.0,-1.0
14,428.363774632913,889,False,-122.0,-1.0
15,119.0468243364929,502,False,148.0,-1.0
16,52.003223230225444,157,False,72.0,-1.0
17,214.39618282523907,714,False,125.0,-1.0
18,140.62684182142755,553,False,133.0,-1.0
19,496.00346573798106,1019,False,105.0,-1.0
20,43.28028063730126,255,False,143.0,-1.0
21,91.83090883582766,363,False,148.0,-1.0
22,596.1754307804017,1438,False,-126.0,-1.0
23,41.43695978919242,206,False,-115.0,-1.0
24,50.95692835189355,233,False,-130.0,-1.0
25,103.70658448627633,321,False,-143.0,-1.0
26,206.76061947930037,405,False,-84.0,-1.0
27,79.74676924781913,190,False,-104.0,-1.0
28,82.93332477870447,293,False,-131.0,-1.0
29,113.63561712022917,302,False,-99.0,-1.0
30,60.53723716828607,187,False,-109.0,-1.0
31,94.40579343969796,230,False,-101.0,-1.0
32,75.67868495434507,226,False,-138.0,-1.0
33,48.62497077555237,199,False,-112.0,-1.0
34,208.4519380913657,588,False,-131.0,-1.0
35,56.68360396291733,205,False,-131.0,-1.0
36,41.23472823788253,159,False,-128.0,-1.0
37,44.42139310602799,109,False,-60.0,-1.0
38,29.554542997112463,175,False,-92.0,-1.0
39,20.653556335253192,105,False,-141.0,-1.0
40,20.732531005391394,98,False,-142.0,-1.0
41,44.690652890082475,162,False,-126.0,-1.0
42,52.88362954466258,177,False,-111.0,-1.0
43,46.58496030014949,118,False,-71.0,-1.0
44,46.299234025684726,162,False,-121.0,-1.0
45,30.317921790141312,124,False,-134.0,-1.0
46,19.64425568876696,98,False,-138.0,-1.0
47,61.65035076153809,129,False,-58.0,-1.0
48,16.904185117985556,96,False,-128.0,-1.0
49,42.78453929273935,176,False,-146.0,-1.0
50,53.72461511210631,119,False,-52.0,-1.0
51,30.355401676033615,89,False,-75.0,-1.0
52,82.76904466165489,186,False,-102.0,-1.0
53,83.020968140448,266,False,-79.0,-1.0
54,62.07848766873991,132,False,-47.0,-1.0
55,104.9196518746345,229,False,-70.0,-1.0
56,61.77834046740351,210,False,-100.0,-1.0
57,42.965734009330674,173,False,-124.0,-1.0
58,38.31035224134944,149,False,-135.0,-1.0
59,58.5161053761541,267,False,-137.0,-1.0
60,133.74428898211212,388,False,-103.0,-1.0
61,441.14631364507596,1039,False,-105.0,-1.0
62,290.65779530118573,1077,False,-123.0,-1.0
63,61.51179165080933,123,False,-31.0,-1.0
64,45.10095291315254,152,False,-121.0,-1.0
65,132.24260079118994,284,False,-82.0,-1.0
66,354.9854427287732,796,False,157.0,-1.0
67,284.8183589956411,739,False,-104.0,-1.0
68,265.83843478022754,741,False,108.0,-1.0
69,70.87940696766545,236,False,159.0,-1.0
70,138.4763496063887,349,False,121.0,-1.0
71,27.322508396630163,97,False,77.0,-1.0
72,142.81841940582245,378,False,-90.0,-1.0
73,41.996664728182616,145,False,-121.0,-1.0
74,55.89250225649188,189,False,-110.0,-1.0
75,25.268611624585795,126,False,-115.0,-1.0
76,42.49795070541186,153,False,-95.0,-1.0
77,22.890721248397504,140,False,-116.0,-1.0
78,36.608117956957344,161,False,-121.0,-1.0
79,37.177211368435046,157,False,-141.0,-1.0
80,48.48738511840163,188,False,-108.0,-1.0
81,54.39456326821542,179,False,-100.0,-1.0
82,362.50176007379764,846,False,171.0,-1.0
83,1296.7384072021084,3073,False,-102.0,-1.0
84,53.451099661404314,277,False,-89.0,-1.0
85,687.3277041168981,1496,False,106.0,-1.0
86,30.41791864814202,101,False,71.0,-1.0
87,1029.2076862941942,2033,False,-68.0,-1.0
88,71.57812542267142,154,False,-104.0,-1.0
89,80.24745585076136,201,False,-77.0,-1.0
90,728.2759257821202,1078,False,-107.0,-1.0
91,1117.8364275476576,1614,False,-85.0,-1.0
92,1157.5535565410603,1453,True,-25.0,-1.0
93,1416.1501028699547,1719,True,31.0,-1.0
94,1133.902690326985,1355,True,-3.0,-1.0
95,1339.6199863073325,1565,True,-2.0,-1.0
96,1371.5861402526273,1593,True,25.0,-1.0
97,1149.084589004409,1340,True,-37.0,-1.0
98,1203.6650774248972,1416,True,-9.0,-1.0
99,1104.5500069225716,1266,True,3.0,-1.0
100,1327.6903620488097,1516,True,-6.0,-1.0
101,1081.6051778016954,1253,True,6.0,-1.0
102,1101.906652154065,1253,True,0.0,-1.0
103,1071.7741596039725,1245,True,4.0,-1.0
104,1132.6967649586852,1315,True,-21.0,-1.0
105,1093.1822794804086,1250,True,5.0,-1.0
106,1006.2623723447786,1172,True,12.0,-1.0
107,699.5770631236572,858,False,6.0,-1.0
108,1052.2632786880304,1204,True,-21.0,-1.0
109,1309.753054075649,1499,True,-24.0,-1.0
110,1325.8182919855465,1514,True,24.0,-1.0
111,1159.1968148987405,1324,True,-31.0,-1.0
112,1123.1492291083403,1270,True,12.0,-1.0
113,1389.1564979356374,1604,True,8.0,-1.0
114,1347.9234923570866,1540,True,13.0,-1.0
115,1108.9080271406608,1252,True,2.0,-1.0
116,1112.813199226339,1263,True,2.0,-1.0
117,1175.3840951120505,1357,True,-4.0,-1.0
118,1341.1310771102608,1531,True,12.0,-1.0
119,1429.9238698051718,1611,True,-28.0,-1.0
120,1107.2702402219436,1264,True,5.0,-1.0
121,1442.3738252673647,1633,True,-4.0,-1.0
122,1163.7969599585406,1340,True,-27.0,-1.0
123,1404.0061061293927,1594,True,-45.0,-1.0
