Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate
1,294.56563725450724,435,False,-132.0,-1.0
2,354.5398053706969,718,False,-126.0,-1.0
3,32.986536450067504,125,False,168.0,-1.0
4,78.80088994667126,282,False,165.0,-1.0
5,122.491291391966,288,False,178.0,-1.0
6,85.67342578758705,231,False,131.0,-1.0
7,120.28547094604141,325,False,-160.0,-1.0
8,803.7997406648186,1255,False,-127.0,-1.0
9,87.59038156881823,203,False,-111.0,-1.0
10,595.9708033226569,950,False,143.0,-1.0
11,165.15778214843803,416,False,122.0,-1.0
12,211.41684798507444,344,False,-127.0,-1.0
13,162.08547096815877,262,False,137.0,-1.0
14,49.506734369828976,187,False,-126.0,-1.0
15,119.53037761988034,283,False,-125.0,-1.0
16,291.2809193117528,442,False,-59.0,-1.0
17,109.405054724048,281,False,-122.0,-1.0
18,324.9939651306759,754,False,167.0,-1.0
19,1157.7587030422424,1694,False,-134.0,-1.0
20,98.2347431313016,263,False,151.0,-1.0
21,120.72186456383201,374,False,168.0,-1.0
22,42.82728460300572,181,False,155.0,-1.0
23,89.29151034188216,203,False,136.0,-1.0
24,119.3605368798465,309,False,148.0,-1.0
25,211.36900512073112,573,False,118.0,-1.0
26,101.79932158683127,272,False,169.0,-1.0
27,87.70480373081813,157,False,55.0,-1.0
28,130.2857443352705,412,False,132.0,-1.0
29,251.32782931797107,614,False,163.0,-1.0
30,168.7623324424939,459,False,161.0,-1.0
31,46.29445694022934,109,False,81.0,-1.0
32,90.41396558392748,356,False,143.0,-1.0
33,161.18524254106103,398,False,122.0,-1.0
34,72.35315209959342,160,False,68.0,-1.0
35,99.90660529911413,412,False,161.0,-1.0
36,182.65614856513008,411,False,149.0,-1.0
37,33.722248639192124,84,False,67.0,-1.0
38,414.1452490875305,575,False,-131.0,-1.0
39,454.80303729336515,841,False,-95.0,-1.0
40,734.8355347732085,1445,False,-111.0,-1.0
41,602.3495120306962,1277,False,126.0,-1.0
42,2036.858772529573,3030,False,-105.0,-1.0
43,399.5351156780978,556,False,-76.0,-1.0
44,117.69232374309018,274,False,-132.0,-1.0
45,31.49044977118418,97,False,-111.0,-1.0
46,107.65587157267524,182,False,-64.0,-1.0
47,201.14842995190196,323,False,-68.0,-1.0
48,56.08616010360447,158,False,-148.0,-1.0
49,35.034985372604474,138,False,-112.0,-1.0
50,163.84132851002784,377,False,122.0,-1.0
51,110.77005759029541,447,False,160.0,-1.0
52,145.7783280577732,340,False,140.0,-1.0
53,378.5714159027241,571,False,-95.0,-1.0
54,63.50365635853389,119,False,63.0,-1.0
55,311.6473886230203,587,False,-33.0,-1.0
56,66.37382250837196,178,False,-105.0,-1.0
57,48.603019610431076,121,False,-101.0,-1.0
58,41.42298638086327,131,False,-122.0,-1.0
59,72.32151609699557,135,False,-106.0,-1.0
60,48.49494097686588,142,False,-135.0,-1.0
61,33.24787031441493,149,False,-141.0,-1.0
62,38.551042624733356,120,False,-109.0,-1.0
63,72.43425191787621,117,False,-49.0,-1.0
64,32.51528253551285,125,False,-119.0,-1.0
65,74.74204751758404,127,False,-108.0,-1.0
66,60.951761462469236,112,False,-56.0,-1.0
67,23.9670349817696,102,False,-144.0,-1.0
68,89.95973855816813,172,False,-121.0,-1.0
69,53.87102593757277,124,False,-126.0,-1.0
70,39.910069003414094,145,False,-129.0,-1.0
71,74.07711804498572,201,False,175.0,-1.0
72,31.635308191058385,75,False,-109.0,-1.0
73,52.39073818770966,210,False,-133.0,-1.0
74,41.42958454188596,118,False,-126.0,-1.0
75,73.08996466683708,186,False,-135.0,-1.0
76,106.97857186736687,207,False,-116.0,-1.0
77,87.6837345191746,255,False,-122.0,-1.0
78,62.2410465733404,225,False,-106.0,-1.0
79,53.631512319714275,132,False,-86.0,-1.0
80,52.62665081685435,186,False,-123.0,-1.0
81,70.33226108801014,148,False,-116.0,-1.0
82,145.28789264341248,261,False,-83.0,-1.0
83,109.03678072781236,329,False,-132.0,-1.0
84,71.12460631570809,278,False,-117.0,-1.0
85,70.09960066261435,352,False,-138.0,-1.0
