Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate
1,7738.492452955354,10660,False,-109.0,-1.0
2,136.47615742862152,403,False,-123.0,-1.0
3,84.62299975123106,206,False,-100.0,-1.0
4,91.46594427822149,207,False,-89.0,-1.0
5,40.99729538298684,106,False,-106.0,-1.0
6,38.12518823275115,92,False,-70.0,-1.0
7,27.528086143613926,106,False,-130.0,-1.0
8,47.73976355600003,168,False,-96.0,-1.0
9,37.07724628435577,86,False,-110.0,-1.0
10,45.5379318612227,119,False,-111.0,-1.0
11,12.156579136943243,56,False,-97.0,-1.0
12,85.52163115344409,209,False,-144.0,-1.0
13,31.59100983182629,86,False,131.0,-1.0
14,59.63265746287178,123,False,56.0,-1.0
15,19.159522631206457,67,False,117.0,-1.0
16,8.11639397060706,50,False,101.0,-1.0
17,25.70884974696488,77,False,-66.0,-1.0
18,8.629157108171118,51,False,118.0,-1.0
19,13.797213802912161,70,False,-98.0,-1.0
20,42.034579013998304,97,False,124.0,-1.0
21,7.0624547545553895,61,False,118.0,-1.0
22,32.4051652791258,94,False,151.0,-1.0
23,13.104403298778266,68,False,-115.0,-1.0
24,16.167898989682804,70,False,84.0,-1.0
25,8.82340852409104,61,False,-101.0,-1.0
26,26.626743957275316,73,False,-120.0,-1.0
27,43.9199063837876,107,False,90.0,-1.0
28,66.80204856628262,147,False,-97.0,-1.0
29,44.12648572974621,93,False,-97.0,-1.0
30,35.43226367804324,102,False,-93.0,-1.0
31,18.707524892315277,61,False,-69.0,-1.0
32,31.597026838390356,93,False,93.0,-1.0
33,8.07405807541559,51,False,-125.0,-1.0
34,10.563784612290558,48,False,-56.0,-1.0
35,24.626408957390694,77,False,-105.0,-1.0
36,7.604921256548824,47,False,-94.0,-1.0
37,18.81070072043852,66,False,154.0,-1.0
38,21.829668876198447,73,False,-108.0,-1.0
39,15.745980667235116,64,False,-97.0,-1.0
40,4.449426428211236,45,False,-109.0,-1.0
41,25.81201631022038,85,False,-94.0,-1.0
42,13.6220961953385,56,False,114.0,-1.0
43,48.63478095312334,107,False,116.0,-1.0
44,43.29036995119145,96,False,-71.0,-1.0
45,21.139516529574166,66,False,-108.0,-1.0
46,38.209261420953595,103,False,88.0,-1.0
47,9.946404384106344,54,False,93.0,-1.0
48,22.925936928128202,82,False,-108.0,-1.0
49,5.661488508883039,55,False,-121.0,-1.0
50,10.060750362771664,51,False,83.0,-1.0
51,20.915649103680423,72,False,136.0,-1.0
52,24.3251313308337,74,False,-121.0,-1.0
53,42.986624761060675,91,False,100.0,-1.0
54,24.220734070185358,80,False,139.0,-1.0
55,7.902651137553995,45,False,80.0,-1.0
56,22.082451521231278,67,False,-92.0,-1.0
57,46.10152954367845,115,False,-96.0,-1.0
58,19.394020850210808,64,False,-112.0,-1.0
59,14.584998955267189,59,False,-95.0,-1.0
60,4.389856848792899,59,False,-112.0,-1.0
61,27.632050658637333,82,False,-164.0,-1.0
62,62.14806878498028,157,False,-92.0,-1.0
63,2.4493023472974684,40,False,84.0,-1.0
64,4.985989611483287,57,False,-114.0,-1.0
65,52.788117626191436,112,False,132.0,-1.0
66,32.23756888811334,91,False,110.0,-1.0
67,14.219466655482854,68,False,-112.0,-1.0
68,17.42392491453265,65,False,-134.0,-1.0
69,53.39877490093964,122,False,72.0,-1.0
70,21.192985626500523,74,False,-134.0,-1.0
71,6.515883212438887,63,False,123.0,-1.0
72,36.04694541785867,94,False,-124.0,-1.0
73,31.47680443321459,88,False,115.0,-1.0
