Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate
1,6793.040549418322,10166,False,-121.0,-1.0
2,26.746716201140977,113,False,-142.0,-1.0
3,74.11106487883914,262,False,-132.0,-1.0
4,216.20811569436987,442,False,-88.0,-1.0
5,237.6928450806741,535,False,168.0,-1.0
6,17.493494722119074,74,False,89.0,-1.0
7,81.42730652097757,287,False,125.0,-1.0
8,49.39821090837519,193,False,158.0,-1.0
9,85.76818867531465,284,False,145.0,-1.0
10,100.14325637302986,259,False,160.0,-1.0
11,71.439061640905,215,False,142.0,-1.0
12,37.46333715676562,126,False,141.0,-1.0
13,15.179163334546622,84,False,142.0,-1.0
14,24.228575777735536,94,False,143.0,-1.0
15,23.016352309212564,94,False,160.0,-1.0
16,14.347297022767371,65,False,93.0,-1.0
17,20.823285215752207,99,False,157.0,-1.0
18,16.86166680473135,76,False,146.0,-1.0
19,20.33631969154814,87,False,124.0,-1.0
20,17.632288338750605,83,False,151.0,-1.0
21,25.229632162080605,104,False,159.0,-1.0
22,21.23157033647645,107,False,161.0,-1.0
23,22.619472795671783,88,False,125.0,-1.0
24,19.857769429887867,90,False,167.0,-1.0
25,18.329670418643836,77,False,118.0,-1.0
26,14.492488264693868,73,False,148.0,-1.0
27,11.215338933997781,66,False,106.0,-1.0
28,20.518258099531764,84,False,164.0,-1.0
29,22.01319629192306,84,False,134.0,-1.0
30,28.94691749801858,109,False,170.0,-1.0
31,13.020440381219153,83,False,155.0,-1.0
32,20.286797508686575,85,False,159.0,-1.0
33,43.29942456244676,132,False,109.0,-1.0
34,13.086248489808277,84,False,133.0,-1.0
35,31.943348121940623,94,False,163.0,-1.0
36,20.958483392243735,85,False,120.0,-1.0
37,10.727762358089453,76,False,152.0,-1.0
38,23.570195618502787,84,False,121.0,-1.0
39,19.219412205530354,87,False,141.0,-1.0
40,21.91927208355021,97,False,158.0,-1.0
41,16.610017799552516,78,False,153.0,-1.0
42,27.315297885104073,100,False,134.0,-1.0
43,14.422677428423889,83,False,155.0,-1.0
44,50.46615352737997,140,False,153.0,-1.0
45,28.5507568625603,106,False,150.0,-1.0
46,42.940158859541654,117,False,141.0,-1.0
47,13.355792623037473,75,False,150.0,-1.0
48,29.876149983342742,96,False,115.0,-1.0
49,32.86256761175579,108,False,115.0,-1.0
50,16.150225897036044,64,False,68.0,-1.0
51,12.958587020276113,63,False,77.0,-1.0
52,12.249471703609444,77,False,142.0,-1.0
53,26.602237447749822,83,False,122.0,-1.0
54,10.996389487404368,73,False,148.0,-1.0
55,10.743859413645232,77,False,144.0,-1.0
56,34.239089394489305,122,False,139.0,-1.0
