Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Velocity,Brake,Dist
1,0.2869069638506193,0.2869069638506193,0.10571246594190598,-0.004955573473125696,3.0,0.0068060108460485935,-1.0,10.0
2,0.2880300503895229,0.5749370142401422,0.10247480124235153,-0.006329430732876062,3.0,0.0053712413646280766,-1.0,10.0
3,0.28825444962919516,0.8631914638693374,0.1061987355351448,-0.006158790085464716,3.0,0.005556445103138685,-1.0,10.0
4,0.28835333184037215,1.1515447957097096,0.10254557430744171,-0.006326674018055201,3.0,0.003913006745278835,-1.0,10.0
5,0.2874717670421659,1.4390165627518754,0.10616180300712585,-0.006161125842481852,3.0,0.003359298687428236,-1.0,10.0
6,0.28934557201749544,1.728362134769371,0.10275652259588242,-0.006317867431789637,3.0,0.0038262985181063414,-1.0,10.0
7,0.2896418208846773,2.018003955654048,0.1050131544470787,-0.006213693413883448,3.0,0.0025373410899192095,-1.0,10.0
8,0.28986754350348626,2.3078714991575344,0.10367324948310852,-0.006275868508964777,3.0,0.0018824910512194037,-1.0,10.0
9,0.2892308769259628,2.5971023760834973,0.10791485756635666,-0.006082283798605204,3.0,0.0016716861864551902,-1.0,10.0
10,0.2903916857094803,2.8874940617929776,0.10745499283075333,-0.006103234831243753,3.0,0.001528511056676507,-1.0,10.0
11,0.291201349967705,3.1786954117606827,0.10679716616868973,-0.006133201066404581,3.0,0.001232094713486731,-1.0,10.0
12,0.2915353026631898,3.4702307144238724,0.10961326211690903,-0.006005933973938227,3.0,0.00148236274253577,-1.0,10.0
13,0.29237770188887474,3.762608416312747,0.11047540605068207,-0.005852269474416971,3.0,0.0003384017909411341,-1.0,10.0
14,0.2925084272925014,4.055116843605249,0.11008322983980179,-0.0058703855611383915,3.0,0.00034588814014568925,-1.0,10.0
15,0.29684211140356953,4.3519589550088185,0.1100832149386406,-0.00587038928642869,3.0,0.0004259681736584753,-1.0,10.0
16,0.29555992356474664,4.647518878573565,0.1121864840388298,-0.005776217672973871,3.0,0.0006293296464718878,-1.0,10.0
17,0.2971126690420179,4.944631547615582,0.10986902564764023,-0.0058798776008188725,3.0,0.0008504199795424938,-1.0,10.0
18,0.2967845405054756,5.241416088121058,0.110853411257267,-0.0058356099762022495,3.0,0.0008504199795424938,-1.0,10.0
19,0.2967845405054756,5.538200628626534,0.110853411257267,-0.0058356099762022495,3.0,0.0008504199795424938,-1.0,10.0
20,0.2967845405054756,5.834985169132009,0.110853411257267,-0.0058356099762022495,3.0,0.0008504199795424938,-1.0,10.0
21,0.3034231670161007,6.13840833614811,0.110853411257267,-0.0058356099762022495,3.0,0.0008504199795424938,-1.0,10.0
22,0.31084931232843366,6.449257648476544,0.11798939853906631,-0.005520819220691919,3.0,0.0007851171540096402,-1.0,10.0
23,0.3122199337890287,6.761477582265573,0.12149018794298172,-0.005370049271732569,3.0,0.000390310276998207,-1.0,10.0
24,0.3145226385792273,7.0760002208448,0.12209122627973557,-0.005344575736671686,3.0,1.2789164429705124e-05,-1.0,10.0
25,0.316622659016748,7.392622879861548,0.12496469914913177,-0.0052230642177164555,3.0,0.0003596401074901223,-1.0,10.0
26,0.31914835000672315,7.711771229868272,0.1237105205655098,-0.00527582922950387,3.0,0.00029700278537347913,-1.0,10.0
27,0.3218995534137664,8.033670783282037,0.1258104145526886,-0.00518747279420495,3.0,0.00047511575394310057,-1.0,10.0
28,0.32246471532139726,8.356135498603434,0.13099658489227295,-0.004972776863723993,3.0,0.00028730867779813707,-1.0,10.0
29,0.32611993928327504,8.68225543788671,0.13174360990524292,-0.0049423896707594395,3.0,0.0006295203929767013,-1.0,10.0
30,0.3286004414905787,9.010855879377289,0.1310959756374359,-0.004968664143234491,3.0,4.681110294768587e-05,-1.0,10.0
31,0.33059975689499466,9.341455636272283,0.13596221804618835,-0.004772468004375696,3.0,0.0003703927795868367,-1.0,10.0
32,0.33604020302071147,9.677495839292995,0.13500720262527466,-0.004810514394193888,3.0,0.00042124747415073216,-1.0,10.0
33,0.3359855037835512,10.013481343076545,0.13684463500976562,-0.004737189505249262,3.0,0.00031354426755569875,-1.0,10.0
34,0.33878227752931694,10.352263620605862,0.14090603590011597,-0.00457758316770196,3.0,0.00010066031973110512,-1.0,10.0
