velocity,deviation
0.0,5.0
0.0011530875926837325,5.0
0.0003814601805061102,5.0
8.878707376425155e-06,5.0
0.0006738281226716936,5.0
0.00020483016851358116,5.0
0.00046772477799095213,5.0
0.26572883129119873,5.0
0.7345807552337646,5.0
0.8895935416221619,5.0
0.9559431076049805,5.0
1.1730259656906128,4.0
1.2299753427505493,4.0
1.3674840927124023,3.0
1.4367141723632812,3.0
1.5697966814041138,3.0
1.6809520721435547,2.0
1.7743666172027588,2.0
1.8867403268814087,2.0
1.9584870338439941,1.0
2.039564847946167,1.0
2.1580417156219482,0.0
2.292642831802368,-1.0
2.3209657669067383,-1.0
2.428424596786499,-1.0
2.5390448570251465,-2.0
2.624237298965454,-2.0
2.73437762260437,-2.0
2.8714499473571777,-2.0
2.948296070098877,-3.0
3.034881353378296,-3.0
3.1528241634368896,-3.0
3.257075786590576,-3.0
3.3881044387817383,-4.0
3.476635217666626,-4.0
3.6075241565704346,-4.0
3.7319929599761963,-3.0
3.797848701477051,-3.0
3.9941465854644775,-3.0
4.08502721786499,-3.0
4.204187870025635,-3.0
4.303668975830078,-3.0
4.399997234344482,-2.0
4.489625453948975,-2.0
4.625543594360352,-2.0
4.710355758666992,-1.0
4.832766056060791,-1.0
4.886846542358398,-1.0
5.035325050354004,0.0
5.016580581665039,1.0
4.996997356414795,1.0
5.0409016609191895,1.0
5.074634552001953,2.0
5.152250289916992,3.0
5.095989227294922,2.0
5.035986423492432,3.0
5.088165283203125,4.0
5.033623695373535,4.0
5.04881477355957,4.0
5.094787120819092,5.0
5.169126987457275,5.0
5.196538925170898,5.0
5.283024787902832,5.0
5.264529228210449,5.0
5.3529276847839355,6.0
5.3895583152771,5.0
5.385097026824951,6.0
5.492900371551514,5.0
5.601434707641602,6.0
5.666591167449951,5.0
5.699556350708008,5.0
5.76664400100708,5.0
5.845419883728027,5.0
5.842586517333984,5.0
5.926205635070801,5.0
5.961860179901123,5.0
6.027352333068848,4.0
6.056816577911377,4.0
6.061254501342773,4.0
6.147566318511963,4.0
6.1645965576171875,4.0
6.217520236968994,4.0
6.234999656677246,4.0
6.303965091705322,4.0
6.371143817901611,4.0
6.371024131774902,4.0
6.405433654785156,3.0
6.421057224273682,3.0
6.437984943389893,4.0
6.457493305206299,3.0
6.699378967285156,3.0
7.240567207336426,3.0
7.447136878967285,3.0
7.531739234924316,3.0
7.66572380065918,3.0
7.70689582824707,4.0
7.7750372886657715,3.0
7.846532821655273,4.0
7.891633033752441,4.0
7.886590480804443,4.0
7.957418918609619,4.0
7.997126579284668,4.0
8.039756774902344,4.0
8.07613754272461,4.0
8.118402481079102,4.0
8.109508514404297,4.0
8.16819953918457,4.0
8.220926284790039,3.0
8.282273292541504,4.0
8.317316055297852,3.0
8.348219871520996,3.0
8.375843048095703,3.0
8.406810760498047,4.0
8.438362121582031,4.0
8.471552848815918,4.0
8.45765495300293,4.0
8.520624160766602,3.0
8.534380912780762,3.0
8.588908195495605,3.0
8.61941909790039,2.0
8.65868091583252,2.0
8.645148277282715,2.0
8.708154678344727,1.0
8.722356796264648,2.0
8.78274917602539,2.0
8.804180145263672,2.0
8.832112312316895,3.0
8.858443260192871,3.0
8.897319793701172,3.0
8.91702651977539,4.0
8.981975555419922,4.0
8.994030952453613,4.0
8.997102737426758,5.0
9.020142555236816,5.0
9.04488468170166,6.0
9.105708122253418,6.0
9.119293212890625,5.0
9.120314598083496,6.0
9.147336959838867,6.0
9.136056900024414,5.0
9.153984069824219,6.0
9.187533378601074,6.0
9.2498140335083,6.0
9.242010116577148,5.0
9.254182815551758,6.0
9.265368461608887,6.0
9.322834014892578,5.0
9.33121395111084,5.0
9.366583824157715,5.0
9.388297080993652,5.0
9.420493125915527,5.0
9.422001838684082,5.0
9.427576065063477,5.0
9.446154594421387,5.0
9.467815399169922,4.0
9.494529724121094,5.0
9.499771118164062,5.0
9.515870094299316,5.0
9.502975463867188,5.0
9.549302101135254,5.0
9.562217712402344,5.0
9.576441764831543,4.0
9.59756088256836,4.0
9.58602237701416,5.0
9.638879776000977,5.0
9.663464546203613,5.0
9.688973426818848,5.0
9.69572925567627,5.0
9.703102111816406,5.0
9.71259593963623,5.0
9.739623069763184,5.0
9.75179386138916,5.0
9.763704299926758,5.0
9.782370567321777,5.0
9.786077499389648,5.0
9.779584884643555,5.0
9.776199340820312,6.0
9.826876640319824,6.0
9.825913429260254,5.0
9.839701652526855,5.0
9.858131408691406,5.0
9.892339706420898,5.0
9.899224281311035,5.0
9.908190727233887,5.0
9.898843765258789,5.0
9.907731056213379,5.0
9.942375183105469,5.0
9.961261749267578,5.0
9.953361511230469,4.0
9.962554931640625,5.0
9.962881088256836,5.0
9.999855995178223,5.0
9.999086380004883,5.0
9.989288330078125,5.0
9.997977256774902,5.0
10.00512981414795,5.0
10.005114555358887,5.0
9.949328422546387,5.0
9.961410522460938,5.0
9.96008586883545,5.0
9.966008186340332,5.0
9.96686840057373,5.0
9.988889694213867,6.0
10.002093315124512,6.0
9.988499641418457,5.0
9.992968559265137,5.0
9.979185104370117,5.0
9.995246887207031,5.0
10.015588760375977,5.0
9.992491722106934,5.0
9.983159065246582,5.0
9.994312286376953,5.0
10.012947082519531,5.0
9.969155311584473,5.0
9.975027084350586,5.0
9.993268966674805,5.0
9.991507530212402,5.0
9.992805480957031,5.0
9.999627113342285,5.0
10.00340747833252,5.0
9.988570213317871,5.0
10.0151948928833,5.0
9.998553276062012,5.0
9.999114036560059,5.0
10.005133628845215,5.0
9.974896430969238,5.0
9.977593421936035,4.0
9.981029510498047,5.0
9.992888450622559,5.0
9.998284339904785,5.0
9.986224174499512,6.0
10.00947093963623,5.0
10.005387306213379,5.0
9.96418285369873,5.0
9.972431182861328,5.0
9.98530387878418,5.0
9.996037483215332,5.0
9.999029159545898,5.0
10.010576248168945,6.0
9.966805458068848,5.0
9.973968505859375,5.0
9.99517822265625,5.0
9.993898391723633,5.0
10.001826286315918,5.0
9.983588218688965,5.0
9.975193977355957,5.0
9.983506202697754,5.0
10.000556945800781,5.0
9.978009223937988,4.0
9.967109680175781,4.0
9.975672721862793,4.0
9.96607494354248,3.0
9.980438232421875,2.0
10.00338077545166,1.0
9.963418960571289,1.0
9.973806381225586,0.0
9.974552154541016,0.0
9.981820106506348,0.0
10.015865325927734,-1.0
10.000524520874023,-1.0
9.958783149719238,-1.0
9.94717788696289,-1.0
9.951353073120117,-1.0
9.962782859802246,-1.0
9.981951713562012,0.0
9.991363525390625,1.0
9.998851776123047,1.0
10.00648021697998,2.0
9.961369514465332,3.0
9.953551292419434,4.0
9.964362144470215,5.0
