velocity,deviation
8.245620727539062,-18.0
8.291716575622559,-17.0
8.323307991027832,-17.0
8.332834243774414,-17.0
8.353821754455566,-16.0
8.407416343688965,-16.0
8.471868515014648,-15.0
8.505171775817871,-15.0
8.515619277954102,-15.0
8.543729782104492,-15.0
8.580962181091309,-15.0
8.618995666503906,-14.0
8.660508155822754,-14.0
8.673044204711914,-15.0
8.707110404968262,-14.0
8.750749588012695,-14.0
8.796259880065918,-14.0
8.822892189025879,-14.0
8.8513765335083,-15.0
8.862874031066895,-15.0
8.905070304870605,-15.0
8.957560539245605,-15.0
9.003966331481934,-15.0
9.047830581665039,-15.0
9.103714942932129,-15.0
9.127702713012695,-15.0
9.151066780090332,-15.0
9.191503524780273,-15.0
9.23590087890625,-15.0
9.285082817077637,-15.0
9.296545028686523,-16.0
9.327702522277832,-16.0
9.340375900268555,-15.0
9.369819641113281,-16.0
9.418767929077148,-16.0
9.472455978393555,-15.0
9.481059074401855,-15.0
9.512812614440918,-15.0
9.56900405883789,-15.0
9.588845252990723,-16.0
9.62826156616211,-16.0
9.616265296936035,-15.0
9.673429489135742,-16.0
9.718888282775879,-15.0
9.74988842010498,-15.0
9.777298927307129,-15.0
9.795955657958984,-16.0
9.830597877502441,-15.0
9.836403846740723,-16.0
9.879193305969238,-15.0
9.927734375,-15.0
9.947226524353027,-16.0
9.95678997039795,-18.0
9.985128402709961,-19.0
10.004738807678223,-20.0
9.979402542114258,-22.0
10.003252029418945,-23.0
9.981316566467285,-25.0
9.967809677124023,-26.0
10.010902404785156,-28.0
10.0038423538208,-28.0
9.974925994873047,-29.0
9.985986709594727,-30.0
9.986780166625977,-30.0
10.011581420898438,-31.0
10.013714790344238,-31.0
9.980000495910645,-32.0
9.993051528930664,-31.0
10.010865211486816,-31.0
9.976444244384766,-31.0
9.987509727478027,-31.0
10.001832962036133,-30.0
9.9912748336792,-30.0
9.993916511535645,-29.0
10.013408660888672,-29.0
10.004751205444336,-29.0
9.958166122436523,-28.0
9.973528861999512,-28.0
9.973934173583984,-27.0
10.004063606262207,-27.0
9.956991195678711,-26.0
9.972806930541992,-26.0
9.98424243927002,-26.0
9.998424530029297,-26.0
9.994461059570312,-26.0
10.0191011428833,-26.0
10.026878356933594,-27.0
10.010316848754883,-27.0
9.995908737182617,-27.0
9.96854305267334,-27.0
9.98646068572998,-27.0
10.010918617248535,-27.0
9.99221420288086,-27.0
10.02204704284668,-27.0
10.00520133972168,-28.0
9.985940933227539,-28.0
9.964272499084473,-28.0
9.981075286865234,-28.0
10.01206111907959,-29.0
9.993366241455078,-28.0
9.99710750579834,-28.0
10.020403861999512,-28.0
9.98858642578125,-27.0
10.00007152557373,-28.0
9.962057113647461,-27.0
9.97792911529541,-28.0
10.003863334655762,-27.0
9.987751960754395,-27.0
9.993659019470215,-27.0
10.001094818115234,-27.0
9.969286918640137,-27.0
9.966702461242676,-27.0
10.019492149353027,-28.0
10.00154972076416,-27.0
9.959076881408691,-27.0
9.955920219421387,-26.0
9.9741849899292,-25.0
10.008371353149414,-23.0
9.983799934387207,-20.0
9.976762771606445,-17.0
10.014678955078125,-14.0
10.002897262573242,-9.0
9.957976341247559,-6.0
9.979832649230957,-3.0
9.999582290649414,0.0
10.038578033447266,2.0
10.027750015258789,4.0
9.99932861328125,5.0
10.016348838806152,7.0
10.009562492370605,8.0
9.950338363647461,8.0
9.967533111572266,8.0
9.991493225097656,8.0
9.994902610778809,7.0
10.00488567352295,6.0
10.009016990661621,5.0
9.97461223602295,4.0
10.00508975982666,2.0
9.997795104980469,1.0
10.022329330444336,1.0
10.005745887756348,0.0
9.987542152404785,-1.0
10.009900093078613,-2.0
9.983534812927246,-2.0
9.980317115783691,-2.0
9.994633674621582,-2.0
10.024443626403809,-2.0
10.027145385742188,-2.0
9.990071296691895,-2.0
10.010432243347168,-2.0
9.987008094787598,-1.0
10.001866340637207,-2.0
9.961095809936523,-1.0
9.970635414123535,0.0
9.99814510345459,0.0
10.007745742797852,0.0
9.999093055725098,1.0
10.029855728149414,1.0
10.008037567138672,0.0
9.983732223510742,1.0
9.979397773742676,1.0
10.00772476196289,1.0
10.000679016113281,1.0
9.953547477722168,0.0
9.962668418884277,0.0
9.990638732910156,0.0
10.006176948547363,0.0
9.9808988571167,0.0
9.962624549865723,0.0
9.981099128723145,0.0
10.002038955688477,0.0
9.990744590759277,1.0
10.00782299041748,0.0
9.999503135681152,0.0
9.998787879943848,0.0
10.01241397857666,0.0
9.973383903503418,0.0
9.991395950317383,-1.0
9.9898042678833,-1.0
10.007269859313965,0.0
9.983407974243164,0.0
9.990943908691406,0.0
10.012101173400879,-1.0
9.95358657836914,0.0
9.953140258789062,0.0
9.954143524169922,0.0
9.975032806396484,0.0
9.981406211853027,0.0
10.00283145904541,0.0
9.990045547485352,0.0
10.002148628234863,0.0
9.98049545288086,0.0
9.975613594055176,0.0
9.98159408569336,0.0
9.993724822998047,0.0
9.991487503051758,0.0
10.018336296081543,0.0
9.975343704223633,0.0
9.964183807373047,0.0
9.944963455200195,0.0
9.970296859741211,0.0
9.980198860168457,1.0
9.996685981750488,0.0
10.027445793151855,0.0
10.006278991699219,0.0
9.933358192443848,0.0
9.912368774414062,0.0
9.910874366760254,0.0
9.928326606750488,0.0
9.958747863769531,0.0
9.960681915283203,0.0
9.97188949584961,0.0
9.97929859161377,0.0
9.968613624572754,0.0
9.980441093444824,0.0
9.983625411987305,0.0
9.982215881347656,0.0
10.022170066833496,0.0
9.951861381530762,0.0
9.950318336486816,0.0
9.964415550231934,0.0
9.950851440429688,0.0
9.974289894104004,0.0
10.002476692199707,0.0
9.95819091796875,0.0
9.952530860900879,0.0
9.978877067565918,0.0
9.991403579711914,0.0
9.9952392578125,0.0
9.97239875793457,0.0
9.982527732849121,0.0
10.007143020629883,0.0
9.984567642211914,0.0
9.980809211730957,0.0
9.981027603149414,0.0
9.999908447265625,0.0
10.013444900512695,0.0
9.955552101135254,0.0
9.972965240478516,0.0
9.969785690307617,0.0
9.980971336364746,0.0
9.985410690307617,0.0
10.008983612060547,0.0
9.957222938537598,0.0
9.953984260559082,0.0
9.973030090332031,0.0
9.991192817687988,0.0
10.009894371032715,0.0
9.96688461303711,0.0
9.983807563781738,0.0
9.970976829528809,0.0
9.995634078979492,0.0
9.982261657714844,0.0
9.99091625213623,0.0
9.995207786560059,0.0
10.001989364624023,0.0
9.970038414001465,0.0
9.96085262298584,0.0
9.984707832336426,0.0
9.957606315612793,-1.0
9.99193286895752,0.0
9.969270706176758,0.0
9.979578971862793,0.0
9.99294376373291,0.0
10.008468627929688,0.0
10.003597259521484,0.0
9.981878280639648,0.0
9.977545738220215,0.0
9.97629451751709,0.0
9.980767250061035,0.0
9.989884376525879,0.0
10.002071380615234,0.0
9.962994575500488,0.0
9.976308822631836,0.0
9.997459411621094,0.0
9.986859321594238,0.0
9.991647720336914,0.0
10.022889137268066,0.0
9.997217178344727,0.0
9.986668586730957,0.0
9.977926254272461,0.0
9.980987548828125,0.0
10.01838493347168,0.0
9.991349220275879,1.0
9.98393440246582,1.0
10.00759506225586,0.0
9.974678039550781,0.0
9.984519004821777,0.0
9.990948677062988,0.0
9.987753868103027,0.0
9.986135482788086,0.0
10.00468635559082,0.0
9.970198631286621,0.0
9.978017807006836,0.0
9.99372673034668,0.0
9.978815078735352,0.0
9.984000205993652,0.0
9.995537757873535,0.0
10.007946014404297,0.0
10.000631332397461,0.0
9.941131591796875,0.0
9.941520690917969,0.0
9.970686912536621,0.0
9.963593482971191,0.0
9.971789360046387,0.0
9.971360206604004,-1.0
9.965060234069824,0.0
9.976170539855957,0.0
9.99464225769043,0.0
10.01324462890625,0.0
9.973817825317383,0.0
9.981849670410156,0.0
9.978796005249023,0.0
10.00054931640625,0.0
9.982468605041504,0.0
9.978432655334473,0.0
9.977171897888184,-1.0
9.96878719329834,0.0
9.97534465789795,0.0
9.959733009338379,0.0
9.986910820007324,0.0
10.010307312011719,0.0
9.993494033813477,0.0
9.976312637329102,0.0
9.95055866241455,0.0
9.962249755859375,0.0
10.007593154907227,0.0
9.968056678771973,0.0
9.968294143676758,0.0
9.985983848571777,0.0
9.987750053405762,0.0
9.982342720031738,0.0
10.005941390991211,0.0
9.966252326965332,0.0
9.9627046585083,0.0
9.955615997314453,1.0
9.982305526733398,1.0
10.000524520874023,0.0
9.994162559509277,0.0
9.985186576843262,0.0
9.974746704101562,0.0
9.994677543640137,0.0
9.999589920043945,0.0
9.992110252380371,0.0
10.003536224365234,0.0
9.978018760681152,0.0
9.981485366821289,0.0
9.986964225769043,0.0
9.993780136108398,0.0
10.005812644958496,0.0
9.964639663696289,0.0
9.961461067199707,0.0
9.98730182647705,0.0
9.9710111618042,0.0
9.991525650024414,0.0
9.992476463317871,0.0
10.00727367401123,0.0
9.987847328186035,0.0
9.978872299194336,0.0
9.966628074645996,0.0
9.97960376739502,0.0
9.994377136230469,0.0
10.000579833984375,0.0
9.992526054382324,0.0
9.992335319519043,0.0
10.014458656311035,0.0
9.971585273742676,0.0
9.969758033752441,0.0
9.985069274902344,0.0
9.975519180297852,0.0
9.989514350891113,0.0
10.001701354980469,0.0
9.971446990966797,0.0
9.968229293823242,0.0
9.96784496307373,0.0
9.995377540588379,0.0
9.99429702758789,0.0
9.995362281799316,0.0
9.981740951538086,0.0
9.983729362487793,0.0
10.006681442260742,0.0
9.989036560058594,0.0
9.969864845275879,0.0
9.977692604064941,0.0
9.986312866210938,0.0
10.012452125549316,0.0
9.981359481811523,0.0
9.988412857055664,0.0
9.992761611938477,0.0
10.019288063049316,0.0
10.009469032287598,0.0
9.956327438354492,0.0
9.930196762084961,0.0
9.958843231201172,0.0
9.944232940673828,0.0
9.964489936828613,0.0
9.973058700561523,0.0
9.990995407104492,-1.0
9.976611137390137,0.0
10.011655807495117,0.0
9.998152732849121,0.0
9.996976852416992,0.0
9.99549388885498,0.0
10.016104698181152,0.0
9.992593765258789,0.0
9.966798782348633,0.0
9.978747367858887,-1.0
10.006422996520996,0.0
9.957189559936523,0.0
9.968267440795898,0.0
9.972199440002441,0.0
9.972146034240723,0.0
9.971988677978516,0.0
9.988075256347656,0.0
9.995436668395996,0.0
10.015887260437012,0.0
9.997079849243164,-1.0
10.004138946533203,-2.0
9.961411476135254,-2.0
9.94927978515625,-3.0
9.96497631072998,-5.0
9.959368705749512,-8.0
9.951064109802246,-9.0
9.968316078186035,-11.0
9.995619773864746,-13.0
10.004076957702637,-14.0
9.967569351196289,-17.0
9.952695846557617,-19.0
9.966602325439453,-20.0
9.98771858215332,-20.0
10.002872467041016,-22.0
9.977638244628906,-22.0
9.99477767944336,-23.0
9.994683265686035,-23.0
9.989099502563477,-23.0
9.998830795288086,-24.0
10.002341270446777,-23.0
9.9729642868042,-23.0
9.998612403869629,-23.0
10.000412940979004,-22.0
9.95272445678711,-22.0
9.972342491149902,-21.0
9.993743896484375,-20.0
9.985194206237793,-20.0
10.006280899047852,-19.0
9.975175857543945,-18.0
9.967402458190918,-18.0
9.988611221313477,-17.0
9.987756729125977,-16.0
9.989487648010254,-16.0
10.014063835144043,-16.0
9.983351707458496,-16.0
9.986313819885254,-16.0
10.001267433166504,-16.0
9.968883514404297,-17.0
9.950906753540039,-17.0
9.958423614501953,-17.0
9.95992374420166,-17.0
9.943748474121094,-17.0
9.961968421936035,-18.0
9.979676246643066,-17.0
10.000804901123047,-18.0
9.965948104858398,-18.0
9.942882537841797,-18.0
9.944090843200684,-18.0
9.952851295471191,-19.0
9.952924728393555,-18.0
9.968552589416504,-18.0
10.004570960998535,-19.0
9.967169761657715,-18.0
9.97966194152832,-18.0
9.984971046447754,-19.0
9.993846893310547,-20.0
9.968252182006836,-22.0
9.972489356994629,-24.0
9.98475170135498,-27.0
9.977205276489258,-28.0
10.017510414123535,-32.0
10.01041030883789,-34.0
9.942893028259277,-36.0
9.942173957824707,-38.0
9.95133113861084,-40.0
9.960589408874512,-42.0
9.95653247833252,-43.0
9.932695388793945,-44.0
9.941990852355957,-44.0
9.974932670593262,-45.0
9.977420806884766,-45.0
9.98699951171875,-45.0
9.996224403381348,-44.0
10.011597633361816,-44.0
9.984479904174805,-43.0
9.980494499206543,-43.0
9.965587615966797,-42.0
9.954140663146973,-41.0
9.958342552185059,-41.0
9.989107131958008,-40.0
10.008563041687012,-39.0
9.98362922668457,-39.0
9.957904815673828,-38.0
9.970743179321289,-37.0
9.949836730957031,-37.0
9.956911087036133,-37.0
9.97825813293457,-37.0
9.993363380432129,-36.0
9.99347972869873,-37.0
10.018646240234375,-37.0
9.97403335571289,-37.0
9.976325988769531,-37.0
9.986109733581543,-37.0
9.969548225402832,-37.0
9.987086296081543,-38.0
9.98850154876709,-37.0
9.99733829498291,-38.0
10.007342338562012,-38.0
9.971632957458496,-38.0
9.976279258728027,-38.0
9.995712280273438,-38.0
9.996756553649902,-39.0
10.006587982177734,-39.0
9.969188690185547,-39.0
9.966769218444824,-39.0
9.957756996154785,-39.0
9.969480514526367,-39.0
9.976438522338867,-37.0
9.978205680847168,-34.0
10.002592086791992,-31.0
9.957086563110352,-26.0
9.933481216430664,-21.0
9.934477806091309,-15.0
9.943965911865234,-11.0
9.970561981201172,-7.0
9.970503807067871,-1.0
9.976420402526855,3.0
9.98044204711914,5.0
10.004964828491211,9.0
9.969195365905762,11.0
9.964583396911621,12.0
9.9607515335083,12.0
9.972405433654785,12.0
9.96652889251709,12.0
9.963763236999512,11.0
9.98045539855957,10.0
10.023571014404297,9.0
9.98990249633789,7.0
9.993669509887695,5.0
9.97438907623291,3.0
9.980249404907227,1.0
10.009428977966309,0.0
10.005270957946777,-1.0
9.960672378540039,-2.0
9.94374942779541,-3.0
9.938366889953613,-4.0
9.923921585083008,-4.0
9.941427230834961,-4.0
9.93132495880127,-4.0
9.970922470092773,-4.0
9.962498664855957,-3.0
