velocity,deviation,throttle,steer
0.18828846514225006,-6.0,0.5,-0.0234375
0.09220212697982788,-7.0,0.5,-0.013556985184550285
0.09220212697982788,-7.0,0.5,-0.011259190738201141
0.09220212697982788,-7.0,0.5,-0.011259190738201141
0.09220212697982788,-7.0,0.5,-0.011259190738201141
0.09220212697982788,-7.0,0.5,-0.011259190738201141
0.09220212697982788,-7.0,0.5,-0.011259190738201141
0.09220212697982788,-7.0,0.5,-0.011259190738201141
0.09220212697982788,-7.0,0.5,-0.011259190738201141
0.09220212697982788,-7.0,0.5,-0.011259190738201141
0.09220212697982788,-7.0,0.5,-0.011259190738201141
0.09220212697982788,-7.0,0.5,-0.011259190738201141
0.055799778550863266,-7.0,0.5,-0.011259190738201141
0.04981211945414543,-7.0,0.5,-0.011259190738201141
0.04367952048778534,-7.0,0.5,-0.011259190738201141
0.041225284337997437,-7.0,0.5,-0.011259190738201141
0.041225284337997437,-7.0,0.5,-0.011259190738201141
0.03715720400214195,-7.0,0.5,-0.011259190738201141
0.03715720400214195,-7.0,0.5,-0.011259190738201141
0.029724203050136566,-7.0,0.5,-0.011259190738201141
0.029724203050136566,-7.0,0.5,-0.011259190738201141
0.024689245969057083,-7.0,0.5,-0.011259190738201141
0.021236971020698547,-7.0,0.5,-0.011259190738201141
0.02115987427532673,-6.0,0.5,-0.007352941203862429
0.018935339525341988,-6.0,0.5,-0.009650735184550285
0.016566988080739975,-6.0,0.5,-0.009650735184550285
0.015260188840329647,-6.0,0.5,-0.009650735184550285
0.015260188840329647,-6.0,0.5,-0.009650735184550285
0.01308601163327694,-6.0,0.5,-0.009650735184550285
0.01308601163327694,-7.0,0.5,-0.013556985184550285
0.010217737406492233,-7.0,0.5,-0.011259190738201141
0.009955639950931072,-7.0,0.5,-0.011259190738201141
0.008083626627922058,-7.0,0.5,-0.011259190738201141
0.008083626627922058,-7.0,0.5,-0.011259190738201141
0.007252613082528114,-7.0,0.5,-0.011259190738201141
0.006974350195378065,-7.0,0.5,-0.011259190738201141
0.006570247933268547,-7.0,0.5,-0.011259190738201141
0.004861643072217703,-7.0,0.5,-0.011259190738201141
0.004861643072217703,-7.0,0.5,-0.011259190738201141
0.004861643072217703,-7.0,0.5,-0.011259190738201141
0.00469819363206625,-7.0,0.5,-0.011259190738201141
0.0035632699728012085,-7.0,0.5,-0.011259190738201141
0.0031141014769673347,-7.0,0.5,-0.011259190738201141
0.0016837245784699917,-7.0,0.5,-0.011259190738201141
0.0004789347294718027,-7.0,0.5,-0.011259190738201141
0.0004789347294718027,-7.0,0.5,-0.011259190738201141
0.00012839105329476297,-7.0,0.5,-0.011259190738201141
0.00026224154862575233,-7.0,0.5,-0.011259190738201141
0.00026224154862575233,-7.0,0.5,-0.011259190738201141
0.00104163505602628,-7.0,0.5,-0.011259190738201141
0.00104163505602628,-7.0,0.5,-0.011259190738201141
0.0028081585187464952,-7.0,0.5,-0.011259190738201141
0.17575988173484802,-7.0,0.5,-0.011259190738201141
0.33680588006973267,-7.0,0.5,-0.011259190738201141
0.46591705083847046,-7.0,0.5,-0.011259190738201141
0.5145902037620544,-6.0,0.5,-0.007352941203862429
0.6033721566200256,-6.0,0.5,-0.009650735184550285
0.7239816784858704,-7.0,0.5,-0.013556985184550285
0.7239816784858704,-7.0,0.5,-0.011259190738201141
0.7693817615509033,-7.0,0.5,-0.011259190738201141
0.7693817615509033,-7.0,0.5,-0.011259190738201141
0.8253662586212158,-7.0,0.5,-0.011259190738201141
0.8416097164154053,-7.0,0.5,-0.011259190738201141
0.8543121218681335,-7.0,0.5,-0.011259190738201141
0.8543121218681335,-7.0,0.5,-0.011259190738201141
0.8672888278961182,-7.0,0.5,-0.011259190738201141
0.8830118775367737,-7.0,0.5,-0.011259190738201141
0.8830118775367737,-6.0,0.5,-0.007352941203862429
0.9198687076568604,-6.0,0.5,-0.009650735184550285
0.9198687076568604,-6.0,0.5,-0.009650735184550285
0.9198687076568604,-6.0,0.5,-0.009650735184550285
1.0101951360702515,-6.0,0.5,-0.009650735184550285
1.0379853248596191,-6.0,0.5,-0.009650735184550285
1.0680925846099854,-6.0,0.5,-0.009650735184550285
1.134124517440796,-6.0,0.5,-0.009650735184550285
1.1562910079956055,-6.0,0.5,-0.009650735184550285
1.1683733463287354,-6.0,0.5,-0.009650735184550285
1.2036298513412476,-6.0,0.5,-0.009650735184550285
1.2036298513412476,-6.0,0.5,-0.009650735184550285
1.2069846391677856,-6.0,0.5,-0.009650735184550285
