velocity,deviation,throttle,steer
0.20204252004623413,5.0,0.5,0.01953125
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.13281363248825073,5.0,0.5,0.00804227963089943
0.08122055977582932,5.0,0.5,0.00804227963089943
0.06991128623485565,5.0,0.5,0.00804227963089943
0.06991128623485565,5.0,0.5,0.00804227963089943
0.06267793476581573,5.0,0.5,0.00804227963089943
0.05868440121412277,5.0,0.5,0.00804227963089943
0.05868440121412277,5.0,0.5,0.00804227963089943
0.05868440121412277,5.0,0.5,0.00804227963089943
0.04615598917007446,5.0,0.5,0.00804227963089943
0.04615598917007446,5.0,0.5,0.00804227963089943
0.038187094032764435,5.0,0.5,0.00804227963089943
0.03332453966140747,5.0,0.5,0.00804227963089943
0.03332453966140747,5.0,0.5,0.00804227963089943
0.029910650104284286,5.0,0.5,0.00804227963089943
0.02875009924173355,5.0,0.5,0.00804227963089943
0.02589765004813671,5.0,0.5,0.00804227963089943
0.02589765004813671,5.0,0.5,0.00804227963089943
0.02589765004813671,5.0,0.5,0.00804227963089943
0.020048264414072037,5.0,0.5,0.00804227963089943
0.020048264414072037,5.0,0.5,0.00804227963089943
0.015639223158359528,5.0,0.5,0.00804227963089943
0.013707432895898819,5.0,0.5,0.00804227963089943
0.013707432895898819,5.0,0.5,0.00804227963089943
0.013789062388241291,5.0,0.5,0.00804227963089943
0.01023617759346962,5.0,0.5,0.00804227963089943
0.011278294958174229,5.0,0.5,0.00804227963089943
0.008720760233700275,5.0,0.5,0.00804227963089943
0.008720760233700275,5.0,0.5,0.00804227963089943
0.008720760233700275,5.0,0.5,0.00804227963089943
0.007458181120455265,5.0,0.5,0.00804227963089943
0.004959153942763805,5.0,0.5,0.00804227963089943
0.004959153942763805,5.0,0.5,0.00804227963089943
0.004659924190491438,5.0,0.5,0.00804227963089943
0.003950238227844238,5.0,0.5,0.00804227963089943
0.0057958983816206455,5.0,0.5,0.00804227963089943
0.0057958983816206455,5.0,0.5,0.00804227963089943
0.0030300139915198088,5.0,0.5,0.00804227963089943
0.0030300139915198088,5.0,0.5,0.00804227963089943
0.0030300139915198088,5.0,0.5,0.00804227963089943
0.09194082021713257,5.0,0.5,0.00804227963089943
0.34696725010871887,5.0,0.5,0.00804227963089943
0.4852854311466217,5.0,0.5,0.00804227963089943
0.4852854311466217,5.0,0.5,0.00804227963089943
0.5970895886421204,5.0,0.5,0.00804227963089943
0.6876789927482605,5.0,0.5,0.00804227963089943
0.6876789927482605,5.0,0.5,0.00804227963089943
0.7473821640014648,5.0,0.5,0.00804227963089943
0.7473821640014648,5.0,0.5,0.00804227963089943
0.7473821640014648,5.0,0.5,0.00804227963089943
0.82064288854599,5.0,0.5,0.00804227963089943
0.8580198287963867,5.0,0.5,0.00804227963089943
0.8996134996414185,5.0,0.5,0.00804227963089943
0.8996134996414185,5.0,0.5,0.00804227963089943
0.941794753074646,5.0,0.5,0.00804227963089943
1.0331391096115112,4.0,0.5,0.004136029630899429
1.0272938013076782,4.0,0.5,0.006433823611587286
1.0272938013076782,4.0,0.5,0.006433823611587286
1.0272938013076782,4.0,0.5,0.006433823611587286
1.0374654531478882,4.0,0.5,0.006433823611587286
