velocity,deviation,throttle,steer
0.0,-7.0,0.5,-0.02734375
0.0012090373784303665,-7.0,0.5,-0.011259190738201141
0.0012090373784303665,-7.0,0.5,-0.011259190738201141
0.0007551392773166299,-7.0,0.5,-0.011259190738201141
0.0007132179453037679,-7.0,0.5,-0.011259190738201141
0.00031235365895554423,-7.0,0.5,-0.011259190738201141
0.0001728673669276759,-7.0,0.5,-0.011259190738201141
0.00031416842830367386,-7.0,0.5,-0.011259190738201141
0.0007434774306602776,-7.0,0.5,-0.011259190738201141
0.0007434774306602776,-7.0,0.5,-0.011259190738201141
0.0004410704714246094,-7.0,0.5,-0.011259190738201141
0.0006394325173459947,-7.0,0.5,-0.011259190738201141
0.0007991193560883403,-7.0,0.5,-0.011259190738201141
0.001013396424241364,-7.0,0.5,-0.011259190738201141
0.0004550313751678914,-7.0,0.5,-0.011259190738201141
0.0004550313751678914,-7.0,0.5,-0.011259190738201141
0.0014998967526480556,-7.0,0.5,-0.011259190738201141
0.0014998967526480556,-7.0,0.5,-0.011259190738201141
0.00048065706505440176,-7.0,0.5,-0.011259190738201141
0.0004213527718093246,-7.0,0.5,-0.011259190738201141
0.0004718845884781331,-7.0,0.5,-0.011259190738201141
0.00023855522158555686,-7.0,0.5,-0.011259190738201141
0.0010090969735756516,-7.0,0.5,-0.011259190738201141
0.0010090969735756516,-7.0,0.5,-0.011259190738201141
0.0008474387577734888,-7.0,0.5,-0.011259190738201141
0.0004239575064275414,-7.0,0.5,-0.011259190738201141
0.0004319018917158246,-7.0,0.5,-0.011259190738201141
0.0010302275186404586,-7.0,0.5,-0.011259190738201141
0.00013519531057681888,-7.0,0.5,-0.011259190738201141
0.00013519531057681888,-7.0,0.5,-0.011259190738201141
0.000492364342790097,-7.0,0.5,-0.011259190738201141
0.000492364342790097,-7.0,0.5,-0.011259190738201141
0.001329631544649601,-7.0,0.5,-0.011259190738201141
0.0012745329877361655,-7.0,0.5,-0.011259190738201141
0.0005331395659595728,-7.0,0.5,-0.011259190738201141
0.0009072403190657496,-7.0,0.5,-0.011259190738201141
0.0009072403190657496,-7.0,0.5,-0.011259190738201141
0.0009072403190657496,-7.0,0.5,-0.011259190738201141
0.00013507067342288792,-7.0,0.5,-0.011259190738201141
0.000470943923573941,-7.0,0.5,-0.011259190738201141
0.0010639927349984646,-7.0,0.5,-0.011259190738201141
0.0015114442212507129,-7.0,0.5,-0.011259190738201141
0.0008962783613242209,-7.0,0.5,-0.011259190738201141
0.0021487963385879993,-7.0,0.5,-0.011259190738201141
0.0021487963385879993,-7.0,0.5,-0.011259190738201141
0.2693438231945038,-7.0,0.5,-0.011259190738201141
0.4921879172325134,-7.0,0.5,-0.011259190738201141
0.5675508379936218,-7.0,0.5,-0.011259190738201141
0.6487876772880554,-6.0,0.5,-0.007352941203862429
0.6943364143371582,-7.0,0.5,-0.013556985184550285
0.6943364143371582,-7.0,0.5,-0.011259190738201141
0.7614760398864746,-7.0,0.5,-0.011259190738201141
0.7904683947563171,-7.0,0.5,-0.011259190738201141
0.8261026740074158,-7.0,0.5,-0.011259190738201141
0.8775449991226196,-7.0,0.5,-0.011259190738201141
0.9193533062934875,-7.0,0.5,-0.011259190738201141
0.9646408557891846,-7.0,0.5,-0.011259190738201141
0.9782084822654724,-7.0,0.5,-0.011259190738201141
1.0241882801055908,-7.0,0.5,-0.011259190738201141
1.0534214973449707,-7.0,0.5,-0.011259190738201141
1.0776329040527344,-7.0,0.5,-0.011259190738201141
1.1108914613723755,-7.0,0.5,-0.011259190738201141
1.1311064958572388,-6.0,0.5,-0.007352941203862429
1.1499253511428833,-6.0,0.5,-0.009650735184550285
1.1714236736297607,-6.0,0.5,-0.009650735184550285
