velocity,deviation,throttle,steer
0.20902395248413086,5.0,0.5,0.01953125
0.15905025601387024,5.0,0.5,0.00804227963089943
0.15905025601387024,5.0,0.5,0.00804227963089943
0.15905025601387024,5.0,0.5,0.00804227963089943
0.15905025601387024,5.0,0.5,0.00804227963089943
0.15905025601387024,5.0,0.5,0.00804227963089943
0.15905025601387024,5.0,0.5,0.00804227963089943
0.15905025601387024,5.0,0.5,0.00804227963089943
0.15905025601387024,5.0,0.5,0.00804227963089943
0.15905025601387024,5.0,0.5,0.00804227963089943
0.1009703204035759,5.0,0.5,0.00804227963089943
0.09096565842628479,5.0,0.5,0.00804227963089943
0.08417004346847534,5.0,0.5,0.00804227963089943
0.07732854038476944,5.0,0.5,0.00804227963089943
0.07732854038476944,5.0,0.5,0.00804227963089943
0.06841891258955002,5.0,0.5,0.00804227963089943
0.06841891258955002,5.0,0.5,0.00804227963089943
0.05653378367424011,5.0,0.5,0.00804227963089943
0.05129336565732956,5.0,0.5,0.00804227963089943
0.04637349024415016,5.0,0.5,0.00804227963089943
0.04373541101813316,5.0,0.5,0.00804227963089943
0.038902461528778076,5.0,0.5,0.00804227963089943
0.038902461528778076,5.0,0.5,0.00804227963089943
0.038902461528778076,5.0,0.5,0.00804227963089943
0.03228556737303734,5.0,0.5,0.00804227963089943
0.028887929394841194,5.0,0.5,0.00804227963089943
0.025202130898833275,5.0,0.5,0.00804227963089943
0.025202130898833275,5.0,0.5,0.00804227963089943
0.024268178269267082,5.0,0.5,0.00804227963089943
0.024268178269267082,5.0,0.5,0.00804227963089943
0.01937933824956417,5.0,0.5,0.00804227963089943
0.01725688949227333,5.0,0.5,0.00804227963089943
0.01725688949227333,5.0,0.5,0.00804227963089943
0.014751858077943325,5.0,0.5,0.00804227963089943
0.012902116402983665,5.0,0.5,0.00804227963089943
0.010511979460716248,5.0,0.5,0.00804227963089943
0.010511979460716248,5.0,0.5,0.00804227963089943
0.009685210883617401,5.0,0.5,0.00804227963089943
0.009685210883617401,5.0,0.5,0.00804227963089943
0.007818755693733692,5.0,0.5,0.00804227963089943
0.006879396270960569,5.0,0.5,0.00804227963089943
0.006479267962276936,5.0,0.5,0.00804227963089943
0.005985999014228582,5.0,0.5,0.00804227963089943
0.006519265007227659,5.0,0.5,0.00804227963089943
0.006519265007227659,5.0,0.5,0.00804227963089943
0.005382823757827282,5.0,0.5,0.00804227963089943
0.003957347944378853,5.0,0.5,0.00804227963089943
0.003925614058971405,5.0,0.5,0.00804227963089943
0.003925614058971405,5.0,0.5,0.00804227963089943
0.0044234562665224075,5.0,0.5,0.00804227963089943
0.06431159377098083,5.0,0.5,0.00804227963089943
0.06431159377098083,5.0,0.5,0.00804227963089943
0.3378603756427765,5.0,0.5,0.00804227963089943
0.3378603756427765,5.0,0.5,0.00804227963089943
0.5289687514305115,5.0,0.5,0.00804227963089943
0.6129533648490906,5.0,0.5,0.00804227963089943
0.6919119358062744,5.0,0.5,0.00804227963089943
0.7620853185653687,5.0,0.5,0.00804227963089943
0.7620853185653687,5.0,0.5,0.00804227963089943
0.7987353205680847,5.0,0.5,0.00804227963089943
0.7987353205680847,5.0,0.5,0.00804227963089943
0.886614203453064,5.0,0.5,0.00804227963089943
0.8866709470748901,5.0,0.5,0.00804227963089943
0.8866709470748901,5.0,0.5,0.00804227963089943
0.9425409436225891,5.0,0.5,0.00804227963089943
0.9784054756164551,5.0,0.5,0.00804227963089943
1.040250301361084,5.0,0.5,0.00804227963089943
1.040250301361084,4.0,0.5,0.004136029630899429
1.0917478799819946,4.0,0.5,0.006433823611587286
1.0917478799819946,4.0,0.5,0.006433823611587286
1.1414316892623901,4.0,0.5,0.006433823611587286
1.146310806274414,4.0,0.5,0.006433823611587286
1.1478127241134644,4.0,0.5,0.006433823611587286
1.168177843093872,4.0,0.5,0.006433823611587286
1.168177843093872,4.0,0.5,0.006433823611587286
1.168177843093872,4.0,0.5,0.006433823611587286
1.1742984056472778,4.0,0.5,0.006433823611587286
1.2275854349136353,4.0,0.5,0.006433823611587286
1.2445635795593262,4.0,0.5,0.006433823611587286
1.2697594165802002,4.0,0.5,0.006433823611587286
1.2948246002197266,4.0,0.5,0.006433823611587286
1.2948246002197266,4.0,0.5,0.006433823611587286
1.3298643827438354,4.0,0.5,0.006433823611587286
1.3298643827438354,4.0,0.5,0.006433823611587286
1.3694100379943848,4.0,0.5,0.006433823611587286
1.388836145401001,3.0,0.5,0.002527573611587286
1.418031096458435,3.0,0.5,0.004825367592275143
1.4448429346084595,3.0,0.5,0.004825367592275143
1.4645885229110718,3.0,0.5,0.004825367592275143
1.4645885229110718,3.0,0.5,0.004825367592275143
1.4645885229110718,3.0,0.5,0.004825367592275143
1.4833908081054688,3.0,0.5,0.004825367592275143
1.4868581295013428,3.0,0.5,0.004825367592275143
1.4905959367752075,3.0,0.5,0.004825367592275143
1.506635069847107,3.0,0.5,0.004825367592275143
1.5210957527160645,3.0,0.5,0.004825367592275143
1.5210957527160645,2.0,0.5,0.0009191176504828036
1.5210957527160645,2.0,0.5,0.003216911805793643
1.5434460639953613,2.0,0.5,0.003216911805793643
1.5648435354232788,2.0,0.5,0.003216911805793643
1.6024099588394165,2.0,0.5,0.003216911805793643
1.6723570823669434,2.0,0.5,0.003216911805793643
1.6723570823669434,2.0,0.5,0.003216911805793643
