Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Velocity,Brake,Dist
1,0.800072590764612,0.800072590764612,0.2,-0.16,0.0,0.005444307345896959,-1.0,nan
2,0.800066416549186,1.600139007313798,0.5,0.0,0.0,0.004981241188943386,-1.0,nan
3,0.8000459133150677,2.400184920628866,0.5,0.0,0.0,0.003443498630076647,-1.0,nan
4,0.8000192238483579,3.200204144477224,0.5,0.0,0.0,0.0014417886268347502,-1.0,nan
5,0.8000121496835103,4.000216294160734,0.5,0.0,0.0,0.0009112262632697821,-1.0,nan
6,0.8000042661034968,4.800220560264231,0.5,0.0,0.0,0.00031995776225812733,-1.0,nan
7,0.8000079752605719,5.600228535524803,0.5,0.0,0.0,0.0005981445428915322,-1.0,nan
8,0.8000051100412384,6.400233645566042,0.5,0.0,0.0,0.0003832530928775668,-1.0,nan
9,0.8000005628599806,7.200234208426022,0.5,0.0,0.0,4.221449853503145e-05,-1.0,nan
10,0.8000061698281207,8.000240378254142,0.5,0.0,0.0,0.0004627371090464294,-1.0,nan
11,0.8000085990907004,8.800248977344843,0.5,0.0,0.0,0.0006449318025261164,-1.0,nan
12,0.800001184909197,9.60025016225404,0.5,0.0,0.0,8.886818977771327e-05,-1.0,nan
13,0.8000074883775475,10.400257650631588,0.5,0.0,0.0,0.0005616283160634339,-1.0,nan
14,0.8,11.200257650631588,0.5,0.0,0.0,0.0,-1.0,nan
15,0.8000029907862579,12.000260641417846,0.5,0.0,0.0,0.00022430896933656186,-1.0,nan
16,0.8028027107318243,12.803063352149671,0.5,0.0,0.0,0.21020330488681793,-1.0,nan
17,0.805691173473994,13.608754525623665,0.5,0.0,0.0,0.4268380105495453,-1.0,nan
18,0.8074226522445679,14.416177177868233,0.5,0.0,0.0,0.5566989183425903,-1.0,nan
19,0.8107102123896281,15.226887390257861,0.5,0.0,0.0,0.8032659292221069,-1.0,nan
20,0.812021025021871,16.03890841527973,0.5,0.0,0.0,0.9015768766403198,-1.0,nan
21,0.8124805879592896,16.85138900323902,0.5,0.0,0.0,0.9360440969467163,-1.0,nan
22,0.8053307520548503,17.65671975529387,0.5,0.0,1.0,0.9998064041137695,-1.0,nan
23,0.8065331382751465,18.463252893569017,0.5,0.0,1.0,1.0899853706359863,-1.0,nan
24,0.8075772177378338,19.27083011130685,0.5,0.0,1.0,1.1682913303375244,-1.0,nan
