Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Velocity,Brake,Dist
1,0.7921020381910105,0.7921020381910105,0.2,-0.16,-1.0,0.007652864325791597,-1.0,10
2,0.8000699969567359,1.5921720351477464,0.2,-0.16,0.0,0.0052497717551887035,-1.0,10
3,0.8000763856247068,2.3922484207724533,0.2,-0.16,0.0,0.005728921853005886,-1.0,10
4,0.8000573613494635,3.1923057821219167,0.2,-0.16,0.0,0.004302101209759712,-1.0,10
5,0.8000514719635249,3.9923572540854417,0.2,-0.16,0.0,0.0038603972643613815,-1.0,10
6,0.8000455659224341,4.792402820007876,0.2,-0.16,0.0,0.003417444182559848,-1.0,10
7,0.8000330928806216,5.592435912888497,0.2,-0.16,0.0,0.002481966046616435,-1.0,10
8,0.8,6.392435912888497,0.2,-0.16,0.0,0.0,-1.0,10
9,0.8000060699461028,7.1924419828346,0.2,-0.16,0.0,0.0004552459577098489,-1.0,10
10,0.8000018758138564,7.992443858648456,0.2,-0.16,0.0,0.00014068603923078626,-1.0,10
11,0.8000128144576836,8.79245667310614,0.2,-0.16,0.0,0.0009610843262635171,-1.0,10
12,0.8000183476756016,9.592475020781741,0.2,-0.16,0.0,0.0013760756701231003,-1.0,10
13,0.8000063704171528,10.392481391198894,0.2,-0.16,0.0,0.00047778128646314144,-1.0,10
14,0.8000125611620025,11.192493952360897,0.2,-0.16,0.0,0.0009420871501788497,-1.0,10
15,0.8000076099392027,11.992501562300099,0.2,-0.16,0.0,0.0005707454401999712,-1.0,10
16,0.8000109835302768,12.792512545830375,0.2,-0.16,0.0,0.000823764770757407,-1.0,10
17,0.8000133572891355,13.59252590311951,0.2,-0.16,0.0,0.0010017966851592064,-1.0,10
18,0.8000066360474254,14.392532539166936,0.2,-0.16,0.0,0.0004977035569027066,-1.0,10
19,0.8000004847213374,15.192533023888274,0.2,-0.16,0.0,3.6354100302560255e-05,-1.0,10
20,0.800019948068075,15.992552971956348,0.2,-0.16,0.0,0.0014961051056161523,-1.0,10
21,0.8000009958269463,16.792553967783295,0.2,-0.16,0.0,7.468702096957713e-05,-1.0,10
22,0.8000094147996667,17.592563382582963,0.2,-0.16,0.0,0.0007061099749989808,-1.0,10
23,0.8000060166674666,18.39256939925043,0.2,-0.16,0.0,0.00045125005999580026,-1.0,10
24,0.8000001455393431,19.192569544789773,0.2,-0.16,0.0,1.091545072995359e-05,-1.0,10
25,0.8000030933386492,19.992572638128422,0.2,-0.16,0.0,0.0002320003986824304,-1.0,10
26,0.8000005343754796,20.7925731725039,0.2,-0.16,0.0,4.007816096418537e-05,-1.0,10
27,0.8000165011081845,21.592589673612085,0.2,-0.16,0.0,0.001237583113834262,-1.0,10
28,0.8000147299452995,22.392604403557385,0.2,-0.16,0.0,0.0011047458974644542,-1.0,10
29,0.8000144212087617,23.192618824766146,0.2,-0.16,0.0,0.0010815906571224332,-1.0,10
30,0.8000069452923102,23.992625770058456,0.2,-0.16,0.0,0.0005208969232626259,-1.0,10
31,0.800000868353139,24.792626638411594,0.2,-0.16,0.0,6.512648542411625e-05,-1.0,10
32,0.8000124676385895,25.592639106050182,0.2,-0.16,0.0,0.0009350728942081332,-1.0,10
33,0.8000058994290885,26.39264500547927,0.2,-0.16,0.0,0.0004424571816343814,-1.0,10
34,0.8000054499309045,27.192650455410174,0.2,-0.16,0.0,0.00040874481783248484,-1.0,10
35,0.8000015589414398,27.992652014351613,0.2,-0.16,0.0,0.0001169206079794094,-1.0,10
