Episode,Reward,Num_steps
497,7.359375,40
498,40.078125,83
499,63.93359375,109
500,84.96484375,134
501,28.1796875,64
502,41.19921875,93
503,282.6171875,344
504,217.0,287
505,13.19921875,47
506,29.02734375,66
507,55.81640625,108
508,53.984375,107
509,32.7421875,75
510,19.34765625,61
511,105.6328125,163
512,46.22265625,82
513,66.3984375,104
514,148.65234375,207
515,24.23046875,71
516,71.4375,115
517,26.41015625,65
518,69.0703125,111
519,243.78125,313
520,93.2265625,136
521,8.765625,41
522,31.859375,63
523,72.09765625,125
524,11.21875,47
525,25.9921875,73
526,11.99609375,49
527,67.609375,114
528,221.67578125,277
529,12.8515625,50
530,94.6328125,165
531,32.51953125,78
532,42.4609375,89
533,35.23046875,80
534,77.87890625,118
535,127.10546875,192
536,46.5703125,96
537,35.37109375,84
538,21.69140625,59
539,29.24609375,63
540,14.7578125,49
541,4.61328125,34
542,22.6796875,60
543,17.34375,52
544,139.875,204
545,53.73828125,111
546,49.40625,94
547,20.21875,60
548,25.79296875,67
549,30.0078125,71
550,48.265625,110
551,24.88671875,65
552,25.9765625,72
553,65.72265625,102
554,69.81640625,137
555,142.25,198
556,64.8125,125
557,18.4921875,57
558,23.953125,62
559,56.62890625,99
560,58.0859375,108
561,55.40234375,121
562,263.7265625,351
563,80.359375,130
564,51.6171875,106
565,63.07421875,100
566,4.0859375,34
567,64.50390625,113
568,85.6640625,126
569,36.76171875,77
570,22.69921875,67
571,23.94921875,59
572,21.51953125,57
573,7.81640625,40
574,211.421875,284
575,77.046875,116
576,23.5625,62
577,77.79296875,131
578,37.0234375,83
579,26.41796875,71
580,59.65234375,103
581,74.7890625,114
582,15.96875,51
583,27.34765625,66
584,31.2421875,64
585,20.10546875,58
586,72.93359375,121
587,167.921875,226
588,58.1328125,112
589,113.80859375,185
590,101.94140625,155
591,13.984375,55
592,14.015625,46
593,52.3515625,97
594,124.53125,202
595,55.30078125,93
596,89.1875,163
597,47.4453125,83
598,29.45703125,74
599,20.4296875,64
600,58.515625,115
601,58.65234375,110
602,21.1796875,60
603,28.01953125,70
604,86.9921875,132
605,104.04296875,159
606,36.08203125,78
607,126.32421875,187
608,16.93359375,56
609,63.4296875,100
610,118.7109375,173
611,51.8203125,93
612,85.59375,128
613,7.18359375,39
614,102.54296875,154
615,62.10546875,118
616,73.4296875,126
617,34.75390625,75
618,36.71875,81
619,78.3046875,113
620,43.06640625,98
621,251.07421875,354
622,52.90625,94
623,28.265625,67
624,30.25390625,72
625,36.453125,83
626,14.51953125,51
627,70.8984375,116
628,42.08203125,85
629,27.61328125,64
630,27.6328125,71
631,180.546875,261
632,47.5546875,94
633,22.921875,64
634,232.140625,301
635,51.65234375,102
636,148.359375,253
637,29.6328125,71
638,93.15625,144
639,97.50390625,154
640,20.3515625,64
641,47.51171875,96
642,10.0,42
643,7.0859375,40
644,31.5859375,71
645,22.9765625,61
646,104.015625,141
647,216.0078125,288
648,60.14453125,118
649,63.21875,102
650,122.19921875,176
651,18.671875,63
652,26.3515625,64
653,28.2890625,70
654,267.875,334
655,25.18359375,67
656,68.3515625,106
657,33.19140625,74
658,17.890625,52
659,34.421875,70
660,34.31640625,79
661,19.796875,61
662,99.75390625,166
663,25.59765625,67
664,49.6484375,83
665,11.671875,40
666,169.19921875,280
667,215.59765625,260
668,58.07421875,101
669,20.33203125,60
670,25.578125,68
671,66.43359375,107
672,33.67578125,80
673,108.2421875,178
674,42.58984375,87
675,24.671875,62
676,28.94921875,74
677,30.8515625,79
678,36.5234375,76
679,45.2734375,82
680,29.37890625,70
681,22.40234375,61
682,67.8828125,108
683,69.65234375,106
684,25.0234375,68
685,16.39453125,54
686,260.8046875,352
687,25.46875,70
688,65.99609375,104
689,82.9296875,130
690,44.19140625,90
691,160.16015625,211
692,212.890625,334
693,50.23046875,99
694,70.47265625,109
695,55.5234375,93
696,26.63671875,66
697,24.79296875,63
698,148.0234375,204
699,23.78125,62
700,141.22265625,207
701,22.12109375,68
702,29.7890625,71
703,24.21484375,70
704,56.25390625,109
705,17.69921875,56
706,116.58203125,166
707,9.21875,42
708,62.2109375,109
709,58.234375,94
710,49.53125,95
711,23.91796875,65
712,126.1328125,185
713,67.40625,131
714,160.09375,248
715,59.79296875,105
716,41.24609375,88
717,188.671875,263
718,253.55859375,333
719,99.08984375,163
720,7.328125,39
721,46.40625,93
722,37.98046875,70
723,47.74609375,95
724,32.41015625,75
725,128.80859375,229
726,144.09765625,231
727,91.859375,162
728,90.9609375,143
729,68.0546875,114
730,49.05859375,100
731,11.12109375,42
732,184.38671875,255
733,32.1328125,73
734,26.86328125,69
735,69.4296875,129
736,13.6015625,50
737,47.921875,105
738,30.53125,72
739,52.08203125,101
740,18.78515625,52
741,18.78515625,54
742,54.9375,101
743,105.3671875,150
744,14.17578125,48
745,32.078125,85
746,23.6796875,69
747,42.375,88
748,184.8203125,284
749,28.15625,69
750,100.40625,148
751,26.6875,60
752,58.390625,102
753,54.8046875,100
754,48.609375,100
755,17.40625,52
756,7.05859375,39
757,98.6640625,172
758,10.3671875,42
759,35.78515625,79
760,58.296875,96
761,30.31640625,74
762,138.71875,196
763,45.8984375,93
764,51.94921875,112
765,211.5703125,292
766,49.734375,95
767,35.796875,85
768,228.2109375,304
769,22.953125,68
770,60.41796875,104
771,19.453125,55
772,54.12890625,94
773,29.21484375,68
774,24.40234375,61
775,10.1640625,42
776,153.359375,228
777,67.6875,107
778,40.8125,83
779,37.03125,78
780,39.69140625,80
781,25.63671875,64
782,153.40625,229
783,25.24609375,68
784,90.2578125,135
785,129.08984375,183
786,24.96875,65
787,3.30078125,32
788,16.48046875,54
789,17.25,60
790,45.14453125,83
791,80.74609375,149
792,152.69921875,242
793,4.6875,38
794,48.28515625,105
795,93.625,158
796,39.890625,82
797,24.9609375,61
798,145.76171875,211
799,23.578125,62
800,17.390625,50
801,30.921875,74
802,66.06640625,108
803,28.06640625,69
804,66.11328125,111
805,77.875,128
806,53.58984375,97
807,145.90234375,214
808,28.69921875,74
809,36.4375,76
810,31.6796875,71
811,70.85546875,115
812,32.20703125,74
813,2.58984375,32
814,266.90234375,373
815,21.8984375,66
816,155.9765625,236
817,81.609375,126
818,65.1953125,107
819,124.98046875,176
820,39.4609375,79
821,244.2265625,330
822,338.765625,450
823,93.70703125,143
824,43.734375,95
825,10.75390625,43
826,211.5546875,329
827,253.296875,367
828,264.2421875,355
829,246.421875,362
830,24.8828125,64
831,65.89453125,109
832,268.53125,349
833,77.19921875,115
834,74.63671875,129
835,26.8828125,71
836,49.0078125,103
837,39.9609375,87
838,189.24609375,300
839,87.97265625,141
840,12.4609375,47
841,141.90625,236
842,42.5546875,82
843,65.64453125,116
844,129.3125,174
845,34.34765625,71
846,45.58203125,94
847,145.68359375,201
848,19.60546875,56
849,33.2890625,74
850,23.21875,59
851,23.80859375,69
852,24.0703125,68
853,57.296875,96
854,120.16796875,173
855,219.73046875,327
856,16.2578125,55
857,16.6796875,51
858,11.47265625,42
859,27.19921875,65
860,31.84375,82
861,8.7265625,43
862,69.1953125,126
863,19.703125,54
864,164.7109375,216
865,89.1015625,140
866,16.8984375,54
867,25.24609375,66
868,37.546875,78
869,10.98828125,41
870,26.83984375,73
871,56.53515625,99
872,84.40234375,131
873,101.84375,144
874,302.25,384
875,29.41796875,69
876,87.30859375,142
877,52.7421875,98
878,42.1953125,81
879,7.6328125,40
880,43.64453125,86
881,17.34375,55
882,53.44921875,104
883,185.34765625,242
884,10.94140625,46
885,56.8515625,100
886,73.26953125,122
887,47.38671875,95
888,100.38671875,150
889,22.27734375,58
890,37.56640625,83
891,19.375,59
892,50.83203125,93
893,74.05078125,134
894,8.6171875,41
895,77.375,148
896,47.82421875,91
897,40.3203125,86
898,82.98828125,131
899,42.625,92
900,171.38671875,225
901,114.6953125,174
902,9.1875,43
903,165.39453125,216
904,49.4140625,96
905,107.05859375,154
906,175.08203125,242
907,9.171875,43
908,182.28125,240
909,49.5859375,97
910,25.203125,62
911,211.21875,262
912,54.859375,97
913,74.38671875,120
914,26.41015625,64
915,52.67578125,108
916,15.484375,46
917,293.41796875,383
918,72.7734375,116
919,58.86328125,114
920,12.51953125,52
921,19.47265625,61
922,29.33984375,68
923,46.9453125,92
924,21.87109375,60
925,13.9921875,51
926,97.63671875,153
927,51.79296875,96
928,19.3984375,59
929,46.2421875,81
930,81.92578125,121
931,73.38671875,121
932,53.77734375,98
933,31.1875,67
934,68.73828125,104
935,27.78125,72
936,43.3671875,89
937,23.296875,65
938,75.74609375,137
939,9.3359375,41
940,45.69921875,93
941,9.75,41
942,84.75390625,130
943,68.3828125,109
944,22.578125,63
945,60.94921875,107
946,124.57421875,186
947,8.8125,43
948,72.6875,121
949,34.6875,84
950,39.64453125,76
951,238.75390625,327
952,29.32421875,74
953,13.8046875,51
954,14.04296875,48
955,61.32421875,100
956,29.05859375,61
957,25.53125,65
958,29.234375,69
959,23.39453125,60
960,45.37890625,94
961,21.44921875,58
962,87.6171875,135
963,31.57421875,70
964,75.40234375,121
965,56.7421875,99
966,98.64453125,164
967,166.125,246
968,59.82421875,125
969,22.625,59
970,21.875,56
971,23.6171875,64
972,59.3515625,94
973,32.578125,75
974,98.33203125,139
975,110.0625,153
976,32.71484375,79
977,30.37109375,73
978,15.5703125,51
979,43.9453125,99
980,65.7578125,115
981,119.63671875,173
982,62.57421875,108
983,88.30859375,159
984,12.3828125,45
985,36.98828125,79
986,18.69140625,63
987,20.265625,61
988,27.46875,71
989,57.65625,109
990,8.94921875,39
991,152.6484375,211
992,43.6328125,81
993,48.55078125,95
994,84.52734375,128
995,72.0703125,117
996,46.140625,98
997,68.05078125,111
998,204.25390625,280
999,22.75390625,70
1000,21.20703125,61
1001,125.06640625,193
1002,36.65625,78
1003,63.8828125,114
1004,39.6796875,82
1005,94.96875,158
1006,19.54296875,55
1007,17.2734375,58
1008,29.125,73
1009,51.30078125,102
1010,192.26953125,302
1011,23.921875,59
1012,137.61328125,192
1013,24.80859375,60
1014,28.5234375,77
1015,103.26171875,166
1016,134.89453125,270
1017,10.2421875,46
1018,120.5234375,180
1019,32.33984375,72
1020,27.97265625,75
1021,126.14453125,187
1022,51.73828125,102
1023,30.83984375,75
1024,79.328125,130
1025,28.51953125,73
1026,20.58203125,56
1027,9.1875,43
1028,61.30078125,112
1029,35.0859375,74
1030,142.140625,254
1031,35.6328125,89
1032,85.578125,123
1033,29.81640625,63
1034,244.94140625,356
1035,53.5234375,99
1036,65.59765625,118
1037,12.00390625,50
1038,225.97265625,298
1039,26.3515625,72
1040,63.6015625,106
1041,28.07421875,70
1042,101.01171875,146
1043,267.45703125,373
1044,158.91015625,250
1045,102.07421875,168
1046,63.8828125,108
1047,137.25,231
1048,19.1953125,61
1049,176.6015625,223
1050,20.69140625,61
1051,75.140625,115
1052,14.75,57
1053,53.3046875,95
1054,53.921875,113
1055,178.87890625,276
1056,81.05859375,151
1057,42.84375,87
1058,266.515625,328
1059,23.71875,71
1060,183.73046875,261
1061,21.51953125,68
1062,15.10546875,50
1063,20.89453125,59
1064,134.33203125,183
1065,15.88671875,51
1066,47.46875,102
1067,62.87890625,112
1068,37.15625,85
1069,21.375,59
1070,69.55078125,107
1071,37.10546875,78
1072,52.6953125,110
1073,38.421875,81
1074,25.703125,69
1075,9.6875,44
1076,49.94140625,95
1077,55.0703125,112
1078,23.76953125,65
1079,40.6484375,83
1080,24.8515625,60
1081,28.01171875,77
1082,23.42578125,59
1083,82.46875,139
1084,120.23828125,168
1085,20.23828125,67
1086,85.4375,120
1087,35.62890625,71
1088,27.671875,70
1089,11.29296875,44
1090,22.94140625,66
1091,162.671875,236
1092,203.00390625,269
1093,97.89453125,138
1094,207.015625,263
1095,23.60546875,62
1096,23.71484375,63
1097,107.359375,163
1098,78.93359375,128
1099,76.7265625,116
1100,26.1796875,68
1101,32.0703125,76
1102,68.23046875,107
1103,6.74609375,38
1104,58.36328125,109
1105,8.23046875,40
1106,171.78125,271
1107,51.140625,99
1108,26.95703125,65
1109,28.234375,69
1110,102.51953125,159
1111,113.30859375,196
1112,23.19921875,61
1113,19.859375,55
1114,65.09765625,113
1115,36.3203125,77
1116,15.52734375,52
1117,23.7109375,69
1118,21.8515625,56
1119,49.3203125,92
1120,38.87109375,81
1121,24.98828125,62
1122,40.12890625,79
1123,23.765625,71
1124,51.9765625,92
1125,26.8046875,69
1126,16.625,52
1127,44.51171875,81
1128,59.76953125,107
1129,62.77734375,120
1130,46.375,90
1131,10.875,41
1132,22.2109375,58
1133,27.109375,74
1134,73.09765625,124
1135,27.25390625,63
1136,46.84375,90
1137,42.02734375,91
1138,163.765625,221
1139,87.58984375,160
1140,26.97265625,69
1141,25.37890625,72
1142,118.39453125,177
1143,72.9140625,120
1144,28.4296875,67
1145,99.03515625,148
1146,111.765625,162
1147,139.74609375,193
1148,44.578125,89
1149,147.01953125,224
1150,74.96484375,112
1151,24.31640625,59
1152,2.65234375,33
1153,108.43359375,162
1154,41.33203125,88
1155,21.41015625,65
1156,148.03515625,224
1157,59.84375,100
1158,12.94140625,43
1159,50.2578125,114
1160,32.08203125,73
1161,148.34765625,234
1162,47.61328125,94
1163,77.97265625,135
1164,178.31640625,283
1165,52.890625,102
1166,19.1796875,48
1167,2.21875,32
1168,14.0390625,54
1169,121.37890625,203
1170,76.53125,123
1171,36.765625,81
1172,36.390625,80
1173,13.59765625,50
1174,10.0546875,42
1175,47.33984375,81
1176,15.85546875,59
1177,307.24609375,386
1178,14.3828125,52
1179,14.40234375,48
1180,48.75390625,96
1181,46.6328125,97
1182,42.3125,87
1183,164.20703125,232
1184,10.44921875,41
1185,34.5234375,72
1186,134.1875,194
1187,24.234375,60
1188,12.9609375,48
1189,47.51953125,93
1190,79.40234375,127
1191,10.40234375,41
1192,39.0390625,86
1193,6.45703125,37
1194,6.76953125,38
1195,60.19921875,110
1196,23.75390625,59
1197,175.30859375,239
1198,129.3828125,176
1199,56.19921875,97
1200,36.16015625,78
1201,229.11328125,324
1202,22.90234375,67
1203,105.1953125,157
1204,9.94921875,45
1205,217.78515625,351
1206,25.42578125,61
1207,51.3125,102
1208,65.04296875,112
1209,27.8984375,72
1210,45.1015625,79
1211,18.5625,51
1212,93.37109375,145
1213,133.80859375,181
1214,49.84765625,96
1215,53.640625,113
1216,55.9296875,100
1217,20.7265625,62
1218,37.03515625,88
1219,24.86328125,62
1220,26.25,69
1221,37.609375,81
1222,168.9453125,227
1223,60.41796875,99
1224,27.5859375,68
1225,71.1640625,118
1226,42.88671875,93
1227,109.1015625,170
1228,217.64453125,301
1229,5.28515625,37
1230,38.2265625,87
1231,31.22265625,66
1232,48.71484375,98
1233,182.96875,288
1234,25.85546875,60
1235,30.7890625,74
1236,95.7578125,153
1237,67.48046875,117
1238,67.19140625,113
1239,66.3203125,102
1240,89.84765625,146
1241,79.0625,130
1242,25.17578125,70
1243,62.5390625,112
1244,12.44921875,48
1245,89.78125,128
1246,29.79296875,80
1247,30.06640625,70
1248,20.140625,61
1249,54.640625,101
1250,48.1796875,109
1251,86.78125,124
1252,49.6171875,111
1253,34.15234375,78
1254,40.0078125,84
1255,22.86328125,62
1256,80.68359375,130
1257,26.20703125,76
1258,23.98828125,69
1259,141.55859375,195
1260,58.63671875,113
1261,252.484375,352
1262,181.234375,276
1263,215.24609375,302
1264,74.1015625,122
1265,18.40234375,53
1266,18.44921875,58
1267,213.0234375,306
1268,150.3125,212
1269,196.53515625,277
1270,56.328125,112
1271,278.13671875,364
1272,52.04296875,97
1273,73.02734375,112
1274,72.58984375,114
1275,3.1953125,32
1276,33.49609375,82
1277,82.04296875,127
1278,21.44140625,67
1279,11.30859375,44
1280,40.703125,89
1281,60.87890625,110
1282,18.36328125,52
1283,44.7265625,92
1284,22.40234375,69
1285,113.7109375,178
1286,40.56640625,85
1287,195.734375,279
1288,113.5859375,189
1289,154.72265625,222
1290,51.625,98
1291,36.3125,87
1292,62.046875,108
1293,35.84375,93
1294,17.4609375,55
1295,140.25,204
1296,6.5390625,38
1297,13.8046875,50
1298,44.07421875,90
1299,63.90234375,115
1300,39.421875,85
1301,34.12109375,74
1302,65.828125,118
1303,30.58984375,67
1304,32.71484375,72
1305,11.24609375,47
1306,156.96875,221
1307,345.41796875,445
1308,80.12890625,128
1309,80.765625,137
1310,12.9140625,46
1311,9.71484375,43
1312,20.88671875,58
1313,40.484375,84
1314,63.73828125,116
1315,81.77734375,118
1316,7.44921875,38
1317,16.6640625,49
1318,24.6328125,72
1319,44.140625,82
1320,39.2578125,92
1321,170.85546875,232
1322,20.87109375,59
1323,43.50390625,88
1324,106.1875,142
1325,171.4296875,235
1326,9.7421875,41
1327,150.390625,232
1328,21.7265625,58
1329,146.0234375,185
1330,187.14453125,269
1331,9.046875,40
1332,103.30078125,157
1333,35.7734375,74
1334,274.1875,369
1335,44.203125,89
1336,120.58984375,176
1337,44.87109375,94
1338,78.53125,139
1339,34.63671875,79
1340,92.19921875,151
1341,98.1953125,148
1342,216.2421875,283
1343,53.9765625,95
1344,119.53125,225
1345,29.5234375,71
1346,20.37890625,61
1347,59.796875,96
1348,13.30078125,45
1349,47.1875,100
1350,18.05078125,59
1351,32.09765625,66
1352,19.0390625,62
1353,35.94921875,81
1354,51.5390625,101
1355,32.8984375,80
1356,52.56640625,116
1357,64.8046875,118
1358,52.42578125,100
1359,40.1953125,81
1360,28.91796875,65
1361,68.1875,129
1362,203.1953125,296
1363,74.03125,119
1364,43.8359375,92
1365,27.23828125,68
1366,61.3359375,117
1367,59.57421875,95
1368,44.671875,87
1369,190.04296875,270
1370,19.46875,49
1371,10.39453125,40
1372,206.8203125,316
1373,9.41796875,46
1374,28.64453125,68
1375,27.6015625,65
1376,7.8359375,39
1377,36.58203125,79
1378,24.65625,71
1379,97.1328125,154
1380,152.34765625,201
1381,13.23828125,50
1382,54.45703125,107
1383,22.29296875,51
1384,71.515625,114
1385,17.07421875,52
1386,69.85546875,111
1387,33.91015625,83
1388,111.04296875,183
1389,25.81640625,64
1390,113.7421875,164
1391,15.1015625,45
1392,233.6171875,379
1393,45.05078125,92
1394,10.76953125,45
1395,80.04296875,126
