Episode,Reward,Num_steps,Finish
138,22.430000000000014,97,False
139,22.29,92,False
140,71.01999999999997,154,False
141,-2.6900000000000013,40,False
142,0.25000000000000355,48,False
143,4.3400000000000105,71,False
144,0.720000000000006,69,False
145,9.84,86,False
146,4.469999999999995,76,False
147,5.830000000000005,58,False
148,2.970000000000006,85,False
149,-1.019999999999996,41,False
150,10.030000000000008,70,False
151,82.05999999999999,198,False
152,122.9900000000001,223,False
153,-2.7499999999999964,57,False
154,0.6000000000000085,41,False
155,-4.689999999999996,44,False
156,128.7400000000001,262,False
157,1.0900000000000034,44,False
158,32.45000000000001,82,False
159,6.540000000000003,101,False
160,-5.509999999999998,58,False
161,-6.629999999999999,46,False
162,10.070000000000011,59,False
163,-1.240000000000002,47,False
164,4.640000000000004,66,False
165,-4.829999999999998,37,False
166,53.93000000000002,192,False
167,14.059999999999995,71,False
168,8.700000000000003,65,False
169,43.380000000000024,228,False
170,37.02999999999998,108,False
171,29.010000000000012,196,False
172,56.06999999999999,142,False
173,55.010000000000005,220,False
174,1.8500000000000014,69,False
175,30.379999999999995,78,False
176,61.45999999999995,188,False
177,58.22999999999999,135,False
178,0.5600000000000129,74,False
179,1.9400000000000013,71,False
180,8.490000000000002,67,False
181,51.93000000000001,167,False
182,9.930000000000003,92,False
183,56.00999999999996,206,False
184,-5.9,49,False
185,-7.080000000000002,40,False
186,13.830000000000005,78,False
187,14.450000000000003,67,False
188,13.099999999999994,62,False
189,49.19000000000001,188,False
190,11.079999999999973,61,False
191,1.5000000000000036,67,False
192,29.440000000000012,95,False
193,-0.2999999999999936,66,False
194,56.02000000000005,163,False
195,-3.4499999999999957,34,False
196,-2.9800000000000075,41,False
197,32.580000000000005,92,False
198,12.170000000000016,86,False
199,0.40000000000000924,72,False
200,-2.710000000000001,42,False
201,-6.719999999999997,37,False
202,108.33000000000007,212,False
203,7.4999999999999964,88,False
204,22.110000000000014,84,False
205,59.60000000000001,135,False
206,32.83,96,False
207,-4.419999999999995,48,False
208,-2.6300000000000026,50,False
209,3.650000000000002,76,False
210,6.829999999999998,67,False
211,-1.8100000000000058,56,False
212,9.320000000000004,70,False
213,3.149999999999995,87,False
214,-4.1800000000000015,50,False
215,-5.049999999999997,52,False
216,-1.3299999999999947,60,False
217,14.460000000000008,71,False
218,4.77,110,False
219,-3.4399999999999977,57,False
220,12.71,98,False
221,3.150000000000002,67,False
222,-6.569999999999997,39,False
223,43.47000000000001,168,False
224,5.2300000000000075,68,False
225,1.4400000000000013,49,False
226,5.960000000000004,72,False
227,26.210000000000008,86,False
228,-1.7199999999999953,69,False
229,-3.3200000000000003,59,False
230,24.57000000000002,145,False
231,4.769999999999996,55,False
232,17.910000000000018,69,False
233,-5.109999999999998,41,False
234,-5.820000000000004,54,False
235,2.2600000000000016,58,False
236,0.75,65,False
237,31.63999999999998,98,False
238,14.419999999999995,63,False
239,4.310000000000002,54,False
240,30.65,144,False
241,-3.139999999999997,45,False
242,6.640000000000004,71,False
243,36.89,153,False
244,76.91000000000007,165,False
245,21.92000000000001,86,False
246,63.229999999999976,148,False
247,30.38999999999998,140,False
248,0.1600000000000037,52,False
249,6.639999999999997,63,False
250,-3.8599999999999994,54,False
251,24.670000000000016,87,False
252,68.13000000000002,141,False
253,-0.009999999999994458,50,False
254,18.480000000000018,107,False
255,4.2400000000000055,54,False
256,-1.3599999999999994,58,False
257,6.510000000000002,60,False
258,45.29999999999997,207,False
259,97.51000000000003,256,False
260,-7.279999999999999,52,False
261,33.550000000000004,125,False
262,19.710000000000022,231,False
263,1.8999999999999986,55,False
264,14.740000000000009,68,False
265,84.92999999999998,228,False
266,6.370000000000001,66,False
267,-2.639999999999997,41,False
268,5.559999999999999,58,False
269,-4.690000000000001,59,False
270,30.55999999999998,96,False
271,58.370000000000005,132,False
272,3.4600000000000044,60,False
273,46.12000000000003,192,False
274,103.02999999999996,191,False
275,41.319999999999986,220,False
276,9.399999999999995,58,False
277,79.05999999999995,227,False
278,-0.9299999999999962,102,False
279,-0.7499999999999929,70,False
280,103.51000000000006,192,False
281,7.309999999999992,81,False
282,94.2899999999999,172,False
283,30.469999999999985,83,False
284,25.14999999999999,108,False
285,-2.7799999999999976,40,False
286,-2.3799999999999955,74,False
287,32.079999999999984,131,False
288,111.91,209,False
289,93.66999999999999,256,False
290,78.32000000000001,175,False
291,25.610000000000014,108,False
292,68.45999999999998,184,False
293,7.449999999999999,60,False
294,36.12,106,False
295,7.690000000000001,59,False
296,25.739999999999995,91,False
297,3.0400000000000027,60,False
298,10.050000000000004,65,False
299,-6.430000000000003,54,False
300,8.249999999999993,79,False
301,4.799999999999994,62,False
302,-0.08999999999999986,56,False
303,-3.0000000000000036,53,False
304,18.580000000000013,78,False
305,10.719999999999995,69,False
306,101.91000000000001,204,False
307,24.74000000000001,109,False
308,-7.039999999999999,37,False
309,12.400000000000006,73,False
310,29.240000000000002,111,False
311,-3.029999999999994,71,False
312,-3.8599999999999994,46,False
313,74.39000000000003,174,False
314,6.780000000000001,79,False
315,64.58000000000007,186,False
316,5.43,78,False
317,22.950000000000003,74,False
318,37.76,108,False
319,-2.2099999999999973,77,False
320,8.419999999999998,64,False
321,4.879999999999999,55,False
322,2.749999999999993,66,False
323,-4.420000000000002,44,False
324,-1.5400000000000027,58,False
325,-0.2499999999999929,47,False
326,4.210000000000004,75,False
327,-1.0499999999999972,47,False
328,104.88000000000012,260,False
329,76.41000000000001,150,False
330,3.7100000000000044,51,False
331,22.130000000000003,74,False
332,18.520000000000003,135,False
333,12.679999999999986,78,False
334,39.14999999999998,146,False
335,29.519999999999996,84,False
336,33.08999999999999,153,False
337,16.820000000000014,84,False
338,2.1000000000000085,108,False
339,86.64000000000001,268,False
340,8.870000000000008,70,False
341,136.77999999999997,240,False
342,11.200000000000003,67,False
343,-5.040000000000001,43,False
344,18.54,65,False
345,-5.909999999999998,41,False
346,32.19000000000001,114,False
347,4.559999999999995,52,False
348,8.05,78,False
349,-4.16,43,False
350,83.78999999999999,153,False
351,8.730000000000004,72,False
352,48.73000000000002,135,False
353,6.5,52,False
354,-5.2900000000000045,54,False
355,72.54000000000002,276,False
356,62.8,135,False
357,31.189999999999998,83,False
358,7.91,83,False
359,8.069999999999997,83,False
360,44.18999999999998,179,False
361,-8.019999999999996,34,False
362,90.28999999999998,167,False
363,33.99000000000001,117,False
364,11.520000000000007,85,False
365,44.34999999999998,150,False
366,8.93000000000001,69,False
367,24.659999999999968,160,False
368,16.410000000000004,65,False
369,5.110000000000003,70,False
370,-3.269999999999996,57,False
371,-5.130000000000003,41,False
372,5.09,70,False
373,18.72,75,False
374,-3.7599999999999945,57,False
375,-5.539999999999999,40,False
376,3.95000000000001,76,False
377,32.52999999999999,97,False
378,7.289999999999999,66,False
379,26.75999999999999,80,False
380,9.519999999999992,73,False
381,29.419999999999995,108,False
382,0.759999999999998,67,False
383,27.080000000000027,100,False
384,89.39000000000004,169,False
385,53.499999999999986,157,False
386,25.960000000000015,107,False
387,13.490000000000016,200,False
388,116.18000000000009,236,False
389,10.530000000000012,62,False
390,-5.49,46,False
391,0.48999999999999133,60,False
392,5.320000000000011,87,False
393,14.830000000000013,68,False
394,67.91999999999997,140,False
395,56.22999999999996,148,False
396,17.03000000000001,227,False
397,-5.1899999999999995,43,False
398,82.80999999999999,168,False
399,103.96000000000001,225,False
400,30.139999999999993,85,False
401,-3.8599999999999923,46,False
402,1.730000000000004,67,False
403,16.88000000000001,78,False
404,2.8399999999999963,48,False
405,2.300000000000008,51,False
406,29.260000000000005,99,False
407,-3.1999999999999957,41,False
408,118.80000000000004,217,False
409,14.529999999999994,79,False
410,108.04999999999998,210,False
411,21.489999999999995,94,False
412,3.9999999999999964,73,False
413,-4.830000000000002,50,False
414,43.189999999999976,120,False
415,29.100000000000023,125,False
416,38.98000000000001,88,False
417,50.77999999999997,159,False
418,-4.1200000000000045,65,False
419,7.329999999999998,70,False
420,-4.259999999999998,60,False
421,21.909999999999975,75,False
422,2.350000000000005,53,False
423,4.43,62,False
424,9.95,70,False
425,42.83,132,False
426,8.540000000000013,61,False
427,3.0299999999999905,57,False
428,10.05,147,False
429,-5.229999999999997,60,False
430,29.04999999999999,156,False
431,4.650000000000006,56,False
432,30.68000000000002,111,False
433,0.2099999999999973,64,False
434,-0.14000000000001123,89,False
435,55.91000000000008,126,False
436,115.36999999999998,271,False
437,-0.5300000000000011,63,False
438,77.58,258,False
439,-7.41,57,False
440,-2.5000000000000036,51,False
441,47.44999999999999,133,False
442,10.649999999999999,87,False
443,9.099999999999998,68,False
444,20.909999999999997,94,False
445,30.910000000000018,133,False
446,-6.74,51,False
447,-8.359999999999998,82,False
448,7.359999999999996,106,False
449,66.60000000000004,162,False
450,10.469999999999992,66,False
451,-4.859999999999998,52,False
452,26.059999999999988,90,False
453,-4.780000000000001,62,False
454,8.180000000000007,62,False
455,-4.000000000000002,64,False
456,-5.07,44,False
457,21.509999999999998,90,False
458,27.279999999999994,79,False
459,14.26000000000002,79,False
460,6.359999999999999,66,False
461,4.790000000000003,74,False
462,3.6900000000000084,48,False
463,-5.9,37,False
464,3.5499999999999936,55,False
465,75.58000000000001,145,False
466,3.8200000000000074,61,False
467,73.23000000000009,195,False
468,0.5000000000000071,45,False
469,44.66000000000001,119,False
470,58.49000000000001,134,False
471,-0.8599999999999959,57,False
472,3.6199999999999974,55,False
473,2.829999999999991,62,False
474,29.919999999999987,112,False
475,85.05999999999997,210,False
476,7.680000000000007,73,False
477,-4.889999999999997,50,False
478,59.68999999999994,145,False
479,19.190000000000012,89,False
480,50.430000000000035,141,False
481,39.24000000000002,113,False
482,100.05000000000003,185,False
483,17.939999999999998,109,False
484,15.79999999999999,201,False
485,-1.369999999999994,52,False
486,9.370000000000001,83,False
487,94.11999999999992,192,False
488,-1.5600000000000023,58,False
489,56.160000000000025,135,False
490,10.789999999999992,76,False
491,11.640000000000008,135,False
492,32.720000000000034,102,False
493,78.93000000000004,171,False
494,17.14999999999999,84,False
495,21.33000000000002,135,False
496,41.22999999999999,110,False
497,1.4099999999999966,66,False
498,7.759999999999998,73,False
499,6.940000000000012,75,False
500,35.220000000000006,115,False
501,-1.3100000000000058,60,False
502,24.180000000000007,74,False
503,2.2999999999999865,65,False
504,14.699999999999967,77,False
505,2.789999999999999,60,False
506,28.65,125,False
507,74.11999999999992,207,False
508,7.909999999999997,70,False
509,9.649999999999999,70,False
510,-1.3699999999999974,67,False
511,59.72000000000003,196,False
512,107.59000000000007,245,False
513,5.3700000000000045,56,False
514,44.53999999999999,110,False
515,-0.7399999999999984,64,False
516,21.639999999999986,79,False
517,8.090000000000007,64,False
518,22.47999999999999,82,False
519,13.499999999999993,63,False
520,-3.4799999999999898,48,False
521,8.549999999999994,84,False
522,10.879999999999999,78,False
523,38.68999999999999,177,False
524,2.7500000000000036,49,False
525,-3.3399999999999963,45,False
526,-2.849999999999998,63,False
527,-1.7199999999999989,40,False
528,14.11999999999999,83,False
529,2.1799999999999997,69,False
530,-0.9599999999999937,58,False
531,4.119999999999997,66,False
532,1.5700000000000038,54,False
533,41.979999999999976,91,False
534,38.35000000000003,95,False
535,5.979999999999993,57,False
536,7.239999999999998,60,False
537,-1.7600000000000016,54,False
538,11.360000000000007,70,False
539,29.999999999999993,96,False
540,-0.5799999999999983,62,False
541,-4.130000000000001,61,False
542,4.0000000000000036,89,False
543,-7.529999999999998,32,False
544,-1.2399999999999984,58,False
545,-4.489999999999998,37,False
546,23.099999999999994,179,False
547,-6.479999999999999,37,False
548,-0.5199999999999996,62,False
549,3.9000000000000092,73,False
550,-2.8999999999999986,57,False
551,-1.9500000000000028,76,False
552,-4.159999999999998,47,False
553,12.949999999999996,128,False
554,152.82999999999996,243,False
555,41.14999999999999,146,False
556,79.96999999999998,188,False
557,3.759999999999998,51,False
558,17.940000000000005,70,False
559,5.329999999999998,68,False
560,-2.0600000000000023,59,False
561,34.45000000000001,82,False
562,32.51000000000001,103,False
563,35.940000000000005,94,False
564,11.510000000000009,92,False
565,6.109999999999992,63,False
566,-3.319999999999993,63,False
567,24.599999999999987,123,False
568,43.84,95,False
569,-5.189999999999998,41,False
570,24.159999999999982,83,False
571,100.76999999999998,199,False
572,14.190000000000012,84,False
573,-5.120000000000003,56,False
574,14.330000000000005,70,False
575,-4.939999999999998,46,False
576,-0.07000000000000384,67,False
577,23.750000000000007,85,False
578,25.6,127,False
579,29.58999999999999,95,False
580,4.569999999999993,59,False
581,10.379999999999995,75,False
582,21.769999999999996,80,False
583,12.480000000000004,88,False
584,13.329999999999998,73,False
585,2.240000000000009,77,False
586,-3.6900000000000013,50,False
587,-0.360000000000003,54,False
588,12.030000000000001,69,False
589,42.279999999999994,152,False
590,70.14000000000001,171,False
591,4.779999999999998,58,False
592,5.430000000000003,72,False
593,29.450000000000003,81,False
594,7.440000000000001,86,False
595,-2.5599999999999987,45,False
596,124.69999999999993,227,False
597,59.67999999999998,133,False
598,20.530000000000015,93,False
599,2.9499999999999886,70,False
600,25.379999999999995,101,False
601,15.849999999999994,62,False
602,7.149999999999995,70,False
603,34.49000000000002,114,False
604,128.84000000000006,215,False
605,35.24,95,False
606,8.039999999999996,73,False
607,16.739999999999988,79,False
608,-0.509999999999998,62,False
609,0.0899999999999963,53,False
610,18.800000000000004,172,False
611,44.05,199,False
612,97.05999999999999,240,False
613,-7.889999999999999,33,False
614,21.6,99,False
615,95.71999999999998,201,False
616,9.390000000000008,67,False
617,-3.5599999999999987,80,False
618,8.91,62,False
619,-0.41000000000000014,69,False
620,-0.8399999999999963,55,False
621,2.219999999999999,58,False
622,5.359999999999996,83,False
623,21.470000000000013,70,False
624,1.3299999999999983,62,False
625,35.68000000000002,153,False
626,10.040000000000003,80,False
627,33.77000000000002,95,False
628,3.2300000000000075,58,False
629,21.639999999999993,107,False
630,18.239999999999995,70,False
631,0.7899999999999991,57,False
632,4.660000000000004,61,False
633,-6.270000000000001,50,False
634,12.790000000000006,108,False
635,1.029999999999987,108,False
636,76.67,231,False
637,16.12000000000001,80,False
638,2.0799999999999983,56,False
639,88.02,271,False
640,-6.940000000000001,65,False
641,63.72999999999996,195,False
642,12.980000000000004,77,False
643,10.300000000000004,71,False
644,7.389999999999986,86,False
645,9.440000000000008,129,False
646,20.249999999999986,78,False
647,13.979999999999997,69,False
648,41.59000000000003,122,False
649,1.7899999999999956,67,False
650,58.130000000000024,145,False
651,-3.5300000000000082,62,False
652,5.34,60,False
653,14.220000000000006,68,False
654,7.6299999999999955,74,False
655,13.61,74,False
656,12.800000000000004,74,False
657,-4.579999999999998,56,False
658,29.899999999999984,101,False
659,6.109999999999999,76,False
660,5.959999999999997,62,False
661,4.850000000000001,65,False
662,61.31000000000007,213,False
663,-1.9100000000000037,58,False
664,11.110000000000003,60,False
665,114.97999999999996,241,False
666,55.619999999999976,158,False
667,104.94999999999999,222,False
668,4.360000000000003,69,False
669,-0.860000000000003,67,False
670,-3.269999999999996,69,False
671,2.220000000000006,50,False
672,-1.7599999999999945,42,False
673,39.24999999999999,111,False
674,-5.600000000000001,55,False
675,1.6600000000000001,68,False
676,-5.6899999999999995,48,False
677,6.490000000000002,73,False
678,41.929999999999986,125,False
679,2.300000000000008,60,False
680,30.560000000000016,86,False
681,14.719999999999985,71,False
682,91.28999999999994,164,False
683,0.40000000000000213,52,False
684,-0.7300000000000004,56,False
685,6.869999999999994,65,False
686,-0.44000000000000483,60,False
687,0.6599999999999966,50,False
688,12.569999999999993,83,False
689,14.270000000000053,108,False
690,22.349999999999973,87,False
691,13.460000000000008,80,False
692,146.87999999999997,228,False
693,71.65999999999993,149,False
694,1.840000000000007,79,False
695,-1.5800000000000018,57,False
696,1.4399999999999906,77,False
697,-6.330000000000005,36,False
698,16.389999999999993,98,False
699,-2.179999999999996,59,False
700,101.16999999999996,221,False
701,-4.8700000000000045,53,False
702,3.4299999999999997,54,False
703,-7.1800000000000015,44,False
704,9.870000000000005,75,False
705,-5.560000000000002,50,False
706,55.14,142,False
707,-3.3500000000000014,57,False
708,7.419999999999991,71,False
709,-0.9299999999999962,48,False
710,10.920000000000005,77,False
711,-5.609999999999999,65,False
712,60.680000000000106,183,False
713,3.6199999999999974,67,False
714,56.28,122,False
715,3.0,56,False
716,3.5300000000000082,50,False
717,57.52999999999999,114,False
718,14.730000000000011,72,False
719,37.550000000000004,119,False
720,6.030000000000001,69,False
721,29.64000000000003,97,False
722,15.920000000000016,74,False
723,3.1599999999999966,75,False
724,-6.4399999999999995,42,False
725,26.06000000000001,81,False
726,31.019999999999982,90,False
727,15.629999999999995,78,False
728,3.6800000000000033,58,False
729,18.970000000000013,96,False
730,76.25999999999995,238,False
731,14.429999999999993,80,False
732,27.49999999999997,202,False
733,-3.039999999999999,61,False
734,-6.340000000000002,48,False
735,17.06999999999998,108,False
736,5.949999999999996,68,False
737,8.729999999999997,65,False
738,0.9600000000000044,53,False
739,50.75000000000004,148,False
740,-6.200000000000001,56,False
741,9.45999999999999,76,False
742,0.8599999999999959,56,False
743,83.14999999999999,167,False
744,87.18999999999996,186,False
745,-2.400000000000002,57,False
746,9.070000000000014,79,False
747,0.030000000000001137,77,False
748,58.51000000000002,164,False
749,4.060000000000002,86,False
750,20.040000000000006,89,False
751,-4.42,64,False
752,9.129999999999995,102,False
753,83.11999999999998,203,False
754,-0.14999999999999858,51,False
755,-5.550000000000004,54,False
756,0.6899999999999977,56,False
757,25.990000000000016,88,False
758,3.8000000000000043,72,False
759,33.77000000000001,97,False
760,108.71000000000001,186,False
761,21.309999999999988,149,False
762,10.149999999999999,68,False
763,21.360000000000007,119,False
764,21.680000000000014,73,False
765,15.230000000000004,115,False
766,-5.360000000000003,38,False
767,-7.100000000000001,42,False
768,52.23000000000005,149,False
769,-2.929999999999996,52,False
770,-4.709999999999999,36,False
771,14.939999999999998,84,False
772,18.87999999999998,85,False
773,-1.5300000000000011,58,False
774,29.560000000000002,84,False
775,-6.490000000000002,42,False
776,6.779999999999994,65,False
777,41.42,109,False
778,25.819999999999993,88,False
779,19.250000000000007,82,False
780,59.5,152,False
781,1.1700000000000017,56,False
782,63.820000000000036,158,False
783,2.710000000000001,59,False
784,17.180000000000007,63,False
785,96.07,167,False
786,53.10999999999997,155,False
787,-1.4599999999999973,52,False
788,0.010000000000001563,81,False
789,-1.8900000000000006,49,False
790,-4.840000000000002,60,False
791,7.289999999999999,62,False
792,14.61999999999999,85,False
793,-3.6100000000000065,59,False
794,6.610000000000003,60,False
795,84.57999999999996,228,False
796,-4.970000000000001,42,False
797,66.18000000000002,143,False
798,58.35000000000002,106,False
799,10.609999999999996,74,False
800,68.02,201,False
801,-3.1900000000000013,63,False
802,2.859999999999996,54,False
803,0.370000000000001,57,False
804,27.33,89,False
805,88.77000000000001,215,False
806,7.080000000000005,76,False
807,119.30000000000015,308,False
808,33.100000000000016,91,False
809,3.1400000000000077,57,False
810,-5.890000000000002,43,False
811,17.33999999999999,76,False
812,9.959999999999994,72,False
813,-7.4499999999999975,55,False
814,40.529999999999994,175,False
815,1.7299999999999969,58,False
816,8.220000000000006,91,False
817,16.520000000000003,80,False
818,8.169999999999995,71,False
819,66.69000000000014,239,False
820,-5.569999999999997,40,False
821,41.82000000000001,129,False
822,57.31999999999998,132,False
823,6.420000000000002,67,False
824,67.86000000000004,162,False
825,-3.59,63,False
826,11.139999999999997,63,False
827,100.59999999999992,234,False
828,50.93999999999998,200,False
829,71.93999999999997,141,False
830,25.479999999999997,78,False
831,1.2399999999999984,61,False
832,14.599999999999994,70,False
833,-4.330000000000002,43,False
834,20.230000000000004,80,False
835,-4.700000000000001,52,False
836,7.0900000000000105,156,False
837,10.27,61,False
838,23.11,90,False
839,16.94000000000002,87,False
840,12.660000000000004,70,False
841,1.9300000000000033,73,False
842,81.53000000000002,170,False
843,-0.7000000000000064,117,False
844,4.089999999999989,51,False
845,-8.289999999999997,40,False
846,69.14999999999998,218,False
847,34.299999999999976,107,False
848,52.33000000000001,172,False
849,34.07999999999997,97,False
850,18.62000000000002,84,False
851,18.32,77,False
852,-6.880000000000001,46,False
853,26.719999999999978,152,False
854,66.44999999999997,171,False
855,47.650000000000006,110,False
856,13.920000000000002,67,False
857,-2.2299999999999933,56,False
858,-7.439999999999998,53,False
859,52.01999999999998,158,False
860,14.709999999999994,65,False
861,54.81,116,False
862,2.1199999999999974,78,False
863,13.229999999999997,73,False
864,137.53999999999985,215,False
865,42.78,127,False
866,53.69999999999999,132,False
867,-3.5399999999999956,55,False
868,-3.7300000000000004,41,False
869,-5.000000000000002,54,False
870,-3.990000000000002,43,False
871,2.09,51,False
872,13.339999999999996,105,False
873,-3.4600000000000044,45,False
874,11.93,58,False
875,1.0700000000000038,59,False
876,49.13000000000007,158,False
877,72.35000000000004,142,False
878,33.95,101,False
879,-6.020000000000001,44,False
880,5.370000000000012,74,False
881,-5.949999999999999,40,False
882,95.44999999999999,226,False
883,5.800000000000008,89,False
884,-4.369999999999996,42,False
885,86.59999999999998,208,False
886,36.919999999999995,89,False
887,9.469999999999999,72,False
888,80.79,179,False
889,3.3800000000000026,63,False
890,35.680000000000014,109,False
891,10.009999999999994,67,False
892,12.840000000000018,71,False
893,8.429999999999996,71,False
894,-4.899999999999999,52,False
895,32.739999999999995,91,False
896,86.68000000000002,171,False
897,16.52999999999998,72,False
898,10.11,74,False
899,17.659999999999997,78,False
900,36.81999999999999,123,False
901,55.750000000000014,117,False
902,15.570000000000014,85,False
903,6.4800000000000075,73,False
904,0.3599999999999923,52,False
905,53.20999999999998,132,False
906,4.510000000000002,89,False
907,32.42000000000001,102,False
908,80.09999999999997,155,False
909,26.079999999999984,123,False
910,14.619999999999983,86,False
911,14.850000000000001,139,False
912,49.37999999999998,108,False
913,14.460000000000008,93,False
914,1.0799999999999912,49,False
915,10.13000000000001,73,False
916,-6.059999999999999,43,False
917,4.640000000000008,79,False
918,95.02999999999996,254,False
919,41.759999999999984,136,False
920,27.59999999999998,92,False
921,4.640000000000001,60,False
922,9.869999999999997,82,False
923,3.4000000000000092,65,False
924,94.78999999999995,213,False
925,-6.220000000000001,41,False
926,18.54999999999999,83,False
927,58.480000000000004,158,False
928,3.1600000000000037,62,False
929,-1.8699999999999974,50,False
930,95.45,161,False
931,1.1800000000000068,61,False
932,12.550000000000018,74,False
933,-4.02,52,False
934,15.769999999999989,83,False
935,-1.7299999999999969,71,False
936,11.600000000000009,89,False
937,2.8800000000000026,70,False
938,7.649999999999988,77,False
939,30.940000000000005,87,False
940,74.36,168,False
941,33.89000000000001,87,False
942,16.01999999999999,78,False
943,22.69999999999999,105,False
944,6.3799999999999955,66,False
945,37.5,93,False
946,33.23,92,False
947,4.659999999999993,62,False
948,-5.120000000000003,43,False
949,0.5600000000000058,52,False
950,12.749999999999993,87,False
951,26.460000000000008,85,False
952,29.64,76,False
953,-5.870000000000001,50,False
954,-1.5899999999999999,55,False
955,6.2499999999999964,60,False
956,58.16000000000001,133,False
957,-6.830000000000002,48,False
958,13.989999999999988,86,False
959,4.150000000000009,75,False
960,0.49999999999998934,74,False
961,83.23000000000005,214,False
962,4.7300000000000075,54,False
963,-0.6700000000000017,51,False
964,38.430000000000014,151,False
965,15.970000000000006,69,False
966,5.690000000000008,50,False
967,53.72999999999996,218,False
968,6.739999999999995,61,False
969,15.339999999999996,68,False
970,-1.7699999999999996,48,False
971,2.0300000000000047,62,False
972,49.53,155,False
973,3.4200000000000017,61,False
974,12.04999999999999,79,False
975,34.93999999999999,135,False
976,36.60000000000001,91,False
977,1.7400000000000055,64,False
978,6.84,57,False
979,3.3199999999999967,53,False
980,7.920000000000002,104,False
981,31.59000000000001,127,False
982,14.550000000000011,146,False
983,43.910000000000004,132,False
984,70.12000000000006,227,False
985,-1.4299999999999926,57,False
986,0.7699999999999996,74,False
987,-7.4499999999999975,41,False
988,-3.0799999999999947,61,False
989,-2.460000000000001,46,False
