Episode,Reward,Num_steps,Finish,Exploration_rate
1,94.67680797125685,312,False,0.9997679104477613
2,41.41498144108652,198,False,0.9996201492537313
3,355.024895055899,636,False,0.9991455223880598
4,379.57043125079406,785,False,0.9985597014925374
5,286.10460439921815,818,False,0.9979492537313434
6,63.120035012022626,251,False,0.9977619402985075
7,40.72476791966686,208,False,0.9976067164179104
8,238.85606342044252,475,False,0.9972522388059701
9,310.3405498114646,668,False,0.9967537313432835
10,136.3065303656673,510,False,0.9963731343283582
11,102.29354242452524,319,False,0.9961350746268657
12,50.26091088917745,186,False,0.9959962686567164
13,53.35829840604774,183,False,0.9958597014925372
14,49.63969475834192,201,False,0.9957097014925373
15,333.3813866548945,898,False,0.9950395522388059
16,28.96316226038664,171,False,0.9949119402985075
17,213.77122170134632,436,False,0.994586567164179
18,76.39933764532682,310,False,0.994355223880597
19,70.29966840842482,250,False,0.994168656716418
20,88.60821571750604,275,False,0.9939634328358209
21,170.83074647753978,474,False,0.9936097014925372
22,251.82589837668985,538,False,0.9932082089552239
23,35.17769492796146,173,False,0.9930791044776119
24,143.2287724583369,358,False,0.9928119402985074
25,43.202412101688246,193,False,0.9926679104477613
26,63.71498371537355,264,False,0.9924708955223881
27,40.00904269736938,203,False,0.9923194029850747
28,94.14004810811181,242,False,0.9921388059701493
29,121.78029619438718,495,False,0.9917694029850747
30,199.45057862607374,536,False,0.9913694029850746
31,32.48034471174875,182,False,0.9912335820895523
32,159.73188729999188,435,False,0.9909089552238807
33,52.45834429208037,236,False,0.9907328358208954
34,20.7650344595813,148,False,0.9906223880597015
35,177.47439112639756,452,False,0.9902850746268657
36,131.6442187434324,420,False,0.9899716417910447
37,26.744143929757712,193,False,0.9898276119402986
38,33.79477358132154,170,False,0.9897007462686568
39,161.4893153221106,376,False,0.9894201492537312
40,154.1412932727632,398,False,0.9891231343283582
41,121.56636953209195,433,False,0.9888000000000001
42,63.87610896737985,253,False,0.9886111940298508
43,25.114203294947473,161,False,0.9884910447761194
44,169.0633162117169,478,False,0.9881343283582089
45,276.3122415965223,640,False,0.9876567164179104
46,313.7619478878628,642,False,0.9871776119402985
47,41.45874027613459,216,False,0.9870164179104477
48,104.6366454605645,271,False,0.9868141791044777
49,47.64783653279106,233,False,0.9866402985074626
50,36.289365743971715,186,False,0.9865014925373133
51,33.798111311087986,205,False,0.9863485074626867
52,52.95552746702619,258,False,0.9861559701492537
53,167.84568779337468,578,False,0.9857246268656716
54,30.245989669171394,139,False,0.985620895522388
55,22.891930190394028,218,False,0.985458208955224
56,457.7779810991731,812,False,0.9848522388059702
57,135.50776167066206,415,False,0.9845425373134329
58,203.70050050756785,448,False,0.9842082089552239
59,98.51278431417691,319,False,0.9839701492537314
60,30.126040120951203,174,False,0.9838402985074627
61,29.039650384278993,149,False,0.983729104477612
62,294.38924500244815,605,False,0.9832776119402985
63,29.83548744530932,167,False,0.9831529850746269
64,47.041432646480615,200,False,0.9830037313432836
65,419.9144637010184,789,False,0.9824149253731344
66,37.70076690649276,210,False,0.9822582089552239
67,65.8905793583884,246,False,0.9820746268656717
68,48.64980544519591,210,False,0.9819179104477612
69,216.5922028589147,514,False,0.9815343283582089
70,53.85602097913622,204,False,0.9813820895522388
71,25.211805963235562,181,False,0.9812470149253731
72,256.52698083171094,587,False,0.9808089552238806
73,89.35729477246623,286,False,0.9805955223880597
74,61.08842016687808,235,False,0.9804201492537313
75,46.926193620811205,197,False,0.9802731343283582
76,51.66674633011708,259,False,0.9800798507462686
77,59.846002524708965,228,False,0.9799097014925373
78,19.551343995828795,120,False,0.9798201492537313
79,154.1679857911566,378,False,0.9795380597014924
80,50.714377583334894,221,False,0.9793731343283582
81,87.10448363819071,394,False,0.979079104477612
82,27.264698974326684,197,False,0.9789320895522389
83,124.06687709079495,341,False,0.9786776119402985
84,44.64038852351739,213,False,0.9785186567164179
85,66.57493750237754,221,False,0.9783537313432835
86,39.76515100996948,236,False,0.9781776119402985
87,77.96959050067228,281,False,0.9779679104477612
88,341.90461323889957,634,False,0.9774947761194029
