Episode,Reward,Num_steps,Finish,Exploration_rate
1,95.12664234784715,324,False,0.9997589552238806
2,36.501743421256265,198,False,0.9996111940298508
3,358.2961781486084,663,False,0.9991164179104477
4,433.37388825991815,861,False,0.9984738805970149
5,322.2267846863488,758,False,0.9979082089552238
6,37.128243517353,218,False,0.9977455223880597
7,42.947513279510936,247,False,0.9975611940298507
8,232.96113263705965,470,False,0.997210447761194
9,336.4587904071171,665,False,0.9967141791044777
10,224.0191440010921,587,False,0.996276119402985
11,82.81912154133961,282,False,0.996065671641791
12,26.266869355823324,140,False,0.9959611940298507
13,33.4053059180519,159,False,0.9958425373134329
14,46.28459361497684,200,False,0.9956932835820895
15,456.3258326886164,817,False,0.9950835820895522
16,26.77843767041024,174,False,0.9949537313432836
17,188.00371110130646,407,False,0.99465
18,139.06096019831105,413,False,0.9943417910447762
19,97.30192423357681,260,False,0.9941477611940299
20,52.53100495040262,227,False,0.9939783582089552
21,178.10159061328093,554,False,0.9935649253731343
22,227.98996096704724,492,False,0.9931977611940299
23,38.72436688066822,169,False,0.9930716417910447
24,166.4493488124397,381,False,0.9927873134328358
25,41.43641542709181,185,False,0.9926492537313434
26,63.13472775700775,311,False,0.9924171641791044
27,28.97028777508688,184,False,0.9922798507462687
28,55.69452854197212,216,False,0.9921186567164179
29,156.5971737429106,656,False,0.9916291044776119
30,81.29398318831103,351,False,0.9913671641791044
31,29.706584493954104,180,False,0.9912328358208955
32,159.45628416305232,429,False,0.9909126865671641
33,52.59835022166004,236,False,0.9907365671641791
34,18.41703978410503,145,False,0.9906283582089552
35,180.37652968811423,439,False,0.9903007462686568
36,130.03371880022422,410,False,0.989994776119403
37,37.032010249656224,204,False,0.9898425373134329
38,26.957785524039394,142,False,0.9897365671641791
39,205.66318492324288,425,False,0.9894194029850746
40,168.49687458831937,454,False,0.9890805970149253
41,123.10179435007527,409,False,0.9887753731343283
42,71.56524732060625,286,False,0.9885619402985074
43,28.912784501935555,192,False,0.9884186567164178
44,162.6922546926851,406,False,0.988115671641791
45,257.64600351844416,637,False,0.9876402985074627
46,200.89517407422932,761,False,0.9870723880597015
47,37.2246825571712,203,False,0.9869208955223882
48,31.559403514892423,213,False,0.9867619402985075
49,80.85793007610403,262,False,0.9865664179104479
50,22.973856419885664,175,False,0.9864358208955224
51,38.221514808250696,194,False,0.9862910447761194
52,62.06449161971479,266,False,0.9860925373134327
53,288.99828527606417,619,False,0.9856305970149254
54,21.622298810282892,207,False,0.985476119402985
55,47.08058366953797,243,False,0.985294776119403
56,459.0618354463009,812,False,0.9846888059701493
57,233.49839769757597,493,False,0.9843208955223881
58,248.56127737015504,494,False,0.9839522388059702
59,100.35726234605613,270,False,0.9837507462686568
60,35.90410837832944,233,False,0.9835768656716419
61,29.202966081672805,182,False,0.9834410447761194
62,184.1735728120556,453,False,0.9831029850746268
63,26.89168077101207,199,False,0.9829544776119402
64,33.658648879633525,225,False,0.9827865671641791
65,455.40626074608656,788,False,0.9821985074626866
66,33.09285225029635,199,False,0.98205
67,44.20579908233131,213,False,0.9818910447761194
68,45.68074851226643,173,False,0.9817619402985074
69,118.86188460616123,359,False,0.9814940298507462
70,43.568448183082474,207,False,0.981339552238806
71,41.253970063805454,211,False,0.9811820895522388
72,196.81143073330176,449,False,0.9808470149253731
73,86.49784738066975,299,False,0.9806238805970149
74,32.384428721691634,201,False,0.9804738805970149
75,34.97719741416079,183,False,0.9803373134328358
76,110.04392500942097,344,False,0.9800805970149254
77,58.209099761349975,228,False,0.979910447761194
78,18.73210202448046,129,False,0.9798141791044775
79,118.05498480468276,313,False,0.9795805970149253
80,63.12885143595936,232,False,0.9794074626865672
81,67.33053098922687,327,False,0.9791634328358209
82,59.558753621922335,246,False,0.9789798507462686
83,85.91236984228821,329,False,0.978734328358209
84,25.472526823702587,169,False,0.9786082089552239
85,50.049600331099185,256,False,0.9784171641791045
86,43.36020437565531,233,False,0.9782432835820897
87,122.26961884049746,359,False,0.9779753731343285
88,247.45246688308447,623,False,0.9775104477611941
89,194.031902623089,615,False,0.9770514925373135
90,99.68551282201378,381,False,0.9767671641791045
91,127.76148400858642,364,False,0.9764955223880597
92,50.3145587867444,259,False,0.9763022388059701
93,379.73329671726896,685,False,0.9757910447761193
94,35.47771024581965,225,False,0.9756231343283582
95,175.99196968463372,382,False,0.9753380597014925
96,195.59164272585645,441,False,0.9750089552238806
97,48.57253880727565,240,False,0.9748298507462687
98,38.0181217371324,181,False,0.974694776119403
99,47.54929001065406,238,False,0.9745171641791045
100,195.0714858140158,430,False,0.9741962686567164
101,68.52230178625814,249,False,0.974010447761194
102,77.87888048623883,244,False,0.9738283582089553
103,27.367420315975806,201,False,0.9736783582089552
104,57.432325295275064,261,False,0.9734835820895523
105,36.06401568929452,199,False,0.9733350746268657
106,77.31606228241961,283,False,0.9731238805970149
107,80.28366845688872,262,False,0.9729283582089553
