Episode,Reward,Num_steps,Finish,Exploration_rate
1,93.77151874115722,312,False,0.9997679104477613
2,39.5832036633088,198,False,0.9996201492537313
3,361.5307839447873,636,False,0.9991455223880598
4,382.78709791746036,785,False,0.9985597014925374
5,283.5182155103287,818,False,0.9979492537313434
6,61.03792390091158,251,False,0.9977619402985075
7,39.49901560006603,226,False,0.9975932835820895
8,197.74195969430664,447,False,0.9972597014925374
9,295.46673621540805,671,False,0.9967589552238806
10,159.37141438227619,549,False,0.9963492537313433
11,125.9950721023146,345,False,0.9960917910447762
12,24.868477742735585,151,False,0.995979104477612
13,44.74890040235461,182,False,0.9958432835820895
14,47.52140433950184,200,False,0.9956940298507462
15,476.44226149432706,816,False,0.9950850746268657
16,27.13618262357746,178,False,0.9949522388059702
17,200.94112094930503,419,False,0.9946395522388061
18,149.52681933507378,340,False,0.9943858208955224
19,35.86026811567154,231,False,0.9942134328358209
20,116.67460631449026,307,False,0.9939843283582089
21,219.49042443158783,603,False,0.993534328358209
22,145.8922019753891,474,False,0.9931805970149253
23,28.86588048354728,157,False,0.9930634328358209
24,179.910669278755,390,False,0.9927723880597016
25,48.001178395450225,195,False,0.9926268656716418
26,64.16910245539408,314,False,0.9923925373134328
27,30.057743026775164,190,False,0.9922507462686567
28,55.35791856411444,268,False,0.9920507462686566
29,324.00408576792194,701,False,0.9915276119402986
30,107.44725604300805,351,False,0.9912656716417911
31,40.97050118734543,205,False,0.9911126865671642
32,105.84874252322838,382,False,0.9908276119402984
33,75.12122917406573,244,False,0.9906455223880597
34,38.396646820119436,228,False,0.9904753731343283
35,89.36488566070629,363,False,0.9902044776119403
36,232.54434814497262,466,False,0.9898567164179104
37,48.079708592591956,214,False,0.9896970149253731
38,63.62063537076746,214,False,0.9895373134328359
39,101.52161158757801,328,False,0.9892925373134328
40,155.23939815344306,487,False,0.988929104477612
41,109.26228999991085,337,False,0.9886776119402986
42,87.09256614133812,292,False,0.9884597014925374
43,41.39348009340734,227,False,0.9882902985074627
44,105.6148649740833,354,False,0.988026119402985
45,243.45640399857336,497,False,0.987655223880597
46,324.6541386231506,634,False,0.9871820895522387
47,34.82629851579525,216,False,0.987020895522388
48,107.09843428507827,269,False,0.9868201492537314
49,58.7960757643838,245,False,0.9866373134328359
50,34.14879342196999,179,False,0.9865037313432836
51,28.792845082514518,203,False,0.9863522388059701
52,43.21376783908866,258,False,0.9861597014925374
53,218.2270627375761,568,False,0.9857358208955224
54,28.347897546459578,147,False,0.9856261194029851
55,20.14864521108455,208,False,0.9854708955223881
56,468.9374006104464,812,False,0.9848649253731343
57,101.12651403519314,357,False,0.9845985074626866
58,218.6922017225205,460,False,0.9842552238805969
59,151.1415492713203,374,False,0.9839761194029851
60,27.03162754621171,164,False,0.9838537313432836
61,29.67990001409772,139,False,0.9837499999999999
62,254.09484365176598,554,False,0.983336567164179
63,28.52291925298936,174,False,0.9832067164179105
64,51.15852969729309,211,False,0.9830492537313433
65,486.06517991031416,777,False,0.9824694029850747
66,40.30904987836977,208,False,0.9823141791044777
67,25.53049676997552,188,False,0.9821738805970149
68,50.153454154178775,221,False,0.9820089552238805
69,123.01011525961661,451,False,0.9816723880597015
70,101.29258091647922,276,False,0.9814664179104478
71,31.183988917734254,179,False,0.9813328358208955
72,312.62783557178665,665,False,0.9808365671641791
73,85.3490189530377,299,False,0.9806134328358208
74,31.080230077756916,196,False,0.9804671641791045
75,33.98211612615444,185,False,0.9803291044776119
76,91.48408598559385,285,False,0.9801164179104477
77,41.4855095753346,199,False,0.9799679104477612
78,45.06846874021598,153,False,0.9798537313432836
79,133.81018312249324,344,False,0.9795970149253732
80,58.53889974216628,234,False,0.9794223880597015
81,74.49419708132936,304,False,0.9791955223880596
82,37.874124593541836,214,False,0.9790358208955224
83,118.63774376925582,364,False,0.9787641791044775
84,26.200474218726058,154,False,0.9786492537313433
85,41.1316875435526,202,False,0.9784985074626865
86,34.93418025736246,190,False,0.9783567164179104
87,187.5711997852092,501,False,0.9779828358208955
88,173.32426687838756,581,False,0.9775492537313433
89,327.227966068325,714,False,0.9770164179104477
90,76.35119560874894,337,False,0.9767649253731344
91,143.34034808296695,375,False,0.9764850746268657
92,76.54167309282997,257,False,0.9762932835820894
93,342.18523982294744,708,False,0.9757649253731343
94,48.27217474925075,256,False,0.9755738805970149
95,92.89783484684,261,False,0.975379104477612
96,83.25729851452049,298,False,0.9751567164179105
97,54.56898821402426,232,False,0.9749835820895522
98,46.559246302577606,250,False,0.9747970149253732
99,37.23124303318711,168,False,0.9746716417910447
100,307.7184907816758,605,False,0.9742201492537313
101,60.310908519619375,243,False,0.9740388059701492
102,115.62032947353575,273,False,0.9738350746268657
103,29.04626470928016,189,False,0.9736940298507463
104,45.73807787047302,234,False,0.9735194029850746
105,32.40301490826011,176,False,0.9733880597014926
106,65.6805519432531,252,False,0.9732000000000001
107,158.0129661552823,362,False,0.9729298507462687
108,30.88643400432403,175,False,0.9727992537313433
109,254.42969359193052,581,False,0.9723656716417911
110,187.9800666184495,438,False,0.9720388059701492
111,29.290402478709723,221,False,0.9718738805970148
112,34.263886667235205,194,False,0.9717291044776121
113,243.18938328775295,485,False,0.9713671641791045
114,192.63741782551935,414,False,0.9710582089552238
115,90.30701151148216,305,False,0.9708305970149254
116,33.76216521603492,176,False,0.9706992537313432
117,48.15698377823985,212,False,0.9705410447761195
118,279.4551682718289,522,False,0.9701514925373134
119,99.90599855843548,338,False,0.9698992537313432
120,34.339570938422426,177,False,0.9697671641791044
121,176.21117026705988,499,False,0.9693947761194031
122,33.14848302991499,198,False,0.9692470149253731
123,175.31916655823267,457,False,0.9689059701492537
124,53.72042716766421,257,False,0.9687141791044777
125,112.27027915554166,366,False,0.9684410447761194
126,131.76685132119246,401,False,0.9681417910447762
127,24.676614682863786,173,False,0.9680126865671641
128,172.33963795959068,433,False,0.9676895522388059
129,24.255349566813095,148,False,0.9675791044776119
130,30.163057553253488,200,False,0.9674298507462686
131,155.8520960995209,347,False,0.967170895522388
132,186.47808589597182,475,False,0.9668164179104478
133,39.88055038760659,190,False,0.9666746268656716
134,68.19352637065965,231,False,0.9665022388059702
135,51.283533488317815,222,False,0.966336567164179
136,43.84246101551246,222,False,0.966170895522388
137,40.95913117843134,202,False,0.9660201492537313
138,230.5974562901919,713,False,0.9654880597014925
139,233.5664289409517,471,False,0.9651365671641792
140,218.19907304100397,444,False,0.964805223880597
141,29.223752099248664,169,False,0.9646791044776118
142,32.976690933777945,209,False,0.9645231343283582
143,142.71065769724703,446,False,0.9641902985074627
144,45.165284845821716,223,False,0.9640238805970149
145,117.1026308392428,533,False,0.9636261194029851
146,160.8978732397306,425,False,0.9633089552238806
147,81.8270272669261,340,False,0.963055223880597
148,98.98145271290922,311,False,0.9628231343283582
149,27.55160710728299,152,False,0.9627097014925373
150,39.3335357175803,203,False,0.9625582089552238
151,128.3535884057517,458,False,0.9622164179104478
152,139.18621482596663,435,False,0.9618917910447762
153,41.10877104066538,228,False,0.9617216417910448
154,173.49707592394572,659,False,0.9612298507462687
155,28.264630387546156,212,False,0.9610716417910448
156,131.63559325244472,595,False,0.9606276119402986
157,60.930798552269096,215,False,0.9604671641791044
158,33.68019674935849,197,False,0.9603201492537313
159,85.9898866130844,374,False,0.9600410447761194
160,37.937251410545706,197,False,0.9598940298507463
161,48.25569770314682,223,False,0.9597276119402984
162,46.24183363023727,202,False,0.9595768656716417
163,45.37359369074346,197,False,0.9594298507462686
164,39.11649554105931,177,False,0.9592977611940299
165,30.743896894380775,178,False,0.9591649253731344
166,185.97678554924548,529,False,0.9587701492537314
167,23.219169704118613,142,False,0.9586641791044775
168,99.28432835800001,341,False,0.9584097014925373
169,136.6400106546732,436,False,0.9580843283582089
170,153.58094815242,418,False,0.9577723880597014
171,68.22210565505789,229,False,0.9576014925373135
172,112.4701504544347,287,False,0.9573873134328358
173,120.79942220102097,543,False,0.9569820895522387
174,62.57101784514971,278,False,0.9567746268656716
175,293.56000302318154,882,False,0.9561164179104477
176,257.18881712438565,519,False,0.955729104477612
177,154.53216549311367,391,False,0.9554373134328358
178,35.22091067837184,196,False,0.9552910447761195
179,42.61498116108247,182,False,0.955155223880597
180,96.98179372805023,257,False,0.9549634328358209
181,206.06723941011944,567,False,0.9545402985074627
182,57.57752904799233,239,False,0.9543619402985074
183,304.0271832213886,550,False,0.9539514925373135
184,38.75449204691862,189,False,0.9538104477611942
185,34.25002482760652,188,False,0.9536701492537314
186,114.32666565927903,437,False,0.9533440298507463
187,16.827345660965193,143,False,0.9532373134328358
188,146.65324237918037,365,False,0.9529649253731344
189,195.8960191819361,592,False,0.9525231343283581
190,71.17388124871465,273,False,0.9523194029850746
191,190.769432466577,489,False,0.9519544776119403
192,51.62954318177586,193,False,0.9518104477611941
193,34.147712268679314,202,False,0.9516597014925373
194,57.43933585419197,215,False,0.9514992537313433
195,109.30167667024972,471,False,0.9511477611940299
196,31.532564152153782,205,False,0.9509947761194031
197,178.67186800079202,528,False,0.9506007462686568
198,40.41377198069814,190,False,0.9504589552238807
199,19.472597720822407,173,False,0.9503298507462685
200,57.720920770184705,196,False,0.9501835820895522
201,75.82477979826939,267,False,0.949984328358209
202,157.72983976953213,495,False,0.9496149253731344
203,38.87477150721052,205,False,0.9494619402985075
204,76.93544707717412,286,False,0.9492485074626866
205,86.18214423319276,225,False,0.9490805970149253
206,315.5069374011339,661,False,0.9485873134328358
207,24.502968103205127,174,False,0.9484574626865672
208,77.53170885647975,214,False,0.9482977611940299
209,43.33932258197455,191,False,0.948155223880597
210,227.67195968961406,566,False,0.9477328358208955
211,27.58236320738701,191,False,0.9475902985074626
212,32.72491959675583,178,False,0.9474574626865673
213,34.266194202322446,173,False,0.9473283582089551
214,37.63811675191612,212,False,0.9471701492537313
215,31.047044696402033,187,False,0.9470305970149254
216,41.27989343771402,200,False,0.946881343283582
217,20.91977145497487,160,False,0.9467619402985075
218,97.73436773890995,380,False,0.9464783582089552
219,22.868077014106312,144,False,0.9463708955223881
220,80.99947345451424,306,False,0.9461425373134329
221,55.62777084978319,218,False,0.9459798507462687
222,37.040773842948646,200,False,0.9458305970149254
223,291.0384358351584,610,False,0.9453753731343284
224,39.43298464517749,171,False,0.9452477611940298
225,52.79553703581378,186,False,0.9451089552238807
226,161.41268498123034,424,False,0.9447925373134327
227,52.06289880237625,226,False,0.944623880597015
228,45.57615786233005,208,False,0.944468656716418
229,39.50862380824868,187,False,0.9443291044776119
230,65.2607894588296,289,False,0.9441134328358208
231,168.9889136363959,338,False,0.9438611940298507
232,27.556595630508973,173,False,0.9437320895522389
233,31.984030451570675,206,False,0.9435783582089553
234,37.43112345850397,233,False,0.9434044776119402
235,26.663983552881824,204,False,0.9432522388059702
236,39.756442384822286,172,False,0.9431238805970149
237,111.97408772162157,405,False,0.9428216417910448
238,185.68772533727724,528,False,0.9424276119402984
239,75.62451994871029,286,False,0.9422141791044776
240,56.589754893494344,288,False,0.9419992537313433
241,31.354686287407446,168,False,0.9418738805970148
242,63.09375041529172,235,False,0.9416985074626865
243,225.06343552595737,531,False,0.9413022388059702
244,214.66398410155418,482,False,0.9409425373134328
245,225.17940090647943,672,False,0.9404410447761193
246,79.71121585733677,267,False,0.9402417910447761
247,97.58831780446738,269,False,0.9400410447761195
248,31.863490230583395,231,False,0.939868656716418
249,22.90403368089821,139,False,0.9397649253731343
250,63.58291006190248,274,False,0.9395604477611941
251,388.39406083376275,822,False,0.9389470149253731
252,274.1660519168211,855,False,0.9383089552238807
253,30.589500394598886,145,False,0.9382007462686568
254,85.12483916504085,397,False,0.9379044776119403
255,104.64746975441307,312,False,0.9376716417910448
256,22.07965124412449,160,False,0.9375522388059702
257,67.13677963494187,257,False,0.9373604477611941
258,199.93144326490932,495,False,0.9369910447761194
259,271.4780083530694,525,False,0.9365992537313433
260,43.92257375330063,197,False,0.9364522388059702
261,390.1733015867701,760,False,0.9358850746268657
262,150.64656349605193,434,False,0.9355611940298507
263,21.333180231191612,125,False,0.9354679104477612
264,100.05752625365191,265,False,0.9352701492537314
265,167.49423369422266,435,False,0.9349455223880597
266,43.34317628253304,184,False,0.934808208955224
267,46.79760665568823,219,False,0.9346447761194029
268,26.634167674294517,181,False,0.9345097014925372
269,22.566307948071234,164,False,0.9343873134328359
270,230.5224318928358,471,False,0.9340358208955224
271,160.02841252678655,429,False,0.933715671641791
272,147.8870732653051,325,False,0.9334731343283582
273,138.48133662591164,385,False,0.9331858208955224
274,324.331973038602,705,False,0.9326597014925373
275,140.98357766319563,345,False,0.9324022388059702
276,265.44242881749585,559,False,0.9319850746268656
277,173.34865563598993,402,False,0.9316850746268657
278,105.42464646667857,505,False,0.9313082089552239
279,29.695732619474697,182,False,0.9311723880597014
280,236.53387357829706,476,False,0.9308171641791044
281,240.39080371027194,588,False,0.9303783582089552
282,272.9049912180597,503,False,0.9300029850746269
283,46.638528457214704,190,False,0.9298611940298508
284,362.0446674232074,673,False,0.9293589552238806
285,237.0938883224499,489,False,0.9289940298507463
286,27.403519980965307,178,False,0.9288611940298508
287,185.00686444013252,394,False,0.9285671641791045
288,205.20159964928578,553,False,0.9281544776119403
289,88.83534628449577,228,False,0.927984328358209
290,209.42764929714133,637,False,0.9275089552238807
291,29.778150667047782,163,False,0.9273873134328358
292,91.62977919246956,417,False,0.9270761194029851
293,43.407384491560485,197,False,0.926929104477612
294,181.62620350575648,395,False,0.926634328358209
295,136.70288509447644,356,False,0.926368656716418
296,168.64301309022713,419,False,0.9260559701492537
297,55.5872607815778,234,False,0.9258813432835822
298,48.700600202869225,193,False,0.9257373134328358
299,18.590234572099092,155,False,0.9256216417910448
300,26.8943413020419,140,False,0.9255171641791045
301,25.523281360611655,198,False,0.9253694029850748
302,23.583264699008843,185,False,0.9252313432835821
303,78.4654826744056,250,False,0.925044776119403
304,47.903692759007924,208,False,0.9248895522388059
305,42.97567340790506,210,False,0.9247328358208955
306,114.39258823391694,329,False,0.9244873134328359
307,152.3982466796565,332,False,0.924239552238806
308,44.269689842634605,236,False,0.9240634328358208
309,152.073542597251,361,False,0.9237940298507462
310,138.32495072366046,385,False,0.9235067164179105
311,30.82958689120177,188,False,0.9233664179104477
312,33.826594307379885,162,False,0.9232455223880597
313,239.73959379863084,643,False,0.9227656716417911
314,37.10594000753952,205,False,0.9226126865671642
315,299.5916447860436,652,False,0.9221261194029851
316,102.7876273395558,338,False,0.9218738805970149
317,23.275559653481935,166,False,0.9217500000000001
318,76.71162943705424,257,False,0.9215582089552238
319,45.59286153785901,240,False,0.9213791044776121
320,22.513175042573764,173,False,0.9212499999999999
321,48.910868714714525,214,False,0.9210902985074627
322,51.85780143517793,215,False,0.9209298507462685
323,23.60764078139625,128,False,0.920834328358209
324,31.587066489469002,183,False,0.9206977611940298
325,31.008968490798274,180,False,0.920563432835821
326,48.22330532940062,206,False,0.9204097014925373
