Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate,Distance
1,-14.158629605935857,46,False,2.0,0.9999928124999999,3.9897832135670424
2,-21.094213226568883,37,False,-1.0,0.9999868749999999,3.9588465514524525
