Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate,Distance
1,-5.180369623968765,57,False,-2.0,0.9999910937500001,3.4653925341683283
2,-19.316957124929175,50,False,25.0,0.999983125,3.481772380160977
3,-21.302729551221706,46,False,25.0,0.99997578125,3.479687452535539
4,-14.712860441354103,45,False,7.0,0.99996859375,3.446728909718002
5,-27.851776325899877,47,False,-33.0,0.99996109375,3.4790729349691394
