Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate,Distance
1,-6.77823680908805,55,False,-2.0,0.99999140625,3.4778963569576917
2,-9.851719371635859,51,False,-2.0,0.99998328125,3.489289430618203
3,-12.275443878809384,48,False,-3.0,0.999975625,3.4903234038103985
