Episode,Reward,Num_steps,Finish,Deviation,Exploration_rate,Distance,Mean veal
1,136.662855892282,424,False,-139.0,0.9999471249999999,10,0.8039406091715273
2,872.1962397444759,2288,False,120.0,0.999661125,10,0.8307497665693797
3,185.1753873087374,518,False,-141.0,0.999596375,10,0.7797552706394165
4,194.27159602546067,615,False,-129.0,0.9995195000000001,10,0.8222271479234644
5,581.0532106988901,1243,False,126.0,0.9993641249999999,10,0.8727261851396202
6,119.66243991594072,480,False,-131.0,0.9993041250000001,10,0.8788279574559662
7,167.1539621342197,539,False,-135.0,0.99923675,10,0.7944337700671604
8,899.0282849494753,1645,False,124.0,0.9990311249999999,10,0.8519026534759233
9,378.1516111012207,957,False,124.0,0.9989115000000001,10,0.8045788574423395
10,149.4472216096337,446,False,-140.0,0.9988557499999999,10,0.8157318682483268
11,553.5907772098159,1035,False,124.0,0.9987263749999999,10,0.8795930585695165
12,623.3948154302764,3624,False,-124.0,0.9982733749999999,10,0.8711699782246392
13,340.17659043830093,891,False,120.0,0.998162,10,0.8300534104737697
14,1254.1653079566115,3730,False,121.0,0.9976957499999999,10,0.8768661974181858
15,131.02555109635168,462,False,-135.0,0.9976379999999999,10,0.815180025251622
16,761.2738347717566,1390,False,126.0,0.9974642499999999,10,0.8658490373313941
17,310.2223025472158,772,False,128.0,0.99736775,10,0.826493623906685
18,163.94416154669912,520,False,-139.0,0.99730275,10,0.7376409828192734
19,405.09608279016754,1115,False,119.0,0.997163375,10,0.8833987855130594
20,109.91394912050097,389,False,-140.0,0.99711475,10,0.7720152842315455
21,177.15998659540682,544,False,-135.0,0.99704675,10,0.8168077701723044
22,283.6926564920226,824,False,120.0,0.99694375,10,0.893480483257008
23,152.13255043025592,467,False,-137.0,0.996885375,10,0.8351367987895896
24,511.3663735103195,2125,False,137.0,0.9966197499999999,10,0.8641655015594134
25,407.45682477467216,2794,False,138.0,0.9962705000000001,10,0.8629799253083947
26,111.67853001192663,438,False,-136.0,0.99621575,10,0.7588974547363259
27,143.77949340144448,432,False,-138.0,0.99616175,10,0.9082694985656282
28,1116.8377428502952,1986,False,118.0,0.9959135,10,0.9152557508699066
29,121.90667061523547,469,False,-134.0,0.9958548749999999,10,0.8042790550221158
30,504.70597182348115,1056,False,125.0,0.995722875,10,0.8099123632667794
31,152.23933740879406,438,False,-140.0,0.995668125,10,0.8802497588222571
32,624.6545243116196,2218,False,119.0,0.995390875,10,0.8635695688432268
33,167.90076611937485,510,False,-135.0,0.995327125,10,0.8265758016608957
34,119.13915367191248,427,False,-137.0,0.99527375,10,0.7965496655112455
35,173.66575136694996,495,False,-141.0,0.9952118750000001,10,0.778653886007713
36,430.74470641040415,992,False,126.0,0.995087875,10,0.8119475263258151
37,160.79068716455404,490,False,-137.0,0.9950266249999999,10,0.7891495215055552
38,153.6705424262501,542,False,-132.0,0.994958875,10,0.8700900262326833
39,424.151776487007,977,False,123.0,0.99483675,10,0.8495662299472113
40,1240.257063970918,2095,False,129.0,0.9945748750000001,10,0.853264524602289
41,819.5780077068458,1854,False,118.0,0.9943431250000001,10,0.8447983916991906
42,698.3593250684135,1419,False,123.0,0.9941657500000001,10,0.899084382511026
43,655.4063777128868,1320,False,126.0,0.99400075,10,0.8164858005896156
44,132.41391208532073,429,False,-141.0,0.993947125,10,0.7524313856578255
45,461.26161955630295,1010,False,119.0,0.993820875,10,0.9080169978616114
46,1474.2690774081998,2418,False,121.0,0.9935186249999999,10,0.8597683374319538
47,1660.5855288462215,4316,False,139.0,0.992979125,10,0.8969011586383343
48,150.18670082183922,501,False,-137.0,0.9929165,10,0.7828683176860627
49,357.65053284764053,1125,False,117.0,0.992775875,10,0.8745115541721591
50,487.7336082569801,1624,False,-122.0,0.9925728749999999,10,0.9018733372537511
51,947.5274875544262,1799,False,123.0,0.992348,10,0.8565503989160346
52,466.5809451523778,1000,False,126.0,0.992223,10,0.8831819091868529
53,1285.4547665974917,3577,False,-121.0,0.9917758750000001,10,0.8736510724483678
54,361.61260831220704,947,False,124.0,0.9916575000000001,10,0.8491570716358389
55,125.55705365153096,464,False,-132.0,0.9915995000000001,10,0.8455453936973033
56,1281.7154106663102,2298,False,122.0,0.99131225,10,0.8832358599384624
57,496.7477680786574,1140,False,118.0,0.9911697500000001,10,0.8611381125353785
58,144.44057189682738,496,False,-136.0,0.9911077500000001,10,0.7735100937160525
59,648.7271131539933,1532,False,127.0,0.9909162499999999,10,0.8559089407237062
60,720.469171061854,1381,False,123.0,0.9907436249999999,10,0.8346893081289701
61,164.95676310042248,478,False,-141.0,0.990683875,10,0.760606606229341
62,1532.685102865397,3062,False,121.0,0.990301125,10,0.8621792714326412
63,866.2913437386036,1768,False,129.0,0.990080125,10,0.8388449488944569
64,724.9956163423592,1444,False,-127.0,0.989899625,10,0.825606064154423
65,1684.2911676390436,3363,False,112.0,0.98947925,10,0.8500839797424666
66,431.8444273641567,1153,False,-126.0,0.989335125,10,0.8472235874805839
67,523.7593570583538,1062,False,126.0,0.9892023750000001,10,0.8544203141642431
68,159.31513456508154,472,False,-137.0,0.989143375,10,0.7945711918879879
69,488.7706770753632,2151,False,-119.0,0.9888745,10,0.8443229525539263
70,300.6519517750963,860,False,-121.0,0.9887670000000001,10,0.8698230257441918
71,1221.348747040752,2440,False,122.0,0.9884620000000001,10,0.8803001135686216
72,668.6669236157252,1249,False,124.0,0.988305875,10,0.9198622016233716
73,679.9539562902274,1367,False,127.0,0.988135,10,0.8594204737821138
74,1316.7112120288655,2812,False,128.0,0.9877834999999999,10,0.8660489742916312
75,1252.2695859352982,2102,False,120.0,0.9875207500000001,10,0.8873253650383861
76,191.59804135027744,549,False,-135.0,0.9874521250000001,10,0.859446988436915
77,1371.6936385076958,2814,False,114.0,0.9871003749999999,10,0.878446978894306
78,798.6458535738858,1683,False,128.0,0.9868899999999999,10,0.9065487637348566
79,147.1814435241072,502,False,-135.0,0.9868272499999999,10,0.8199122149014448
80,416.7081840455118,1018,False,126.0,0.9867,10,0.8054227989202083
81,172.20141361784866,508,False,-138.0,0.9866365,10,0.7753962397926114
82,462.50843811732886,1257,False,118.0,0.986479375,10,0.918861214508579
83,677.430191739466,1844,False,-124.0,0.986248875,10,0.8727173325647042
84,202.9215771786967,560,False,-135.0,0.986178875,10,0.8023913333751157
85,121.20838894785433,409,False,-140.0,0.98612775,10,0.8601885344204094
86,600.9975552134568,1201,False,121.0,0.985977625,10,0.7655857986161583
87,416.6874212018514,999,False,121.0,0.9858527499999999,10,0.84638062654572
88,339.4701875258917,903,False,121.0,0.9857398749999999,10,0.8094947265482295
89,407.43464946095446,1504,False,121.0,0.985551875,10,0.8647395307397482
90,189.99593391935045,543,False,-134.0,0.985484,10,0.8052406765809038
91,119.52083048992989,419,False,-141.0,0.9854316249999999,10,0.7809587064919313
92,120.34542650073737,433,False,-138.0,0.9853775,10,0.7517355453230653
93,643.9217295382236,1281,False,123.0,0.9852173750000001,10,0.873384446744471
94,106.91852735106974,444,False,-134.0,0.985161875,10,0.8314302143763918
95,2204.3237644066353,4197,False,131.0,0.98463725,10,0.8691952684073166
96,160.3126092587074,545,False,-135.0,0.984569125,10,0.8031689339460497
97,288.95463492587294,766,False,122.0,0.9844733750000001,10,0.8343683239093268
98,407.4433026210687,873,False,125.0,0.98436425,10,0.9007652997579862
99,105.17466979000409,380,False,-139.0,0.9843167500000001,10,0.8991890821438191
100,753.0567060941705,2791,False,129.0,0.9839678749999999,10,0.852267078622962
101,468.38826939935234,977,False,124.0,0.98384575,10,0.8659859845334804
102,252.46698525961818,677,False,128.0,0.983761125,10,0.8576017816721182
103,938.3742316669911,1960,False,126.0,0.983516125,10,0.825448931727338
104,160.30975932006623,535,False,-137.0,0.9834492499999999,10,0.7203361103197485
105,792.4821960573037,2105,False,117.0,0.9831861249999999,10,0.8382264872339468
106,865.8730789938164,1658,False,-127.0,0.9829788749999999,10,0.8615355367548087
107,1043.6792247165206,1966,False,123.0,0.982733125,10,0.841345767287816
108,494.0346016851141,1114,False,119.0,0.982593875,10,0.8077981163443717
109,962.9843883628472,1796,False,-122.0,0.982369375,10,0.8427997655338496
110,745.5709619547882,2410,False,114.0,0.982068125,10,0.8560843468168523
111,149.27269197216825,421,False,-141.0,0.9820154999999999,10,0.8087953615202536
112,303.0536410888109,872,False,121.0,0.9819065,10,0.798218069424457
113,1947.8747515248558,4018,False,131.0,0.98140425,10,0.8924085115708649
114,294.3423871258818,1163,False,119.0,0.981258875,10,0.8301100057199878
115,167.8220619517647,507,False,-137.0,0.9811954999999999,10,0.8004313810760981
116,404.9775193690567,832,False,128.0,0.9810915,10,0.8045048725228019
117,650.097545004917,1458,False,121.0,0.9809092500000001,10,0.8655968728416865
118,583.2707541904942,1147,False,127.0,0.980765875,10,0.875620507355277
119,2225.082742948085,4337,False,130.0,0.9802237500000001,10,0.865711983844523
120,734.124279434048,1522,False,125.0,0.9800335,10,0.8755846126009451
121,166.896483007655,502,False,-138.0,0.97997075,10,0.7848280982051877
122,1255.1945676256757,3096,False,-123.0,0.97958375,10,0.8681566461803364
123,156.46811757851683,501,False,-136.0,0.979521125,10,0.788040309420256
124,157.71088769024365,440,False,-140.0,0.979466125,10,0.8320889442917674
125,158.11079090903317,497,False,-138.0,0.979404,10,0.7992666024408797
126,283.3053762697801,828,False,-127.0,0.9793005,10,0.8259969082253801
127,118.90073894682956,434,False,-134.0,0.97924625,10,0.8831789647781586
128,1437.6286552051226,2828,False,122.0,0.9788927500000001,10,0.8586496983854366
129,118.60611087814772,420,False,-139.0,0.97884025,10,0.7927287526070446
