Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser
1,-25.82024260604657,210,False,132.0,-1.0,19.5,1.0368844077456743,0.0
2,-32.851744505603754,139,False,-150.0,-1.0,19.5,0.8988760678975327,0.0
3,-5.258886640122938,757,False,118.0,-1.0,19.5,0.9466903598573491,0.0
4,38.20175119919429,735,False,153.0,-1.0,19.5,1.0164832907710537,0.0
5,-19.475246989436446,192,False,144.0,-1.0,19.5,1.3734754302507401,0.0
6,-27.77927224463703,110,False,136.0,-1.0,19.5,1.6027672123791654,0.0
7,-35.73865566259481,54,False,-144.0,-1.0,19.5,2.0151816030517558,0.0
8,-6.748705069486952,502,False,-172.0,-1.0,19.5,1.3082803877632214,0.0
9,-13.074012013234917,435,False,128.0,-1.0,19.5,1.0646825559352975,0.0
10,-19.30442522078859,219,False,-141.0,-1.0,19.5,0.9325102526252265,0.0
11,11.165465571050575,479,False,-142.0,-1.0,19.5,0.9428621327735645,0.0
12,-31.368842887616584,182,False,134.0,-1.0,19.5,0.9607196816025433,0.0
13,-19.118785713043774,212,False,-140.0,-1.0,19.5,1.3133491392572463,0.0
14,-20.028965178068358,425,False,127.0,-1.0,19.5,0.9437708814469379,0.0
15,-31.215981949008295,101,False,143.0,-1.0,19.5,1.779393345851504,0.0
16,-28.10729622848404,242,False,122.0,-1.0,19.5,1.1000426001016332,0.0
17,-18.669903662139113,233,False,145.0,-1.0,19.5,1.023803106919257,0.0
18,-19.313033920712424,282,False,124.0,-1.0,19.5,0.8969503157503378,0.0
19,18.183930872069205,1076,False,129.0,-1.0,19.5,1.0467236308477739,0.0
20,26.42850666901957,807,False,123.0,-1.0,19.5,1.0621595568292714,0.0
21,-31.93151301902018,137,False,132.0,-1.0,19.5,0.9838959457706252,0.0
22,-27.348166259571208,176,False,-132.0,-1.0,19.5,1.26281134060253,0.0
23,-5.53829712116498,407,False,124.0,-1.0,19.5,1.0601399457414733,0.0
24,-27.797545591402272,117,False,156.0,-1.0,19.5,1.6290795307909438,0.0
