Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser
1,8.197878017662426,100,False,-140.0,-1.0,10.307494122147743,4.2285648190137,92.0
2,10.755689077817166,104,False,-135.0,-1.0,10.642489187130181,4.223654915238372,100.0
3,41.10343434888499,144,False,-138.0,-1.0,10.661842475457288,5.215188394153504,79.16666666666666
4,-54.92386826903862,42,False,-160.0,-1.0,3.998180129512045,1.7406869955981772,100.0
5,-53.9971520277628,50,False,-162.0,-1.0,3.822255116540536,2.05576969278045,100.0
6,-54.28514847318778,50,False,-161.0,-1.0,3.882055877970479,1.7060891215503216,100.0
7,3.022301092368842,103,False,-144.0,-1.0,9.877927154504906,3.961958619655173,83.49514563106796
8,12.066393457376172,104,False,-132.0,-1.0,11.132597944707484,4.0715859117581905,96.15384615384616
9,19.829644807251803,127,False,-134.0,-1.0,10.928469490048961,4.5700326827224105,100.0
10,-8.874232151113574,102,False,-130.0,-1.0,11.322918172483263,3.8837961919934436,100.0
11,27.505518499238164,118,False,-127.0,-1.0,12.450193722417565,4.337101964390505,72.88135593220339
12,19.54393327358617,103,False,-136.0,-1.0,10.917123286482266,4.1413387051665955,71.84466019417476
13,20.660783881515506,132,False,-134.0,-1.0,11.636915792326885,4.567106273984819,100.0
14,63.03026714004905,185,False,-120.0,-1.0,12.714882321221758,5.965113698235537,85.4054054054054
15,-54.578396303982124,46,False,-160.0,-1.0,3.9482862602156943,1.6247528068741541,100.0
16,48.42249733888359,152,False,-134.0,-1.0,11.31941554091157,5.457932990153112,77.63157894736842
17,15.2172240744803,114,False,-133.0,-1.0,11.19377778829494,4.718402731853227,100.0
18,8.867444071547546,111,False,-138.0,-1.0,10.919754894308387,3.9269400982108587,83.78378378378379
19,-54.7207156975428,45,False,-159.0,-1.0,3.958516281814572,1.8123201199393306,100.0
20,-54.876015573187324,43,False,-163.0,-1.0,3.82815349264295,1.8333549508229332,100.0
21,7.276953596288038,106,False,-140.0,-1.0,10.69635219253206,3.94433226231881,99.05660377358491
22,3.620818818576595,104,False,-142.0,-1.0,9.72450587904987,4.020192916849807,81.73076923076923
23,7.377193191312209,101,False,-141.0,-1.0,10.096085840318592,4.226644858588824,76.23762376237624
24,-54.605937191900416,48,False,-161.0,-1.0,3.883746058035993,1.6420576278712058,100.0
25,11.051865601635072,105,False,-132.0,-1.0,11.698713733168676,4.029445218988916,95.23809523809523
26,4.778043673125545,103,False,-151.0,-1.0,9.759894238497028,4.071675651711276,99.02912621359224
27,7.48880604683027,100,False,-136.0,-1.0,10.695233662250805,4.038912515658885,77.0
28,43.489110571452954,135,False,-133.0,-1.0,10.91676510380694,5.632014639028865,77.77777777777779
29,43.100373618323985,139,False,-124.0,-1.0,11.27676462212773,5.197811609348483,80.57553956834532
30,26.360649673415324,121,False,-128.0,-1.0,11.911315085632317,4.273267911672053,80.99173553719008
31,38.092910962758125,130,False,-131.0,-1.0,11.652694288574013,5.532171732604575,79.23076923076923
32,9.58172622406692,108,False,-140.0,-1.0,11.249849992378506,3.863073426488511,98.14814814814815
33,7.078880618948148,106,False,-141.0,-1.0,10.337284157316281,4.0493392214389905,92.45283018867924
34,5.169006960256745,103,False,-139.0,-1.0,10.350615393563833,3.8783038568420753,97.0873786407767
35,6.7479208190887405,98,False,-146.0,-1.0,10.701711790140296,3.9391896888371365,95.91836734693877
36,-54.58484861628523,48,False,-159.0,-1.0,3.958672809357507,1.5985531761058762,100.0
37,31.438776350775072,124,False,-129.0,-1.0,11.377794844675812,5.500850314772012,87.09677419354838
38,10.814351911052498,101,False,-142.0,-1.0,10.491391186403101,4.043369278406245,96.03960396039604
39,2.0949824163666975,105,False,-142.0,-1.0,10.419843831772889,3.8814814958100516,83.80952380952381
40,12.462866765721266,96,False,-138.0,-1.0,10.626794540165513,4.151775662806661,71.875
41,41.60889303903926,133,False,-134.0,-1.0,11.081836506478787,5.596962442917441,78.94736842105263
42,-16.862006952020824,81,False,-130.0,-1.0,10.897236986619543,3.7485006488284762,100.0
43,13.784125504285129,107,False,-138.0,-1.0,11.505507734732669,4.105593170746552,93.45794392523365
44,13.840753110704249,97,False,-141.0,-1.0,10.106677294490273,4.0815910094984105,72.16494845360825
45,-7.589753398163303,93,False,-127.0,-1.0,11.125316110260501,3.86998594110401,100.0
46,14.124486199547142,97,False,-143.0,-1.0,10.253700241525296,4.089800820234664,71.1340206185567
47,-54.74485266759694,46,False,-159.0,-1.0,3.948660492029235,1.686732883509451,100.0
48,18.671501076304878,102,False,-146.0,-1.0,9.68869481563348,4.4348045155068165,71.56862745098039
49,-54.35279854443325,48,False,-159.0,-1.0,3.9387485726238958,1.90735242718074,100.0
50,-53.841956677425145,51,False,-160.0,-1.0,3.900938896893978,2.0297917054016508,100.0
51,-54.28429090935785,49,False,-160.0,-1.0,3.971972725425164,1.554778346140888,100.0
52,17.06954739163649,117,False,-140.0,-1.0,10.848392700413978,4.013313976432889,94.87179487179486
53,-11.21339284487981,89,False,-127.0,-1.0,10.563239189468415,3.8231906650922776,100.0
54,8.945747963765363,102,False,-133.0,-1.0,10.881631550854168,4.673557929788242,100.0
55,16.95346278117514,115,False,-140.0,-1.0,10.897977579726495,4.10345734346496,97.3913043478261
56,10.534361086610339,103,False,-132.0,-1.0,10.975025998984618,4.019899850134801,93.20388349514563
57,26.88063082047873,130,False,-135.0,-1.0,11.125539631990529,4.589754607087861,73.07692307692307
58,22.340584771054047,114,False,-137.0,-1.0,11.313973720922471,4.187211345638181,91.22807017543859
59,13.570018553467918,112,False,-136.0,-1.0,10.919507762646521,4.05331949369325,99.10714285714286
60,-54.39282990386124,49,False,-160.0,-1.0,3.9683821730504514,1.7219184411128945,100.0
61,-54.30355425475301,51,False,-158.0,-1.0,3.97728397364862,1.8795647529939956,100.0
62,9.235002719238778,104,False,-137.0,-1.0,11.42848444762396,3.845696065386829,75.0
63,-54.639895471953636,46,False,-158.0,-1.0,3.999952292841511,1.6788355076290749,100.0
64,-54.62542674890702,46,False,-159.0,-1.0,3.974185808645908,1.6737267314456403,100.0
65,22.555668149866854,110,False,-134.0,-1.0,11.508397870610647,4.338562828590247,74.54545454545455
66,13.988246533595571,122,False,-122.0,-1.0,12.201657652154493,3.974735538351166,85.24590163934425
67,20.879706981807296,124,False,-137.0,-1.0,10.806557290395723,4.111899903427148,76.61290322580645
68,10.971450350846837,117,False,-127.0,-1.0,12.126358526282287,3.883721908570355,82.90598290598291
69,-53.978179720633904,50,False,-161.0,-1.0,3.8494087789330806,2.052763244928792,100.0
70,-54.94753000525392,44,False,-160.0,-1.0,3.9401052829727354,1.6760842227165333,100.0
71,-54.50579262785856,48,False,-163.0,-1.0,3.7923032418164793,2.019510886137141,100.0
72,-54.45754734837983,48,False,-161.0,-1.0,3.9021033447010507,1.7311852163935935,100.0
73,13.453712488336784,108,False,-140.0,-1.0,11.219299479731484,4.095605462254888,78.70370370370371
74,14.47417758172356,113,False,-143.0,-1.0,10.83055729513533,3.9749176392776775,94.69026548672566
75,-54.9960191240099,43,False,-162.0,-1.0,3.873105584482662,1.852550328059425,100.0
76,-54.33026578352222,48,False,-161.0,-1.0,3.8773653213891306,2.0415159084756547,100.0
77,-55.09132473130048,43,False,-161.0,-1.0,3.8895291070659406,1.8235714440450592,100.0
78,-54.60679546418022,45,False,-159.0,-1.0,3.9664510183208552,1.6910514780165007,100.0
79,10.870464580930104,110,False,-136.0,-1.0,10.136504039974254,4.048937235497446,81.81818181818183
80,14.910436503051649,101,False,-145.0,-1.0,9.546384152554944,4.4501623874437986,73.26732673267327
81,-54.38050057472829,47,False,-164.0,-1.0,3.7511416959236357,1.9955945204586742,100.0
82,-54.85171590863765,44,False,-160.0,-1.0,3.910204682989589,1.7882553502938456,100.0
83,-54.52254164885187,48,False,-158.0,-1.0,3.9900171293943303,1.715594548358543,100.0
84,39.48974202175653,141,False,-124.0,-1.0,10.543775187450198,5.417034791686724,87.2340425531915
85,12.828170035768714,107,False,-133.0,-1.0,11.04901012968082,4.092988015213441,79.43925233644859
86,10.144427327127012,103,False,-144.0,-1.0,10.088183820329789,4.132122233094087,77.66990291262135
87,-53.95605283221381,50,False,-159.0,-1.0,3.9484451783929835,2.1431232894491403,100.0
88,-53.88408862280626,50,False,-160.0,-1.0,3.915287714499897,1.9911347435135394,100.0
89,35.19121366372224,141,False,-130.0,-1.0,10.26772937198285,5.432129605833428,75.177304964539
90,-54.26821990153262,50,False,-162.0,-1.0,3.8218010734613665,1.938617839855142,100.0
91,6.316309359391703,96,False,-141.0,-1.0,9.18859479386518,4.294536645778862,98.95833333333334
92,8.008332477923943,97,False,-143.0,-1.0,9.384602497186211,4.191815054545794,94.84536082474226
93,-54.62888262209656,46,False,-160.0,-1.0,3.939953782624162,1.6056025467114523,100.0
94,-54.75004251680773,43,False,-160.0,-1.0,3.914133826166644,1.8591860184164415,100.0
95,-53.629260451634394,51,False,-159.0,-1.0,3.93508125678245,2.1133249061383013,100.0
