Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser
1,-50.30904652886811,34,False,-8.0,-1.0,3.8006257982946505,1.5810159140348654,100.0
2,32.91848260687307,159,False,-6.0,-1.0,3.970444692194632,5.580303801387642,100.0
3,39.681237926090944,155,False,-15.0,-1.0,3.9480202372336115,5.661087597151017,86.45161290322581
4,6.756370798443527,124,False,7.0,-1.0,3.974495923016725,5.2827551885631925,98.38709677419355
5,26.01162911980316,165,False,-8.0,-1.0,3.9904238980150635,6.0406064062859075,99.39393939393939
6,37.939176592721296,176,False,0.0,-1.0,3.8373807116109786,6.002573508248051,99.43181818181817
7,14.290341293204278,132,False,-17.0,-1.0,3.884890770019729,4.9515802856150195,79.54545454545455
8,30.993248359315714,150,False,-9.0,-1.0,3.9841883515884002,5.547892727071109,83.33333333333334
9,12.454199596272929,135,False,-23.0,-1.0,3.9662424779559053,5.128095469580687,100.0
10,5.588873668325874,118,False,-10.0,-1.0,3.8167277079309616,4.591480278836216,100.0
11,32.68105992305749,133,False,-9.0,-1.0,3.9786304633156453,5.199838266040976,73.68421052631578
12,18.96382266007828,114,False,-5.0,-1.0,3.8792579966027003,4.960631401796841,75.43859649122807
13,-3.8044728937850323,116,False,0.0,-1.0,3.6651666613671403,5.060717722085899,100.0
14,35.270804083201455,160,False,-18.0,-1.0,3.9739308896932566,6.011683057903428,84.375
15,6.268492666476078,121,False,-3.0,-1.0,3.959414080235218,4.943210914575164,80.16528925619835
16,22.699211678775868,126,False,-5.0,-1.0,3.9939281878486774,5.165698998108772,78.57142857142857
17,19.328101454801498,146,False,-10.0,-1.0,3.8539329847852524,6.521794148213677,100.0
18,-12.488493611590478,110,False,-3.0,-1.0,3.9296281732594567,4.938102699198168,100.0
19,2.6162470036069294,118,False,8.0,-1.0,3.9056298024699845,5.195461668322746,100.0
20,74.32322289605756,196,False,-8.0,-1.0,3.7685500939551693,7.542306398378913,70.91836734693877
21,60.141342190632386,158,False,-24.0,-1.0,3.5633151843212816,7.032297643178579,68.9873417721519
22,22.732516696310384,119,False,-2.0,-1.0,3.9255827393220577,5.163760899793075,76.47058823529412
23,19.860958126068226,127,False,-8.0,-1.0,3.8361310808306723,5.091638441835567,78.74015748031496
24,-11.821558220909665,113,False,-6.0,-1.0,3.9781413072361955,4.953185046299781,100.0
25,24.56233397269972,130,False,-12.0,-1.0,3.8652878969756754,5.09354335152759,78.46153846153847
26,20.75359731661497,133,False,-14.0,-1.0,3.7535299592822207,5.828507749810185,80.45112781954887
27,18.371153923709556,125,False,-6.0,-1.0,3.839828669359099,5.193861176837236,79.2
28,35.81336370751609,137,False,-12.0,-1.0,3.717307843520626,6.146547331801024,100.0
29,43.18853885903259,139,False,-9.0,-1.0,3.910978260796884,5.740046625772639,89.20863309352518
30,50.78406487045255,153,False,-10.0,-1.0,3.7156769836888253,6.2108582005291275,75.16339869281046
31,39.77621169436702,142,False,-2.0,-1.0,3.743231872882893,6.1658509266118005,88.73239436619718
32,17.084914931803667,139,False,-3.0,-1.0,3.8651166292990373,6.5097183739119915,100.0
