Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser
1,69.03853170073867,177,False,-104.0,-1.0,3.564683743481633,6.943778947875756,57.06214689265536
2,-13.721220012242142,141,False,-102.0,-1.0,3.9349092677155175,5.116315733730556,100.0
3,116.50093042516875,230,False,-109.0,-1.0,3.5798009556600747,8.669259778928497,54.78260869565217
4,53.291323968016755,169,False,-101.0,-1.0,3.839131796537287,6.208321619722386,69.8224852071006
5,39.33313683763461,193,False,-97.0,-1.0,3.97374863015566,6.785416089063462,99.48186528497409
6,1.5229770507738536,159,False,-97.0,-1.0,3.7091192442368377,5.210279017765918,100.0
7,24.898536829305,159,False,-106.0,-1.0,3.9667033423661984,6.363722544203003,97.48427672955975
8,47.872376564458605,167,False,-105.0,-1.0,3.556916767869021,6.191311518953064,68.8622754491018
9,59.689088485451876,173,False,-90.0,-1.0,3.6221528125759948,6.982281831577636,65.3179190751445
10,3.840103954940247,134,False,-96.0,-1.0,3.8718651891226856,5.142643489238959,100.0
11,-5.329965829360852,112,False,-95.0,-1.0,3.8863004848013736,4.600621261438521,100.0
12,55.13914060398858,158,False,-98.0,-1.0,3.868130610269688,6.347859963821836,60.75949367088608
13,52.92050331659463,174,False,-88.0,-1.0,3.9454018851099666,6.598171778862236,64.36781609195403
14,-24.75600984300995,109,False,-92.0,-1.0,3.7524157075027404,5.011064468643739,100.0
15,99.87968177682154,213,False,-92.0,-1.0,3.743871868617178,8.136055925526511,43.1924882629108
16,-19.908018495222628,121,False,-86.0,-1.0,3.837258934637403,5.015558148360973,100.0
17,26.853471758032697,149,False,-84.0,-1.0,3.789068507935269,5.920986339873353,93.95973154362416
18,18.385782896639995,132,False,-87.0,-1.0,3.9781874217577156,5.3762745101103615,100.0
19,98.51860433518539,227,False,-90.0,-1.0,3.590852656483517,8.473032143019296,44.49339207048458
20,56.318603009533504,234,False,-81.0,-1.0,3.8460649923601498,7.25239102587076,100.0
21,72.26710747307504,194,False,-88.0,-1.0,3.8939335282239758,7.531702692256808,57.73195876288659
22,65.77498425615137,164,False,-84.0,-1.0,3.8134652187989504,7.052522302667678,51.829268292682926
23,79.89558882548391,188,False,-82.0,-1.0,3.961140885042781,7.648867531555725,60.1063829787234
24,-5.794299385520183,110,False,-87.0,-1.0,3.8897225267356053,4.590044756191359,100.0
25,0.5597957290229871,125,False,-86.0,-1.0,3.974858750758838,4.764437597800046,100.0
26,34.470972648208416,140,False,-85.0,-1.0,3.9701306279838695,6.804346677966948,74.28571428571429
27,95.11563571657388,219,False,-79.0,-1.0,3.952756842454039,7.647889168212216,62.55707762557078
28,61.35825252760884,172,False,-93.0,-1.0,3.5705719958865734,6.722519686918023,60.46511627906976
29,14.343067448781426,146,False,-104.0,-1.0,3.818691045992912,6.5522924363230395,100.0
30,-12.235170271964577,106,False,-83.0,-1.0,3.8353166066009354,4.771199389158766,100.0
31,-7.333633099187772,141,False,-84.0,-1.0,3.9409398673624754,5.125794652740451,100.0
32,102.09878202869896,212,False,-85.0,-1.0,3.524500444382105,7.818160444577137,56.60377358490566
33,41.1233910815987,170,False,-96.0,-1.0,3.7003840175535267,6.730586142566822,85.29411764705883
34,29.042495431774057,157,False,-94.0,-1.0,3.84231256115327,6.650159487282786,94.26751592356688
35,43.338819817713286,174,False,-87.0,-1.0,3.91732081883691,6.358151598145213,71.26436781609196
36,73.69969578113114,187,False,-84.0,-1.0,3.7619496169016733,7.026135125780169,66.84491978609626
37,53.38574421114761,204,False,-87.0,-1.0,3.7467677885116553,7.549622546615508,98.52941176470588
38,44.959799137574464,159,False,-88.0,-1.0,3.972604667239668,6.21470496141053,78.61635220125787
39,60.78395113730639,193,False,-88.0,-1.0,3.8874951722537,7.127618489733902,71.50259067357513
40,8.689024544821592,111,False,-89.0,-1.0,3.892295489675009,4.844336309084283,100.0
41,68.24473560467078,206,False,-76.0,-1.0,3.8368210575289616,7.408404933926152,98.54368932038835
42,61.80195009224049,185,False,-92.0,-1.0,3.962146532125888,6.902601992526419,52.972972972972975
43,-29.991089988281917,106,False,-92.0,-1.0,3.876773436880348,4.2064848027789505,100.0
44,39.58690723238959,168,False,-99.0,-1.0,3.8867034461514463,6.6949313639835015,81.54761904761905
45,-3.239366534340725,130,False,-82.0,-1.0,3.6667590321763006,5.240106617537542,100.0
46,63.979737988950944,169,False,-99.0,-1.0,3.689693309800191,6.389812007653886,59.76331360946746
47,6.058066637810256,108,False,-96.0,-1.0,3.962316806060005,4.838353296517636,100.0
48,65.50434153047934,217,False,-88.0,-1.0,3.779691387823235,7.312042403464449,98.15668202764977
49,91.86556229649884,195,False,-89.0,-1.0,3.5316759250775047,7.357160028483337,42.05128205128205
50,61.47296288184083,205,False,-83.0,-1.0,3.8773967027929777,6.963106000430246,98.04878048780488
51,95.39664205382496,206,False,-109.0,-1.0,3.753431650488601,8.166881359654742,39.80582524271845
52,60.313038687478326,205,False,-87.0,-1.0,3.9149143215128412,6.961169145024586,98.53658536585365
53,58.595063674085054,224,False,-103.0,-1.0,3.9896847785726615,7.153792670005974,72.76785714285714
54,13.924403363923076,147,False,-97.0,-1.0,3.798705710183142,5.907710490932017,100.0
55,-8.15034556510173,111,False,-88.0,-1.0,3.7416801100624877,4.781273184021146,100.0
56,20.911554984089918,149,False,-92.0,-1.0,3.8502636159875614,5.922858132082256,100.0
57,37.96253625133629,195,False,-88.0,-1.0,3.8921332971451377,6.829621747284173,99.48717948717949
58,3.261259140171326,136,False,-89.0,-1.0,3.8359493955031296,5.275930105799275,100.0
59,3.125400073847956,141,False,-105.0,-1.0,3.909275708935935,5.17024067395981,100.0
60,50.23387570556666,232,False,-93.0,-1.0,3.681087534330914,6.80740362804098,99.13793103448276
61,52.33526651597063,188,False,-93.0,-1.0,3.790351010386104,7.085499805342555,59.57446808510638
62,-19.023147930528175,123,False,-84.0,-1.0,3.8400446966343487,5.027655570589884,100.0
63,-28.28860568497324,108,False,-102.0,-1.0,3.906440072992461,4.260689016125441,100.0
64,-5.39195963723072,127,False,-83.0,-1.0,3.716249952250391,4.778763334118343,100.0
65,2.8271289439904876,139,False,-81.0,-1.0,3.736490874109491,5.28638265422975,100.0
66,84.56924407334873,197,False,-86.0,-1.0,3.7501096801247544,7.707737267728857,48.223350253807105
67,29.031325696874248,184,False,-86.0,-1.0,3.9377307960915506,6.641853364737472,98.36956521739131
68,75.40737954578199,191,False,-95.0,-1.0,3.7542999687130307,7.0498322633811865,64.3979057591623
69,-23.686319322632322,111,False,-84.0,-1.0,3.8635533386433907,4.296494744525098,100.0
70,21.288082742302166,166,False,-83.0,-1.0,3.87667880758815,5.94378416833653,98.79518072289156
71,48.949545091769906,191,False,-89.0,-1.0,3.7568150446681443,7.097203587253787,98.95287958115183
72,0.5804675292704005,147,False,-93.0,-1.0,3.8628170904216312,5.144983839094766,100.0
73,93.61087549623593,205,False,-88.0,-1.0,3.520564334136181,8.55899978414087,60.48780487804878
74,-14.634050943683725,130,False,-89.0,-1.0,3.971177445745748,5.056189046121346,100.0
75,57.54152503526146,182,False,-88.0,-1.0,3.8708366548421207,6.760992457721751,59.89010989010989
76,-28.929065796402945,118,False,-94.0,-1.0,3.813091054369837,4.273109045897816,100.0
77,22.264816372901606,162,False,-94.0,-1.0,3.931763349705727,6.303800849794456,99.38271604938271
78,76.39711849492207,199,False,-90.0,-1.0,3.9136518543749634,7.558409373282956,61.80904522613066
79,105.06195578212007,211,False,-93.0,-1.0,3.6181747767602017,7.911167860470306,37.91469194312796
80,61.61503474342891,220,False,-93.0,-1.0,3.941796232824514,7.450998861143704,65.45454545454545
81,45.34472478550924,161,False,-105.0,-1.0,3.922070879843047,6.28656505356884,61.49068322981367
82,68.752922678332,206,False,-82.0,-1.0,3.8921128983381563,7.320179466107291,65.53398058252428
83,82.0363846778614,338,False,-88.0,-1.0,3.7063961164256423,7.966126388932176,99.70414201183432
84,10.682261212993907,136,False,-83.0,-1.0,3.9770851302565515,5.528756673571051,100.0
85,48.16203266074177,221,False,-90.0,-1.0,3.8990610357499276,7.245499217642547,78.73303167420815
86,129.43800258410505,392,False,-94.0,-1.0,3.994247486853669,8.170331929372006,87.24489795918367
87,-2.0572459038381368,184,False,-82.0,-1.0,3.849627574175639,4.4572033371179085,100.0
88,12.060856337670785,152,False,-86.0,-1.0,3.7344983189031127,6.031741650012248,100.0
89,-13.212773955853471,109,False,-91.0,-1.0,3.6845269846868294,4.784564797106464,100.0
90,39.94732271898283,155,False,-98.0,-1.0,3.5947503139935386,6.156488112941565,71.61290322580646
91,15.211711478992498,120,False,-94.0,-1.0,3.6664037409732453,4.859640129112328,100.0
92,6.160576025432022,152,False,-88.0,-1.0,3.680348428507181,5.8936835099379286,100.0
93,25.944605171692757,142,False,-95.0,-1.0,3.7401495426634224,5.471643936820328,100.0
94,41.340335525175945,153,False,-91.0,-1.0,3.9929377951239844,5.472338867221588,100.0
95,33.03011668675303,182,False,-82.0,-1.0,3.951901549965914,6.729478723351629,99.45054945054946
96,39.38891146896775,166,False,-99.0,-1.0,3.8133206212229545,6.700304480562694,81.92771084337349
97,-32.49976314697082,100,False,-86.0,-1.0,3.9375645635698966,4.237354068323039,100.0
98,15.087913573101943,130,False,-95.0,-1.0,3.638735250825227,5.395808539845837,100.0
99,-28.984620921679127,117,False,-90.0,-1.0,3.84545094702108,4.311074359175295,100.0
100,94.7153771443779,217,False,-100.0,-1.0,3.6822893398192336,7.654131883174859,62.67281105990783
101,94.06320554026013,219,False,-76.0,-1.0,3.563893635416082,7.664975303258177,58.9041095890411
102,52.32824782236426,171,False,-96.0,-1.0,3.8885720104760773,6.630386030181632,60.81871345029239
103,37.78456410018465,158,False,-81.0,-1.0,3.8140984829927227,6.280086692033595,80.37974683544303
104,33.92920016581117,164,False,-90.0,-1.0,3.8097834104395925,6.308608117107324,98.17073170731707
105,41.75172318403368,156,False,-89.0,-1.0,3.932159281452841,6.16200700019134,83.97435897435898
106,13.771729255288449,125,False,-89.0,-1.0,3.731817000402852,5.431816898617893,100.0
