Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel
1,4.3024942056174496,110,False,-101.0,-1.0,3.8565736574722242,4.851364340592938
2,-32.80255217878332,105,False,-112.0,-1.0,3.7315076129765625,4.26643363737856
3,-28.99166957937114,116,False,-101.0,-1.0,3.7250378618053768,4.266860605962173
4,-9.984133061006943,110,False,-105.0,-1.0,3.660629048162056,4.681347545420497
5,-12.83413738325467,103,False,-97.0,-1.0,3.9788312511441664,4.6467887839976045
6,-32.667694780294795,107,False,-99.0,-1.0,3.986820226197129,4.199781903568394
7,12.25369570570561,116,False,-108.0,-1.0,3.615997756913554,4.8707828345238875
8,-7.288732231957589,115,False,-95.0,-1.0,3.9479400262977444,4.7615352362758765
9,-29.631859842931487,107,False,-101.0,-1.0,3.966641026803285,4.281433210980199
10,-1.2002951858205364,113,False,-106.0,-1.0,3.800962700931261,4.713141520190325
11,-16.53886260656496,97,False,-104.0,-1.0,3.9599089537569783,4.641428961706607
12,-34.74106879998649,101,False,-89.0,-1.0,3.995306301541415,4.161766114889063
13,-16.734230106124393,102,False,-111.0,-1.0,3.8206865553237774,4.595896166194613
14,-20.02838186507018,96,False,-104.0,-1.0,3.5869427917799266,4.602009730704594
15,-18.657931507568208,96,False,-105.0,-1.0,3.9432157665710865,4.636137605829087
16,-38.75342149800339,88,False,-97.0,-1.0,3.830744038411783,4.098566402649422
17,-1.5611090344741996,102,False,-110.0,-1.0,3.676568845882825,4.873773372640796
18,-38.96547010536636,87,False,-107.0,-1.0,3.88153295222459,4.077599208071378
19,-31.455868157758204,96,False,-93.0,-1.0,3.986009247108385,4.373620797002029
20,-36.153574222177184,95,False,-95.0,-1.0,3.938338625358098,4.135958400844155
21,-37.39385460253848,94,False,-98.0,-1.0,3.7160884743774925,4.10454496350932
22,-36.708176859587496,87,False,-102.0,-1.0,3.789000072858071,4.350705853470697
23,-40.53604862707059,86,False,-109.0,-1.0,3.803372901279752,4.134048951930518
24,-36.553550491206245,96,False,-92.0,-1.0,3.825517932620404,4.150331992558979
25,-42.1059445022687,84,False,-101.0,-1.0,3.8944321106607256,4.110606600691209
26,-15.071034511757283,108,False,-95.0,-1.0,3.9972391116588417,4.759651486455739
27,-27.590408743687917,99,False,-99.0,-1.0,3.7302346907188766,4.41269050478098
28,-32.059103469087106,93,False,-110.0,-1.0,3.8325122087505643,4.375026215158242
29,-13.780734938003604,113,False,-93.0,-1.0,3.9499225447119386,4.75838310779402
30,4.441504086525654,108,False,-109.0,-1.0,3.6244665885434366,4.866574587962263
31,-16.8134985888923,103,False,-107.0,-1.0,3.7960941805194066,4.596981794699954
32,-13.279772803727347,108,False,-115.0,-1.0,3.7781306173981024,4.618816644996749
33,-34.68348637617323,92,False,-107.0,-1.0,3.9845863753047674,4.185239582919799
34,5.680228104820841,109,False,-104.0,-1.0,3.8249584558156693,4.8544230090706275
35,-8.90722892655753,112,False,-112.0,-1.0,3.8597934264390994,4.668365551426957
36,-32.8517470044584,98,False,-118.0,-1.0,3.6865636528347934,4.2367708129494694
37,-34.94263466718781,97,False,-103.0,-1.0,3.83163029762553,4.237065463521297
38,-28.335120798979062,109,False,-111.0,-1.0,3.8918236384501768,4.278147027836344
39,-7.40077667003299,110,False,-105.0,-1.0,3.7227048267079326,4.673390808381902
40,-34.893781771627324,95,False,-107.0,-1.0,3.8636827145204977,4.192975737737786
41,-11.361747613840336,103,False,-100.0,-1.0,3.810953200721618,4.663279082886061
42,-21.756079073776256,90,False,-99.0,-1.0,3.9751709357213842,4.620107489718228
43,-28.6100115366051,115,False,-98.0,-1.0,3.74097208601014,4.264640693046639
44,-7.066320016117174,111,False,-106.0,-1.0,3.62586134353148,4.647325937374
45,-14.162654606949843,115,False,-100.0,-1.0,3.967917260191778,4.604744142233192
46,-7.745241395831059,102,False,-106.0,-1.0,3.7462213205666446,4.71705797725978
