Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser
1,1.1982263727633082,619,False,-119.0,-1.0,19.5,1.0585231912022934,0.0
2,-14.103112301807322,282,False,128.0,-1.0,19.5,0.8851219021643445,0.0
3,-7.574249073989293,294,False,147.0,-1.0,19.5,1.21303769599639,0.0
4,-24.702377237360388,179,False,137.0,-1.0,19.5,1.0262659407556451,0.0
5,-12.692200167226634,228,False,148.0,-1.0,19.5,1.7435432114158622,0.0
6,-19.91853997923078,199,False,152.0,-1.0,19.5,1.1010085374019494,0.0
7,-22.53518366332778,230,False,129.0,-1.0,19.5,1.4690097589902429,0.0
8,-30.51147716484751,81,False,154.0,-1.0,19.5,1.4885865588255203,0.0
9,-31.427062754477774,99,False,-179.0,-1.0,19.5,3.1878708679794663,0.0
10,-27.939255071268903,101,False,157.0,-1.0,19.5,1.6605020695574015,0.0
11,-33.71217790398002,121,False,-128.0,-1.0,19.5,1.001115079030682,0.0
12,-28.316338749024133,125,False,131.0,-1.0,19.5,2.2340942806191744,0.0
13,-17.242698409917075,372,False,118.0,-1.0,19.5,1.3525945668880013,0.0
14,-30.846404730562654,160,False,132.0,-1.0,19.5,0.8977007297470209,0.0
15,-33.434318965540044,77,False,134.0,-1.0,19.5,2.0072137800788217,0.0
16,-22.342872367846827,192,False,-150.0,-1.0,19.5,1.1486645413305565,0.0
