Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser
1,-19.00418606022665,290,False,126.0,-1.0,19.5,0.9568296892616641,0.0
2,-32.640182826460475,104,False,-153.0,-1.0,19.5,0.8615628996887975,0.0
3,-24.73171233345603,215,False,127.0,-1.0,19.5,1.0683986181980123,0.0
4,-0.5774939513334019,605,False,-139.0,-1.0,19.5,0.8905536104621325,0.0
5,-22.394098938919065,232,False,-143.0,-1.0,19.5,0.7412995658301473,0.0
6,-31.292441704014937,144,False,-184.0,-1.0,19.5,1.5103490699042998,0.0
7,-30.93307294799635,125,False,-159.0,-1.0,19.5,0.7622725321271573,0.0
8,-15.657291012183535,257,False,-190.0,-1.0,19.5,1.126333150652768,0.0
9,-29.869916960633223,183,False,-178.0,-1.0,19.5,1.2446082155702094,0.0
10,-36.04826675133691,60,False,-145.0,-1.0,19.5,1.7984309928515965,0.0
11,-23.254278996092932,228,False,-149.0,-1.0,19.5,1.0227058676305802,0.0
12,-33.399158823681724,87,False,-138.0,-1.0,19.5,1.316800695665023,0.0
13,-31.14813184329016,154,False,-153.0,-1.0,19.5,0.8023025592346449,0.0
14,-14.89555670352777,242,False,-147.0,-1.0,19.5,0.9004419923057229,0.0
15,-17.600823395147223,291,False,-189.0,-1.0,19.5,0.9474418188271941,0.0
16,-28.65439759650969,159,False,-147.0,-1.0,19.5,0.7012414933243896,0.0
17,-17.8599430627979,345,False,-187.0,-1.0,19.5,0.8479579524172299,0.0
18,-25.19472381424053,314,False,-177.0,-1.0,19.5,0.7902006614473894,0.0
19,-19.114222645558034,216,False,-192.0,-1.0,19.5,1.0168111089591951,0.0
20,-14.791673580555685,328,False,-186.0,-1.0,19.5,0.6562513745900754,0.0
21,-17.017528298908758,324,False,119.0,-1.0,19.5,1.101081491997491,0.0
22,-25.14199843413489,233,False,-134.0,-1.0,19.5,0.6929330688534262,0.0
23,-0.4925345296501078,577,False,-189.0,-1.0,19.5,1.0733625979269281,0.0
24,-35.92607701445087,59,False,-186.0,-1.0,19.5,2.4859538104464556,0.0
25,-8.986297391499779,336,False,-141.0,-1.0,19.5,0.8576466118056271,0.0
26,-28.06653021203904,151,False,-136.0,-1.0,19.5,0.8598298444903173,0.0
27,-30.10629551251162,134,False,-137.0,-1.0,19.5,0.8344164552765383,0.0
28,-27.295947708896932,187,False,-186.0,-1.0,19.5,0.9541574310078274,0.0
29,-31.07621325509534,114,False,-151.0,-1.0,19.5,0.9411205705554605,0.0
30,-21.257512988907944,436,False,-182.0,-1.0,19.5,1.4142572460307272,0.0
31,-31.496878889767896,122,False,-193.0,-1.0,19.5,0.9292570717478186,0.0
32,-32.93158746928118,83,False,-148.0,-1.0,19.5,1.5572849310652621,0.0
33,-28.734931662956168,252,False,-179.0,-1.0,19.5,1.5208637184104956,0.0
34,-36.1461371651746,43,False,-146.0,-1.0,19.5,2.0470004396314794,0.0
35,-29.199129948318017,167,False,-138.0,-1.0,19.5,1.292337751914754,0.0
36,-32.54970044659574,108,False,-181.0,-1.0,19.5,1.2685724136988736,0.0
37,-35.312527813037235,68,False,-142.0,-1.0,19.5,1.5485525292362368,0.0
38,-30.869899862505143,99,False,-155.0,-1.0,19.5,1.066690935498997,0.0
39,-31.391163525998593,139,False,-128.0,-1.0,19.5,1.4308842434022297,0.0
40,-33.19500878035454,87,False,-147.0,-1.0,19.5,1.537448258465524,0.0
41,-31.67356465547993,121,False,-145.0,-1.0,19.5,1.0608261990905063,0.0
42,-31.825310633483383,106,False,-133.0,-1.0,19.5,1.7626748957477931,0.0
43,-27.661140771440095,222,False,-126.0,-1.0,19.5,1.561669213894949,0.0
44,-28.978748772785075,195,False,-188.0,-1.0,19.5,0.805648766249084,0.0
45,-33.10811309707945,94,False,-131.0,-1.0,19.5,1.7112536032738639,0.0
46,-28.183570098803862,120,False,-139.0,-1.0,19.5,1.022678466418886,0.0
47,-29.29851805259145,126,False,-151.0,-1.0,19.5,0.9120277473351879,0.0
48,-30.620920219717632,121,False,-141.0,-1.0,19.5,0.924967696081619,0.0
49,-30.7487871687799,105,False,-128.0,-1.0,19.5,1.4330365960211133,0.0
50,-22.200906050670365,604,False,-160.0,-1.0,19.5,1.2204654528260703,0.0
51,-32.35735260994768,71,False,155.0,-1.0,19.5,1.106816764053481,0.0
52,-7.009425106445946,428,False,-130.0,-1.0,19.5,1.1197996153533882,0.0
53,-6.869447849890335,683,False,-178.0,-1.0,19.5,1.0191455409898917,0.0
54,-14.021819552392845,351,False,-120.0,-1.0,19.5,1.0865483422416784,0.0
55,-7.834352554812334,411,False,146.0,-1.0,19.5,0.7271624894610463,0.0
56,-26.970987120914316,151,False,-148.0,-1.0,19.5,0.7989775551286463,0.0
57,23.597554515134426,909,False,140.0,-1.0,19.5,0.8068335307373431,0.0
58,-18.608144629218028,357,False,120.0,-1.0,19.5,0.7109888918980317,0.0
59,-4.607625506507468,431,False,144.0,-1.0,19.5,0.7722435334092229,0.0
60,-29.975529933243987,109,False,-142.0,-1.0,19.5,1.1505525419468343,0.0
61,29.19222616189724,866,False,-166.0,-1.0,19.5,0.9227035370364502,0.0
62,-7.4220180206291815,331,False,-152.0,-1.0,19.5,1.3811424422436758,0.0
63,-18.046087883731445,299,False,123.0,-1.0,19.5,1.1893617876712506,0.0
64,-22.85924374189548,304,False,-186.0,-1.0,19.5,0.9621906055698147,0.0
65,-23.199094162342366,202,False,-148.0,-1.0,19.5,1.1271246793011964,0.0
66,-16.81805801420961,262,False,-136.0,-1.0,19.5,1.552300976273401,0.0
67,-17.79420515467795,235,False,146.0,-1.0,19.5,1.3424451488220044,0.0
68,-31.93589250279218,117,False,135.0,-1.0,19.5,1.5601690584507018,0.0
69,-23.65910187597848,226,False,140.0,-1.0,19.5,0.8790457471107651,0.0
70,-30.604749683793457,127,False,141.0,-1.0,19.5,1.1195014498316165,0.0
71,-20.560750027110945,234,False,145.0,-1.0,19.5,0.7923726185520497,0.0
72,-33.9563143739381,107,False,143.0,-1.0,19.5,1.0233244292718733,0.0
73,-17.678957571808326,289,False,135.0,-1.0,19.5,0.9978782289004264,0.0
74,-5.263126963051867,463,False,126.0,-1.0,19.5,1.2987774531570024,0.0
75,-26.503135918765558,165,False,138.0,-1.0,19.5,1.1558159272758834,0.0
76,-26.0632468596853,180,False,129.0,-1.0,19.5,1.0917834093245042,0.0
77,-28.1588739225907,148,False,145.0,-1.0,19.5,0.9941196991937026,0.0
78,-14.509029309639626,308,False,135.0,-1.0,19.5,0.7839163580469645,0.0
79,-20.076801884490084,254,False,123.0,-1.0,19.5,0.8915361455706547,0.0
80,-22.815174933205753,168,False,145.0,-1.0,19.5,1.1215403673049877,0.0
81,-27.372438448172232,169,False,131.0,-1.0,19.5,1.078939264552174,0.0
82,-31.665998827670304,148,False,140.0,-1.0,19.5,0.9921685560581642,0.0
