Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser
1,-53.9838357013979,34,False,-87.0,-1.0,3.703448046101611,1.6290994704879054,100.0
2,2.0122158905560212,108,False,-112.0,-1.0,3.941513672080475,4.855442401810756,100.0
3,24.49085031945694,150,False,-97.0,-1.0,3.726145994200745,5.681442007824468,100.0
4,-13.634095255019709,115,False,-100.0,-1.0,3.9282530061891863,4.925017068595828,99.1304347826087
5,-8.574204867819631,121,False,-109.0,-1.0,3.903896732893014,5.1602447790397745,100.0
6,1.2572567168639353,153,False,-99.0,-1.0,3.8538894377389004,5.892601701418802,100.0
7,42.18378194876847,168,False,-105.0,-1.0,3.9849420910361895,6.691842458590621,73.80952380952381
8,7.780308548178326,119,False,-110.0,-1.0,3.827708008826553,5.2660185163644995,86.5546218487395
9,-6.7378644190524,126,False,-103.0,-1.0,3.918923956546774,5.1022032527271515,100.0
10,-16.00799594537611,105,False,-108.0,-1.0,3.971564836995523,4.585194473893249,100.0
11,26.53811135320231,130,False,-111.0,-1.0,3.8792710348730384,5.2083453899356895,73.84615384615385
12,38.02672582097699,139,False,-118.0,-1.0,4.428858049726653,5.650196244323746,80.57553956834532
13,-11.678316888193685,121,False,-107.0,-1.0,3.8515561776720357,5.076658449591761,100.0
14,11.595735087023101,109,False,-116.0,-1.0,3.8714026871439384,5.018550624333988,77.06422018348624
15,-1.1350685064421242,117,False,-113.0,-1.0,3.911516110875229,5.040449101740542,81.19658119658119
16,5.991516269773129,114,False,-121.0,-1.0,3.9798000744750284,4.9369466459550155,86.8421052631579
17,38.04297375333822,168,False,-102.0,-1.0,3.9914987636276935,6.689065688079046,85.71428571428571
18,-15.872082120780462,115,False,-106.0,-1.0,3.659366663045168,5.036984608405391,100.0
19,-6.099527711898823,171,False,-94.0,-1.0,3.9920384343701047,6.32044573269828,100.0
20,-0.7409609826010737,116,False,-105.0,-1.0,3.9153077561955003,4.978627588252682,87.93103448275862
21,23.26659719268224,144,False,-102.0,-1.0,3.911776760826172,5.6361068114476645,80.55555555555556
22,13.590718702448015,110,False,-104.0,-1.0,3.809384829488059,5.026578600647521,74.54545454545455
23,3.016595939582892,113,False,-115.0,-1.0,3.8786734256520483,4.942855964309692,77.87610619469027
24,-13.135709388216128,135,False,-97.0,-1.0,3.859443686738026,5.05164200406763,100.0
25,8.124289456425998,117,False,-108.0,-1.0,3.8545331304886643,5.004540079518054,90.5982905982906
26,5.680195376162004,135,False,-106.0,-1.0,3.941679420990957,5.124870154553059,91.11111111111111
