Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser
1,49.00202981077015,191,False,-86.0,-1.0,3.8630798322304507,7.090958446131395,98.42931937172776
2,40.18370305245159,173,False,-121.0,-1.0,3.866798631811433,6.338521300020999,62.42774566473989
3,53.0298062950322,179,False,-95.0,-1.0,3.760819612490882,7.00256294923231,71.50837988826815
4,57.04135251369334,171,False,-93.0,-1.0,3.7462678289063565,6.260938746063584,69.5906432748538
5,76.35245629447365,189,False,-99.0,-1.0,3.8058244649744966,7.028276486001988,51.32275132275132
6,-13.863422055435478,137,False,-101.0,-1.0,3.6978356561911543,5.121098239929925,100.0
7,67.32656629424517,228,False,-106.0,-1.0,3.9261564175007044,8.44562783668312,98.24561403508771
8,31.16106040777305,164,False,-97.0,-1.0,3.9993398509923903,6.606882023954446,98.78048780487805
9,26.83958159228095,157,False,-111.0,-1.0,3.5104002409642074,6.666693356244048,100.0
10,-0.8275900577759359,114,False,-113.0,-1.0,3.7954415331155,5.402367613609194,100.0
11,-42.0481104223384,82,False,-106.0,-1.0,3.84474688911401,4.131694950668777,100.0
12,14.066211767958137,129,False,-107.0,-1.0,3.777513154260622,6.114970232105576,100.0
13,50.77933379543795,158,False,-113.0,-1.0,3.936112089775895,6.423086801199006,57.59493670886076
14,11.349637580253969,113,False,-111.0,-1.0,3.6687087672449366,5.591864441562675,100.0
15,35.22950059868556,167,False,-107.0,-1.0,3.3172544131997452,7.373401606600441,100.0
16,-43.51067913634585,83,False,-99.0,-1.0,3.7129993552808673,4.071858441538502,100.0
17,64.10396529139557,215,False,-101.0,-1.0,3.9211679128885937,8.3690826747913,99.06976744186046
18,-38.49242906439234,88,False,-103.0,-1.0,3.964449389074952,4.781452375043458,100.0
19,-38.621276921292946,94,False,-104.0,-1.0,3.8170392970791944,4.864384446075147,100.0
20,94.16086884608549,259,False,-99.0,-1.0,3.5054202244265507,8.65772014912973,98.06949806949807
21,21.850210662896302,166,False,-99.0,-1.0,3.658755129577776,6.808515144301668,100.0
22,99.92640600809673,229,False,-94.0,-1.0,3.7886081589268485,8.490185623771946,62.44541484716157
23,55.038997557201355,184,False,-99.0,-1.0,3.8789928482912495,7.455409694435176,68.47826086956522
24,-10.200613666573418,107,False,-110.0,-1.0,3.8579465660159653,5.3034597672870225,100.0
25,-11.410962034472156,134,False,-94.0,-1.0,3.835136084168714,6.4155231945029,100.0
26,78.445457894351,190,False,-113.0,-1.0,3.986228277406838,7.722157759087062,68.42105263157895
27,-8.54315005516824,122,False,-110.0,-1.0,3.644264882937354,6.383012224504053,100.0
28,-0.6865336336173158,118,False,-117.0,-1.0,3.8549179781769154,6.001538308325492,100.0
29,15.719721726220541,128,False,-105.0,-1.0,3.4931468623752933,5.283865411813167,100.0
30,-25.107468760079186,113,False,-116.0,-1.0,3.9605634648218495,5.651400645943441,100.0
31,22.18614189203366,132,False,-106.0,-1.0,3.9410990791360074,6.131919363517117,100.0
32,28.899208885632532,144,False,-107.0,-1.0,3.809197056188865,6.843155012000352,100.0
33,5.026358890586778,143,False,-111.0,-1.0,3.8069133191995235,6.5554709602700925,100.0
34,63.76070306921686,193,False,-104.0,-1.0,3.788880390423707,8.27198474575558,70.98445595854922
35,-1.46211371308258,131,False,-112.0,-1.0,3.9093894153542985,6.439949679424815,100.0
