Episode,Reward,Steps,Finish,Deviation,Exploration_rate
109,131.56894470199805,405,False,-138.0,0.98352078125
110,132.05174226859967,370,False,-145.0,0.9834629687499999
111,506.5153584592523,1485,False,-123.0,0.9832309375
112,211.8769750092638,517,False,131.0,0.98315015625
113,477.13671528500873,961,False,124.0,0.9830000000000001
114,772.7591464650362,1486,False,120.0,0.9827678124999999
115,103.48151695190754,327,False,-142.0,0.98271671875
116,869.4783227596577,1447,False,-130.0,0.9824906250000001
117,149.6012732714442,473,False,-136.0,0.98241671875
118,105.46662659106897,358,False,-138.0,0.9823607812499999
119,1053.8331849150945,1990,False,130.0,0.98204984375
120,493.05924964780604,1029,False,131.0,0.9818890625
121,576.7712455952703,1471,False,-121.0,0.98165921875
122,275.7733452533005,938,False,121.0,0.9815126562500001
123,2049.4972307962503,3924,False,135.0,0.98089953125
124,129.81366235233298,408,False,-141.0,0.9808357812499999
125,744.7656667848802,1566,False,126.0,0.98059109375
126,818.0164960192012,1893,False,-137.0,0.9802953125
127,1146.6560185357498,2947,False,-135.0,0.97983484375
128,937.5273152948521,2209,False,-134.0,0.9794896875
129,893.7193604420264,1486,False,127.0,0.9792575
130,342.1511764592429,991,False,-124.0,0.97910265625
131,206.5602851448889,565,False,-138.0,0.979014375
132,213.92692340174273,545,False,-136.0,0.97892921875
133,725.4894486903595,1485,False,131.0,0.9786971874999999
134,1193.5468172415297,2012,False,128.0,0.9783828125
135,544.890977724902,1377,False,-127.0,0.97816765625
136,1590.4121467570399,3531,False,135.0,0.9776159375
137,1090.3943701286928,2911,False,-125.0,0.9771610937499999
138,526.1036440658764,1339,False,138.0,0.9769518749999999
139,182.14908925575244,472,False,-142.0,0.9768781249999999
140,174.77794875455064,526,False,-135.0,0.9767959374999999
141,145.52987101595494,388,False,-138.0,0.9767353125
142,391.2929128010065,1154,False,114.0,0.9765550000000001
143,104.23791109027732,344,False,-142.0,0.97650125
144,951.2392930901158,1842,False,124.0,0.9762134375
145,295.5674764839371,711,False,124.0,0.97610234375
146,1872.925396094109,3727,False,128.0,0.9755199999999999
147,135.90492580699862,443,False,-133.0,0.97545078125
148,786.079834528959,1600,False,-127.0,0.97520078125
149,528.0137057712358,988,False,128.0,0.9750464062499999
150,2378.2679987417046,3786,False,126.0,0.97445484375
151,2046.3761887188616,3453,False,131.0,0.9739153125000001
152,550.580785426434,1615,False,121.0,0.97366296875
153,1997.074483166803,3825,False,130.0,0.9730653125000001
154,920.5269344795119,1808,False,-129.0,0.9727828125
155,2343.0838725590334,3514,False,135.0,0.97223375
156,1146.0494254794353,2182,False,123.0,0.9718928125
157,884.0326611483686,1674,False,123.0,0.97163125
158,1762.145190790684,3881,False,123.0,0.97102484375
159,299.7171652320112,1207,False,114.0,0.9708362500000001
160,1988.6777437676244,3716,False,130.0,0.9702556250000001
161,618.4366541686031,1161,False,125.0,0.97007421875
162,1143.0124281169815,2080,False,119.0,0.9697492187500001
163,1809.7215368096556,3587,False,129.0,0.9691887499999999
164,136.60379538254548,465,False,-134.0,0.96911609375
165,1005.7433290462932,2012,False,121.0,0.96880171875
166,833.362855442054,2107,False,-134.0,0.9684725000000001
167,410.12363642203394,1355,False,133.0,0.96826078125
168,2054.7886285861337,3865,False,130.0,0.967656875
169,497.76630072340083,1137,False,130.0,0.96747921875
170,502.18137507907375,1299,False,-125.0,0.9672762500000001
171,762.9020613354177,1509,False,128.0,0.96704046875
172,1397.8095558412326,2911,False,116.0,0.966585625
173,633.4455920809395,1307,False,121.0,0.96638140625
174,159.1670684680447,451,False,-137.0,0.9663109375000001
175,494.6968058016904,1050,False,125.0,0.966146875
176,1900.7481134040552,3780,False,136.0,0.96555625
177,1128.22879984003,2132,False,124.0,0.9652231250000001
178,1005.5353631342407,1809,False,128.0,0.96494046875
179,1061.6743552944804,1934,False,122.0,0.9646382812500001
180,1596.1647033274246,3136,False,-124.0,0.96414828125
181,689.3265256961672,1452,False,123.0,0.9639214062500001
182,1147.7687282031452,2540,False,116.0,0.9635245312499999
183,592.1201942274813,1197,False,-125.0,0.9633375000000001
184,1587.0353357998374,2708,False,125.0,0.962914375
185,189.1989833084207,601,False,-135.0,0.9628204687499999
186,172.8506422030671,565,False,126.0,0.9627321874999999
187,592.049247531489,1324,False,115.0,0.9625253125000001
188,156.0418773001984,479,False,-136.0,0.96245046875
189,593.2307973492376,1192,False,118.0,0.96226421875
190,1257.8716643968164,3315,False,120.0,0.9617462499999999
191,159.86091257072843,466,False,-142.0,0.9616734375
192,182.5203400116562,548,False,-136.0,0.9615878125
193,97.12431197023609,328,False,-147.0,0.9615365625000001
194,194.16988716366822,628,False,122.0,0.9614384374999999
195,370.79208283243327,860,False,123.0,0.9613040625
196,142.24468312621312,457,False,-134.0,0.96123265625
197,1085.6748644319084,1775,False,125.0,0.9609553125
198,1557.1270111775298,2819,False,118.0,0.9605148437500001
199,739.739385443545,2241,False,117.0,0.9601646875
200,1100.6620064165925,1775,False,129.0,0.9598873437500001
201,2106.006386441127,3685,False,135.0,0.9593115625
202,647.6065275196845,1235,False,123.0,0.95911859375
203,139.8504260086084,452,False,-138.0,0.95904796875
204,152.11944314144023,453,False,-136.0,0.9589771874999999
205,135.11720309677895,416,False,-141.0,0.9589121875
206,451.6085950066227,1530,False,-132.0,0.958673125
207,1178.3535019063697,2011,False,127.0,0.95835890625
208,101.67658451579868,347,False,-140.0,0.9583046875000001
209,1715.7196628774998,2875,False,-124.0,0.9578554687499999
210,537.1697512885745,1449,False,117.0,0.9576290624999999
211,2480.457874301245,4325,False,125.0,0.95695328125
212,126.96468132859198,406,False,-137.0,0.95688984375
213,992.5369159681316,2606,False,-129.0,0.95648265625
214,180.54314169016857,506,False,-136.0,0.9564035937500001
215,206.65187582681915,619,False,-135.0,0.956306875
216,1652.569851486781,2945,False,-123.0,0.9558467187499999
217,2029.2418365249714,3125,False,129.0,0.9553584374999999
218,107.9620224226039,412,False,-137.0,0.9552940624999999
219,365.11960124549836,862,False,120.0,0.955159375
220,1460.6852557266907,2487,False,126.0,0.9547707812499999
221,140.44314555715445,514,False,-135.0,0.95469046875
222,232.9647778254951,582,False,121.0,0.9545995312500001
223,1735.781887868804,3552,False,134.0,0.9540445312500001
224,169.8338133195146,477,False,-138.0,0.95397
225,161.47930144065572,498,False,-131.0,0.9538921874999999
226,952.9607483831227,1940,False,122.0,0.9535890625
227,447.72115309693817,1445,False,127.0,0.95336328125
228,125.25743052771637,416,False,-137.0,0.9532982812499999
229,1582.7472975659175,2996,False,113.0,0.95283015625
230,112.44831815346313,384,False,-139.0,0.9527701562499999
231,140.58713732572176,447,False,-139.0,0.9527003125000001
232,1145.3948158289763,2225,False,128.0,0.95235265625
233,1951.2045104982242,3636,False,135.0,0.95178453125
234,1655.2219362846404,2849,False,-137.0,0.951339375
235,1551.4465083517189,3357,False,117.0,0.95081484375
236,148.9758089572385,401,False,-144.0,0.9507521875
237,315.0318208911065,759,False,122.0,0.95063359375
238,267.1211329535591,625,False,-136.0,0.9505359375
239,1443.6205086448238,2357,False,129.0,0.9501676562499999
240,527.4894171070155,1597,False,117.0,0.9499181250000001
241,144.42291460469906,488,False,-132.0,0.9498418750000001
242,1953.3483247716686,2985,False,126.0,0.94937546875
243,120.77838790707392,413,False,-135.0,0.9493109375
244,219.02128293858368,603,False,-133.0,0.94921671875
245,620.4076011790146,1299,False,120.0,0.94901375
246,756.558496869409,1821,False,117.0,0.9487292187499999
247,2414.4616044639015,4689,False,128.0,0.9479965625
248,1536.7263195110193,5652,False,144.0,0.9471134375000001
249,2221.6030667739115,3751,False,133.0,0.94652734375
250,273.6336965845893,706,False,-125.0,0.94641703125
251,436.58528247556706,937,False,119.0,0.946270625
252,131.4037421464807,366,False,-144.0,0.9462134375
253,922.2951619326498,2006,False,120.0,0.9459
254,136.95713245115488,399,False,-140.0,0.94583765625
255,179.58656610611334,548,False,-130.0,0.9457520312500001
256,879.0227150041713,1859,False,-126.0,0.9454615624999999
257,254.3939520624927,735,False,-126.0,0.94534671875
258,1723.3090775263008,3519,False,118.0,0.944796875
259,2421.2890466465033,3857,False,137.0,0.94419421875
260,1141.607664734808,2481,False,135.0,0.9438065625
261,229.2418523338166,1390,False,-117.0,0.943589375
262,2191.1943076357616,3617,False,128.0,0.94302421875
263,1615.5945763964123,2775,False,122.0,0.942590625
264,575.7593544462435,1060,False,128.0,0.9424250000000001
265,138.0733793677006,444,False,-132.0,0.942355625
266,1013.8279778879182,2121,False,-123.0,0.9420242187500001
267,1545.8137264422624,3490,False,123.0,0.94147890625
268,1672.8488727295664,3711,False,137.0,0.9408990625
269,2213.0482326434762,3542,False,131.0,0.940345625
270,145.6046416564981,448,False,-140.0,0.9402756250000001
271,132.36978017804321,451,False,-132.0,0.94020515625
272,1969.2486582244899,3800,False,119.0,0.9396114062500001
273,2305.136620663924,4112,False,127.0,0.93896890625
274,2336.9406654290633,3819,False,128.0,0.9383721875
275,2689.6437409036457,4039,False,130.0,0.93774109375
276,2423.173482693946,3778,False,133.0,0.93715078125
277,2449.956033345411,4119,False,124.0,0.9365071875
278,2246.917936760152,4012,False,125.0,0.9358803125
279,2226.300829909404,4104,False,123.0,0.9352390625
280,210.75201952133585,555,False,-135.0,0.93515234375
281,3233.231068894662,5899,False,120.0,0.934230625
282,142.50776219644715,508,False,-132.0,0.93415125
283,115.95973219625125,403,False,-134.0,0.93408828125
284,526.5825203445548,1007,False,123.0,0.9339309375
285,353.7031422461536,875,False,121.0,0.93379421875
286,103.1243718677942,341,False,-143.0,0.9337409375000001
287,457.4584435637828,914,False,130.0,0.933598125
288,1365.6022801095492,2692,False,121.0,0.9331775
289,223.698715758915,893,False,-125.0,0.9330379687500001
290,928.6681851428765,2434,False,122.0,0.9326576562500001
291,134.8963308743841,518,False,-131.0,0.93257671875
292,2244.820285723995,3596,False,131.0,0.93201484375
293,2283.3170682093396,3403,False,129.0,0.9314831250000001
294,239.83466097671084,594,False,-136.0,0.9313903125
295,151.39222960234235,440,False,-141.0,0.9313215625
296,777.9518536803818,1918,False,117.0,0.931021875
297,273.8279911630813,784,False,-129.0,0.9308993750000001
298,1879.0153092882017,4068,False,129.0,0.9302637500000001
299,3235.9028567270025,6211,False,126.0,0.92929328125
300,2379.2180254689947,3723,False,130.0,0.9287115625
301,281.29215394558946,742,False,-129.0,0.928595625
302,464.5683173997681,1110,False,-132.0,0.9284221875
303,1459.7237820674025,2674,False,121.0,0.928004375
304,2657.390082233913,4398,False,123.0,0.9273171875
305,109.93980981204288,359,False,-141.0,0.92726109375
306,2462.0826862616764,4181,False,121.0,0.9266078125
307,712.6837934101201,1332,False,119.0,0.9263996875
308,117.82727091454967,411,False,-140.0,0.92633546875
309,1612.8645629929292,2925,False,122.0,0.9258784375
310,498.2393452429417,2928,False,117.0,0.9254209375
311,2677.2546083221823,4172,False,124.0,0.9247690625
312,1687.008796372294,3152,False,124.0,0.9242765625
313,149.73688823562975,509,False,-134.0,0.92419703125
314,307.4049144459342,1322,False,-120.0,0.92399046875
315,224.34132320663093,572,False,-137.0,0.92390109375
316,2306.2991951640865,3810,False,128.0,0.9233057812500001
317,1067.663536795011,1654,False,134.0,0.92304734375
318,123.26152962927628,420,False,-138.0,0.92298171875
319,153.56405204114193,472,False,-138.0,0.92290796875
320,1254.8544658726285,2459,False,119.0,0.9225237500000001
321,1122.846951716802,2682,False,123.0,0.9221046875000001
322,179.14492548845158,558,False,-133.0,0.9220174999999999
323,151.81814574567437,462,False,-136.0,0.9219453125
324,2415.672709128056,3608,False,125.0,0.9213815625
325,1897.8548445701128,3630,False,119.0,0.920814375
326,204.9456397397928,555,False,-138.0,0.9207276562500001
327,2022.4565856459435,2955,False,119.0,0.9202659375000001
328,4699.051220240832,7613,False,-183.0,0.9190764062500001
329,2699.659444750368,4259,False,121.0,0.9184109375
330,176.34467423420188,667,False,-127.0,0.91830671875
331,283.0584915772853,804,False,-126.0,0.9181810937500001
332,3324.468503631073,6258,False,119.0,0.91720328125
333,3444.6608700774595,5749,False,120.0,0.9163049999999999
334,3983.4202316542883,6106,False,118.0,0.9153509375
335,219.14552619686333,698,False,-129.0,0.915241875
336,2295.166323054845,4224,False,125.0,0.9145818750000001
337,3102.6850942976007,4616,False,124.0,0.913860625
338,145.54919520740356,509,False,-134.0,0.9137810937499999
339,2798.0619628240347,4466,False,118.0,0.91308328125
340,134.54364990825377,446,False,-132.0,0.9130135937499999
341,3052.311359959814,4432,False,126.0,0.91232109375
342,2532.0863941137286,4637,False,132.0,0.9115965625
343,149.32232793198776,472,False,-137.0,0.9115228125
344,2893.050523747781,5018,False,128.0,0.9107387499999999
345,3028.830369141378,4522,False,122.0,0.9100321874999999
346,119.34319167470915,395,False,-134.0,0.90997046875
347,2686.1647939058776,4081,False,127.0,0.9093328125000001
348,2597.4336787745956,4491,False,120.0,0.90863109375
349,4500.775830379359,8103,False,-180.0,0.9073650000000001
350,2834.683052973241,4468,False,136.0,0.906666875
351,117.72540959724932,382,False,-136.0,0.9066071875
352,2921.15166494347,4258,False,120.0,0.905941875
353,3373.1093076958914,5196,False,123.0,0.90513
354,1594.0271976480271,2310,False,128.0,0.9047690625
355,4026.500204026056,6306,False,130.0,0.9037837500000001
356,129.3892062110503,435,False,-133.0,0.90371578125
357,5464.886570013578,8155,False,-189.0,0.9024415625000001
358,219.43415661187575,719,False,-126.0,0.90232921875
359,4740.890233080619,7662,False,-39.0,0.9011320312500001
360,1341.7258416097677,2067,False,125.0,0.9008090625
361,3164.2830530155425,7832,False,-47.0,0.8995853125
362,2895.3594685114044,4326,False,125.0,0.898909375
363,2518.386632120717,3755,False,128.0,0.89832265625
364,3465.1582152187693,4994,False,132.0,0.89754234375
365,352.57996976979894,821,False,-135.0,0.8974140625
366,271.067754148514,615,False,-136.0,0.89731796875
367,193.67185205238982,560,False,-133.0,0.89723046875
368,3131.258670621786,4790,False,119.0,0.89648203125
369,4827.336226089254,7510,False,-46.0,0.89530859375
370,171.21813814227755,665,False,-125.0,0.8952046874999999
371,2782.785140674354,4153,False,123.0,0.89455578125
372,101.74268203647156,344,False,-145.0,0.8945020312499999
373,158.5481337906111,535,False,-134.0,0.8944184374999999
374,120.27537910431997,430,False,-131.0,0.8943512499999999
375,341.38557880283787,721,False,-142.0,0.89423859375
376,2792.1549059505496,4209,False,123.0,0.8935809375
377,139.3796652375022,403,False,-140.0,0.8935179687499999
378,147.39996671393035,425,False,-140.0,0.8934515624999999
379,5488.219072243604,8058,False,-48.0,0.8921924999999999
380,4974.445781294392,7201,False,-172.0,0.8910673437500001
381,3924.4448756209167,6202,False,119.0,0.89009828125
382,289.11424117212965,784,False,-129.0,0.88997578125
383,5056.444159441071,7631,False,-191.0,0.8887834375
384,4295.823384855353,6073,False,129.0,0.88783453125
385,5327.76769502173,7669,False,-42.0,0.88663625
386,219.52946772488642,722,False,-126.0,0.8865234375
387,229.2414542002678,607,False,-133.0,0.88642859375
388,4786.114899463827,7250,False,-192.0,0.88529578125
389,823.1069138962625,1877,False,-127.0,0.8850024999999999
390,3727.3583955701392,5276,False,122.0,0.8841781249999999
391,186.76072386111602,502,False,-141.0,0.8840996875
392,4944.347709667281,7948,False,-179.0,0.8828578125
393,6014.620764973577,8250,False,-42.0,0.88156875
394,3418.1436136373813,4914,False,125.0,0.8808009375
395,165.95726161573234,496,False,-134.0,0.8807234374999999
396,2913.238029422978,4449,False,122.0,0.88002828125
397,181.8338828028311,645,False,-129.0,0.8799275
398,934.1973737147132,1719,False,118.0,0.87965890625
399,5283.300891977407,7529,False,-42.0,0.8784824999999999
400,160.1627221333021,647,False,-129.0,0.8783814062499999
401,404.46710016613434,918,False,-133.0,0.8782379687499999
402,4975.229229965129,8015,False,-43.0,0.876985625
403,4677.395218708461,6717,False,124.0,0.87593609375
404,209.8528742419738,566,False,-136.0,0.8758476562499999
405,251.46960686649606,646,False,-133.0,0.8757467187500001
406,5380.592110000509,8085,False,-44.0,0.8744834375
407,265.50860973967673,767,False,-132.0,0.8743635937500001
408,151.72440194258985,497,False,-134.0,0.8742859375
409,5754.913001539172,7973,False,-45.0,0.8730401562500001
410,257.73395168293416,720,False,-136.0,0.87292765625
411,5755.026977427536,7829,False,-38.0,0.871704375
412,5166.6853121193535,7782,False,-181.0,0.8704884375
413,5525.779126019407,7676,False,127.0,0.8692890625
414,5551.836261121526,7936,False,-176.0,0.8680490625
415,5471.5425998549235,7480,False,-38.0,0.8668803125
416,15326.004616395214,22187,False,138.0,0.86341359375
417,10841.313940268414,15943,False,132.0,0.8609225
418,3805.682377834776,5385,False,119.0,0.86008109375
419,147.64258275540487,507,False,-128.0,0.860001875
420,173.9120766306417,707,False,-125.0,0.8598914062499999
421,5761.0758683420445,7881,False,-183.0,0.85866
422,5748.285630707026,7999,False,-49.0,0.8574101562499999
423,6021.286216452378,8735,False,-189.0,0.8560453125
424,175.54265058902843,533,False,-135.0,0.85596203125
425,16395.518823181566,22432,False,136.0,0.8524570312499999
426,5994.489271011896,8358,False,-44.0,0.8511510937500001
427,418.40725639913745,1475,False,-119.0,0.8509206250000001
428,16398.855047798254,22595,False,146.0,0.84739015625
429,6093.404401852322,8317,False,-42.0,0.846090625
430,5482.739373620043,7727,False,-184.0,0.84488328125
431,5230.244072018637,7544,False,-42.0,0.84370453125
432,5894.3809950811055,8007,False,-148.0,0.8424534375
433,369.1165007265766,904,False,115.0,0.8423121874999999
434,15566.131468526803,21971,False,138.0,0.83887921875
435,5827.227250653436,7991,False,-51.0,0.8376306250000001
436,262.5744834401894,602,False,-134.0,0.8375365625
437,6060.305649643297,8224,False,-44.0,0.8362515625
438,5869.811806916498,8057,False,-50.0,0.8349926562500001
439,5974.887165255453,8440,False,-37.0,0.83367390625
440,159.3875726573054,602,False,-134.0,0.8335798437499999
441,16396.307391794962,21833,False,139.0,0.8301684375
442,16780.408949550278,22190,False,139.0,0.82670125
443,5938.210747817586,8033,False,-58.0,0.82544609375
444,11086.35867793851,15925,True,-6.0,0.8229578125
445,204.73917539794397,626,False,-135.0,0.8228599999999999
446,11345.38250111129,15967,True,7.0,0.82036515625
447,15865.155879061207,21698,False,140.0,0.81697484375
448,6876.793624716964,9395,False,-51.0,0.8155068750000001
449,17338.796688470742,22509,False,142.0,0.8119898437499999
450,17145.55185780878,22231,False,143.0,0.80851625
451,5907.400104694117,7950,False,-54.0,0.8072740625
452,4323.089772208968,5864,False,-135.0,0.8063578125
453,16710.871999233907,21667,False,134.0,0.8029723437499999
454,12396.32749476171,16240,True,0.0,0.80043484375
455,12456.031079951747,16234,True,2.0,0.79789828125
456,11897.305393243576,15364,True,4.0,0.79549765625
457,17536.065352801117,22975,False,135.0,0.7919078125000001
458,12128.866327238793,15476,True,6.0,0.7894896874999999
459,16374.692032086685,21550,False,138.0,0.7861225000000001
460,12867.59662119124,16387,True,5.0,0.78356203125
461,15333.24983042074,20828,False,130.0,0.78030765625
462,16436.400337225645,21391,False,142.0,0.7769653125
463,340.83992520078584,853,False,-134.0,0.77683203125
464,7183.066159782741,9382,False,-186.0,0.77536609375
465,5301.447040104084,6945,False,129.0,0.7742809375
466,7605.888037385127,9729,True,3.0,0.77276078125
467,16469.609483547098,21126,False,134.0,0.76945984375
468,12627.984591138278,15964,True,-1.0,0.76696546875
469,11917.796022161769,15645,True,-3.0,0.7645209374999999
470,12264.394301234428,15511,True,2.0,0.76209734375
471,17271.63630235391,22644,False,133.0,0.7585592187500001
472,7575.447950893693,9992,True,-12.0,0.7569979687499999
473,12273.835759122474,15698,True,2.0,0.7545451562500001
474,12496.819466690891,15838,True,-6.0,0.7520704687499999
475,7608.03557096857,9614,True,-5.0,0.75056828125
476,16306.407769455118,20943,False,137.0,0.7472959375
477,6552.227348829682,8806,False,-181.0,0.74592
478,16510.034598067672,21119,False,136.0,0.7426201562500001
479,5558.493182417466,7436,False,-54.0,0.74145828125
480,7418.741298818041,9572,True,-1.0,0.7399626562499999
481,7185.750661870612,9385,True,1.0,0.73849625
482,16617.674700411877,21322,False,146.0,0.7351646875
483,16999.993988719012,22140,True,69.0,0.7317053124999999
484,17670.713641934446,22354,True,6.0,0.7282124999999999
485,12984.75125644089,16335,True,-3.0,0.72566015625
486,17385.556463709014,22272,False,150.0,0.7221801562500001
487,12633.000497034376,15854,True,-1.0,0.7197029687500001
488,11510.181951423572,14557,True,-2.0,0.7174284375
489,16361.225624551029,21014,False,130.0,0.714145
490,13181.187016901156,16554,True,1.0,0.7115584374999999
491,12780.06177703104,16071,True,-1.0,0.70904734375
492,7263.233987353177,9206,True,-1.0,0.70760890625
493,12830.992004860283,16076,True,-1.0,0.70509703125
494,11762.642073174196,14745,True,-4.0,0.7027931250000001
495,7230.121134113713,9132,True,0.0,0.70136625
496,11958.518203328842,14966,True,1.0,0.6990278125
497,12151.919518752213,15288,True,1.0,0.6966390625000001
498,12220.739746349804,15352,True,0.0,0.6942403125000001
499,7389.693315211553,9291,True,-2.0,0.69278859375
500,15711.415984442821,20097,False,133.0,0.6896484375
501,17794.678592206375,22579,True,4.0,0.68612046875
502,17215.622381792666,21829,True,31.0,0.6827096875
503,7759.486216002697,9713,True,-2.0,0.6811920312499999
504,6999.111976162912,8787,True,-12.0,0.6798190625
505,7225.223798134049,9081,True,0.0,0.6784001562499999
506,17303.35757273148,21848,True,13.0,0.6749864062500001
507,12419.571961998365,15612,True,2.0,0.67254703125
508,7296.802726535416,9270,True,1.0,0.6710985937499999
509,16740.5210243743,21098,True,-1.0,0.66780203125
510,12220.449856841795,15256,True,-3.0,0.66541828125
511,17014.64043009837,21429,True,6.0,0.6620700000000002
512,12228.86028547796,15497,True,-3.0,0.6596485937500001
513,16437.553907237634,20732,True,2.0,0.65640921875
514,16870.32134351068,21167,True,3.0,0.6531018749999999
515,16962.8461454582,21171,True,6.0,0.64979390625
516,16602.714215334036,20848,True,-2.0,0.6465364062500001
517,11757.929292276343,14699,True,1.0,0.6442396875
518,16899.50053756425,21191,True,1.0,0.64092859375
519,17498.88625784765,21860,True,0.0,0.63751296875
520,7759.111520401952,9706,True,-5.0,0.6359964062500001
