Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Speed
1,0.7925954937003554,0.7925954937003554,0.5,0.0,-1.0,0.002387342508882284
2,0.7925533866882325,1.585148880388588,0.5,0.0,-1.0,0.0013346672058105469
3,0.7925213638297283,2.3776702442183164,0.5,0.0,-1.0,0.0005340957432053983
4,0.7925066288007657,3.170176873019082,0.5,0.0,-1.0,0.00016572001914028078
5,0.7925206840527245,3.9626975570718064,0.5,0.0,-1.0,0.0005171013181097806
6,0.7925001468668598,4.755197703938666,0.5,0.0,-1.0,3.671671493066242e-06
7,0.7925014575971,5.547699161535767,0.5,0.0,-1.0,3.643992749857716e-05
8,0.7925132102961653,6.340212371831932,0.5,0.0,-1.0,0.0003302574041299522
9,0.7925031993884478,7.13271557122038,0.5,0.0,-1.0,7.998471119208261e-05
10,0.7925125614157879,7.9252281326361675,0.5,0.0,-1.0,0.00031403539469465613
11,0.7962338742613794,8.721462006897546,0.5,0.0,-1.0,0.09334685653448105
12,0.8181083583831789,9.539570365280726,0.5,0.0,-1.0,0.6402089595794678
13,0.8266578197479248,10.366228185028652,0.5,0.0,-1.0,0.8539454936981201
14,0.8300161910057069,11.196244376034358,0.5,0.0,-1.0,0.9379047751426697
15,0.8402279329299928,12.03647230896435,0.5,0.0,0.0,1.005698323249817
16,0.8449705839157104,12.881442892880061,0.5,0.0,0.0,1.1242645978927612
17,0.8475441694259644,13.728987062306025,0.5,0.0,0.0,1.1886042356491089
18,0.8502071809768678,14.579194243282894,0.5,0.0,0.0,1.255179524421692
19,0.8453121614456178,15.424506404728511,0.5,0.0,1.0,1.320304036140442
20,0.8483425474166871,16.2728489521452,0.5,0.0,1.0,1.3960636854171753
21,0.8512543201446534,17.124103272289855,0.5,0.0,1.0,1.468858003616333
22,0.8470291137695313,17.971132386059384,0.5,0.0,2.0,1.5507278442382812
23,0.8496273851394653,18.82075977119885,0.5,0.0,2.0,1.6156846284866333
24,0.8451816987991334,19.665941469997986,0.5,0.0,3.0,1.6920424699783325
25,0.8493847942352296,20.515326264233217,0.5,0.0,3.0,1.7971198558807373
26,0.8441977214813232,21.35952398571454,0.5,0.0,4.0,1.854943037033081
27,0.8478684329986572,22.207392418713194,0.5,0.0,4.0,1.9467108249664307
28,0.8430365467071534,23.05042896542035,0.5,0.0,5.0,2.013413667678833
29,0.8378065204620362,23.888235485882383,0.5,0.0,6.0,2.0701630115509033
30,0.8409021377563477,24.72913762363873,0.5,0.0,6.0,2.1475534439086914
31,0.8440816497802734,25.573219273419006,0.5,0.0,6.0,2.227041244506836
32,0.8392022705078126,26.41242154392682,0.5,0.0,7.0,2.2925567626953125
33,0.835895118713379,27.248316662640196,0.5,0.0,8.0,2.3973779678344727
34,0.8324901390075684,28.080806801647764,0.5,0.0,9.0,2.499753475189209
35,0.8281267452239991,28.908933546871765,0.5,0.0,10.0,2.5781686305999756
36,0.8312158775329591,29.740149424404724,0.5,0.0,10.0,2.6553969383239746
37,0.8234946621788872,30.56364408658361,0.5,0.01,11.0,2.719310998916626
38,0.8194488991631401,31.383092985746753,0.5,0.01,12.0,2.805666923522949
39,0.8231636036766901,32.20625658942345,0.5,0.01,12.0,2.8985345363616943
40,0.8195768059624566,33.0258333953859,0.5,0.01,13.0,2.9963645935058594
41,0.8219171322716607,33.84775052765756,0.5,0.01,13.0,3.054872751235962
42,0.8175868500603571,34.66533737771792,0.5,0.01,14.0,3.134115695953369
43,0.8218708504570855,35.48720822817501,0.5,0.01,14.0,3.241215705871582
44,0.8177303112877741,36.30493853946278,0.5,0.01,15.0,3.325202226638794
45,0.8208816899193658,37.12582022938215,0.5,0.01,15.0,3.403986692428589
46,0.8173715485466853,37.94319177792884,0.5,0.01,16.0,3.5037331581115723
47,0.8216672314537896,38.764859009382626,0.5,0.01,16.0,3.6111252307891846
48,0.8183710755242242,39.58323008490685,0.5,0.01,17.0,3.716221332550049
49,0.8216948498619927,40.40492493476884,0.5,0.01,17.0,3.7993156909942627
50,0.8252728451622857,41.23019777993113,0.5,0.01,17.0,3.888765573501587
51,0.8216525639428034,42.05185034387394,0.5,0.01,18.0,3.9857585430145264
52,0.8253742112053766,42.877224555079316,0.5,0.01,18.0,4.078799724578857
53,0.8214442337883845,43.6986687888677,0.5,0.01,19.0,4.168050289154053
54,0.8250968254937068,44.52376561436141,0.5,0.01,19.0,4.259365081787109
55,0.8285170830620661,45.352282697423476,0.5,0.01,19.0,4.344871520996094
56,0.8243243492974175,46.176607046720896,0.5,0.01,20.0,4.427553176879883
57,0.827528256310357,47.004135303031255,0.5,0.01,20.0,4.507650852203369
58,0.8309182442559135,47.83505354728717,0.5,0.01,20.0,4.592400550842285
59,0.826482457054986,48.66153600434215,0.5,0.01,21.0,4.669005870819092
60,0.8295749749077692,49.491110979249925,0.5,0.01,21.0,4.746318817138672
61,0.8324474610222712,50.323558440272194,0.5,0.01,21.0,4.818130970001221
62,0.8357277573479547,51.15928619762015,0.5,0.01,21.0,4.9001383781433105
63,0.8309351052178278,51.99022130283797,0.5,0.01,22.0,4.967822074890137
64,0.8322222222222222,52.822443525060194,0.5,0.01,22.0,5.0457048416137695
65,0.8322222222222222,53.654665747282415,0.5,0.01,22.0,5.057986259460449
66,0.8322222222222222,54.486887969504636,0.5,0.01,22.0,5.075240135192871
67,0.8322222222222222,55.31911019172686,0.5,0.01,22.0,5.076182842254639
68,0.8316802681816948,56.15079045990855,0.5,0.01,22.0,4.986451148986816
69,0.8247222222222224,56.97551268213077,0.5,0.01,23.0,5.125165939331055
70,0.8322222222222222,57.80773490435299,0.5,0.01,22.0,5.042801380157471
71,0.8322222222222222,58.63995712657521,0.5,0.01,22.0,5.137402057647705
72,0.8322222222222222,59.47217934879743,0.5,0.01,22.0,5.042991638183594
73,0.8322222222222222,60.30440157101965,0.5,0.01,22.0,5.0488409996032715
74,0.8322222222222222,61.136623793241874,0.5,0.01,22.0,5.2118611335754395
75,0.8322222222222222,61.968846015464095,0.5,0.01,22.0,5.131414413452148
76,0.8322222222222222,62.801068237686316,0.5,0.01,22.0,5.070714950561523
77,0.8397222222222223,63.64079045990854,0.5,0.01,21.0,5.067927360534668
78,0.8622222222222222,64.50301268213076,0.5,0.01,18.0,5.036111354827881
79,0.8697222222222223,65.37273490435298,0.5,0.01,17.0,5.3569207191467285
80,0.8472222222222223,66.21995712657521,0.5,0.01,20.0,5.372558116912842
81,0.8547222222222224,67.07467934879743,0.5,0.01,19.0,5.290430545806885
82,0.9147222222222222,67.98940157101966,0.5,0.01,11.0,5.308096408843994
83,0.8875,68.87690157101966,0.5,0.0,15.0,5.287506103515625
84,0.8997222222222223,69.77662379324188,0.5,0.01,13.0,5.259201526641846
85,0.8725,70.64912379324188,0.5,0.0,17.0,5.27849817276001
86,0.8472222222222223,71.49634601546411,0.5,0.01,20.0,5.2752604484558105
87,0.8472222222222223,72.34356823768634,0.5,0.01,20.0,5.2809624671936035
88,0.8472222222222223,73.19079045990857,0.5,0.01,20.0,5.310563087463379
89,0.8547222222222224,74.04551268213079,0.5,0.01,19.0,5.368836879730225
90,0.8547222222222224,74.90023490435301,0.5,0.01,19.0,5.375158309936523
91,0.8622222222222222,75.76245712657524,0.5,0.01,18.0,5.407090187072754
92,0.8622222222222222,76.62467934879747,0.5,0.01,18.0,5.483273506164551
93,0.8697222222222223,77.4944015710197,0.5,0.01,17.0,5.485207557678223
94,0.8697222222222223,78.36412379324192,0.5,0.01,17.0,5.537571907043457
95,0.8772222222222223,79.24134601546413,0.5,0.01,16.0,5.562745571136475
96,0.8847222222222222,80.12606823768635,0.5,0.01,15.0,5.577949047088623
97,0.8847222222222222,81.01079045990858,0.5,0.01,15.0,5.61653470993042
98,0.8922222222222222,81.9030126821308,0.5,0.01,14.0,5.673631191253662
99,0.8997222222222223,82.80273490435302,0.5,0.01,13.0,5.690411567687988
100,0.8997222222222223,83.70245712657524,0.5,0.01,13.0,5.741929054260254
101,0.9072222222222224,84.60967934879746,0.5,0.01,12.0,5.788338661193848
102,0.9147222222222222,85.52440157101968,0.5,0.01,11.0,5.8007426261901855
103,0.9147222222222222,86.4391237932419,0.5,0.01,11.0,5.860544204711914
104,0.9222222222222223,87.36134601546412,0.5,0.01,10.0,5.879575729370117
105,0.9297222222222223,88.29106823768635,0.5,0.01,9.0,5.907406330108643
106,0.9372222222222222,89.22829045990856,0.5,0.01,8.0,5.934663772583008
107,0.9447222222222222,90.17301268213079,0.5,0.01,7.0,5.9741435050964355
108,0.9522222222222223,91.12523490435301,0.5,0.01,6.0,6.042537689208984
109,0.9522222222222223,92.07745712657523,0.5,0.01,6.0,6.035328388214111
110,0.9597222222222224,93.03717934879745,0.5,0.01,5.0,6.09886360168457
111,0.9672222222222222,94.00440157101967,0.5,0.01,4.0,6.13704776763916
112,0.9747222222222223,94.9791237932419,0.5,0.01,3.0,6.180464744567871
113,0.9822222222222223,95.96134601546412,0.5,0.01,2.0,6.19801664352417
