Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Speed
1,0.7921018642447889,0.7921018642447889,0.5,0.01,-1.0,0.002546606119722128
2,0.7920486114481464,1.5841504756929354,0.5,0.01,-1.0,0.001215286203660071
3,0.7920185504904949,2.3761690261834305,0.5,0.01,-1.0,0.0004637622623704374
4,0.7920076755520422,3.1681767017354727,0.5,0.01,-1.0,0.00019188880105502903
5,0.7920061798107345,3.9601828815462072,0.5,0.01,-1.0,0.00015449526836164296
6,0.7920101039884613,4.752192985534668,0.5,0.01,-1.0,0.00025259971152991056
7,0.7920022006988002,5.544195186233468,0.5,0.01,-1.0,5.501747000380419e-05
8,0.7920150871276855,6.336210273361154,0.5,0.01,-1.0,0.0003771781921386719
9,0.7920003246439883,7.128210598005142,0.5,0.01,-1.0,8.116099706967361e-06
10,0.7920004302997695,7.920211028304911,0.5,0.01,-1.0,1.0757494237623177e-05
11,0.7920022918703326,8.712213320175245,0.5,0.01,-1.0,5.7296758313896134e-05
12,0.8022704024314881,9.514483722606732,0.5,0.01,-1.0,0.2567600607872009
13,0.817394561290741,10.331878283897472,0.5,0.01,-1.0,0.6348640322685242
14,0.8229602212905884,11.15483850518806,0.5,0.01,-1.0,0.7740055322647095
15,0.8293999357223512,11.984238440910412,0.5,0.01,-1.0,0.9349983930587769
16,0.8314497919082642,12.815688232818676,0.5,0.01,-1.0,0.986244797706604
17,0.8355337448120117,13.651221977630687,0.5,0.01,-1.0,1.088343620300293
18,0.8460800743103027,14.49730205194099,0.5,0.01,0.0,1.1520018577575684
19,0.8490248537063599,15.34632690564735,0.5,0.01,0.0,1.2256213426589966
20,0.8518564271926881,16.19818333284004,0.5,0.01,0.0,1.2964106798171997
21,0.8548637056350709,17.05304703847511,0.5,0.01,0.0,1.37159264087677
22,0.8579813098907472,17.911028348365857,0.5,0.01,0.0,1.4495327472686768
23,0.8598208808898926,18.77084922925575,0.5,0.01,0.0,1.4955220222473145
24,0.8552023906707764,19.626051619926525,0.5,0.01,1.0,1.5800597667694092
25,0.85692591381073,20.482977533737255,0.5,0.01,1.0,1.6231478452682495
26,0.8593046398162842,21.34228217355354,0.5,0.01,1.0,1.6826159954071045
27,0.8614164371490479,22.203698610702588,0.5,0.01,1.0,1.7354109287261963
28,0.864624273300171,23.06832288400276,0.5,0.01,1.0,1.8156068325042725
29,0.8599608936309815,23.92828377763374,0.5,0.01,2.0,1.8990223407745361
30,0.8622715034484864,24.790555281082227,0.5,0.01,2.0,1.9567875862121582
31,0.8654774227142334,25.65603270379646,0.5,0.01,2.0,2.036935567855835
32,0.868847002029419,26.524879705825878,0.5,0.01,2.0,2.1211750507354736
33,0.8710548439025879,27.395934549728466,0.5,0.01,2.0,2.1763710975646973
34,0.865378480911255,28.26131303063972,0.5,0.01,3.0,2.234462022781372
35,0.8694006786346437,29.130713709274364,0.5,0.01,3.0,2.335016965866089
36,0.8723453674316408,30.003059076706005,0.5,0.01,3.0,2.4086341857910156
37,0.8676654319763185,30.870724508682326,0.5,0.01,4.0,2.491635799407959
38,0.8709378890991212,31.741662397781447,0.5,0.01,4.0,2.5734472274780273
39,0.8652177524566651,32.60688015023811,0.5,0.01,5.0,2.630443811416626
40,0.8685343742370606,33.47541452447517,0.5,0.01,5.0,2.7133593559265137
41,0.8718677234649659,34.347282247940136,0.5,0.01,5.0,2.7966930866241455
42,0.8753615856170655,35.2226438335572,0.5,0.01,5.0,2.8840396404266357
43,0.8778690814971924,36.100512915054395,0.5,0.01,5.0,2.9467270374298096
44,0.8726407928466797,36.973153707901076,0.5,0.01,6.0,3.016019821166992
45,0.8756039829254151,37.84875769082649,0.5,0.01,6.0,3.090099573135376
46,0.8792690677642823,38.72802675859077,0.5,0.01,6.0,3.1817266941070557
47,0.8825494976043702,39.610576256195145,0.5,0.01,6.0,3.263737440109253
48,0.8865604133605958,40.49713666955574,0.5,0.01,6.0,3.3640103340148926
49,0.8852600898742677,41.38239675943001,0.5,0.01,7.0,3.5315022468566895
50,0.8877801933288576,42.27017695275887,0.5,0.01,7.0,3.5945048332214355
51,0.8917747631072999,43.16195171586617,0.5,0.01,7.0,3.694369077682495
52,0.8950480594635011,44.056999775329665,0.5,0.01,7.0,3.7762014865875244
53,0.8910824069976808,44.94808218232735,0.5,0.01,8.0,3.8770601749420166
54,0.8943486270904542,45.8424308094178,0.5,0.01,8.0,3.9587156772613525
