Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Speed
1,0.7931478378288447,0.7931478378288447,0.5,0.0,-1.0,0.0036959457211196423
2,0.7930352142332121,1.5861830520620568,0.5,0.0,-1.0,0.0008803558303043246
3,0.7930672885868698,2.3792503406489267,0.5,0.0,-1.0,0.0016822146717458963
4,0.7930025159839423,3.172252856632869,0.5,0.0,-1.0,6.289959856076166e-05
5,0.7930229095458052,3.9652757661786744,0.5,0.0,-1.0,0.0005727386451326311
6,0.7930305778486654,4.75830634402734,0.5,0.0,-1.0,0.000764446216635406
7,0.793000341044979,5.551306685072319,0.5,0.0,-1.0,8.526124474883545e-06
8,0.7930074626918648,6.344314147764184,0.5,0.0,-1.0,0.00018656729662325233
9,0.793023016356863,7.137337164121047,0.5,0.0,-1.0,0.0005754089215770364
10,0.7930274494173936,7.9303646135384405,0.5,0.0,-1.0,0.0006862354348413646
11,0.793005996322725,8.723370609861165,0.5,0.0,-1.0,0.00014990806812420487
12,0.793011642074678,9.516382251935843,0.5,0.0,-1.0,0.0002910518669523299
13,0.7930082370755261,10.309390489011369,0.5,0.0,-1.0,0.00020592688815668225
14,0.7999391357898712,11.10932962480124,0.5,0.0,-1.0,0.1734783947467804
15,0.817617519378662,11.926947144179902,0.5,0.0,-1.0,0.6154379844665527
16,0.8231141595840453,12.750061303763948,0.5,0.0,-1.0,0.7528539896011353
17,0.8266728358268737,13.57673413959082,0.5,0.0,-1.0,0.8418208956718445
18,0.8391531658172606,14.41588730540808,0.5,0.0,0.0,0.9788291454315186
19,0.8401246070861815,15.256011912494262,0.5,0.0,0.0,1.003115177154541
20,0.8429529857635497,16.09896489825781,0.5,0.0,0.0,1.0738246440887451
21,0.845533628463745,16.944498526721556,0.5,0.0,0.0,1.138340711593628
22,0.847413945198059,17.791912471919616,0.5,0.0,0.0,1.185348629951477
23,0.844587471961975,18.636499943881592,0.5,0.0,1.0,1.2896867990493774
24,0.8479988317489623,19.484498775630556,0.5,0.0,1.0,1.37497079372406
25,0.8503545312881469,20.334853306918703,0.5,0.0,1.0,1.4338632822036743
26,0.8441982803344726,21.179051587253177,0.5,0.0,2.0,1.4549570083618164
27,0.8498229274749755,22.02887451472815,0.5,0.0,2.0,1.5955731868743896
28,0.8442109193801879,22.87308543410834,0.5,0.0,3.0,1.6302729845046997
29,0.8486867704391479,23.721772204547488,0.5,0.0,3.0,1.7421692609786987
30,0.8439716501235961,24.565743854671084,0.5,0.0,4.0,1.7992912530899048
31,0.8474648923873901,25.413208747058473,0.5,0.0,4.0,1.8866223096847534
32,0.8430986785888672,26.25630742564734,0.5,0.0,5.0,1.9524669647216797
33,0.8467460060119629,27.1030534316593,0.5,0.0,5.0,2.0436501502990723
34,0.8450244979858398,27.94807792964514,0.5,0.0,6.0,2.175612449645996
35,0.8396323165893553,28.787710246234496,0.5,0.0,7.0,2.2158079147338867
36,0.8431118068695067,29.630822053104005,0.5,0.0,7.0,2.302795171737671
37,0.8376810207366943,30.4685030738407,0.5,0.0,8.0,2.3420255184173584
38,0.8373490161895751,31.305852090030275,0.5,0.0,9.0,2.50872540473938
39,0.8272941186692978,32.13314620869957,0.5,0.01,10.0,2.571241855621338
40,0.8240190370347765,32.957165245734345,0.5,0.01,11.0,2.664364814758301
41,0.8253694112565783,33.782534656990926,0.5,0.01,11.0,2.6981241703033447
42,0.8265364034440782,34.60907106043501,0.5,0.01,11.0,2.7272989749908447
43,0.822153924730089,35.431224985165095,0.5,0.01,12.0,2.7927370071411133
44,0.8242157209184434,36.25544070608354,0.5,0.01,12.0,2.8442819118499756
45,0.8264693963792589,37.0819101024628,0.5,0.01,12.0,2.9006237983703613
46,0.8210359781053331,37.902946080568135,0.5,0.01,13.0,2.939788341522217
47,0.8232854001786973,38.72623148074683,0.5,0.01,13.0,2.9960238933563232
48,0.8260201089647081,39.55225158971154,0.5,0.01,13.0,3.064391613006592
49,0.8288171594407824,40.38106874915232,0.5,0.01,13.0,3.1343178749084473
50,0.8258179853227403,41.20688673447506,0.5,0.01,14.0,3.2343385219573975
51,0.8285956952836778,42.035482429758744,0.5,0.01,14.0,3.303781270980835
52,0.823787505891588,42.85926993565033,0.5,0.01,15.0,3.358576536178589
53,0.8269221380021837,43.686192073652514,0.5,0.01,15.0,3.4369423389434814
54,0.8304195096757677,44.516611583328284,0.5,0.01,15.0,3.524376630783081
55,0.8255718763139512,45.342183459642236,0.5,0.01,16.0,3.578185796737671
56,0.8287030275132921,46.17088648715553,0.5,0.01,16.0,3.6564645767211914
57,0.8253140485551622,46.99620053571069,0.5,0.01,17.0,3.7467401027679443
58,0.8280991113450792,47.824299647055774,0.5,0.01,17.0,3.816366672515869
59,0.831023792054918,48.655323439110695,0.5,0.01,17.0,3.889483690261841
60,0.8336887395646837,49.48901217867538,0.5,0.01,17.0,3.9561073780059814
61,0.8365727174546983,50.32558489613008,0.5,0.01,17.0,4.028206825256348
62,0.8320658319261339,51.15765072805622,0.5,0.01,18.0,4.090534687042236
63,0.834961759355333,51.99261248741155,0.5,0.01,18.0,4.162932872772217
64,0.837620794084337,52.830233281495886,0.5,0.01,18.0,4.2294087409973145
65,0.8335513017442491,53.66378458324014,0.5,0.01,19.0,4.302671432495117
66,0.8362555406358506,54.50004012387599,0.5,0.01,19.0,4.370277404785156
67,0.8377636049058702,55.337803728781864,0.5,0.01,19.0,4.4079790115356445
68,0.8423254487779405,56.180129177559806,0.5,0.01,19.0,4.522025108337402
69,0.837528550889757,57.017657728449564,0.5,0.01,20.0,4.5771026611328125
70,0.8399421861436632,57.85759991459323,0.5,0.01,20.0,4.637443542480469
71,0.8422999933030871,58.69989990789632,0.5,0.01,20.0,4.6963887214660645
72,0.8448125245836047,59.54471243247992,0.5,0.01,20.0,4.759202003479004
73,0.8402554567125108,60.38496788919243,0.5,0.01,21.0,4.82027530670166
74,0.8428209550645616,61.22778884425699,0.5,0.01,21.0,4.88441276550293
75,0.8452142198350694,62.07300306409206,0.5,0.01,21.0,4.944244384765625
76,0.8474444444444443,62.920447508536505,0.5,0.01,21.0,5.003859519958496
77,0.8474444444444443,63.767891952980946,0.5,0.01,21.0,5.064521312713623
78,0.8473937471177843,64.61528570009872,0.5,0.01,21.0,4.998732566833496
79,0.8474444444444443,65.46273014454317,0.5,0.01,21.0,5.046247959136963
80,0.8474444444444443,66.31017458898762,0.5,0.01,21.0,5.05864953994751
81,0.847083326127794,67.15725791511541,0.5,0.01,21.0,4.99097204208374
