Step,Reward,Accumulated reward,Velocity,Steer,Deviation,Speed
1,0.9961328125,0.9961328125,6.5,-0.16,1.0,0.0
2,0.9961328125,1.992265625,6.5,-0.16,1.0,0.0031090639531612396
3,0.9961328125,2.9883984375,6.5,-0.16,1.0,0.0016871643019840121
4,0.9961328125,3.98453125,6.5,-0.16,1.0,0.0014029120793566108
5,0.9961328125,4.9806640625,6.5,-0.16,1.0,0.0007549666916020215
6,0.9961328125,5.976796875,6.5,-0.16,1.0,0.0002614974800962955
7,0.9961328125,6.9729296875,6.5,-0.16,1.0,0.00017243385082110763
8,0.9961328125,7.9690625,6.5,-0.16,1.0,4.624368011718616e-05
9,0.9961328125,8.9651953125,6.5,-0.16,1.0,0.0001639175316086039
10,0.9961328125,9.961328125000001,6.5,-0.16,1.0,0.3602064549922943
11,0.9961328125,10.957460937500002,6.5,-0.16,1.0,0.7480068206787109
12,1.0,11.957460937500002,6.5,-0.16,0.0,1.043617606163025
13,0.992265625,12.949726562500002,6.5,-0.16,2.0,1.3179988861083984
14,0.9806640625,13.930390625000003,6.5,-0.14,5.0,1.5949515104293823
15,0.9690625,14.899453125000003,6.5,-0.14,8.0,1.8621898889541626
16,0.9541276041666668,15.85358072916667,4.5,-0.12,11.0,2.1684393882751465
17,0.9386588541666667,16.792239583333338,4.5,-0.12,15.0,2.558807849884033
18,0.9231901041666667,17.715429687500006,4.5,-0.12,19.0,2.9183452129364014
19,0.9077213541666667,18.623151041666674,4.5,-0.12,23.0,3.3804516792297363
20,0.8883854166666667,19.51153645833334,4.5,-0.12,28.0,3.7747247219085693
21,0.8668489583333333,20.37838541666667,5.5,0.06,34.0,4.101343154907227
22,0.8475130208333332,21.225898437500003,5.5,0.06,39.0,4.413054466247559
23,0.8359114583333332,22.061809895833335,5.5,0.06,42.0,4.771618366241455
24,0.8359114583333332,22.897721354166666,5.5,0.06,42.0,5.099916458129883
25,0.8359114583333332,23.733632812499998,5.5,0.06,42.0,5.324120044708252
26,0.8359114583333332,24.56954427083333,5.5,0.06,42.0,5.243527889251709
27,0.8397786458333333,25.409322916666664,5.5,0.06,41.0,5.13393497467041
28,0.8397786458333333,26.249101562499998,5.5,0.06,41.0,5.033512115478516
29,0.8453125,27.094414062499997,6.5,0.12000000000000005,40.0,5.074792385101318
30,0.8491796875,27.943593749999998,6.5,0.12000000000000005,39.0,5.095927715301514
31,0.8569140625,28.800507812499998,6.5,0.12000000000000005,37.0,5.1729416847229
32,0.868515625,29.669023437499998,6.5,0.12000000000000005,34.0,5.186232089996338
33,0.8801171875,30.549140625,6.5,0.12000000000000005,31.0,5.203310012817383
34,0.899453125,31.44859375,6.5,0.12000000000000005,26.0,5.202700138092041
35,0.914921875,32.363515625,6.5,0.12000000000000005,22.0,5.680614948272705
36,0.9342578125,33.2977734375,6.5,0.12000000000000005,17.0,6.285462379455566
37,0.95359375,34.2513671875,6.5,0.12000000000000005,12.0,6.781341552734375
38,0.9883984375,35.239765625000004,6.5,0.12000000000000005,3.0,6.84495210647583
39,0.9651953125,36.204960937500005,6.5,-0.16,9.0,6.7192182540893555
40,0.9265234375,37.13148437500001,6.5,-0.16,19.0,6.563223838806152
41,0.9110546875,38.042539062500005,6.5,-0.16,23.0,6.3525824546813965
42,0.914921875,38.9574609375,6.5,-0.16,22.0,6.331841468811035
43,0.9342578125,39.89171875,6.5,-0.16,17.0,6.196220874786377
44,0.961328125,40.853046875000004,6.5,-0.16,10.0,5.733821868896484
45,0.98453125,41.83757812500001,6.5,-0.16,4.0,5.450003623962402
46,0.992265625,42.82984375000001,6.5,-0.16,2.0,5.252244472503662
47,0.9651953125,43.79503906250001,6.5,-0.16,9.0,5.172455310821533
48,0.938125,44.73316406250001,6.5,0.12000000000000005,16.0,5.120906829833984
49,0.9110546875,45.64421875000001,6.5,0.12000000000000005,23.0,5.1236491203308105
50,0.89171875,46.53593750000001,6.5,0.12000000000000005,28.0,5.228480815887451
51,0.8955859375,47.43152343750001,6.5,0.12000000000000005,27.0,5.315711498260498
52,0.9071875,48.33871093750001,6.5,0.12000000000000005,24.0,5.301616191864014
53,0.92265625,49.261367187500014,6.5,0.12000000000000005,20.0,5.704289436340332
54,0.938125,50.19949218750001,6.5,0.12000000000000005,16.0,6.45741605758667
55,0.9574609375,51.156953125000015,6.5,0.12000000000000005,11.0,7.030026435852051
56,0.9806640625,52.13761718750001,6.5,0.12000000000000005,5.0,7.338395595550537
57,0.9883984375,53.126015625000015,6.5,0.12000000000000005,3.0,7.326741695404053
58,0.9574609375,54.08347656250002,6.5,-0.16,11.0,7.19596529006958
59,0.930390625,55.01386718750002,6.5,-0.16,18.0,6.955677509307861
60,0.914921875,55.928789062500016,6.5,-0.16,22.0,6.687105178833008
61,0.92265625,56.85144531250002,6.5,-0.16,20.0,6.5423688888549805
62,0.938125,57.78957031250002,6.5,-0.16,16.0,6.511782646179199
63,0.9574609375,58.74703125000002,6.5,-0.16,11.0,6.036940097808838
64,0.9883984375,59.73542968750002,6.5,-0.16,3.0,5.610557556152344
65,0.9883984375,60.723828125000026,6.5,-0.16,3.0,5.309181213378906
66,0.9729296875,61.696757812500024,6.5,-0.16,7.0,5.124935626983643
67,0.914921875,62.61167968750002,6.5,-0.14,22.0,5.2134881019592285
68,0.8861848958333333,63.49786458333335,5.5,0.06,29.0,5.285763740539551
69,0.8668489583333333,64.36471354166669,5.5,0.06,34.0,5.355840682983398
70,0.8552473958333333,65.21996093750002,5.5,0.06,37.0,5.428680896759033
71,0.8497135416666667,66.0696744791667,4.5,0.14,38.0,5.389341354370117
72,0.8458463541666666,66.91552083333336,4.5,0.14,39.0,5.162901401519775
73,0.8381119791666667,67.75363281250003,4.5,0.14,41.0,4.008132457733154
74,0.8436458333333333,68.59727864583336,5.5,0.06,40.0,2.3863134384155273
75,0.853046875,69.45032552083336,6.5,0.12000000000000005,38.0,2.7968802452087402
76,0.8569140625,70.30723958333336,6.5,0.12000000000000005,37.0,3.1435115337371826
77,0.8646484375,71.17188802083335,6.5,0.12000000000000005,35.0,3.744776725769043
78,0.8801171875,72.05200520833336,6.5,0.12000000000000005,31.0,4.0941481590271
79,0.8955859375,72.94759114583336,6.5,0.12000000000000005,27.0,4.408149242401123
80,0.9033203125,73.85091145833336,6.5,0.12000000000000005,25.0,4.828921318054199
81,0.92265625,74.77356770833336,6.5,0.12000000000000005,20.0,5.238431930541992
82,0.9419921875,75.71555989583337,6.5,0.12000000000000005,15.0,5.5040154457092285
83,0.9651953125,76.68075520833337,6.5,0.12000000000000005,9.0,5.550488471984863
84,0.992265625,77.67302083333337,6.5,0.12000000000000005,2.0,5.534804821014404
85,0.992265625,78.66528645833337,6.5,0.12000000000000005,2.0,5.560497760772705
