Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Speed
1,0.7874969257148396,0.7874969257148396,0.5,0.01,-1.0,0.0013120317598804832
2,0.7874615623256604,1.5749584880405,0.5,0.01,-1.0,0.00042794703040272
3,0.7874548129820679,2.362413301022568,0.5,0.01,-1.0,0.00025921344058588147
4,0.7874812379609275,3.1498945389834954,0.5,0.01,-1.0,0.0009198379120789468
5,0.787497643447895,3.9373921824313904,0.5,0.01,-1.0,0.0013299750862643123
6,0.7874988191401999,4.72489100157159,0.5,0.01,-1.0,0.0013593673938885331
7,0.7875080352569412,5.512399036828532,0.5,0.01,-1.0,0.0015897703124210238
8,0.7874858760614362,6.299884912889968,0.5,0.01,-1.0,0.0010357904247939587
9,0.7874906488195476,7.087375561709515,0.5,0.01,-1.0,0.0011551093775779009
10,0.787522104048584,7.874897665758099,0.5,0.01,-1.0,0.0019414901034906507
11,0.7874490861689619,8.66234675192706,0.5,0.01,-1.0,0.00011604311293922365
12,0.7874687692420039,9.449815521169064,0.5,0.01,-1.0,0.0006081199389882386
13,0.7874831790700036,10.237298700239068,0.5,0.01,-1.0,0.0009683656389825046
14,0.7874851148402732,11.02478381507934,0.5,0.01,-1.0,0.0010167598957195878
15,0.78744872453466,11.812232539614,0.5,0.01,-1.0,0.0001070022553903982
16,0.787454878022144,12.599687417636144,0.5,0.01,-1.0,0.0002608394424896687
17,0.7874698583376076,13.38715727597375,0.5,0.01,-1.0,0.0006353473290801048
18,0.787454379061418,14.174611655035168,0.5,0.01,-1.0,0.00024836542434059083
19,0.7874490283754485,14.962060683410616,0.5,0.01,-1.0,0.00011459827510407194
20,0.7874559451839369,15.749516628594552,0.5,0.01,-1.0,0.00028751848731189966
21,0.7874643914950493,16.536981020089602,0.5,0.01,-1.0,0.0004986762651242316
22,0.787455243470794,17.324436263560397,0.5,0.01,-1.0,0.00026997565873898566
23,0.7874567882322654,18.111893051792663,0.5,0.01,-1.0,0.0003085946955252439
24,0.7874540950563451,18.899347146849006,0.5,0.01,-1.0,0.00024126529751811177
25,0.787447544458445,19.68679469130745,0.5,0.01,-1.0,7.750035001663491e-05
26,0.7981089349057939,20.484903626213246,0.5,0.01,-1.0,0.2666122615337372
27,0.8103575308587816,21.295261157072026,0.5,0.01,-1.0,0.572827160358429
28,0.8165415985849168,22.111802755656942,0.5,0.01,-1.0,0.7274288535118103
29,0.8230052264001634,22.934807982057105,0.5,0.01,-1.0,0.8890195488929749
30,0.8322450831201341,23.76705306517724,0.5,0.01,0.0,0.9450159668922424
31,0.8387939431932236,24.605847008370464,0.5,0.01,0.0,1.1087374687194824
32,0.840260026719835,25.4461070350903,0.5,0.01,0.0,1.1453895568847656
33,0.8405468299653794,26.28665386505568,0.5,0.01,0.0,1.1525596380233765
34,0.8429409101274278,27.129594775183108,0.5,0.01,0.0,1.212411642074585
35,0.846822960641649,27.976417735824757,0.5,0.01,0.0,1.3094629049301147
36,0.8478851630952623,28.82430289892002,0.5,0.01,0.0,1.3360179662704468
37,0.8514616372850206,29.67576453620504,0.5,0.01,0.0,1.4254298210144043
38,0.8526246955659654,30.528389231771005,0.5,0.01,0.0,1.454506278038025
39,0.8545452525880601,31.382934484359065,0.5,0.01,0.0,1.502520203590393
40,0.856495197084215,32.23942968144328,0.5,0.01,0.0,1.5512688159942627
41,0.8586053445604112,33.09803502600369,0.5,0.01,0.0,1.60402250289917
42,0.8604275634553696,33.95846258945906,0.5,0.01,0.0,1.6495779752731323
43,0.8622307374742295,34.82069332693329,0.5,0.01,0.0,1.694657325744629
44,0.8646434667375352,35.68533679367082,0.5,0.01,0.0,1.7549755573272705
45,0.8654243734147813,36.550761167085604,0.5,0.01,0.0,1.7744982242584229
46,0.8664240386750962,37.4171852057607,0.5,0.01,0.0,1.7994898557662964
47,0.8680526712205675,38.28523787698127,0.5,0.01,0.0,1.8402056694030762
48,0.8698703744676378,39.15510825144891,0.5,0.01,0.0,1.885648250579834
49,0.8645235021379258,40.019631753586836,0.5,0.01,1.0,1.9269764423370361
50,0.8662328298356797,40.88586458342252,0.5,0.01,1.0,1.9697096347808838
51,0.8677228410508897,41.75358742447341,0.5,0.01,1.0,2.006959915161133
52,0.8691731508043077,42.62276057527772,0.5,0.01,1.0,2.043217658996582
53,0.8709457357194688,43.49370631099718,0.5,0.01,1.0,2.0875322818756104
54,0.8714023549821641,44.36510866597935,0.5,0.01,1.0,2.098947763442993
55,0.8727402551439073,45.23784892112326,0.5,0.01,1.0,2.1323952674865723
56,0.8734819371965196,46.11133085831978,0.5,0.01,1.0,2.15093731880188
57,0.8755927522447373,46.98692361056452,0.5,0.01,1.0,2.203707695007324
58,0.8699977433946396,47.85692135395916,0.5,0.01,2.0,2.238832473754883
59,0.8321918375227186,48.68911319148188,0.3,0.08,2.0,2.265907049179077
60,0.8324727995130751,49.52158599099496,0.3,0.08,2.0,2.2729310989379883
61,0.8396421148512099,50.361228105846166,0.3,0.08,1.0,2.2771639823913574
62,0.8854707315233018,51.246698837369465,0.5,0.01,0.0,2.2756571769714355
63,0.8857361676957872,52.132435005065254,0.5,0.01,0.0,2.2822930812835693
64,0.885963847902086,53.01839885296734,0.5,0.01,0.0,2.28798508644104
65,0.8867658021714951,53.90516465513883,0.5,0.01,0.0,2.3080339431762695
66,0.8877231958177354,54.79288785095657,0.5,0.01,0.0,2.3319687843322754
67,0.8893888929155137,55.68227674387208,0.5,0.01,0.0,2.3736112117767334
68,0.8899490049150255,56.572225748787105,0.5,0.01,0.0,2.3876140117645264
69,0.889864518907335,57.46209026769444,0.5,0.01,0.0,2.3855018615722656
70,0.8838943631913926,58.34598463088584,0.5,0.01,1.0,2.411247968673706
71,0.8854569871690537,59.231441618054895,0.5,0.01,1.0,2.4503135681152344
72,0.887125640657213,60.118567258712105,0.5,0.01,1.0,2.492029905319214
73,0.8880763776567246,61.00664363636883,0.5,0.01,1.0,2.515798330307007
74,0.8894835908677843,61.89612722723661,0.5,0.01,1.0,2.550978660583496
75,0.8907916410234239,62.78691886826004,0.5,0.01,1.0,2.5836799144744873
76,0.8920898683336046,63.679008736593644,0.5,0.01,1.0,2.616135597229004
77,0.8929505403306749,64.57195927692432,0.5,0.01,1.0,2.6376523971557617
78,0.8941110761430527,65.46607035306737,0.5,0.01,1.0,2.66666579246521
79,0.8950278623369005,66.36109821540427,0.5,0.01,1.0,2.6895854473114014
80,0.8963895471360948,67.25748776254036,0.5,0.01,1.0,2.7236275672912598
81,0.8906979120042589,68.14818567454462,0.5,0.01,2.0,2.7563366889953613
82,0.898577466752794,69.04676314129742,0.5,0.01,1.0,2.7783255577087402
83,0.892467769410875,69.93923091070829,0.5,0.01,2.0,2.8005831241607666
84,0.8933297956254747,70.83256070633377,0.5,0.01,2.0,2.822133779525757
85,0.8946621167924669,71.72722282312623,0.5,0.01,2.0,2.8554418087005615
86,0.8960432565477159,72.62326607967394,0.5,0.01,2.0,2.889970302581787
87,0.8973881566789415,73.52065423635288,0.5,0.01,2.0,2.9235928058624268
88,0.8987470758226183,74.4194013121755,0.5,0.01,2.0,2.9575657844543457
89,0.8997455251481797,75.31914683732367,0.5,0.01,2.0,2.982527017593384
90,0.9012365281846788,76.22038336550835,0.5,0.01,2.0,3.0198020935058594
91,0.9023378885057237,77.12272125401408,0.5,0.01,2.0,3.0473361015319824
92,0.9032979429033067,78.02601919691739,0.5,0.01,2.0,3.0713374614715576
93,0.9046918714311387,78.93071106834853,0.5,0.01,2.0,3.1061856746673584
94,0.9065737283494737,79.837284796698,0.5,0.01,2.0,3.1532320976257324
95,0.908049987581041,80.74533478427904,0.5,0.01,2.0,3.190138578414917
96,0.9091347921159532,81.65446957639499,0.5,0.01,2.0,3.2172586917877197
97,0.9037015645768907,82.55817114097188,0.5,0.01,3.0,3.2564280033111572
98,0.9052607553270128,83.46343189629889,0.5,0.01,3.0,3.295407772064209
99,0.9133633458879259,84.37679524218682,0.5,0.01,2.0,3.322972536087036
100,0.9083898847368027,85.28518512692362,0.5,0.01,3.0,3.37363600730896
101,0.9094709413316514,86.19465606825527,0.5,0.01,3.0,3.400662422180176
102,0.9105290811326768,87.10518514938795,0.5,0.01,3.0,3.4271159172058105
103,0.9120872133043076,88.01727236269225,0.5,0.01,3.0,3.466069221496582
104,0.9131936280992295,88.93046599079149,0.5,0.01,3.0,3.493729591369629
105,0.9143326776292588,89.84479866842075,0.5,0.01,3.0,3.5222058296203613
106,0.91545584848192,90.76025451690268,0.5,0.01,3.0,3.5502851009368896
107,0.9165829961564805,91.67683751305916,0.5,0.01,3.0,3.5784637928009033
108,0.918162318971422,92.59499983203058,0.5,0.01,3.0,3.6179468631744385
109,0.9193155496385362,93.51431538166912,0.5,0.01,3.0,3.646777629852295
110,0.9204644792344835,94.4347798609036,0.5,0.01,3.0,3.6755008697509766
111,0.9215674798753526,95.35634734077895,0.5,0.01,3.0,3.703075885772705
112,0.9231599347856309,96.27950727556458,0.5,0.01,3.0,3.742887258529663
113,0.9247002809312608,97.20420755649585,0.5,0.01,3.0,3.78139591217041
114,0.9258192842271592,98.130026840723,0.5,0.01,3.0,3.809370994567871
115,0.9273615281846788,99.05738836890768,0.5,0.01,3.0,3.8479270935058594
116,0.9284640805986192,99.9858524495063,0.5,0.01,3.0,3.87549090385437
117,0.9299934690263535,100.91584591853265,0.5,0.01,3.0,3.9137256145477295
118,0.9316028039720322,101.84744872250468,0.5,0.01,3.0,3.9539589881896973
119,0.9337400453355577,102.78118876784023,0.5,0.01,3.0,4.007390022277832
120,0.9417805040147569,103.72296927185499,0.5,0.01,2.0,4.0334014892578125
121,0.9432727754380967,104.6662420472931,0.5,0.01,2.0,4.070708274841309
122,0.9448145807054308,105.61105662799852,0.5,0.01,2.0,4.109253406524658
123,0.9463161599900987,106.55737278798863,0.5,0.01,2.0,4.146792888641357
124,0.9477829301622178,107.50515571815085,0.5,0.01,2.0,4.183462142944336
125,0.948848966386583,108.45400468453742,0.5,0.01,2.0,4.210113048553467
126,0.9504318750169541,109.40443655955438,0.5,0.01,2.0,4.249685764312744
127,0.9515140092637803,110.35595056881816,0.5,0.01,2.0,4.276739120483398
128,0.9525539338853624,111.30850450270353,0.5,0.01,2.0,4.302737236022949
129,0.9540552842881944,112.26255978699172,0.5,0.01,2.0,4.34027099609375
130,0.9555804384019639,113.21814022539368,0.5,0.01,2.0,4.378399848937988
131,0.9570583093431261,114.17519853473681,0.5,0.01,2.0,4.415346622467041
132,0.9659389741685654,115.14113750890537,0.5,0.01,1.0,4.462363243103027
133,0.9669795282151964,116.10811703712056,0.5,0.01,1.0,4.488377094268799
134,0.9688532693650987,117.07697030648566,0.5,0.01,1.0,4.535220623016357
135,0.9704853875901963,118.04745569407586,0.5,0.01,1.0,4.576023578643799
136,0.9715663774278428,119.01902207150371,0.5,0.01,1.0,4.603048324584961
137,0.9736829431321886,119.9927050146359,0.5,0.01,1.0,4.6559624671936035
138,0.9747159250047471,120.96742093964065,0.5,0.01,1.0,4.681787014007568
139,0.9761948449876573,121.9436157846283,0.5,0.01,1.0,4.718760013580322
140,0.9778005464341905,122.9214163310625,0.5,0.01,1.0,4.758902549743652
141,0.9788500077989366,123.90026633886144,0.5,0.01,1.0,4.785139083862305
142,0.9799663598802354,124.88023269874168,0.5,0.01,1.0,4.813047885894775
143,0.9884892823961046,125.86872198113778,0.5,0.01,0.0,4.851120948791504
144,0.9895466592576768,126.85826864039547,0.5,0.01,0.0,4.8775553703308105
145,0.9914842393663194,127.84975287976178,0.5,0.01,0.0,4.925994873046875
146,0.9929429414537218,128.8426958212155,0.5,0.01,0.0,4.962462425231934
147,0.9943551423814562,129.83705096359697,0.5,0.01,0.0,4.997767448425293
148,0.9874444444444445,130.8244954080414,0.5,0.01,-1.0,5.032901763916016
149,0.9874444444444445,131.81193985248584,0.5,0.01,-1.0,5.05741548538208
150,0.9874444444444445,132.79938429693027,0.5,0.01,-1.0,5.0905442237854
151,0.9874444444444445,133.7868287413747,0.5,0.01,-1.0,5.071516513824463
152,0.9874444444444445,134.77427318581914,0.5,0.01,-1.0,5.058220863342285
153,0.9804444444444443,135.7547176302636,0.5,0.01,-2.0,5.064646244049072
154,0.9804444444444443,136.73516207470806,0.5,0.01,-2.0,5.080855846405029
155,0.9804444444444443,137.71560651915252,0.5,0.01,-2.0,5.090370178222656
156,0.9734444444444444,138.68905096359697,0.5,0.01,-3.0,5.096106052398682
157,0.9734444444444444,139.66249540804142,0.5,0.01,-3.0,5.113680839538574
158,0.9734444444444444,140.63593985248588,0.5,0.01,-3.0,5.143998622894287
159,0.9734444444444444,141.60938429693033,0.5,0.01,-3.0,5.152773380279541
160,0.9664444444444443,142.57582874137478,0.5,0.01,-4.0,5.179916858673096
161,0.9664444444444443,143.54227318581923,0.5,0.01,-4.0,5.1972737312316895
162,0.9664444444444443,144.50871763026367,0.5,0.01,-4.0,5.246113300323486
163,0.9594444444444444,145.46816207470812,0.5,0.01,-5.0,5.281116962432861
164,0.9594444444444444,146.42760651915256,0.5,0.01,-5.0,5.310669898986816
165,0.9524444444444443,147.380050963597,0.5,0.01,-6.0,5.360775947570801
166,0.9524444444444443,148.33249540804144,0.5,0.01,-6.0,5.373803615570068
167,0.9454444444444444,149.27793985248587,0.5,0.01,-7.0,5.3974833488464355
168,0.9384444444444443,150.21638429693033,0.5,0.01,-8.0,5.420862674713135
169,0.9439999999999998,151.16038429693032,0.5,0.0,-8.0,5.458444595336914
170,0.9439999999999998,152.1043842969303,0.5,0.0,-8.0,5.472923278808594
171,0.9244444444444443,153.02882874137475,0.5,0.01,-10.0,5.493278980255127
172,0.9229999999999999,153.95182874137475,0.5,0.0,-11.0,5.545889377593994
173,0.9369999999999999,154.88882874137477,0.5,0.0,-9.0,5.561994552612305
174,0.9439999999999998,155.83282874137475,0.5,0.0,-8.0,5.618282794952393
175,0.9369999999999999,156.76982874137477,0.5,0.0,-9.0,5.622344017028809
176,0.9299999999999998,157.69982874137477,0.5,0.0,-10.0,5.646326541900635
177,0.9299999999999998,158.62982874137478,0.5,0.0,-10.0,5.692550182342529
178,0.9299999999999998,159.5598287413748,0.5,0.0,-10.0,5.721222400665283
179,0.9369999999999999,160.4968287413748,0.5,0.0,-9.0,5.731265544891357
180,0.9299999999999998,161.4268287413748,0.5,0.0,-10.0,5.770010471343994
181,0.9369999999999999,162.36382874137482,0.5,0.0,-9.0,5.7863593101501465
182,0.951,163.3148287413748,0.5,0.0,-7.0,5.795311450958252
183,0.9384444444444443,164.25327318581927,0.5,0.01,-8.0,5.787073612213135
184,0.9299999999999998,165.18327318581927,0.5,0.0,-10.0,5.85568904876709
185,0.916,166.09927318581927,0.5,0.0,-12.0,5.898614883422852
186,0.9299999999999998,167.02927318581928,0.5,0.0,-10.0,5.917613983154297
187,0.9369999999999999,167.9662731858193,0.5,0.0,-9.0,5.9593119621276855
188,0.9439999999999998,168.91027318581928,0.5,0.0,-8.0,5.980356693267822
189,0.951,169.86127318581927,0.5,0.0,-7.0,5.988227844238281
190,0.951,170.81227318581927,0.5,0.0,-7.0,6.017124652862549
191,0.951,171.76327318581926,0.5,0.0,-7.0,6.02261209487915
192,0.9439999999999998,172.70727318581925,0.5,0.0,-8.0,6.029184341430664
193,0.9439999999999998,173.65127318581924,0.5,0.0,-8.0,6.0591511726379395
194,0.9439999999999998,174.59527318581922,0.5,0.0,-8.0,6.087121963500977
195,0.951,175.54627318581922,0.5,0.0,-7.0,6.110905647277832
196,0.951,176.4972731858192,0.5,0.0,-7.0,6.151062488555908
197,0.9454444444444444,177.44271763026364,0.5,0.01,-7.0,6.175072193145752
198,0.9454444444444444,178.38816207470808,0.5,0.01,-7.0,6.184220790863037
199,0.9454444444444444,179.3336065191525,0.5,0.01,-7.0,6.2024455070495605
200,0.951,180.2846065191525,0.5,0.0,-7.0,6.198293209075928
201,0.9439999999999998,181.2286065191525,0.5,0.0,-8.0,6.2091383934021
202,0.9439999999999998,182.17260651915248,0.5,0.0,-8.0,6.2390828132629395
203,0.9439999999999998,183.11660651915247,0.5,0.0,-8.0,6.258449077606201
204,0.9439999999999998,184.06060651915246,0.5,0.0,-8.0,6.289266586303711
205,0.9439999999999998,185.00460651915245,0.5,0.0,-8.0,6.320651531219482
206,0.9439999999999998,185.94860651915243,0.5,0.0,-8.0,6.328856468200684
207,0.9439999999999998,186.89260651915242,0.5,0.0,-8.0,6.356965065002441
208,0.9439999999999998,187.8366065191524,0.5,0.0,-8.0,6.344482898712158
209,0.9439999999999998,188.7806065191524,0.5,0.0,-8.0,6.373253345489502
210,0.9439999999999998,189.7246065191524,0.5,0.0,-8.0,6.40595817565918
211,0.9439999999999998,190.66860651915238,0.5,0.0,-8.0,6.433030605316162
212,0.9439999999999998,191.61260651915237,0.5,0.0,-8.0,6.454531192779541
213,0.9439999999999998,192.55660651915235,0.5,0.0,-8.0,6.478992462158203
214,0.9439999999999998,193.50060651915234,0.5,0.0,-8.0,6.487926006317139
215,0.9439999999999998,194.44460651915233,0.5,0.0,-8.0,6.514967441558838
216,0.951,195.39560651915232,0.5,0.0,-7.0,6.535477638244629
217,0.9454444444444444,196.34105096359676,0.5,0.01,-7.0,6.570978164672852
218,0.9454444444444444,197.2864954080412,0.5,0.01,-7.0,6.580635070800781
219,0.9454444444444444,198.23193985248562,0.5,0.01,-7.0,6.602227687835693
220,0.9454444444444444,199.17738429693006,0.5,0.01,-7.0,6.61444091796875
221,0.9384444444444443,200.11582874137451,0.5,0.01,-8.0,6.610362529754639
222,0.9439999999999998,201.0598287413745,0.5,0.0,-8.0,6.600841522216797
223,0.9439999999999998,202.0038287413745,0.5,0.0,-8.0,6.591884613037109
224,0.9439999999999998,202.94782874137448,0.5,0.0,-8.0,6.6201887130737305
225,0.9439999999999998,203.89182874137447,0.5,0.0,-8.0,6.639907360076904
226,0.9439999999999998,204.83582874137446,0.5,0.0,-8.0,6.644578456878662
227,0.951,205.78682874137445,0.5,0.0,-7.0,6.697206497192383
228,0.951,206.73782874137444,0.5,0.0,-7.0,6.706540584564209
229,0.9454444444444444,207.68327318581888,0.5,0.01,-7.0,6.716659069061279
230,0.9454444444444444,208.6287176302633,0.5,0.01,-7.0,6.718184947967529
231,0.9454444444444444,209.57416207470774,0.5,0.01,-7.0,6.721733093261719
232,0.9454444444444444,210.51960651915218,0.5,0.01,-7.0,6.760263919830322
