Step,Reward,Accumulated reward,Velocity,Steer,Deviation,Speed
1,0.9961328125,0.9961328125,6.5,-0.16,1.0,0.0
2,0.9961328125,1.992265625,6.5,-0.16,1.0,0.0027835273649543524
3,0.9961328125,2.9883984375,6.5,-0.16,1.0,0.001960916444659233
4,0.9961328125,3.98453125,6.5,-0.16,1.0,0.0011907672742381692
5,0.9961328125,4.9806640625,6.5,-0.16,1.0,0.0006353855133056641
6,0.9961328125,5.976796875,6.5,-0.16,1.0,0.0005854701739735901
7,0.9961328125,6.9729296875,6.5,-0.16,1.0,0.0
8,0.9961328125,7.9690625,6.5,-0.16,1.0,0.0002646541397552937
9,0.9961328125,8.9651953125,6.5,-0.16,1.0,0.4338736832141876
10,1.0,9.9651953125,6.5,-0.16,0.0,0.8168094754219055
11,0.9961328125,10.961328125000001,6.5,-0.16,1.0,1.2054154872894287
12,0.9883984375,11.949726562500002,6.5,-0.16,3.0,1.6764005422592163
13,0.9690625,12.918789062500002,6.5,-0.14,8.0,2.064861297607422
14,0.9386588541666667,13.857447916666668,4.5,-0.12,15.0,2.5025529861450195
15,0.9231901041666667,14.780638020833335,4.5,-0.12,19.0,2.9669435024261475
16,0.9038541666666667,15.684492187500002,4.5,-0.12,24.0,3.432183027267456
17,0.8806510416666667,16.56514322916667,4.5,-0.12,30.0,3.8015499114990234
18,0.8629817708333333,17.428125,5.5,0.06,35.0,4.175731658935547
19,0.8397786458333333,18.267903645833336,5.5,0.06,41.0,4.438626289367676
20,0.8281770833333333,19.09608072916667,5.5,0.06,44.0,4.786084175109863
21,0.8243098958333333,19.920390625000003,5.5,0.06,45.0,5.103610038757324
22,0.8243098958333333,20.744700520833337,5.5,0.06,45.0,5.295676231384277
23,0.8243098958333333,21.56901041666667,5.5,0.06,45.0,5.186476230621338
24,0.8281770833333333,22.397187500000005,5.5,0.06,44.0,5.103701591491699
25,0.8281770833333333,23.225364583333338,5.5,0.06,44.0,4.988617897033691
26,0.8281770833333333,24.05354166666667,5.5,0.06,44.0,5.064061164855957
27,0.8337109375,24.887252604166672,6.5,0.12000000000000005,43.0,5.091968059539795
28,0.837578125,25.724830729166673,6.5,0.12000000000000005,42.0,5.0057220458984375
29,0.8491796875,26.574010416666674,6.5,0.12000000000000005,39.0,5.341588020324707
30,0.86078125,27.434791666666673,6.5,0.12000000000000005,36.0,5.360915184020996
31,0.8801171875,28.314908854166674,6.5,0.12000000000000005,31.0,5.373697280883789
32,0.89171875,29.206627604166673,6.5,0.12000000000000005,28.0,5.388946533203125
33,0.914921875,30.121549479166674,6.5,0.12000000000000005,22.0,6.136982440948486
34,0.9342578125,31.055807291666675,6.5,0.12000000000000005,17.0,6.842591762542725
35,0.9729296875,32.02873697916667,6.5,0.12000000000000005,7.0,7.007454872131348
36,0.9883984375,33.017135416666676,6.5,0.12000000000000005,3.0,6.905829429626465
37,0.945859375,33.962994791666674,6.5,0.12000000000000005,14.0,6.741759300231934
38,0.9060546875,34.86904947916668,3.5,0.18,23.0,6.525970935821533
39,0.8723828125,35.741432291666676,6.5,-0.16,33.0,6.333022594451904
40,0.82984375,36.57127604166668,6.5,-0.16,44.0,5.99397611618042
41,0.79890625,37.37018229166668,6.5,-0.16,52.0,5.4043288230896
42,0.8027734375,38.17295572916668,6.5,-0.16,51.0,5.101231098175049
43,0.814375,38.98733072916668,6.5,-0.16,48.0,5.0702338218688965
44,0.8337109375,39.82104166666668,6.5,-0.16,43.0,5.247836112976074
45,0.853046875,40.67408854166668,6.5,-0.16,38.0,5.2948994636535645
46,0.8723828125,41.54647135416668,6.5,-0.16,33.0,5.470843315124512
47,0.899453125,42.44592447916668,6.5,-0.16,26.0,5.447780609130859
48,0.92265625,43.36858072916668,6.5,-0.16,20.0,5.974847316741943
49,0.961328125,44.32990885416668,6.5,-0.16,10.0,6.8547892570495605
50,0.992265625,45.322174479166684,6.5,-0.16,2.0,7.266712188720703
51,0.9342578125,46.256432291666684,6.5,-0.16,17.0,7.201611042022705
52,0.8900520833333333,47.146484375000014,5.5,0.06,28.0,6.903855323791504
53,0.8436458333333333,47.99013020833335,5.5,0.06,40.0,6.716023921966553
54,0.8204427083333333,48.81057291666668,5.5,0.06,46.0,6.332996368408203
55,0.8359114583333332,49.646484375000014,5.5,0.06,42.0,5.973292827606201
56,0.8303776041666667,50.47686197916668,4.5,0.14,43.0,5.148916721343994
57,0.8342447916666667,51.31110677083335,4.5,0.14,42.0,3.9497454166412354
58,0.8265104166666667,52.13761718750001,4.5,0.14,44.0,2.77909517288208
59,0.8359114583333332,52.97352864583335,5.5,0.06,42.0,2.9226348400115967
60,0.8475130208333332,53.82104166666668,5.5,0.06,39.0,3.120652914047241
61,0.8591145833333333,54.68015625000001,5.5,0.06,36.0,3.3882057666778564
62,0.8574479166666668,55.537604166666675,4.5,0.14,36.0,3.7367796897888184
63,0.8574479166666668,56.39505208333334,4.5,0.14,36.0,4.018261909484863
64,0.8613151041666667,57.256367187500004,4.5,0.14,35.0,4.303759574890137
65,0.8690494791666667,58.12541666666667,4.5,0.14,33.0,4.418933868408203
66,0.9132552083333333,59.038671875000006,5.5,0.06,22.0,4.398569107055664
67,0.9193229166666667,59.95799479166667,4.5,0.14,20.0,4.323942184448242
68,0.9171223958333333,60.8751171875,5.5,-0.2,21.0,4.236682891845703
69,0.925390625,61.8005078125,3.5,0.18,18.0,4.1600518226623535
70,0.9137890625,62.714296875,3.5,0.18,21.0,4.0404887199401855
71,0.909921875,63.624218750000004,3.5,0.18,22.0,3.826643705368042
72,0.9342578125,64.5584765625,6.5,0.12000000000000005,17.0,3.581214189529419
73,0.9408593749999999,65.4993359375,3.5,0.18,14.0,3.4563112258911133
74,0.961328125,66.4606640625,6.5,0.12000000000000005,10.0,3.2833962440490723
75,0.98453125,67.4451953125,6.5,0.12000000000000005,4.0,3.1552624702453613
76,0.9961328125,68.441328125,6.5,0.12000000000000005,1.0,3.082257032394409
77,0.9806640625,69.4219921875,6.5,0.12000000000000005,5.0,3.2555315494537354
78,0.9452604166666667,70.36725260416667,1.5,0.07999999999999996,12.0,3.611410617828369
79,0.9220572916666667,71.28930989583333,1.5,0.07999999999999996,18.0,3.9431605339050293
80,0.9027213541666667,72.19203125,1.5,0.07999999999999996,23.0,3.88647723197937
81,0.8833854166666667,73.07541666666667,1.5,0.07999999999999996,28.0,3.6894304752349854
82,0.8717838541666667,73.94720052083333,1.5,0.07999999999999996,31.0,3.1915817260742188
83,0.8569140625,74.80411458333333,6.5,-0.16,37.0,2.8864402770996094
84,0.8453125,75.64942708333334,6.5,-0.16,40.0,2.6020991802215576
85,0.8414453125,76.49087239583334,6.5,-0.16,41.0,2.4961206912994385
86,0.8491796875,77.34005208333333,6.5,-0.16,39.0,2.5465705394744873
87,0.8569140625,78.19696614583333,6.5,-0.16,37.0,2.767237901687622
88,0.8723828125,79.06934895833334,6.5,-0.16,33.0,3.134922504425049
89,0.883984375,79.95333333333333,6.5,-0.16,30.0,3.5966598987579346
90,0.9033203125,80.85665364583333,6.5,-0.16,25.0,4.122193813323975
91,0.930390625,81.78704427083333,6.5,-0.16,18.0,4.56332540512085
92,0.95359375,82.74063802083333,6.5,-0.16,12.0,5.054152488708496
93,0.9883984375,83.72903645833333,6.5,-0.16,3.0,5.527917385101318
94,0.976796875,84.70583333333333,6.5,-0.16,6.0,5.674117565155029
95,0.938125,85.64395833333333,6.5,-0.16,16.0,5.663242340087891
96,0.8828515625,86.52680989583332,3.5,0.18,29.0,6.3107428550720215
97,0.8475130208333332,87.37432291666666,5.5,0.06,39.0,6.762089252471924
98,0.8204427083333333,88.19476562499999,5.5,0.06,46.0,6.733860015869141
99,0.8127083333333333,89.00747395833332,5.5,0.06,48.0,6.577612400054932
100,0.8127083333333333,89.82018229166665,5.5,0.06,48.0,6.300692081451416
101,0.8127083333333333,90.63289062499999,5.5,0.06,48.0,5.988293170928955
102,0.8182421875,91.45113281249999,6.5,0.12000000000000005,47.0,5.752596855163574
103,0.822109375,92.27324218749999,6.5,0.12000000000000005,46.0,5.324788570404053
104,0.8337109375,93.10695312499999,6.5,0.12000000000000005,43.0,4.970160007476807
105,0.8453125,93.952265625,6.5,0.12000000000000005,40.0,4.865239143371582
106,0.86078125,94.813046875,6.5,0.12000000000000005,36.0,5.046889781951904
107,0.8801171875,95.6931640625,6.5,0.12000000000000005,31.0,5.421663761138916
108,0.9033203125,96.596484375,6.5,0.12000000000000005,25.0,5.545772552490234
109,0.92265625,97.519140625,6.5,0.12000000000000005,20.0,5.579195022583008
110,0.9497265625,98.46886718750001,6.5,0.12000000000000005,13.0,5.5772318840026855
111,0.9806640625,99.44953125,6.5,0.12000000000000005,5.0,6.276622295379639
112,0.9883984375,100.4379296875,6.5,0.12000000000000005,3.0,7.032710552215576
113,0.945859375,101.3837890625,6.5,0.12000000000000005,14.0,7.123213291168213
114,0.8911197916666667,102.27490885416667,1.5,0.07999999999999996,26.0,6.922289848327637
115,0.853046875,103.12795572916667,6.5,-0.16,38.0,6.622289657592773
116,0.8105078125,103.93846354166668,6.5,-0.16,49.0,6.346554756164551
117,0.7950390625,104.73350260416667,6.5,-0.16,53.0,6.230122089385986
118,0.79890625,105.53240885416668,6.5,-0.16,52.0,5.723340034484863
119,0.8182421875,106.35065104166668,6.5,-0.16,47.0,5.224625587463379
120,0.8414453125,107.19209635416668,6.5,-0.16,41.0,5.025937080383301
121,0.868515625,108.06061197916668,6.5,-0.16,34.0,5.008144378662109
122,0.89171875,108.95233072916668,6.5,-0.16,28.0,5.35158634185791
123,0.92265625,109.87498697916668,6.5,-0.16,20.0,5.482944011688232
124,0.95359375,110.82858072916667,6.5,-0.16,12.0,5.482457637786865
125,0.98453125,111.81311197916668,6.5,-0.16,4.0,5.8393964767456055
126,0.9712630208333333,112.78437500000001,5.5,-0.18,7.0,6.760334491729736
127,0.909921875,113.694296875,3.5,0.0,22.0,7.101883888244629
128,0.863515625,114.55781250000001,3.5,0.0,34.0,7.101932048797607
129,0.8281770833333333,115.38598958333334,5.5,0.06,44.0,6.883436679840088
130,0.8011067708333333,116.18709635416667,5.5,0.06,51.0,6.602278709411621
131,0.7895052083333333,116.97660156250001,5.5,0.06,54.0,6.237942695617676
132,0.7856380208333333,117.76223958333334,5.5,0.06,55.0,5.938843250274658
133,0.7817708333333333,118.54401041666668,5.5,0.06,56.0,5.33038854598999
134,0.7817708333333333,119.32578125000002,5.5,0.06,56.0,4.815570831298828
135,0.7779036458333333,120.10368489583335,5.5,0.06,57.0,4.484054088592529
136,0.7817708333333333,120.8854557291667,5.5,0.06,56.0,4.372411727905273
137,0.7817708333333333,121.66722656250003,5.5,0.06,56.0,4.536062240600586
138,0.7779036458333333,122.44513020833337,5.5,0.06,57.0,4.8750200271606445
139,0.7817708333333333,123.22690104166671,5.5,0.06,56.0,5.210464954376221
140,0.7817708333333333,124.00867187500005,5.5,-0.060000000000000026,56.0,5.2098870277404785
141,0.7817708333333333,124.79044270833339,5.5,-0.060000000000000026,56.0,5.098816394805908
142,0.7701692708333333,125.56061197916672,5.5,-0.060000000000000026,59.0,4.982217788696289
143,0.7547005208333333,126.31531250000006,5.5,-0.060000000000000026,63.0,5.1124444007873535
144,0.7314973958333333,127.04680989583339,5.5,-0.060000000000000026,69.0,5.017141342163086
145,0.7143619791666667,127.76117187500006,4.5,0.16000000000000003,73.0,5.12005615234375
146,0.6911588541666667,128.45233072916673,4.5,0.16000000000000003,79.0,4.9910736083984375
147,0.6834244791666667,129.1357552083334,4.5,0.16000000000000003,81.0,4.8715057373046875
148,0.6911588541666667,129.82691406250007,4.5,0.16000000000000003,79.0,4.6577887535095215
149,0.7027604166666667,130.52967447916674,4.5,0.16000000000000003,76.0,4.433439254760742
150,0.7182291666666667,131.24790364583342,4.5,0.16000000000000003,72.0,4.194003582000732
151,0.7336979166666667,131.9816015625001,4.5,0.16000000000000003,68.0,3.9942166805267334
152,0.7491666666666666,132.73076822916676,4.5,0.16000000000000003,64.0,3.921745777130127
153,0.7641015625,133.49486979166676,6.5,0.12000000000000005,61.0,3.928650379180908
154,0.7834375,134.27830729166675,6.5,0.12000000000000005,56.0,4.016622066497803
155,0.7950390625,135.07334635416674,6.5,0.12000000000000005,53.0,4.346036911010742
156,0.814375,135.88772135416676,6.5,0.12000000000000005,48.0,4.7603983879089355
157,0.8337109375,136.72143229166676,6.5,0.12000000000000005,43.0,5.128278732299805
158,0.8491796875,137.57061197916676,6.5,0.12000000000000005,39.0,5.5477070808410645
159,0.87625,138.44686197916675,6.5,0.12000000000000005,32.0,5.546411991119385
160,0.9033203125,139.35018229166675,6.5,0.12000000000000005,25.0,5.568562030792236
161,0.9265234375,140.27670572916676,6.5,0.12000000000000005,19.0,6.117819309234619
162,0.961328125,141.23803385416676,6.5,0.12000000000000005,10.0,6.74533748626709
163,0.9961328125,142.23416666666677,6.5,0.12000000000000005,1.0,6.930370807647705
164,0.961328125,143.19549479166676,6.5,0.12000000000000005,10.0,6.871187686920166
165,0.9187890625,144.11428385416676,6.5,0.12000000000000005,21.0,6.700343608856201
166,0.868515625,144.98279947916674,6.5,0.12000000000000005,34.0,6.495526313781738
167,0.8176432291666667,145.8004427083334,1.5,0.07999999999999996,45.0,6.389773368835449
168,0.7823046875,146.5827473958334,3.5,0.18,55.0,6.321711540222168
169,0.7486328125,147.3313802083334,6.5,-0.16,65.0,5.647964954376221
170,0.7176953125,148.0490755208334,6.5,-0.14,73.0,4.476593494415283
171,0.690625,148.73970052083342,6.5,-0.14,80.0,4.297082901000977
172,0.6867578125,149.42645833333341,6.5,-0.14,81.0,4.4218645095825195
173,0.690625,150.11708333333343,6.5,-0.14,80.0,4.750227451324463
174,0.7022265625,150.8193098958334,6.5,-0.14,77.0,5.2184247970581055
175,0.7099609375,151.5292708333334,6.5,-0.2,75.0,5.423539638519287
176,0.7215625,152.25083333333342,6.5,-0.2,72.0,5.450516700744629
177,0.7408984375,152.9917317708334,6.5,-0.2,67.0,5.418087959289551
178,0.76796875,153.7597005208334,6.5,-0.2,60.0,6.24960994720459
179,0.79890625,154.5586067708334,6.5,-0.2,52.0,6.980807304382324
180,0.837578125,155.3961848958334,6.5,-0.2,42.0,7.11611270904541
181,0.8955859375,156.29177083333337,6.5,-0.14,27.0,6.89241886138916
182,0.9541276041666668,157.24589843750005,4.5,-0.12,11.0,6.719282627105713
183,0.9889322916666667,158.2348307291667,4.5,-0.12,2.0,6.448434352874756
184,0.9386588541666667,159.17348958333338,4.5,-0.12,15.0,5.768036365509033
185,0.8845182291666667,160.05800781250005,4.5,-0.12,29.0,3.749063014984131
186,0.8425130208333332,160.9005208333334,2.5,0.12000000000000005,39.0,2.5419743061065674
187,0.8287109375,161.7292317708334,3.5,0.0,43.0,1.2994935512542725
188,0.82484375,162.5540755208334,3.5,0.0,44.0,1.511085033416748
189,0.8209765625,163.3750520833334,3.5,0.0,45.0,1.6163603067398071
190,0.8132421875,164.1882942708334,3.5,0.0,47.0,1.785417079925537
191,0.8055078125,164.9938020833334,3.5,0.0,49.0,2.0741047859191895
192,0.7922395833333333,165.78604166666673,2.5,0.12000000000000005,52.0,2.472585916519165
193,0.7845052083333333,166.57054687500008,2.5,0.12000000000000005,54.0,2.9051549434661865
194,0.7767708333333333,167.3473177083334,2.5,0.12000000000000005,56.0,2.959991693496704
195,0.7806380208333333,168.12795572916673,2.5,0.12000000000000005,55.0,2.843984365463257
196,0.7806380208333333,168.90859375000005,2.5,0.12000000000000005,55.0,2.670623302459717
197,0.7845052083333333,169.6930989583334,2.5,0.12000000000000005,54.0,2.497607469558716
198,0.7845052083333333,170.47760416666674,2.5,0.12000000000000005,54.0,2.377933979034424
199,0.7883723958333333,171.26597656250007,2.5,0.12000000000000005,53.0,2.229167938232422
200,0.7883723958333333,172.0543489583334,2.5,0.12000000000000005,53.0,2.138953447341919
201,0.7922395833333333,172.84658854166673,2.5,0.12000000000000005,52.0,2.061161518096924
202,0.7961067708333333,173.64269531250008,2.5,0.12000000000000005,51.0,2.0038812160491943
203,0.7999739583333333,174.44266927083342,2.5,0.12000000000000005,50.0,1.9849079847335815
204,0.8038411458333333,175.24651041666675,2.5,0.12000000000000005,49.0,1.9962286949157715
205,0.8038411458333333,176.05035156250008,2.5,0.12000000000000005,49.0,2.037541151046753
206,0.8077083333333333,176.8580598958334,2.5,0.12000000000000005,48.0,2.120941162109375
207,0.8115755208333333,177.66963541666675,2.5,0.12000000000000005,47.0,2.148698329925537
208,0.8154427083333333,178.4850781250001,2.5,0.12000000000000005,46.0,2.1575427055358887
209,0.8193098958333332,179.30438802083341,2.5,0.12000000000000005,45.0,2.1662962436676025
210,0.8270442708333333,180.13143229166675,2.5,0.12000000000000005,43.0,2.1781866550445557
211,0.8309114583333332,180.9623437500001,2.5,0.12000000000000005,42.0,2.170494556427002
212,0.8347786458333333,181.7971223958334,2.5,0.12000000000000005,41.0,2.1551575660705566
213,0.8403125,182.63743489583342,3.5,0.0,40.0,2.122781991958618
214,0.848046875,183.48548177083342,3.5,0.0,38.0,2.124082565307617
215,0.848046875,184.3335286458334,3.5,0.0,38.0,2.184807538986206
216,0.8403125,185.17384114583342,3.5,0.0,40.0,2.3496694564819336
217,0.8364453125,186.0102864583334,3.5,0.0,41.0,2.6908507347106934
218,0.8287109375,186.83899739583342,3.5,0.0,43.0,3.204408884048462
219,0.8209765625,187.6599739583334,3.5,0.0,45.0,3.463505983352661
220,0.8115755208333333,188.47154947916675,2.5,0.12000000000000005,47.0,3.5350475311279297
221,0.7999739583333333,189.2715234375001,2.5,0.12000000000000005,50.0,3.3746726512908936
222,0.7961067708333333,190.06763020833344,2.5,0.12000000000000005,51.0,3.1288275718688965
223,0.7999739583333333,190.86760416666678,2.5,0.12000000000000005,50.0,2.8316705226898193
224,0.8038411458333333,191.6714453125001,2.5,0.12000000000000005,49.0,2.6176300048828125
225,0.8077083333333333,192.47915364583343,2.5,0.12000000000000005,48.0,2.423255681991577
226,0.8165755208333333,193.29572916666677,5.5,0.06,47.0,2.248408794403076
227,0.817109375,194.11283854166678,3.5,0.0,46.0,2.140547275543213
228,0.817109375,194.92994791666678,3.5,0.0,46.0,2.06681489944458
229,0.8132421875,195.74319010416679,3.5,0.0,47.0,2.1325125694274902
230,0.8055078125,196.54869791666678,3.5,0.0,49.0,2.294550657272339
231,0.8049739583333333,197.35367187500012,5.5,0.06,50.0,2.5521047115325928
232,0.7972395833333333,198.15091145833344,5.5,0.06,52.0,2.972878932952881
233,0.7972395833333333,198.94815104166676,5.5,0.06,52.0,3.505603551864624
234,0.7933723958333333,199.7415234375001,5.5,0.06,53.0,3.9713895320892334
235,0.7933723958333333,200.53489583333342,5.5,0.06,53.0,4.475981712341309
236,0.7933723958333333,201.32826822916675,5.5,0.06,53.0,5.013217449188232
237,0.7895052083333333,202.1177734375001,5.5,0.06,54.0,5.404745578765869
238,0.7895052083333333,202.90727864583343,5.5,0.06,54.0,5.35073709487915
239,0.7845052083333333,203.69178385416677,2.5,0.12000000000000005,54.0,5.261663436889648
240,0.7895052083333333,204.4812890625001,5.5,0.06,54.0,5.065173625946045
241,0.7933723958333333,205.27466145833344,5.5,0.06,53.0,4.564107894897461
242,0.8011067708333333,206.07576822916678,5.5,0.06,51.0,4.634008884429932
243,0.8011067708333333,206.87687500000013,5.5,0.06,51.0,4.896904468536377
244,0.8011067708333333,207.67798177083347,5.5,0.06,51.0,5.142282009124756
245,0.7972395833333333,208.4752213541668,5.5,0.06,52.0,5.138351917266846
246,0.7972395833333333,209.2724609375001,5.5,0.06,52.0,5.010940074920654
247,0.7972395833333333,210.06970052083344,5.5,0.06,52.0,5.066787242889404
248,0.7972395833333333,210.86694010416676,5.5,0.06,52.0,5.035367965698242
249,0.7972395833333333,211.66417968750008,5.5,0.06,52.0,5.097031593322754
250,0.7972395833333333,212.4614192708334,5.5,0.06,52.0,5.010242938995361
251,0.7972395833333333,213.25865885416673,5.5,0.06,52.0,5.073659420013428
252,0.8027734375,214.06143229166673,6.5,0.12000000000000005,51.0,5.023591995239258
253,0.806640625,214.86807291666673,6.5,0.12000000000000005,50.0,5.0944929122924805
254,0.814375,215.68244791666675,6.5,0.12000000000000005,48.0,5.044546604156494
255,0.82984375,216.51229166666675,6.5,0.12000000000000005,44.0,5.085934162139893
256,0.8414453125,217.35373697916677,6.5,0.12000000000000005,41.0,5.0804572105407715
257,0.86078125,218.21451822916677,6.5,0.12000000000000005,36.0,5.851361274719238
258,0.87625,219.09076822916677,6.5,0.12000000000000005,32.0,6.5721611976623535
259,0.899453125,219.99022135416678,6.5,0.12000000000000005,26.0,6.877969741821289
260,0.92265625,220.91287760416677,6.5,0.12000000000000005,20.0,6.868106842041016
261,0.9497265625,221.86260416666676,6.5,0.12000000000000005,13.0,6.702381134033203
262,0.976796875,222.83940104166675,6.5,0.12000000000000005,6.0,6.504324913024902
263,0.9806640625,223.82006510416676,6.5,-0.16,5.0,6.419801235198975
264,0.945859375,224.76592447916676,6.5,-0.16,14.0,6.292183876037598
265,0.9265234375,225.69244791666677,6.5,-0.16,19.0,5.666640281677246
266,0.945859375,226.63830729166676,6.5,-0.16,14.0,5.244734764099121
267,0.976796875,227.61510416666675,6.5,-0.16,6.0,5.0312042236328125
268,0.992265625,228.60736979166674,6.5,-0.16,2.0,5.157447814941406
269,0.95359375,229.56096354166675,6.5,-0.14,12.0,5.145318031311035
270,0.9115885416666667,230.47255208333343,4.5,-0.12,22.0,5.25617790222168
271,0.8729166666666667,231.3454687500001,4.5,-0.12,32.0,5.203798770904541
272,0.8458463541666666,232.19131510416676,4.5,-0.12,39.0,5.561624050140381
273,0.8038411458333333,232.9951562500001,2.5,0.12000000000000005,49.0,5.62556791305542
274,0.7646354166666667,233.75979166666676,4.5,0.14,60.0,5.449553489685059
275,0.7414322916666667,234.5012239583334,4.5,0.14,66.0,5.210180282592773
276,0.7358984375,235.2371223958334,3.5,0.14,67.0,3.763674736022949
277,0.7358984375,235.9730208333334,3.5,0.14,67.0,1.8564945459365845
278,0.7358984375,236.7089192708334,3.5,0.14,67.0,1.278908371925354
279,0.739765625,237.4486848958334,3.5,0.14,66.0,1.3244701623916626
280,0.739765625,238.18845052083338,3.5,0.14,66.0,1.4039708375930786
281,0.7436328125,238.9320833333334,3.5,0.14,65.0,1.6064702272415161
282,0.7436328125,239.6757161458334,3.5,0.14,65.0,1.8462718725204468
283,0.7474999999999999,240.4232161458334,3.5,0.14,64.0,2.2396693229675293
