Step,Reward,Accumulated reward,Velocity,Steer,Deviation,Speed
1,0.99609375,0.99609375,3.0,-0.14,1.0,0.0
2,0.99609375,1.9921875,3.0,-0.14,1.0,0.001714420272037387
3,0.99609375,2.98828125,3.0,-0.14,1.0,0.00039929390186443925
4,0.99609375,3.984375,3.0,-0.14,1.0,7.986068521859124e-05
5,0.99609375,4.98046875,3.0,-0.14,1.0,0.0005996894906274974
6,0.99609375,5.9765625,3.0,-0.14,1.0,0.0006527042132802308
7,0.99609375,6.97265625,3.0,-0.14,1.0,0.00019115455506835133
8,0.99609375,7.96875,3.0,-0.14,1.0,0.0004144477716181427
9,0.99609375,8.96484375,3.0,-0.14,1.0,0.00026959419483318925
10,0.99609375,9.9609375,3.0,-0.14,1.0,0.4691130518913269
11,1.0,10.9609375,3.0,-0.14,0.0,0.7359777092933655
12,0.9921875,11.953125,3.0,-0.14,2.0,1.2694571018218994
13,0.984375,12.9375,3.0,-0.14,4.0,1.4352271556854248
14,0.98046875,13.91796875,3.0,-0.14,5.0,1.6038802862167358
15,0.96875,14.88671875,3.0,-0.14,8.0,1.7509636878967285
16,0.9609375,15.84765625,3.0,-0.14,10.0,2.122133255004883
17,0.94921875,16.796875,3.0,-0.14,13.0,2.3474953174591064
18,0.9375,17.734375,3.0,-0.14,16.0,2.5660412311553955
19,0.92578125,18.66015625,3.0,-0.14,19.0,2.7084383964538574
20,0.9140625,19.57421875,3.0,-0.14,22.0,2.8140578269958496
21,0.90234375,20.4765625,3.0,-0.060000000000000026,25.0,2.888120651245117
22,0.87890625,21.35546875,3.0,-0.060000000000000026,31.0,2.881955146789551
23,0.8671875,22.22265625,3.0,-0.060000000000000026,34.0,2.851576805114746
24,0.85546875,23.078125,3.0,-0.060000000000000026,37.0,2.727919578552246
25,0.84375,23.921875,3.0,-0.060000000000000026,40.0,2.6236913204193115
26,0.83203125,24.75390625,3.0,-0.060000000000000026,43.0,2.587913990020752
27,0.8203125,25.57421875,3.0,-0.060000000000000026,46.0,2.5508410930633545
28,0.80859375,26.3828125,3.0,-0.060000000000000026,49.0,2.5449635982513428
29,0.8046875,27.1875,3.0,-0.060000000000000026,50.0,2.55051851272583
30,0.80078125,27.98828125,3.0,-0.060000000000000026,51.0,2.5518815517425537
31,0.7890625,28.77734375,3.0,0.16000000000000003,54.0,2.5608623027801514
32,0.78125,29.55859375,3.0,0.16000000000000003,56.0,2.5701026916503906
33,0.77734375,30.3359375,3.0,0.16000000000000003,57.0,2.587059259414673
34,0.78515625,31.12109375,3.0,0.16000000000000003,55.0,2.580383062362671
35,0.7890625,31.91015625,3.0,0.16000000000000003,54.0,2.610248565673828
36,0.796875,32.70703125,3.0,0.16000000000000003,52.0,2.606470823287964
37,0.8046875,33.51171875,3.0,0.16000000000000003,50.0,2.6322078704833984
38,0.8203125,34.33203125,3.0,0.16000000000000003,46.0,2.626248836517334
39,0.828125,35.16015625,3.0,0.16000000000000003,44.0,2.609286069869995
40,0.84765625,36.0078125,3.0,0.16000000000000003,39.0,2.62799334526062
