Step,Reward,Accumulated reward,Velocity,Steer,Deviation,Speed
1,0.9375,0.9375,4.0,0.020000000000000018,16.0,0.0
2,0.921875,1.859375,4.0,0.020000000000000018,20.0,2.1437430381774902
3,0.91796875,2.77734375,4.0,0.020000000000000018,21.0,2.597592353820801
4,0.9140625,3.69140625,4.0,0.020000000000000018,22.0,3.041999101638794
5,0.90625,4.59765625,4.0,0.020000000000000018,24.0,3.53123140335083
6,0.89453125,5.4921875,4.0,0.020000000000000018,27.0,3.8734681606292725
7,0.88671875,6.37890625,4.0,0.020000000000000018,29.0,4.035879135131836
8,0.87890625,7.2578125,4.0,0.020000000000000018,31.0,4.029026031494141
9,0.8671875,8.125,4.0,0.020000000000000018,34.0,3.9111194610595703
10,0.859375,8.984375,4.0,0.020000000000000018,36.0,3.760822296142578
11,0.84765625,9.83203125,4.0,0.020000000000000018,39.0,3.616649866104126
12,0.83984375,10.671875,4.0,0.020000000000000018,41.0,3.541818618774414
13,0.83203125,11.50390625,4.0,0.020000000000000018,43.0,3.491581678390503
14,0.82421875,12.328125,4.0,0.020000000000000018,45.0,3.4954841136932373
15,0.81640625,13.14453125,4.0,0.020000000000000018,47.0,3.5325727462768555
16,0.80859375,13.953125,4.0,0.020000000000000018,49.0,3.5738649368286133
17,0.80078125,14.75390625,4.0,0.020000000000000018,51.0,3.6244115829467773
18,0.7890625,15.54296875,4.0,0.020000000000000018,54.0,3.650439977645874
19,0.78125,16.32421875,4.0,0.020000000000000018,56.0,3.6580612659454346
20,0.7734375,17.09765625,4.0,0.020000000000000018,58.0,3.6579251289367676
21,0.765625,17.86328125,4.0,0.020000000000000018,60.0,3.6325228214263916
22,0.75390625,18.6171875,4.0,0.020000000000000018,63.0,3.620919942855835
23,0.7421875,19.359375,4.0,0.020000000000000018,66.0,3.6170077323913574
24,0.734375,20.09375,4.0,0.020000000000000018,68.0,3.6126346588134766
25,0.72265625,20.81640625,4.0,0.020000000000000018,71.0,3.612008810043335
26,0.71484375,21.53125,4.0,0.020000000000000018,73.0,3.6101996898651123
27,0.703125,22.234375,4.0,0.020000000000000018,76.0,3.6161201000213623
28,0.6953125,22.9296875,4.0,0.020000000000000018,78.0,3.618882656097412
29,0.68359375,23.61328125,4.0,0.020000000000000018,81.0,3.6224656105041504
30,0.671875,24.28515625,4.0,0.020000000000000018,84.0,3.6289966106414795
31,0.6640625,24.94921875,4.0,0.020000000000000018,86.0,3.6222758293151855
32,0.65234375,25.6015625,4.0,0.020000000000000018,89.0,3.6150097846984863
33,0.64453125,26.24609375,4.0,0.020000000000000018,91.0,3.609463691711426
34,0.6328125,26.87890625,4.0,0.020000000000000018,94.0,3.6152803897857666
35,0.62109375,27.5,4.0,0.020000000000000018,97.0,3.6175334453582764
36,0.6171875,28.1171875,4.0,0.020000000000000018,98.0,3.6116888523101807
37,0.60546875,28.72265625,4.0,0.020000000000000018,101.0,3.621788263320923
38,0.59375,29.31640625,4.0,0.020000000000000018,104.0,3.6209261417388916
39,0.5859375,29.90234375,4.0,0.020000000000000018,106.0,3.619724750518799
40,0.57421875,30.4765625,4.0,0.020000000000000018,109.0,3.619157552719116
41,0.56640625,31.04296875,4.0,0.020000000000000018,111.0,3.6265289783477783
42,0.5546875,31.59765625,4.0,0.020000000000000018,114.0,3.6270229816436768
43,0.546875,32.14453125,4.0,0.020000000000000018,116.0,3.6174182891845703
44,0.5390625,32.68359375,4.0,0.020000000000000018,118.0,3.6183829307556152
45,0.5234375,33.20703125,4.0,0.020000000000000018,122.0,3.618242025375366
46,0.52734375,33.734375,4.0,0.020000000000000018,121.0,3.6305410861968994
47,0.515625,34.25,4.0,0.020000000000000018,124.0,3.627689838409424
48,0.50390625,34.75390625,4.0,0.020000000000000018,127.0,3.6258463859558105
49,0.5078125,35.26171875,4.0,0.020000000000000018,126.0,3.6197381019592285
50,0.5546875,35.81640625,4.0,0.020000000000000018,114.0,3.613770008087158
51,0.4765625,36.29296875,4.0,0.020000000000000018,134.0,3.6135778427124023
52,0.53515625,36.828125,4.0,0.020000000000000018,119.0,3.614098310470581
53,0.53515625,37.36328125,4.0,0.020000000000000018,119.0,3.6219284534454346
54,0.53515625,37.8984375,4.0,0.020000000000000018,119.0,3.6205973625183105
55,0.53125,38.4296875,4.0,0.020000000000000018,120.0,3.624899387359619
56,0.53125,38.9609375,4.0,0.020000000000000018,120.0,3.6152515411376953
57,0.53125,39.4921875,4.0,0.020000000000000018,120.0,3.6169772148132324
58,0,39.4921875,4.0,0.020000000000000018,120.0,3.624502420425415
