Step,Reward,Accumulated reward,Velocity,Steer,Deviation,Speed
1,0.9901328125,0.9901328125,2.5,0.18,1.0,0.0
2,0.9901328125,1.980265625,2.5,0.18,1.0,0.0024188803508877754
3,0.9901328125,2.9703984375,2.5,0.18,1.0,0.0015148163074627519
4,0.9901328125,3.96053125,2.5,0.18,1.0,0.00130431167781353
5,0.9901328125,4.9506640625,2.5,0.18,1.0,9.486202179687098e-05
6,0.9901328125,5.940796874999999,2.5,0.18,1.0,0.00034976957249455154
7,0.9901328125,6.930929687499999,2.5,0.18,1.0,0.0001318454887950793
8,0.9901328125,7.921062499999999,2.5,0.18,1.0,0.00040692329639568925
9,0.9901328125,8.911195312499999,2.5,0.18,1.0,0.00020870209846179932
10,0.9901328125,9.901328125,2.5,0.18,1.0,0.00010248189209960401
11,0.9901328125,10.8914609375,2.5,0.18,1.0,0.0003100585890933871
12,0.9901328125,11.88159375,2.5,0.18,1.0,0.2713991701602936
13,0.9901328125,12.871726562500001,2.5,0.18,1.0,0.6676470041275024
14,0.986265625,13.8579921875,2.5,0.18,2.0,0.992925763130188
15,0.9823984375,14.840390625000001,2.5,0.18,3.0,1.2279376983642578
16,0.9786640625,15.819054687500001,4.5,-0.2,5.0,1.4819226264953613
17,0.974796875,16.793851562500002,4.5,-0.2,6.0,1.6948106288909912
18,0.9709296875,17.764781250000002,4.5,-0.2,7.0,1.9235217571258545
19,0.9786640625,18.7434453125,4.5,-0.2,5.0,2.1569716930389404
20,0.9863984375,19.72984375,4.5,-0.2,3.0,2.4189400672912598
21,0.9669296875,20.6967734375,2.5,0.18,7.0,3.0200252532958984
22,0.95359375,21.6503671875,5.5,0.12000000000000005,12.0,3.3022091388702393
23,0.938125,22.588492187499998,5.5,0.12000000000000005,16.0,3.527193069458008
24,0.938125,23.526617187499998,5.5,0.12000000000000005,16.0,3.720228433609009
25,0.945859375,24.4724765625,5.5,0.12000000000000005,14.0,4.027377128601074
26,0.961328125,25.4338046875,5.5,0.12000000000000005,10.0,4.327793598175049
27,0.9690625,26.4028671875,5.5,0.12000000000000005,8.0,4.603511810302734
28,0.98453125,27.3873984375,5.5,0.12000000000000005,4.0,4.966310024261475
29,1.0,28.3873984375,5.5,0.12000000000000005,0.0,5.250779151916504
30,0.9746640625,29.3620625,2.5,0.18,5.0,5.322073459625244
31,0.9631953125,30.325257812500002,4.5,-0.2,9.0,5.238951206207275
32,0.943859375,31.2691171875,4.5,-0.2,14.0,5.103577136993408
33,0.928390625,32.1975078125,4.5,-0.2,18.0,4.20859956741333
34,0.930390625,33.1278984375,5.5,-0.18,18.0,3.4435129165649414
35,0.9342578125,34.06215625,5.5,-0.18,17.0,3.166423797607422
36,0.9419921875,35.0041484375,5.5,-0.18,15.0,3.3244314193725586
37,0.9554609375,35.959609375,4.5,-0.2,11.0,3.5227837562561035
38,0.974796875,36.93440625,4.5,-0.2,6.0,3.827697992324829
39,0.998,37.93240625,4.5,-0.2,0.0,4.124604225158691
40,0.9630625,38.89546875,2.5,0.18,8.0,4.293606281280518
41,0.9398593749999999,39.835328125,2.5,0.18,14.0,4.3500142097473145
42,0.9265234375,40.7618515625,5.5,0.12000000000000005,19.0,4.211874961853027
43,0.930390625,41.6922421875,5.5,0.12000000000000005,18.0,4.088184833526611
44,0.938125,42.6303671875,5.5,0.12000000000000005,16.0,4.024486064910889
45,0.95359375,43.5839609375,5.5,0.12000000000000005,12.0,4.02865743637085
46,0.9651953125,44.54915625,5.5,0.12000000000000005,9.0,4.153497695922852
47,0.970796875,45.519953125,2.5,0.18,6.0,4.349006652832031
48,0.986265625,46.50621875,2.5,0.18,2.0,4.501341342926025
49,0.9630625,47.46928125,2.5,0.18,8.0,4.6187663078308105
50,0.9477265625,48.4170078125,4.5,-0.2,13.0,4.384706497192383
51,0.92065625,49.337664062500004,4.5,-0.2,20.0,4.194532871246338
52,0.9110546875,50.24871875,5.5,-0.18,23.0,4.039482593536377
53,0.9110546875,51.1597734375,5.5,-0.18,23.0,3.9608328342437744
54,0.930390625,52.0901640625,5.5,-0.18,18.0,3.9775233268737793
55,0.945859375,53.0360234375,5.5,-0.18,14.0,4.0971879959106445
56,0.9670625,54.003085937499996,4.5,-0.2,8.0,4.262665748596191
57,0.9863984375,54.989484374999996,4.5,-0.2,3.0,4.479231834411621
58,0.9863984375,55.9758828125,4.5,-0.2,3.0,4.601627349853516
