Throttle,Steer,Brake
0.4381413459777832,-0.18000000715255737,0.0
1.0,-0.14005619287490845,0.0
0.4429393410682678,0.18000000715255737,0.0
0.5662856101989746,-0.18000000715255737,0.0
0.6606811881065369,0.18000000715255737,0.0
0.9332333207130432,0.18000000715255737,0.0
1.0,-0.1190759465098381,0.0
0.7577012181282043,0.18000000715255737,0.0
0.6335321068763733,-0.02848297357559204,0.0
0.35733965039253235,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
1.0,-0.1054011657834053,0.0
0.0,-0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.0,-0.006764964200556278,0.0
0.7588819861412048,-0.17457038164138794,0.0
1.0,0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.1451452225446701,0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.0,-0.0684758722782135,0.0
0.3189803957939148,0.18000000715255737,0.0
0.3993959128856659,-0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.2512562870979309,-0.18000000715255737,0.0
1.0,0.18000000715255737,0.0
0.3762165904045105,0.18000000715255737,0.0
0.13396184146404266,-0.18000000715255737,0.0
0.0,0.09389368444681168,0.0
1.0,0.019450562074780464,0.0
0.0,0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.38304489850997925,-0.18000000715255737,0.0
1.0,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.6814261078834534,-0.05968249589204788,0.0
0.0,-0.18000000715255737,0.0
1.0,0.007998893037438393,0.0
0.0,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.44472217559814453,0.10597141087055206,0.0
0.501108705997467,-0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.5088346600532532,0.18000000715255737,0.0
0.0,-0.1146634966135025,0.0
0.0,0.06988079100847244,0.0
9.804638102650642e-05,0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.5365793108940125,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,0.018584970384836197,0.0
0.028822466731071472,0.11061646789312363,0.0
0.42395320534706116,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.2522251605987549,0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.5200885534286499,0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.18157702684402466,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
1.0,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.025870881974697113,0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.35560107231140137,0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.734253466129303,0.18000000715255737,0.0
1.0,-0.1157081350684166,0.0
0.0,0.17489731311798096,0.0
1.0,0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.019486673176288605,-0.15577763319015503,0.0
0.0,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
1.0,-0.08377294987440109,0.0
1.0,-0.18000000715255737,0.0
0.0,0.06481628119945526,0.0
0.6172348856925964,-0.18000000715255737,0.0
0.6319963335990906,0.18000000715255737,0.0
0.17511452734470367,0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.6314772367477417,-0.18000000715255737,0.0
0.09498271346092224,-0.18000000715255737,0.0
0.20701920986175537,-0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,-0.12249140441417694,0.0
0.0,-0.18000000715255737,0.0
0.5084658861160278,-0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,-0.16642136871814728,0.0
0.0,-0.18000000715255737,0.0
0.30993399024009705,-0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.13885200023651123,0.05194826424121857,0.0
0.3849073052406311,0.18000000715255737,0.0
0.26235106587409973,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,0.1608574092388153,0.0
0.5759583115577698,-0.18000000715255737,0.0
0.07029620558023453,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.6341116428375244,-0.11442021280527115,0.0
0.0,0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
1.0,-0.18000000715255737,0.0
0.3248065710067749,-0.18000000715255737,0.0
0.43719497323036194,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.021291213110089302,0.18000000715255737,0.0
1.0,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.12266047298908234,0.18000000715255737,0.0
0.7940186262130737,0.18000000715255737,0.0
0.6944199204444885,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.0,0.18000000715255737,0.0
0.36591458320617676,-0.18000000715255737,0.0
1.0,0.04078035056591034,0.0
0.6603965163230896,-0.006095200311392546,0.0
0.0,0.14949649572372437,0.0
0.0,0.18000000715255737,0.0
0.08322109282016754,0.18000000715255737,0.0
0.0,-0.18000000715255737,0.0
0.9608303308486938,0.18000000715255737,0.0
0.4522666335105896,-0.18000000715255737,0.0
