Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Velocity,Brake
1,0.7840114783605872,0.7840114783605872,0.0,0.3,2.0,0.0008608770440332592,-1.0
2,0.7840034604388445,1.5680149387994318,0.0,0.3,2.0,0.00025953291333280504,-1.0
3,0.7840058476766572,2.352020786476089,0.0,0.3,2.0,0.0004385757492855191,-1.0
4,0.7840034540810157,3.136024240557105,0.0,0.3,2.0,0.0002590560761746019,-1.0
5,0.784003260167238,3.920027500724343,0.0,0.3,2.0,0.0002445125428494066,-1.0
6,0.7840063550313159,4.704033855755659,0.0,0.3,2.0,0.0004766273486893624,-1.0
7,0.7840073524471373,5.488041208202796,0.0,0.3,2.0,0.0005514335352927446,-1.0
8,0.7840016311645353,6.272042839367332,0.0,0.3,2.0,0.00012233734014444053,-1.0
9,0.7840376080814749,7.056080447448807,0.0,0.3,2.0,0.0028206061106175184,-1.0
10,0.7840101614634817,7.840090608912289,0.0,0.3,2.0,0.0007621097611263394,-1.0
11,0.7840284500109653,8.624119058923254,0.0,0.3,2.0,0.0021337508223950863,-1.0
12,0.7840310604088009,9.408150119332054,0.0,0.3,2.0,0.0023295306600630283,-1.0
13,0.7840313264193635,10.192181445751418,0.0,0.3,2.0,0.002349481452256441,-1.0
14,0.7840054051079012,10.97618685085932,0.0,0.3,2.0,0.00040538309258408844,-1.0
15,0.7840271048210562,11.760213955680376,0.0,0.3,2.0,0.002032861579209566,-1.0
16,0.78401616630548,12.544230121985857,0.0,0.3,2.0,0.0012124729109928012,-1.0
17,0.7840137288402766,13.328243850826134,0.0,0.3,2.0,0.0010296630207449198,-1.0
18,0.7840040729522395,14.112247923778373,0.0,0.3,2.0,0.0003054714179597795,-1.0
19,0.7840020989734913,14.896250022751865,0.0,0.3,2.0,0.00015742301184218377,-1.0
20,0.7840025093078148,15.68025253205968,0.0,0.3,2.0,0.00018819808610714972,-1.0
21,0.7840076691309611,16.46426020119064,0.0,0.3,2.0,0.0005751848220825195,-1.0
22,0.7840070389430039,17.248267240133643,0.0,0.3,2.0,0.0005279207252897322,-1.0
23,0.7840248116798079,18.03229205181345,0.0,0.3,2.0,0.001860875985585153,-1.0
24,0.7840110715860501,18.8163031233995,0.0,0.3,2.0,0.000830368953756988,-1.0
25,0.784005364990017,19.600308488389516,0.0,0.3,2.0,0.00040237425127997994,-1.0
26,0.7840039559043944,20.38431244429391,0.0,0.3,2.0,0.0002966928295791149,-1.0
27,0.7840052530923859,21.168317697386296,0.0,0.3,2.0,0.0003939819289371371,-1.0
28,0.7840050333021985,21.952322730688493,0.0,0.3,2.0,0.00037749766488559544,-1.0
29,0.784008010037709,22.736330740726203,0.0,0.3,2.0,0.0006007528281770647,-1.0
30,0.7840363165543726,23.520367057280577,0.0,0.3,2.0,0.002723741577938199,-1.0
31,0.7840012650178785,24.304368322298455,0.0,0.3,2.0,9.487634088145569e-05,-1.0
32,0.784001569048521,25.088369891346975,0.0,0.3,2.0,0.00011767863907152787,-1.0
33,0.7840046927136525,25.872374584060626,0.0,0.3,2.0,0.00035195352393202484,-1.0
34,0.784007238641847,26.656381822702475,0.0,0.3,2.0,0.0005428981385193765,-1.0
35,0.7840003730138027,27.44038219571628,0.0,0.3,2.0,2.797603519866243e-05,-1.0
36,0.7840292465214929,28.22441144223777,0.0,0.3,2.0,0.0021934891119599342,-1.0
37,0.7840017718633171,29.008413214101086,0.0,0.3,2.0,0.00013288974878378212,-1.0
38,0.7840092195509933,29.792422433652078,0.0,0.3,2.0,0.0006914663244970143,-1.0
39,0.7840051002503218,30.5764275339024,0.0,0.3,2.0,0.00038251877413131297,-1.0
40,0.7840075695671452,31.360435103469545,0.0,0.3,2.0,0.0005677175358869135,-1.0
41,0.7840033944445507,32.144438497914095,0.0,0.3,2.0,0.00025458334130235016,-1.0
42,0.7840084952032194,32.92844699311731,0.0,0.3,2.0,0.0006371402414515615,-1.0
43,0.7840068485255663,33.712453841642876,0.0,0.3,2.0,0.0005136394174769521,-1.0
44,0.7840086470282016,34.49646248867108,0.0,0.3,2.0,0.0006485271151177585,-1.0
45,0.7840050004959728,35.28046748916705,0.0,0.3,2.0,0.0003750371979549527,-1.0
46,0.7840010132478201,36.06446850241487,0.0,0.3,2.0,7.59935865062289e-05,-1.0
47,0.7840051572166074,36.84847365963147,0.0,0.3,2.0,0.00038679124554619193,-1.0
48,0.7840066293077543,37.63248028893923,0.0,0.3,2.0,0.0004971980815753341,-1.0
49,0.7840083716710409,38.41648866061027,0.0,0.3,2.0,0.0006278753280639648,-1.0
50,0.7840043158213763,39.20049297643165,0.0,0.3,2.0,0.00032368660322390497,-1.0
51,0.7840018111546524,39.9844947875863,0.0,0.3,2.0,0.00013583659892901778,-1.0
52,0.7840065683363937,40.768501355922695,0.0,0.3,2.0,0.0004926252295263112,-1.0
53,0.7840015323638218,41.55250288828652,0.0,0.3,2.0,0.0001149272866314277,-1.0
54,0.7840042649587461,42.336507153245265,0.0,0.3,2.0,0.00031987190595827997,-1.0
55,0.7840012593587357,43.120508412604,0.0,0.3,2.0,9.445190516998991e-05,-1.0
56,0.7840020475388738,43.90451046014288,0.0,0.3,2.0,0.00015356541553046554,-1.0
57,0.7840022577284835,44.68851271787136,0.0,0.3,2.0,0.0001693296362645924,-1.0
58,0.7840014376960462,45.47251415556741,0.0,0.3,2.0,0.00010782720346469432,-1.0
59,0.784,46.25651415556741,0.0,0.3,2.0,0.0,-1.0
60,0.7840024661381031,47.040516621705514,0.0,0.3,2.0,0.00018496035772841424,-1.0
