Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Velocity,Brake
30,0.8121240714391073,23.718776425027155,1.0,-0.3,1.0,1.5093053579330444,-1.0
31,0.7979342835744223,24.51671070860158,1.0,-0.3,3.0,1.645071268081665,-1.0
32,0.7911463050842287,25.30785701368581,0.0,0.3,4.0,1.7359728813171387,-1.0
33,0.7773883425394694,26.08524535622528,0.0,0.3,6.0,1.904125690460205,-1.0
34,0.7699704558054608,26.85521581203074,0.0,0.3,7.0,1.947784185409546,-1.0
35,0.7703299226760866,27.625545734706826,0.0,0.3,7.0,1.974744200706482,-1.0
36,0.7780559209187825,28.403601655625607,0.0,0.3,6.0,1.9541940689086914,-1.0
37,0.7937292064030966,29.197330862028704,0.0,0.3,4.0,1.9296904802322388,-1.0
38,0.8092440770467123,30.006574939075417,0.0,0.3,2.0,1.893305778503418,-1.0
39,0.8246154069900513,30.83119034606547,0.31426316499710083,0.3,0.0,1.8461555242538452,-1.0
40,0.8083064769109091,31.63949682297638,1.0,-0.3,-2.0,1.8229857683181763,-1.0
41,0.7915830815633139,32.43107990453969,1.0,-0.3,-4.0,1.7687311172485352,-1.0
42,0.7837106593449911,33.214790563884684,1.0,-0.3,-5.0,1.7782994508743286,-1.0
43,0.7838162501653035,33.998606814049985,1.0,-0.3,-5.0,1.7862187623977661,-1.0
44,0.7925735597610475,34.79118037381103,1.0,-0.3,-4.0,1.8430169820785522,-1.0
45,0.8101576843261719,35.6013380581372,1.0,-0.3,-2.0,1.9618263244628906,-1.0
46,0.8273747285207113,36.42871278665791,1.0,-0.3,0.0,2.0531046390533447,-1.0
47,0.8132375151316326,37.241950301789544,1.0,-0.3,2.0,2.1928136348724365,-1.0
48,0.7914062309265136,38.033356532716056,0.6995353698730469,0.3,5.0,2.3554673194885254,-1.0
49,0.7694974066416423,38.802853939357696,0.0,0.3,8.0,2.512305498123169,-1.0
50,0.7622119725545248,39.56506591191222,0.0,0.3,9.0,2.5658979415893555,-1.0
51,0.7623886661529541,40.32745457806517,0.0,0.3,9.0,2.5791499614715576,-1.0
52,0.770072297414144,41.09752687547932,0.0,0.3,8.0,2.555422306060791,-1.0
53,0.7854106063842774,41.88293748186359,0.0,0.3,6.0,2.505795478820801,-1.0
54,0.808715317408244,42.691652799271836,0.0,0.3,3.0,2.453648805618286,-1.0
55,0.8319333203633626,43.5235861196352,0.0,0.3,0.0,2.3949990272521973,-1.0
56,0.8071209583282473,44.330707077963446,1.0,-0.3,-3.0,2.3340718746185303,-1.0
57,0.7903313573201497,45.121038435283594,1.0,-0.3,-5.0,2.2748517990112305,-1.0
58,0.7817048823038737,45.902743317587465,1.0,-0.3,-6.0,2.2278661727905273,-1.0
59,0.7815565128326416,46.68429983042011,1.0,-0.3,-6.0,2.21673846244812,-1.0
60,0.7979371433258058,47.48223697374591,1.0,-0.3,-4.0,2.245285749435425,-1.0
61,0.8148556175231934,48.297092591269106,1.0,-0.3,-2.0,2.314171314239502,-1.0
62,0.8323442586263021,49.129436849895406,1.0,-0.3,0.0,2.4258193969726562,-1.0
63,0.8100866788228355,49.93952352871824,1.0,-0.3,3.0,2.5565009117126465,-1.0
64,0.7880545190175374,50.727578047735776,0.0,0.3,6.0,2.7040889263153076,-1.0
65,0.7657414608001709,51.49331950853595,0.0,0.3,9.0,2.8306095600128174,-1.0
66,0.7586561997731527,52.2519757083091,0.0,0.3,10.0,2.89921498298645,-1.0
67,0.7585656865437825,53.01054139485288,0.0,0.3,10.0,2.8924264907836914,-1.0
68,0.7661197261810303,53.77666112103391,0.0,0.3,9.0,2.8589794635772705,-1.0
69,0.7813302809397381,54.55799140197365,0.0,0.3,7.0,2.7997710704803467,-1.0
70,0.8045244229634604,55.36251582493711,0.0,0.3,4.0,2.7393317222595215,-1.0
71,0.8356577587127686,56.19817358364988,0.0,0.3,0.0,2.6743319034576416,-1.0
72,0.8190409762064617,57.01721455985634,1.0,-0.3,-2.0,2.628073215484619,-1.0
73,0.8021858005523683,57.81940036040871,1.0,-0.3,-4.0,2.5639350414276123,-1.0
74,0.7935214455922445,58.612921806000955,1.0,-0.3,-5.0,2.514108419418335,-1.0
75,0.7852523282368978,59.398174134237856,1.0,-0.3,-6.0,2.493924617767334,-1.0
76,0.7931972599029541,60.19137139414081,1.0,-0.3,-5.0,2.4897944927215576,-1.0
77,0.8014198792775473,60.992791273418355,1.0,-0.3,-4.0,2.50649094581604,-1.0
78,0.8263509356180827,61.819142209036436,1.0,-0.3,-1.0,2.576320171356201,-1.0
79,0.835360221862793,62.65450243089923,1.0,-0.3,0.0,2.6520166397094727,-1.0
80,0.8050656935373943,63.45956812443662,1.0,-0.3,4.0,2.7799270153045654,-1.0
81,0.783058173497518,64.24262629793414,0.0,0.3,7.0,2.9293630123138428,-1.0
82,0.7608105500539144,65.00343684798806,0.0,0.3,10.0,3.060791254043579,-1.0
83,0.7538947728474936,65.75733162083554,0.0,0.3,11.0,3.1421079635620117,-1.0
84,0.7457957305908204,66.50312735142636,0.0,0.3,12.0,3.1346797943115234,-1.0
85,0.7533180160522461,67.2564453674786,0.0,0.3,11.0,3.098851203918457,-1.0
86,0.7762359994252523,68.03268136690386,0.0,0.3,8.0,3.017699956893921,-1.0
87,0.7996232700347901,68.83230463693864,0.0,0.3,5.0,2.971745252609253,-1.0
88,0.8226925411224365,69.65499717806108,0.0,0.3,2.0,2.9019405841827393,-1.0
89,0.829462911605835,70.48446008966691,1.0,-0.3,-1.0,2.809718370437622,-1.0
90,0.8045351867675783,71.28899527643449,1.0,-0.3,-4.0,2.7401390075683594,-1.0
91,0.787982240041097,72.0769775164756,1.0,-0.3,-6.0,2.6986680030822754,-1.0
92,0.7877021458943685,72.86467966236997,1.0,-0.3,-6.0,2.6776609420776367,-1.0
93,0.8037906405131023,73.66847030288307,1.0,-0.3,-4.0,2.684298038482666,-1.0
94,0.8205895525614421,74.48905985544451,1.0,-0.3,-2.0,2.7442164421081543,-1.0
95,0.8300695788065593,75.31912943425107,1.0,-0.3,1.0,2.8552184104919434,-1.0
96,0.8006685574849447,76.11979799173601,1.0,-0.3,5.0,3.0501418113708496,-1.0
97,0.7782874863942465,76.89808547813026,0.0,0.3,8.0,3.1715614795684814,-1.0
98,0.7481884358723959,77.64627391400265,0.0,0.3,12.0,3.3141326904296875,-1.0
99,0.7331828861236572,78.3794568001263,0.0,0.3,14.0,3.388716459274292,-1.0
100,0.7331334412892659,79.11259024141557,0.0,0.3,14.0,3.3850080966949463,-1.0
101,0.748158255259196,79.86074849667477,0.0,0.3,12.0,3.3118691444396973,-1.0
102,0.7713531506856283,80.6321016473604,0.0,0.3,9.0,3.251486301422119,-1.0
103,0.7946624298095704,81.42676407716998,0.0,0.3,6.0,3.1996822357177734,-1.0
104,0.8175750439961753,82.24433912116615,0.0,0.3,3.0,3.1181282997131348,-1.0
105,0.8321653607686361,83.07650448193479,0.0,0.3,-1.0,3.012402057647705,-1.0
106,0.8073979803721111,83.8839024623069,1.0,-0.3,-4.0,2.954848527908325,-1.0
107,0.7823603064219158,84.66626276872883,1.0,-0.3,-7.0,2.8770229816436768,-1.0
108,0.7655306828816731,85.4317934516105,1.0,-0.3,-9.0,2.8148012161254883,-1.0
109,0.773171621322632,86.20496507293313,1.0,-0.3,-8.0,2.7878715991973877,-1.0
110,0.7814450174967449,86.98641009042989,1.0,-0.3,-7.0,2.8083763122558594,-1.0
111,0.7984018929799398,87.78481198340982,1.0,-0.3,-5.0,2.8801419734954834,-1.0
112,0.8246900215148926,88.60950200492472,1.0,-0.3,-2.0,3.0517516136169434,-1.0
113,0.8269853884379069,89.43648739336263,1.0,-0.3,2.0,3.2239041328430176,-1.0
114,0.7974773648579916,90.23396475822062,1.0,-0.3,6.0,3.4108023643493652,-1.0
115,0.767304801940918,91.00126956016155,0.0,0.3,10.0,3.5478601455688477,-1.0
116,0.737448808034261,91.7387183681958,0.0,0.3,14.0,3.70866060256958,-1.0
117,0.7225961894989014,92.4613145576947,0.0,0.3,16.0,3.7947142124176025,-1.0
118,0.7224965114593507,93.18381106915406,0.0,0.3,16.0,3.787238359451294,-1.0
119,0.7299000644683838,93.91371113362244,0.0,0.3,15.0,3.742504835128784,-1.0
120,0.7451347312927247,94.65884586491516,0.0,0.3,13.0,3.6851048469543457,-1.0
121,0.7759809856414794,95.43482685055665,0.0,0.3,9.0,3.598573923110962,-1.0
122,0.8068358516693115,96.24166270222595,0.0,0.3,5.0,3.5126888751983643,-1.0
123,0.8372214241027832,97.07888412632873,0.0,0.3,1.0,3.3916068077087402,-1.0
124,0.8204177246093751,97.8993018509381,1.0,-0.3,-3.0,3.331329345703125,-1.0
125,0.7952447878519694,98.69454663879007,1.0,-0.3,-6.0,3.243359088897705,-1.0
126,0.7783544883728029,99.47290112716287,1.0,-0.3,-8.0,3.176586627960205,-1.0
127,0.7779534715016684,100.25085459866455,1.0,-0.3,-8.0,3.146510362625122,-1.0
128,0.7942158336639404,101.04507043232849,1.0,-0.3,-6.0,3.1661875247955322,-1.0
129,0.8112753022511802,101.85634573457966,1.0,-0.3,-4.0,3.245647668838501,-1.0
130,0.8450500392913819,102.70139577387104,1.0,-0.3,0.0,3.3787529468536377,-1.0
131,0.8152672208150229,103.51666299468606,1.0,-0.3,4.0,3.545041561126709,-1.0
132,0.7864869906107586,104.30314998529681,0.0,0.3,8.0,3.7865242958068848,-1.0
133,0.7559190375010173,105.05906902279783,0.0,0.3,12.0,3.893927812576294,-1.0
134,0.7411117947896321,105.80018081758746,0.0,0.3,14.0,3.983384609222412,-1.0
135,0.7411058915456136,106.54128670913308,0.0,0.3,14.0,3.9829418659210205,-1.0
136,0.7481849282582601,107.28947163739133,0.0,0.3,13.0,3.913869619369507,-1.0
137,0.7631754449208579,108.05264708231219,0.0,0.3,11.0,3.838158369064331,-1.0
138,0.7860501187642417,108.83869720107643,0.0,0.3,8.0,3.7537589073181152,-1.0
139,0.8168827673594158,109.65557996843584,0.0,0.3,4.0,3.6662075519561768,-1.0
140,0.8480689493815105,110.50364891781736,0.0,0.3,0.0,3.6051712036132812,-1.0
141,0.8225440432230633,111.32619296104042,1.0,-0.3,-3.0,3.4908032417297363,-1.0
142,0.7897214705149334,112.11591443155535,1.0,-0.3,-7.0,3.429110288619995,-1.0
143,0.7807804641723634,112.89669489572772,1.0,-0.3,-8.0,3.358534812927246,-1.0
144,0.7722794768015544,113.66897437252928,1.0,-0.3,-9.0,3.320960760116577,-1.0
145,0.7803147468566896,114.44928911938597,1.0,-0.3,-8.0,3.323606014251709,-1.0
146,0.7970333881378174,115.24632250752379,1.0,-0.3,-6.0,3.3775041103363037,-1.0
147,0.8225674463907879,116.06888995391458,1.0,-0.3,-3.0,3.492558479309082,-1.0
148,0.8399990418752035,116.90888899578978,1.0,-0.3,1.0,3.599928140640259,-1.0
149,0.8107869656880696,117.71967596147785,1.0,-0.3,5.0,3.8090224266052246,-1.0
150,0.7811362469991048,118.50081220847696,0.0,0.3,9.0,3.9852185249328613,-1.0
151,0.7509315897623698,119.25174379823933,0.0,0.3,13.0,4.119869232177734,-1.0
152,0.7279944152832032,119.97973821352254,0.0,0.3,16.0,4.199581146240234,-1.0
153,0.7201248970031738,120.69986311052571,0.0,0.3,17.0,4.209367275238037,-1.0
154,0.7194557863871257,121.41931889691284,0.0,0.3,17.0,4.159183979034424,-1.0
155,0.7346686553955079,122.15398755230835,0.0,0.3,15.0,4.100149154663086,-1.0
156,0.7571245549519857,122.91111210726034,0.0,0.3,12.0,3.984341621398926,-1.0
157,0.7882776444753012,123.69938975173564,0.0,0.3,8.0,3.920823335647583,-1.0
158,0.8188287461598716,124.5182184978955,0.0,0.3,4.0,3.8121559619903564,-1.0
159,0.8414356123606365,125.35965411025614,0.0,0.3,-1.0,3.7076709270477295,-1.0
160,0.8081600666046143,126.16781417686076,1.0,-0.3,-5.0,3.6120049953460693,-1.0
161,0.7909592316945395,126.9587734085553,1.0,-0.3,-7.0,3.521942377090454,-1.0
162,0.7659395281473795,127.72471293670269,1.0,-0.3,-10.0,3.445464611053467,-1.0
163,0.7653990809122722,128.49011201761496,1.0,-0.3,-10.0,3.40493106842041,-1.0
164,0.7733861745198568,129.26349819213482,1.0,-0.3,-9.0,3.403963088989258,-1.0
165,0.7900281976064047,130.05352638974122,1.0,-0.3,-7.0,3.4521148204803467,-1.0
166,0.8154288749694826,130.8689552647107,1.0,-0.3,-4.0,3.5571656227111816,-1.0
167,0.8412575931549072,131.71021285786563,1.0,-0.3,-1.0,3.694319486618042,-1.0
168,0.8273268661499025,132.53753972401552,1.0,-0.3,3.0,3.849514961242676,-1.0
169,0.7977232780456545,133.33526300206117,0.0,0.3,7.0,4.029245853424072,-1.0
170,0.7675844116210938,134.10284741368227,0.0,0.3,11.0,4.168830871582031,-1.0
171,0.7444814885457356,134.847328902228,0.0,0.3,14.0,4.236111640930176,-1.0
172,0.7445475209554036,135.5918764231834,0.0,0.3,14.0,4.241064071655273,-1.0
173,0.7438268864949543,136.33570330967837,0.0,0.3,14.0,4.187016487121582,-1.0
174,0.7587120730082195,137.09441538268658,0.0,0.3,12.0,4.103405475616455,-1.0
175,0.7896082394917807,137.88402362217835,0.0,0.3,8.0,4.020617961883545,-1.0
176,0.8204607086181642,138.7044843307965,0.0,0.3,4.0,3.9345531463623047,-1.0
177,0.8512012799580893,139.55568561075458,0.0,0.3,0.0,3.8400959968566895,-1.0
178,0.8180750255584718,140.37376063631305,1.0,-0.3,-4.0,3.755626916885376,-1.0
179,0.7929024543762209,141.16666309068927,1.0,-0.3,-7.0,3.6676840782165527,-1.0
180,0.7760099646250407,141.94267305531432,1.0,-0.3,-9.0,3.6007473468780518,-1.0
181,0.7756114336649577,142.71828448897926,1.0,-0.3,-9.0,3.570857524871826,-1.0
182,0.7836719633738201,143.50195645235308,1.0,-0.3,-8.0,3.575397253036499,-1.0
183,0.8004129397074382,144.3023693920605,1.0,-0.3,-6.0,3.6309704780578613,-1.0
184,0.8344974492390951,145.13686684129962,1.0,-0.3,-2.0,3.787308692932129,-1.0
185,0.8367218437194824,145.9735886850191,1.0,-0.3,2.0,3.9541382789611816,-1.0
186,0.8071360575358073,146.78072474255492,0.5289971828460693,0.3,6.0,4.135204315185547,-1.0
187,0.7690055007934571,147.5497302433484,0.0,0.3,11.0,4.275412559509277,-1.0
188,0.7458723843892415,148.29560262773762,0.0,0.3,14.0,4.340428829193115,-1.0
189,0.7377408790588379,149.03334350679646,0.0,0.3,15.0,4.330565929412842,-1.0
190,0.7448778165181478,149.7782213233146,0.0,0.3,14.0,4.265836238861084,-1.0
191,0.7677310358683269,150.54595235918293,0.0,0.3,11.0,4.179827690124512,-1.0
192,0.7906087010701498,151.33656106025308,0.0,0.3,8.0,4.0956525802612305,-1.0
193,0.8213243147532147,152.1578853750063,0.0,0.3,4.0,3.999323606491089,-1.0
194,0.8520139503479004,153.00989932535418,0.0,0.3,0.0,3.9010462760925293,-1.0
195,0.8188662541707358,153.8287655795249,1.0,-0.3,-4.0,3.814969062805176,-1.0
196,0.7860441455841065,154.614809725109,1.0,-0.3,-8.0,3.7533109188079834,-1.0
197,0.7767949975331624,155.39160472264217,1.0,-0.3,-9.0,3.6596248149871826,-1.0
198,0.7763846632639567,156.16798938590614,1.0,-0.3,-9.0,3.628849744796753,-1.0
199,0.784442742029826,156.95243212793596,1.0,-0.3,-8.0,3.6332056522369385,-1.0
200,0.801039192199707,157.75347132013567,1.0,-0.3,-6.0,3.6779394149780273,-1.0
201,0.826348103841146,158.57981942397683,1.0,-0.3,-3.0,3.7761077880859375,-1.0
202,0.8520343112945558,159.43185373527137,1.0,-0.3,0.0,3.902573347091675,-1.0
203,0.8219894421895346,160.2538431774609,1.0,-0.3,4.0,4.049208164215088,-1.0
204,0.7922851142883302,161.04612829174923,0.0,0.3,8.0,4.221383571624756,-1.0
205,0.7623048820495606,161.8084331737988,0.0,0.3,12.0,4.372866153717041,-1.0
206,0.731277941385905,162.5397111151847,0.0,0.3,16.0,4.445845603942871,-1.0
207,0.7232357254028321,163.26294684058755,0.0,0.3,17.0,4.442679405212402,-1.0
208,0.7306651929219564,163.9936120335095,0.0,0.3,16.0,4.3998894691467285,-1.0
209,0.7375783030192058,164.7311903365287,0.0,0.3,15.0,4.31837272644043,-1.0
210,0.760505184173584,165.49169552070228,0.0,0.3,12.0,4.237888813018799,-1.0
211,0.7913262456258139,166.2830217663281,0.0,0.3,8.0,4.149468421936035,-1.0
212,0.8220629704793295,167.1050847368074,0.0,0.3,4.0,4.054722785949707,-1.0
213,0.8528207429250082,167.95790547973243,0.0,0.3,0.0,3.9615557193756104,-1.0
214,0.8276596094767253,168.78556508920914,1.0,-0.3,-3.0,3.8744707107543945,-1.0
215,0.7947891813913982,169.58035427060054,1.0,-0.3,-7.0,3.8091886043548584,-1.0
216,0.7774887892405192,170.35784305984106,1.0,-0.3,-9.0,3.7116591930389404,-1.0
217,0.7770562280019124,171.13489928784298,1.0,-0.3,-9.0,3.6792171001434326,-1.0
218,0.7851829808553061,171.92008226869828,1.0,-0.3,-8.0,3.688723564147949,-1.0
219,0.8019444516499837,172.72202672034825,1.0,-0.3,-6.0,3.7458338737487793,-1.0
220,0.8274359951019289,173.54946271545018,1.0,-0.3,-3.0,3.8576996326446533,-1.0
221,0.8453742650349936,174.39483698048517,1.0,-0.3,1.0,4.003069877624512,-1.0
222,0.8067554016113281,175.2015923820965,1.0,-0.3,6.0,4.106655120849609,-1.0
223,0.7780554771423339,175.97964785923884,0.0,0.3,10.0,4.354160785675049,-1.0
224,0.7399383799235026,176.71958623916234,0.0,0.3,15.0,4.495378494262695,-1.0
225,0.7168888626098634,177.4364751017722,0.0,0.3,18.0,4.566664695739746,-1.0
226,0.7090514958699544,178.14552659764215,0.0,0.3,19.0,4.578862190246582,-1.0
227,0.7162820205688478,178.861808618211,0.0,0.3,18.0,4.521151542663574,-1.0
228,0.7312074076334636,179.59301602584446,0.0,0.3,16.0,4.440555572509766,-1.0
229,0.7540273373921713,180.34704336323662,0.0,0.3,13.0,4.352050304412842,-1.0
230,0.7768653043111166,181.12390866754774,0.0,0.3,10.0,4.26489782333374,-1.0
231,0.8075581029256185,181.93146677047335,0.0,0.3,6.0,4.166857719421387,-1.0
232,0.8382706680297852,182.76973743850314,0.0,0.3,2.0,4.070300102233887,-1.0
233,0.8369102961222331,183.60664773462537,0.6650161743164062,0.3,-2.0,3.9682722091674805,-1.0
234,0.8039625600179037,184.41061029464328,1.0,-0.3,-6.0,3.8971920013427734,-1.0
235,0.7712201722462971,185.18183046688958,1.0,-0.3,-10.0,3.84151291847229,-1.0
236,0.7548235836029054,185.93665405049248,1.0,-0.3,-12.0,3.8117687702178955,-1.0
237,0.7547536125183106,186.69140766301078,1.0,-0.3,-12.0,3.806520938873291,-1.0
238,0.7550904693603516,187.44649813237112,1.0,-0.3,-12.0,3.831785202026367,-1.0
239,0.7725857098897297,188.21908384226086,1.0,-0.3,-10.0,3.9439282417297363,-1.0
240,0.7982946497599285,189.01737849202078,1.0,-0.3,-7.0,4.072098731994629,-1.0
241,0.8324253362019858,189.84980382822278,1.0,-0.3,-3.0,4.231900215148926,-1.0
242,0.8508177108764648,190.70062153909925,1.0,-0.3,1.0,4.411328315734863,-1.0
243,0.813416187286377,191.51403772638562,1.0,-0.3,6.0,4.6062140464782715,-1.0
244,0.7761101455688477,192.29014787195447,0.0,0.3,11.0,4.808260917663574,-1.0
245,0.738060962677002,193.02820883463147,0.0,0.3,16.0,4.9545722007751465,-1.0
246,0.7151482340494792,193.74335706868095,0.0,0.3,19.0,5.0361175537109375,-1.0
247,0.6994563217163086,194.44281339039725,0.0,0.3,21.0,5.0592241287231445,-1.0
248,0.6987309888203939,195.14154437921763,0.0,0.3,21.0,5.004824161529541,-1.0
249,0.713672607421875,195.8552169866395,0.0,0.3,19.0,4.925445556640625,-1.0
250,0.7366128781636556,196.59182986480317,0.0,0.3,16.0,4.84596586227417,-1.0
251,0.7594490648905436,197.3512789296937,0.0,0.3,13.0,4.7586798667907715,-1.0
252,0.7901986389160156,198.14147756860973,0.0,0.3,9.0,4.664897918701172,-1.0
253,0.8207756487528484,198.9622532173626,0.0,0.3,5.0,4.558173656463623,-1.0
254,0.851490261077881,199.81374347844047,0.0,0.3,1.0,4.4617695808410645,-1.0
255,0.8176947021484375,200.6314381805889,1.0,-0.3,-5.0,4.3271026611328125,-1.0
256,0.7847087046305339,201.41614688521943,1.0,-0.3,-9.0,4.253152847290039,-1.0
257,0.7672566782633464,202.18340356348278,1.0,-0.3,-11.0,4.144250869750977,-1.0
258,0.7587241655985515,202.94212772908134,1.0,-0.3,-12.0,4.104312419891357,-1.0
259,0.7667115834554037,203.70883931253672,1.0,-0.3,-11.0,4.103368759155273,-1.0
260,0.7833879419962565,204.492227254533,1.0,-0.3,-9.0,4.154095649719238,-1.0
261,0.8168836975097656,205.30911095204274,1.0,-0.3,-5.0,4.266277313232422,-1.0
262,0.8502270495096843,206.15933800155244,1.0,-0.3,-1.0,4.367028713226318,-1.0
263,0.8370801315307619,206.9964181330832,1.0,-0.3,3.0,4.581009864807129,-1.0
264,0.7994665807088217,207.79588471379202,0.0,0.3,8.0,4.759993553161621,-1.0
265,0.7609701436360677,208.55685485742808,0.0,0.3,13.0,4.872760772705078,-1.0
266,0.7383633728027345,209.2952182302308,0.0,0.3,16.0,4.977252960205078,-1.0
267,0.7227219797770184,210.01794021000782,0.0,0.3,18.0,5.004148483276367,-1.0
268,0.7301724535624187,210.74811266357025,0.0,0.3,17.0,4.9629340171813965,-1.0
269,0.744524752298991,211.49263741586924,0.0,0.3,15.0,4.839356422424316,-1.0
270,0.767193899790446,212.25983131565968,0.0,0.3,12.0,4.739542484283447,-1.0
271,0.7976597429911296,213.0574910586508,0.0,0.3,8.0,4.624480724334717,-1.0
272,0.8361205571492515,213.89361161580007,0.0,0.3,3.0,4.509041786193848,-1.0
273,0.8425389645894369,214.7361505803895,0.0,0.3,-2.0,4.390422344207764,-1.0
274,0.801529411315918,215.53767999170543,1.0,-0.3,-7.0,4.314705848693848,-1.0
275,0.7682140274047853,216.3058940191102,1.0,-0.3,-11.0,4.216052055358887,-1.0
276,0.7509660873413087,217.05686010645152,1.0,-0.3,-13.0,4.1224565505981445,-1.0
277,0.7501813341776531,217.80704144062918,1.0,-0.3,-13.0,4.063600063323975,-1.0
278,0.7583058586120606,218.56534729924124,1.0,-0.3,-12.0,4.072939395904541,-1.0
279,0.7752811050415039,219.34062840428274,1.0,-0.3,-10.0,4.146082878112793,-1.0
280,0.8088986511230469,220.1495270554058,1.0,-0.3,-6.0,4.267398834228516,-1.0
281,0.851001833597819,221.00052888900362,1.0,-0.3,-1.0,4.425137519836426,-1.0
282,0.8370959243774415,221.83762481338107,1.0,-0.3,3.0,4.5821943283081055,-1.0
283,0.8076805979410808,222.64530541132214,0.0,0.3,7.0,4.776044845581055,-1.0
284,0.7695246988932293,223.41483011021538,0.0,0.3,12.0,4.9143524169921875,-1.0
285,0.7466434351603191,224.16147354537569,0.0,0.3,15.0,4.998257637023926,-1.0
286,0.7308096160888672,224.89228316146455,0.0,0.3,17.0,5.010721206665039,-1.0
287,0.7381786206563314,225.63046178212088,0.0,0.3,16.0,4.9633965492248535,-1.0
288,0.745032024383545,226.3754938065044,0.0,0.3,15.0,4.877401828765869,-1.0
289,0.7677871805826824,227.14328098708708,0.0,0.3,12.0,4.784038543701172,-1.0
290,0.7984503835042319,227.94173137059133,0.0,0.3,8.0,4.683778762817383,-1.0
291,0.8289974098205568,228.77072878041187,0.0,0.3,4.0,4.574805736541748,-1.0
292,0.8599191411336263,229.6306479215455,0.0,0.3,0.0,4.493935585021973,-1.0
293,0.8181999715169271,230.4488478930624,1.0,-0.3,-5.0,4.364997863769531,-1.0
294,0.7849066301981608,231.23375452326056,1.0,-0.3,-9.0,4.2679972648620605,-1.0
295,0.7678530235290528,232.00160754678961,1.0,-0.3,-11.0,4.188976764678955,-1.0
296,0.7592654520670573,232.76087299885668,1.0,-0.3,-12.0,4.144908905029297,-1.0
297,0.7672423095703126,233.528115308427,1.0,-0.3,-11.0,4.1431732177734375,-1.0
298,0.7837739194234212,234.31188922785043,1.0,-0.3,-9.0,4.183043956756592,-1.0
299,0.8090783106486003,235.12096753849903,1.0,-0.3,-6.0,4.2808732986450195,-1.0
300,0.8429784812927247,235.96394601979176,1.0,-0.3,-2.0,4.423386096954346,-1.0
301,0.8371636797587079,236.80110969955047,1.0,-0.3,3.0,4.587275981903076,-1.0
302,0.7922360115051269,237.5933457110556,0.0,0.3,9.0,4.8177008628845215,-1.0
303,0.7622814140319825,238.35562712508758,0.0,0.3,13.0,4.971106052398682,-1.0
304,0.7312422663370769,239.08686939142467,0.0,0.3,17.0,5.043169975280762,-1.0
305,0.7235121879577638,239.81038157938244,0.0,0.3,18.0,5.063414096832275,-1.0
306,0.7227289225260418,240.53311050190848,0.0,0.3,18.0,5.004669189453125,-1.0
