Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Velocity,Brake
1,0.784,0.784,0.0,0.3,2.0,0.0,-1.0
2,0.7840113355632251,1.568011335563225,0.0,0.3,2.0,0.0008501672418788075,-1.0
3,0.7840140979125475,2.3520254334757724,0.0,0.3,2.0,0.0010573434410616755,-1.0
4,0.7840050588607944,3.136030492336567,0.0,0.3,2.0,0.00037941455957479775,-1.0
5,0.7840016722360549,3.9200321645726217,0.0,0.3,2.0,0.00012541770411189646,-1.0
6,0.7840116633096089,4.704043827882231,0.0,0.3,2.0,0.000874748220667243,-1.0
7,0.7840032718025614,5.488047099684792,0.0,0.3,2.0,0.0002453851921018213,-1.0
8,0.7840053315477756,6.272052431232567,0.0,0.3,2.0,0.00039986608317121863,-1.0
9,0.7840019497556302,7.056054380988198,0.0,0.3,2.0,0.00014623167226091027,-1.0
10,0.7840005729675953,7.840054953955793,0.0,0.3,2.0,4.29725696449168e-05,-1.0
11,0.7840002339045266,8.62405518786032,0.0,0.3,2.0,1.7542839486850426e-05,-1.0
12,0.7840026959735745,9.408057883833894,0.0,0.3,2.0,0.00020219801808707416,-1.0
13,0.7840057255426267,10.192063609376522,0.0,0.3,2.0,0.00042941569699905813,-1.0
14,0.784007660992754,10.976071270369276,0.0,0.3,2.0,0.0005745744565501809,-1.0
15,0.7840010984420078,11.760072368811285,0.0,0.3,2.0,8.238315058406442e-05,-1.0
16,0.7840071113587668,12.544079480170051,0.0,0.3,2.0,0.0005333519075065851,-1.0
17,0.7840036495842505,13.328083129754301,0.0,0.3,2.0,0.000273718818789348,-1.0
18,0.78400706144919,14.11209019120349,0.0,0.3,2.0,0.0005296086892485619,-1.0
19,0.7840011507033681,14.896091341906859,0.0,0.3,2.0,8.630275260657072e-05,-1.0
20,0.7840015164057065,15.680092858312564,0.0,0.3,2.0,0.0001137304279836826,-1.0
21,0.7840072895044772,16.464100147817042,0.0,0.3,2.0,0.0005467128357850015,-1.0
22,0.784,17.24810014781704,0.0,0.3,2.0,0.0,-1.0
23,0.7840067409516002,18.03210688876864,0.0,0.3,2.0,0.0005055713700130582,-1.0
24,0.7840070391975654,18.816113927966207,0.0,0.3,2.0,0.0005279398174025118,-1.0
25,0.7840054436999684,19.600119371666175,0.0,0.3,2.0,0.00040827749762684107,-1.0
26,0.7840052756626004,20.384124647328775,0.0,0.3,2.0,0.00039567469502799213,-1.0
27,0.7840015104940394,21.168126157822815,0.0,0.3,2.0,0.00011328705295454711,-1.0
28,0.7840012254714966,21.95212738329431,0.0,0.3,2.0,9.191036224365234e-05,-1.0
29,0.7840040199914171,22.73613140328573,0.0,0.3,2.0,0.00030149935628287494,-1.0
30,0.7840052326836158,23.520136635969344,0.0,0.3,2.0,0.00039245127118192613,-1.0
31,0.7840019385657895,24.304138574535134,0.0,0.3,2.0,0.0001453924342058599,-1.0
32,0.7840009408317662,25.0881395153669,0.0,0.3,2.0,7.056238246150315e-05,-1.0
33,0.7840010442735705,25.87214055964047,0.0,0.3,2.0,7.832051778677851e-05,-1.0
34,0.7840003532409513,26.656140912881423,0.0,0.3,2.0,2.6493071345612407e-05,-1.0
35,0.7840068202335387,27.440147733114962,0.0,0.3,2.0,0.0005115175154060125,-1.0
36,0.7840058980941927,28.224153631209155,0.0,0.3,2.0,0.00044235706445761025,-1.0
37,0.7840010153453332,29.008154646554487,0.0,0.3,2.0,7.615089998580515e-05,-1.0
38,0.7840051214216122,29.7921597679761,0.0,0.3,2.0,0.00038410662091337144,-1.0
39,0.7840041573840039,30.576163925360103,0.0,0.3,2.0,0.00031180380028672516,-1.0
40,0.784003886159199,31.3601678115193,0.0,0.3,2.0,0.00029146193992346525,-1.0
41,0.7840017932895571,32.14416960480886,0.0,0.3,2.0,0.00013449671678245068,-1.0
42,0.784001177469967,32.928170782278826,0.0,0.3,2.0,8.831024751998484e-05,-1.0
43,0.784003707059271,33.712174489338096,0.0,0.3,2.0,0.00027802944532595575,-1.0
44,0.7840053065615551,34.49617979589965,0.0,0.3,2.0,0.00039799211663194,-1.0
45,0.7840338066089899,35.28021360250864,0.0,0.3,2.0,0.002535495674237609,-1.0
46,0.7840027181627229,36.06421632067136,0.0,0.3,2.0,0.00020386220421642065,-1.0
47,0.7840045452115592,36.84822086588292,0.0,0.3,2.0,0.0003408908669371158,-1.0
48,0.7840055272419316,37.63222639312485,0.0,0.3,2.0,0.00041454314487054944,-1.0
49,0.7840054523465224,38.41623184547137,0.0,0.3,2.0,0.000408925989177078,-1.0
50,0.7840028004328488,39.200234645904224,0.0,0.3,2.0,0.00021003246365580708,-1.0
51,0.7840114735285751,39.9842461194328,0.0,0.3,2.0,0.0008605146431364119,-1.0
52,0.7840093494410006,40.7682554688738,0.0,0.3,2.0,0.000701208075042814,-1.0
53,0.7840114573158014,41.552266926189596,0.0,0.3,2.0,0.0008592986850999296,-1.0
54,0.7840061048505207,42.336273031040115,0.0,0.3,2.0,0.00045786378905177116,-1.0
55,0.7840001343417898,43.1202731653819,0.0,0.3,2.0,1.007563423627289e-05,-1.0
56,0.7840133922571938,43.9042865576391,0.0,0.3,2.0,0.0010044192895293236,-1.0
57,0.7840002679831717,44.68828682562227,0.0,0.3,2.0,2.009873787756078e-05,-1.0
58,0.7840064196266855,45.472293245248956,0.0,0.3,2.0,0.00048147200141102076,-1.0
59,0.7840048093796553,46.25629805462861,0.0,0.3,2.0,0.00036070347414352,-1.0
60,0.7840071847275831,47.040305239356194,0.0,0.3,2.0,0.0005388545687310398,-1.0
61,0.7840036319096884,47.824308871265885,0.0,0.3,2.0,0.00027239322662353516,-1.0
62,0.7840052326199755,48.60831410388586,0.0,0.3,2.0,0.0003924464981537312,-1.0
63,0.7840016355514526,49.392315739437315,0.0,0.3,2.0,0.0001226663589477539,-1.0
64,0.7840320457449804,50.176347785182294,0.0,0.3,2.0,0.002403430873528123,-1.0
65,0.7840047737755813,50.96035255895787,0.0,0.3,2.0,0.0003580331685952842,-1.0
66,0.7840136447263261,51.7443662036842,0.0,0.3,2.0,0.0010233544744551182,-1.0
67,0.7840057280855254,52.528371931769726,0.0,0.3,2.0,0.0004296064144000411,-1.0
68,0.7840055135088042,53.31237744527853,0.0,0.3,2.0,0.00041351316031068563,-1.0
69,0.7840063290912658,54.09638377436979,0.0,0.3,2.0,0.00047468184493482113,-1.0
70,0.7840315828962873,54.88041535726608,0.0,0.3,2.0,0.002368717221543193,-1.0
71,0.7840100643156718,55.664425421581754,0.0,0.3,2.0,0.0007548236753791571,-1.0
72,0.7840079952234713,56.44843341680522,0.0,0.3,2.0,0.0005996417603455484,-1.0
73,0.7840069828028791,57.2324403996081,0.0,0.3,2.0,0.0005237102159298956,-1.0
74,0.7840088790253116,58.01644927863342,0.0,0.3,2.0,0.0006659268983639777,-1.0
75,0.7840038274129232,58.80045310604634,0.0,0.3,2.0,0.00028705596923828125,-1.0
76,0.7840039955775719,59.58445710162391,0.0,0.3,2.0,0.00029966831789352,-1.0
77,0.7840039468763862,60.3684610485003,0.0,0.3,2.0,0.000296015728963539,-1.0
78,0.7840046105065849,61.152465659006886,0.0,0.3,2.0,0.00034578799386508763,-1.0
79,0.7840069994603595,61.936472658467245,0.0,0.3,2.0,0.0005249595269560814,-1.0
80,0.784006238174392,62.72047889664164,0.0,0.3,2.0,0.00046786307939328253,-1.0
81,0.784,63.504478896641636,0.0,0.3,2.0,0.0,-1.0
82,0.7840013514200691,64.2884802480617,0.0,0.3,2.0,0.00010135650518350303,-1.0
