Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Velocity,Brake
40,0.5880018023810116,23.520248290887984,0.0,0.3,2.0,0.00013517857587430626,-1.0
41,0.5880049603144483,24.108253251202434,0.0,0.3,2.0,0.0003720235836226493,-1.0
42,0.5880142667132119,24.696267517915647,0.0,0.3,2.0,0.0010700034908950329,-1.0
43,0.5880073135372561,25.284274831452905,0.0,0.3,2.0,0.000548515294212848,-1.0
44,0.5880005891810967,25.872275420634,0.0,0.3,2.0,4.418858225108124e-05,-1.0
45,0.5880133422855287,26.46028876291953,0.0,0.3,2.0,0.0010006714146584272,-1.0
46,0.5880014671966588,27.048290230116187,0.0,0.3,2.0,0.00011003974941559136,-1.0
47,0.5880126683549024,27.63630289847109,0.0,0.3,2.0,0.0009501266176812351,-1.0
48,0.588012043507304,28.224314941978395,0.0,0.3,2.0,0.0009032630478031933,-1.0
49,0.5880163148234908,28.812331256801887,0.0,0.3,2.0,0.001223611761815846,-1.0
50,0.588001889928244,29.40033314673013,0.0,0.3,2.0,0.0001417446183040738,-1.0
51,0.5880038845061014,29.98833703123623,0.0,0.3,2.0,0.00029133795760571957,-1.0
52,0.5880012716293955,30.576338302865626,0.0,0.3,2.0,9.53722046688199e-05,-1.0
53,0.5880065789550232,31.16434488182065,0.0,0.3,2.0,0.0004934216267429292,-1.0
54,0.5880129071553237,31.752357788975974,0.0,0.3,2.0,0.0009680366492830217,-1.0
55,0.5880003552772735,32.340358144253244,0.0,0.3,2.0,2.664579551492352e-05,-1.0
56,0.5880071685792257,32.92836531283247,0.0,0.3,2.0,0.0005376434419304132,-1.0
57,0.5880091318762861,33.51637444470875,0.0,0.3,2.0,0.0006848907214589417,-1.0
58,0.5880053140004942,34.10437975870925,0.0,0.3,2.0,0.0003985500370617956,-1.0
59,0.5880008925119375,34.692380651221185,0.0,0.3,2.0,6.693839532090351e-05,-1.0
60,0.5880063406625607,35.280386991883745,0.0,0.3,2.0,0.00047554969205521047,-1.0
61,0.5880011568713428,35.86838814875509,0.0,0.3,2.0,8.676535071572289e-05,-1.0
62,0.5880241181689003,36.45641226692399,0.0,0.3,2.0,0.001808862667530775,-1.0
63,0.5880061985016024,37.04441846542559,0.0,0.3,2.0,0.0004648876201827079,-1.0
64,0.5880010876974556,37.63241955312305,0.0,0.3,2.0,8.157730917446315e-05,-1.0
65,0.5880024930323706,38.22042204615542,0.0,0.3,2.0,0.00018697742780204862,-1.0
66,0.588000447340329,38.80842249349575,0.0,0.3,2.0,3.355052467668429e-05,-1.0
67,0.5880088678991111,39.39643136139486,0.0,0.3,2.0,0.0006650924333371222,-1.0
68,0.5880038021085008,39.98443516350336,0.0,0.3,2.0,0.0002851581375580281,-1.0
69,0.588015097046271,40.57245026054964,0.0,0.3,2.0,0.0011322784703224897,-1.0
70,0.5880033332822688,41.1604535938319,0.0,0.3,2.0,0.00024999617016874254,-1.0
71,0.5880014067972855,41.748455000629185,0.0,0.3,2.0,0.00010550979641266167,-1.0
72,0.5880096509295205,42.33646465155871,0.0,0.3,2.0,0.0007238197140395641,-1.0
73,0.5880070991514561,42.92447175071016,0.0,0.3,2.0,0.0005324363592080772,-1.0
74,0.5880137680054952,43.51248551871566,0.0,0.3,2.0,0.001032600412145257,-1.0
75,0.5880013027193685,44.10048682143503,0.0,0.3,2.0,9.770395263331011e-05,-1.0
76,0.588004291915878,44.688491113350906,0.0,0.3,2.0,0.00032189369085244834,-1.0
77,0.5880188887274513,45.27651000207836,0.0,0.3,2.0,0.001416654558852315,-1.0
78,0.5880054599123541,45.86451546199071,0.0,0.3,2.0,0.00040949342655949295,-1.0
79,0.5880063016253989,46.45252176361611,0.0,0.3,2.0,0.000472621904918924,-1.0
80,0.5880066827773116,47.040528446393424,0.0,0.3,2.0,0.0005012082983739674,-1.0
81,0.5880019179030399,47.628530364296466,0.0,0.3,2.0,0.00014384272799361497,-1.0
82,0.5880003285106746,48.21653069280714,0.0,0.3,2.0,2.46383006015094e-05,-1.0
83,0.5880004304268804,48.80453112323402,0.0,0.3,2.0,3.2282016036333516e-05,-1.0
84,0.588009784825767,49.392540908059786,0.0,0.3,2.0,0.0007338619325309992,-1.0
85,0.5880064571384185,49.980547365198206,0.0,0.3,2.0,0.00048428538138978183,-1.0
86,0.5880071437198979,50.568554508918105,0.0,0.3,2.0,0.000535778992343694,-1.0
87,0.5880047465642758,51.15655925548238,0.0,0.3,2.0,0.0003559923206921667,-1.0
88,0.5880107171370959,51.74456997261947,0.0,0.3,2.0,0.0008037852821871638,-1.0
89,0.5880014088949925,52.33257138151446,0.0,0.3,2.0,0.00010566712444415316,-1.0
90,0.5880049397783974,52.92057632129286,0.0,0.3,2.0,0.0003704833798110485,-1.0
91,0.5880096956888834,53.508586016981745,0.0,0.3,2.0,0.0007271766662597656,-1.0
92,0.5880006388982001,54.096586655879946,0.0,0.3,2.0,4.7917365009197965e-05,-1.0
93,0.5880103995638589,54.6845970554438,0.0,0.3,2.0,0.0007799672894179821,-1.0
94,0.5880026121774378,55.27259966762124,0.0,0.3,2.0,0.00019591330783441663,-1.0
95,0.588002525266027,55.86060219288727,0.0,0.3,2.0,0.00018939495203085244,-1.0
96,0.5880017020544813,56.448603894941755,0.0,0.3,2.0,0.00012765408609993756,-1.0
97,0.5880101518630981,57.03661404680485,0.0,0.3,2.0,0.0007613897323608398,-1.0
98,0.5880042477929188,57.62461829459777,0.0,0.3,2.0,0.0003185844689141959,-1.0
99,0.5880074498495087,58.21262574444727,0.0,0.3,2.0,0.0005587387131527066,-1.0
100,0.5880262547812114,58.800651999228485,0.0,0.3,2.0,0.0019691085908561945,-1.0
101,0.5880189751945436,59.38867097442303,0.0,0.3,2.0,0.0014231395907700062,-1.0
102,0.5880008720405943,59.976671846463624,0.0,0.3,2.0,6.540304457303137e-05,-1.0
103,0.5880154229470839,60.564687269410705,0.0,0.3,2.0,0.001156721031293273,-1.0
104,0.5880045773821572,61.15269184679286,0.0,0.3,2.0,0.0003433036617934704,-1.0
105,0.588002536837128,61.74069438362999,0.0,0.3,2.0,0.00019026278459932655,-1.0
106,0.5880118347164243,62.32870621834642,0.0,0.3,2.0,0.0008876037318259478,-1.0
107,0.5880001326883648,62.91670635103478,0.0,0.3,2.0,9.951627362170257e-06,-1.0
108,0.5880022630694244,63.50470861410421,0.0,0.3,2.0,0.00016973020683508366,-1.0
109,0.588001831499782,64.092710445604,0.0,0.3,2.0,0.00013736248365603387,-1.0
110,0.5880100601192874,64.68072050572329,0.0,0.3,2.0,0.000754508946556598,-1.0
111,0.5880121762587999,65.26873268198209,0.0,0.3,2.0,0.000913219409994781,-1.0
112,0.588009372329805,65.8567420543119,0.0,0.3,2.0,0.000702924735378474,-1.0
113,0.5880184430430333,66.44476049735493,0.0,0.3,2.0,0.0013832282274961472,-1.0
114,0.5880040462492809,67.03276454360422,0.0,0.3,2.0,0.0003034686960745603,-1.0
115,0.588,67.62076454360421,0.0,0.3,2.0,0.0,-1.0
116,0.5880099768318856,68.2087745204361,0.0,0.3,2.0,0.0007482623914256692,-1.0
117,0.5880070643106785,68.79678158474677,0.0,0.3,2.0,0.0005298233008943498,-1.0
118,0.5880018112188748,69.38478339596564,0.0,0.3,2.0,0.00013584141561295837,-1.0
119,0.5880040313085385,69.97278742727418,0.0,0.3,2.0,0.0003023481403943151,-1.0
120,0.588008186912164,70.56079561418635,0.0,0.3,2.0,0.0006140184123069048,-1.0
121,0.5880048554102735,71.14880046959662,0.0,0.3,2.0,0.00036415577051229775,-1.0
122,0.5880029612225868,71.73680343081921,0.0,0.3,2.0,0.0002220916940132156,-1.0
123,0.5880030633925537,72.32480649421176,0.0,0.3,2.0,0.00022975444153416902,-1.0
124,0.5880130265547583,72.91281952076652,0.0,0.3,2.0,0.000976991606876254,-1.0
125,0.5880040035881102,73.50082352435463,0.0,0.3,2.0,0.00030026910826563835,-1.0
126,0.5880020163217171,74.08882554067635,0.0,0.3,2.0,0.00015122412878554314,-1.0
127,0.5880223100014651,74.67684785067782,0.0,0.3,2.0,0.0016732501098886132,-1.0
128,0.5880139508567129,75.26486180153454,0.0,0.3,2.0,0.0010463142534717917,-1.0
129,0.5880074890131751,75.85286929054772,0.0,0.3,2.0,0.000561675988137722,-1.0
130,0.5880045640945124,76.44087385464223,0.0,0.3,2.0,0.0003423070884309709,-1.0
131,0.5880088488256248,77.02888270346786,0.0,0.3,2.0,0.0006636619218625128,-1.0
132,0.5880003014883987,77.61688300495625,0.0,0.3,2.0,2.26116299018031e-05,-1.0
133,0.5880032931007445,78.20488629805699,0.0,0.3,2.0,0.00024698255583643913,-1.0
134,0.5880096296945897,78.79289592775159,0.0,0.3,2.0,0.0007222270942293108,-1.0
135,0.5880107259109305,79.38090665366252,0.0,0.3,2.0,0.0008044433197937906,-1.0
136,0.5880051274616271,79.96891178112415,0.0,0.3,2.0,0.0003845596220344305,-1.0
137,0.5880134468078613,80.55692522793201,0.0,0.3,2.0,0.0010085105895996094,-1.0
138,0.5880004830678032,81.14492571099981,0.0,0.3,2.0,3.6230085243005306e-05,-1.0
139,0.5880096883135847,81.7329353993134,0.0,0.3,2.0,0.0007266235188581049,-1.0
140,0.5880093383784406,82.32094473769185,0.0,0.3,2.0,0.0007003783830441535,-1.0
141,0.5880065062839227,82.90895124397576,0.0,0.3,2.0,0.0004879712942056358,-1.0
142,0.5880115707392494,83.49696281471502,0.0,0.3,2.0,0.0008678054437041283,-1.0
143,0.5880016664504073,84.08496448116543,0.0,0.3,2.0,0.00012498378055170178,-1.0
144,0.5880097647348108,84.67297424590024,0.0,0.3,2.0,0.0007323551108129323,-1.0
145,0.5880001664481533,85.26097441234839,0.0,0.3,2.0,1.2483611499192193e-05,-1.0
146,0.5880155994404728,85.84899001178886,0.0,0.3,2.0,0.0011699580354616046,-1.0
147,0.5880037817637591,86.43699379355262,0.0,0.3,2.0,0.00028363228193484247,-1.0
148,0.5880082309086185,87.02500202446123,0.0,0.3,2.0,0.0006173181463964283,-1.0
149,0.5880143779752155,87.61301640243644,0.0,0.3,2.0,0.0010783481411635876,-1.0
150,0.588015461857741,88.20103186429418,0.0,0.3,2.0,0.0011596393305808306,-1.0
151,0.5880109771088076,88.78904284140299,0.0,0.3,2.0,0.0008232831605710089,-1.0
152,0.5880079774856567,89.37705081888865,0.0,0.3,2.0,0.0005983114242553711,-1.0
153,0.5880105571110422,89.9650613759997,0.0,0.3,2.0,0.0007917833281680942,-1.0
154,0.588004089291906,90.5530654652916,0.0,0.3,2.0,0.0003066968929488212,-1.0
155,0.5880080055867631,91.14107347087835,0.0,0.3,2.0,0.0006004190072417259,-1.0
156,0.588000577418056,91.72907404829641,0.0,0.3,2.0,4.330635420046747e-05,-1.0
157,0.5880094881056187,92.31708353640202,0.0,0.3,2.0,0.0007116079214029014,-1.0
158,0.5880125081379277,92.90509604453995,0.0,0.3,2.0,0.0009381103445775807,-1.0
159,0.5880076493582067,93.49310369389815,0.0,0.3,2.0,0.0005737018655054271,-1.0
160,0.5880019819894805,94.08110567588763,0.0,0.3,2.0,0.00014864921104162931,-1.0
161,0.588,94.66910567588762,0.0,0.3,2.0,0.0,-1.0
162,0.5880177937823657,95.25712346966999,0.0,0.3,2.0,0.0013345336774364114,-1.0
163,0.5880055277510546,95.84512899742104,0.0,0.3,2.0,0.0004145813290961087,-1.0
164,0.5880010367710881,96.43313003419213,0.0,0.3,2.0,7.775783160468563e-05,-1.0
165,0.588002561378836,97.02113259557096,0.0,0.3,2.0,0.000192103412700817,-1.0
166,0.5880041657127439,97.60913676128371,0.0,0.3,2.0,0.00031242845579981804,-1.0
167,0.5880078804014871,98.1971446416852,0.0,0.3,2.0,0.0005910301115363836,-1.0
168,0.5880034928003636,98.78514813448557,0.0,0.3,2.0,0.00026196002727374434,-1.0
169,0.5880021776198021,99.37315031210537,0.0,0.3,2.0,0.00016332148516085,-1.0
170,0.5880185278570279,99.9611688399624,0.0,0.3,2.0,0.0013895892770960927,-1.0
171,0.5880172637930761,100.54918610375547,0.0,0.3,2.0,0.0012947844807058573,-1.0
172,0.5880020937602191,101.1371881975157,0.0,0.3,2.0,0.00015703201643191278,-1.0
173,0.5880160570147758,101.72520425453047,0.0,0.3,2.0,0.0012042761081829667,-1.0
174,0.5880026037216108,102.31320685825207,0.0,0.3,2.0,0.00019527912081684917,-1.0
175,0.5880132778799161,102.90122013613198,0.0,0.3,2.0,0.0009958409937098622,-1.0
176,0.588012933476828,103.48923306960882,0.0,0.3,2.0,0.0009700107621029019,-1.0
177,0.588013486862493,104.07724655647131,0.0,0.3,2.0,0.0010115146869793534,-1.0
178,0.5880113925927629,104.66525794906407,0.0,0.3,2.0,0.000854444457218051,-1.0
179,0.5880014678955389,105.25325941695961,0.0,0.3,2.0,0.00011009216541424394,-1.0
180,0.5880000769947958,105.84125949395441,0.0,0.3,2.0,5.7746096899791155e-06,-1.0
181,0.5880088174819635,106.42926831143637,0.0,0.3,2.0,0.0006613111472688615,-1.0
182,0.5880063937502757,107.01727470518665,0.0,0.3,2.0,0.0004795312706846744,-1.0
183,0.588,107.60527470518664,0.0,0.3,2.0,0.0,-1.0
184,0.5880130313867703,108.19328773657341,0.0,0.3,2.0,0.0009773540077731013,-1.0
185,0.5880045131682418,108.78129224974165,0.0,0.3,2.0,0.000338487618137151,-1.0
186,0.5880015974680233,109.36929384720968,0.0,0.3,2.0,0.00011981010175077245,-1.0
187,0.5880023001354808,109.95729614734516,0.0,0.3,2.0,0.00017251016106456518,-1.0
188,0.5880152580253779,110.54531140537054,0.0,0.3,2.0,0.0011443519033491611,-1.0
189,0.5880104049678581,111.1333218103384,0.0,0.3,2.0,0.0007803725893609226,-1.0
190,0.5880124126432152,111.72133422298161,0.0,0.3,2.0,0.000930948241148144,-1.0
191,0.5880094988499768,112.30934372183158,0.0,0.3,2.0,0.0007124137482605875,-1.0
192,0.5880160793308168,112.8973598011624,0.0,0.3,2.0,0.0012059498112648726,-1.0
193,0.5880044638314285,113.48536426499382,0.0,0.3,2.0,0.0003347873571328819,-1.0
194,0.5880134698860346,114.07337773487986,0.0,0.3,2.0,0.0010102414526045322,-1.0
195,0.5880038639067983,114.66138159878665,0.0,0.3,2.0,0.0002897930098697543,-1.0
196,0.5880115095769676,115.24939310836362,0.0,0.3,2.0,0.0008632182725705206,-1.0
197,0.5880118827819824,115.8374049911456,0.0,0.3,2.0,0.0008912086486816406,-1.0
198,0.5880064650216761,116.42541145616728,0.0,0.3,2.0,0.0004848766257055104,-1.0
199,0.5880031360624901,117.01341459222978,0.0,0.3,2.0,0.00023520468675997108,-1.0
200,0.5880055708565438,117.60142016308632,0.0,0.3,2.0,0.00041781424079090357,-1.0
201,0.5880073983512508,118.18942756143757,0.0,0.3,2.0,0.0005548763438127935,-1.0
202,0.588011965179195,118.77743952661676,0.0,0.3,2.0,0.0008973884396255016,-1.0
203,0.5880005292261873,119.36544005584295,0.0,0.3,2.0,3.969196404796094e-05,-1.0
204,0.5880097732540841,119.95344982909704,0.0,0.3,2.0,0.0007329940563067794,-1.0
205,0.5880036145525519,120.54145344364959,0.0,0.3,2.0,0.0002710914413910359,-1.0
206,0.5880120825444658,121.12946552619405,0.0,0.3,2.0,0.0009061908349394798,-1.0
207,0.5880003975553894,121.71746592374944,0.0,0.3,2.0,2.981665420520585e-05,-1.0
208,0.5880143703461314,122.30548029409557,0.0,0.3,2.0,0.0010777759598568082,-1.0
209,0.5880010752362625,122.89348136933184,0.0,0.3,2.0,8.06427196948789e-05,-1.0
210,0.5880201389302189,123.48150150826206,0.0,0.3,2.0,0.0015104197664186358,-1.0
211,0.5880016565962384,124.06950316485829,0.0,0.3,2.0,0.0001242447178810835,-1.0
212,0.5880078375497833,124.65751100240807,0.0,0.3,2.0,0.0005878162337467074,-1.0
213,0.5880099311186932,125.24552093352676,0.0,0.3,2.0,0.000744833901990205,-1.0
214,0.5880031985600557,125.83352413208682,0.0,0.3,2.0,0.00023989200417418033,-1.0
215,0.5880068716045158,126.42153100369134,0.0,0.3,2.0,0.0005153703386895359,-1.0
216,0.5880060529075563,127.0095370565989,0.0,0.3,2.0,0.0004539680667221546,-1.0
217,0.588,127.5975370565989,0.0,0.3,2.0,0.0,-1.0
218,0.5880055176415481,128.18554257424043,0.0,0.3,2.0,0.00041382311610504985,-1.0
219,0.5880073509213204,128.77354992516175,0.0,0.3,2.0,0.0005513190990313888,-1.0
220,0.5880052342094325,129.36155515937116,0.0,0.3,2.0,0.000392565707443282,-1.0
221,0.5880059268949553,129.94956108626613,0.0,0.3,2.0,0.00044451712165027857,-1.0
222,0.5880019551594353,130.53756304142556,0.0,0.3,2.0,0.00014663695765193552,-1.0
223,0.5880091978705798,131.12557223929613,0.0,0.3,2.0,0.0006898402934893966,-1.0
224,0.5880065879182269,131.71357882721435,0.0,0.3,2.0,0.0004940938670188189,-1.0
225,0.5880032740272582,132.3015821012416,0.0,0.3,2.0,0.00024555204436182976,-1.0
226,0.5880014405573407,132.88958354179894,0.0,0.3,2.0,0.00010804180055856705,-1.0
227,0.5880088274634132,133.47759236926237,0.0,0.3,2.0,0.0006620597559958696,-1.0
228,0.5880089541752822,134.06560132343765,0.0,0.3,2.0,0.0006715631461702287,-1.0
229,0.5880014733631784,134.65360279680084,0.0,0.3,2.0,0.00011050223838537931,-1.0
230,0.5880040650689818,135.24160686186983,0.0,0.3,2.0,0.00030488017364405096,-1.0
231,0.5880005267461044,135.82960738861593,0.0,0.3,2.0,3.9505957829533145e-05,-1.0
232,0.5880087556204138,136.41761614423635,0.0,0.3,2.0,0.0006566715310327709,-1.0
233,0.588008373959766,137.0056245181961,0.0,0.3,2.0,0.0006280469824559987,-1.0
234,0.588003000513728,137.59362751870984,0.0,0.3,2.0,0.00022503852960653603,-1.0
235,0.5880072551099583,138.1816347738198,0.0,0.3,2.0,0.0005441332468762994,-1.0
236,0.5880102834698433,138.76964505728967,0.0,0.3,2.0,0.0007712602382525802,-1.0
237,0.5880104273475396,139.3576554846372,0.0,0.3,2.0,0.0007820510654710233,-1.0
238,0.5880127552667012,139.9456682399039,0.0,0.3,2.0,0.0009566450025886297,-1.0
239,0.5880067664465556,140.53367500635048,0.0,0.3,2.0,0.0005074834916740656,-1.0
240,0.588018351363639,141.12169335771412,0.0,0.3,2.0,0.001376352272927761,-1.0
241,0.5880054953255069,141.70969885303964,0.0,0.3,2.0,0.000412149413023144,-1.0
242,0.5880101671220423,142.29770902016168,0.0,0.3,2.0,0.0007625341531820595,-1.0
243,0.588009781519572,142.88571880168124,0.0,0.3,2.0,0.0007336139678955078,-1.0
244,0.5880051792144465,143.47372398089567,0.0,0.3,2.0,0.00038844108348712325,-1.0
245,0.5880073198950849,144.06173130079077,0.0,0.3,2.0,0.0005489921313710511,-1.0
246,0.5880086741762546,144.64973997496702,0.0,0.3,2.0,0.0006505632190965116,-1.0
247,0.5880017985034113,145.23774177347042,0.0,0.3,2.0,0.00013488775584846735,-1.0
248,0.5880037279127476,145.82574550138315,0.0,0.3,2.0,0.00027959345607087016,-1.0
249,0.5880030962628079,146.41374859764596,0.0,0.3,2.0,0.0002322197105968371,-1.0
250,0.5880135238639389,147.0017621215099,0.0,0.3,2.0,0.001014289795421064,-1.0
251,0.588004041417269,147.58976616292716,0.0,0.3,2.0,0.00030310629517771304,-1.0
252,0.5880022611619594,148.17776842408912,0.0,0.3,2.0,0.0001695871469564736,-1.0
253,0.5880022288640806,148.7657706529532,0.0,0.3,2.0,0.00016716480604372919,-1.0
254,0.5880038972853993,149.3537745502386,0.0,0.3,2.0,0.0002922964049503207,-1.0
255,0.5880049874621133,149.9417795377007,0.0,0.3,2.0,0.00037405965849757195,-1.0
256,0.5880047003431246,150.52978423804385,0.0,0.3,2.0,0.0003525257343426347,-1.0
257,0.5880017026264686,151.1177859406703,0.0,0.3,2.0,0.00012769698514603078,-1.0
258,0.5880005869547992,151.7057865276251,0.0,0.3,2.0,4.4021609937772155e-05,-1.0
259,0.5880068627670407,152.29379339039212,0.0,0.3,2.0,0.0005147075280547142,-1.0
260,0.5880122066494077,152.88180559704153,0.0,0.3,2.0,0.0009154987055808306,-1.0
261,0.5880021761578197,153.46980777319936,0.0,0.3,2.0,0.00016321183647960424,-1.0
262,0.5880038007099647,154.05781157390933,0.0,0.3,2.0,0.00028505324735306203,-1.0
263,0.5880078312555949,154.64581940516493,0.0,0.3,2.0,0.0005873441696166992,-1.0
264,0.588016933058699,155.23383633822363,0.0,0.3,2.0,0.001269979402422905,-1.0
265,0.5880136343638102,155.82184997258744,0.0,0.3,2.0,0.0010225772857666016,-1.0
266,0.5880012690866909,156.40985124167415,0.0,0.3,2.0,9.518150181975216e-05,-1.0
267,0.5880079266866669,156.9978591683608,0.0,0.3,2.0,0.000594501500017941,-1.0
268,0.5880074281690952,157.5858665965299,0.0,0.3,2.0,0.0005571126821450889,-1.0
269,0.5880051551816674,158.17387175171157,0.0,0.3,2.0,0.0003866386250592768,-1.0
270,0.5880202494300901,158.76189200114166,0.0,0.3,2.0,0.0015187072567641735,-1.0
271,0.5880049409867885,159.34989694212845,0.0,0.3,2.0,0.0003705740091390908,-1.0
272,0.5880015035633502,159.93789844569181,0.0,0.3,2.0,0.00011276725126663223,-1.0
273,0.5880102053318793,160.52590865102368,0.0,0.3,2.0,0.0007653998909518123,-1.0
274,0.5880117523192118,161.1139204033429,0.0,0.3,2.0,0.0008814239408820868,-1.0
275,0.5880003468835591,161.70192075022644,0.0,0.3,2.0,2.6016266929218546e-05,-1.0
276,0.5880217497504006,162.28994249997683,0.0,0.3,2.0,0.0016312312800437212,-1.0
277,0.5880101287841486,162.877952628761,0.0,0.3,2.0,0.0007596588111482561,-1.0
278,0.5880013751987717,163.46595400395975,0.0,0.3,2.0,0.00010313990787835792,-1.0
279,0.5880145106002067,164.05396851455995,0.0,0.3,2.0,0.0010882950155064464,-1.0
280,0.5880107664102688,164.64197928097022,0.0,0.3,2.0,0.000807480770163238,-1.0
281,0.5880032691956342,165.22998255016586,0.0,0.3,2.0,0.00024518967256881297,-1.0
282,0.5880075063070592,165.81799005647292,0.0,0.3,2.0,0.0005629730294458568,-1.0
283,0.5880006575266888,166.4059907139996,0.0,0.3,2.0,4.931450166623108e-05,-1.0
284,0.5880075165430705,166.99399823054267,0.0,0.3,2.0,0.0005637407302856445,-1.0
285,0.5880060326893193,167.582004263232,0.0,0.3,2.0,0.0004524516989476979,-1.0
286,0.5880145041787376,168.17001876741074,0.0,0.3,2.0,0.0010878134053200483,-1.0
287,0.5880002413433685,168.7580190087541,0.0,0.3,2.0,1.8100752640748397e-05,-1.0
288,0.5880055238088437,169.34602453256295,0.0,0.3,2.0,0.0004142856632824987,-1.0
289,0.588,169.93402453256294,0.0,0.3,2.0,0.0,-1.0
290,0.5880073902130437,170.522031922776,0.0,0.3,2.0,0.0005542659782804549,-1.0
291,0.58801242694833,171.11004434972432,0.0,0.3,2.0,0.000932021124754101,-1.0
292,0.5880060323718935,171.6980503820962,0.0,0.3,2.0,0.00045242789201438427,-1.0
293,0.5880128460566824,172.28606322815287,0.0,0.3,2.0,0.000963454251177609,-1.0
294,0.5880118591302695,172.87407508728313,0.0,0.3,2.0,0.0008894347702153027,-1.0
295,0.5880002654411461,173.46207535272427,0.0,0.3,2.0,1.990808596019633e-05,-1.0
296,0.5880077632263613,174.05008311595063,0.0,0.3,2.0,0.0005822419770993292,-1.0
297,0.5880092095687675,174.6380923255194,0.0,0.3,2.0,0.0006907176575623453,-1.0
298,0.5880146077464645,175.22610693326587,0.0,0.3,2.0,0.001095580984838307,-1.0
299,0.5880011372884425,175.8141080705543,0.0,0.3,2.0,8.529663318768144e-05,-1.0
300,0.5880075158438024,176.4021155863981,0.0,0.3,2.0,0.0005636882851831615,-1.0
301,0.588,176.9901155863981,0.0,0.3,2.0,0.0,-1.0
302,0.5880044660569013,177.578120052455,0.0,0.3,2.0,0.00033495426760055125,-1.0
303,0.588014883231682,178.1661349356867,0.0,0.3,2.0,0.0011162423761561513,-1.0
304,0.5880085671742756,178.75414350286098,0.0,0.3,2.0,0.0006425380706787109,-1.0
