Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Velocity,Brake,Dist
1,0.9602815799358345,0.9602815799358345,0.3847328722476959,-0.010494139045476913,3.0,0.009311622940003872,-1.0,10.0
2,0.9644878077618778,1.9247693876977123,0.3837391436100006,-0.00344607001170516,3.0,0.008702278137207031,-1.0,10.0
3,0.9649897008234902,2.8897590885212026,0.38361674547195435,-0.002600621897727251,3.0,0.00701949093490839,-1.0,10.0
4,0.9649940619631892,3.8547531504843917,0.38361015915870667,-0.002586832270026207,3.0,0.004648213274776936,-1.0,10.0
5,0.9649940619631892,4.819747212447581,0.38361015915870667,-0.002586832270026207,3.0,0.0038297127466648817,-1.0,10.0
6,0.9649940619631892,5.78474127441077,0.38361015915870667,-0.002586832270026207,3.0,0.0038193464279174805,-1.0,10.0
7,0.9649940619631892,6.749735336373959,0.38361015915870667,-0.002586832270026207,3.0,0.0042911432683467865,-1.0,10.0
8,0.9649940619631892,7.714729398337148,0.38361015915870667,-0.002586832270026207,3.0,0.0004156589275225997,-1.0,10.0
9,0.9649940619631892,8.679723460300337,0.38361015915870667,-0.002586832270026207,3.0,0.00015560626343358308,-1.0,10.0
10,0.9649940619631892,9.644717522263527,0.38361015915870667,-0.002586832270026207,3.0,0.00044146060827188194,-1.0,10.0
11,0.9649940619631892,10.609711584226716,0.38361015915870667,-0.002586832270026207,3.0,0.001562576275318861,-1.0,10.0
12,0.9649940619631892,11.574705646189905,0.38361015915870667,-0.002586832270026207,3.0,0.0012572574196383357,-1.0,10.0
13,0.9649940619631892,12.539699708153094,0.38361015915870667,-0.002586832270026207,3.0,0.0009899758733808994,-1.0,10.0
14,0.9649940619631892,13.504693770116283,0.38361015915870667,-0.002586832270026207,3.0,0.0007011747220531106,-1.0,10.0
15,0.9649940619631892,14.469687832079472,0.38361015915870667,-0.002586832270026207,3.0,0.001363620744086802,-1.0,10.0
16,0.9649940619631892,15.434681894042662,0.38361015915870667,-0.002586832270026207,3.0,0.0008488273597322404,-1.0,10.0
17,0.9649983126746402,16.399680206717303,0.3836027681827545,-0.0025722584687173367,3.0,0.0006533765699714422,-1.0,10.0
18,0.9649983126746402,17.364678519391944,0.3836027681827545,-0.0025722584687173367,3.0,0.0022422312758862972,-1.0,10.0
19,0.9649983126746402,18.329676832066585,0.3836027681827545,-0.0025722584687173367,3.0,0.0005103158764541149,-1.0,10.0
20,0.9649983126746402,19.294675144741227,0.3836027681827545,-0.0025722584687173367,3.0,4.2390824091853574e-05,-1.0,10.0
21,0.9649983126746402,20.259673457415868,0.3836027681827545,-0.0025722584687173367,3.0,0.000247631105594337,-1.0,10.0
22,0.9649983126746402,21.22467177009051,0.3836027681827545,-0.0025722584687173367,3.0,0.00021167754312045872,-1.0,10.0
23,0.9649983126746402,22.18967008276515,0.3836027681827545,-0.0025722584687173367,3.0,0.00019716261886060238,-1.0,10.0
24,0.9649983126746402,23.154668395439792,0.3836027681827545,-0.0025722584687173367,3.0,0.00045718668843619525,-1.0,10.0
25,0.9649983126746402,24.119666708114433,0.3836027681827545,-0.0025722584687173367,3.0,0.0006650256691500545,-1.0,10.0
26,0.9649983126746402,25.084665020789075,0.3836027681827545,-0.0025722584687173367,3.0,0.0006598090985789895,-1.0,10.0
27,0.9649983126746402,26.049663333463716,0.3836027681827545,-0.0025722584687173367,3.0,9.201050124829635e-05,-1.0,10.0
28,0.9649983126746402,27.014661646138357,0.3836027681827545,-0.0025722584687173367,3.0,0.0023677090648561716,-1.0,10.0
29,0.9649983126746402,27.979659958813,0.3836027681827545,-0.0025722584687173367,3.0,0.19982551038265228,-1.0,10.0
30,0.9649938791356981,28.944653837948696,0.3836101293563843,-0.002587053459137678,3.0,0.49723342061042786,-1.0,10.0
31,0.9650379438872138,29.90969178183591,0.38360264897346497,-0.0025166356936097145,3.0,0.647506594657898,-1.0,10.0
32,0.9644917321778124,30.874183514013723,0.3837584853172302,-0.003463141154497862,3.0,0.708763837814331,-1.0,10.0
33,0.9648463262631779,31.8390298402769,0.38375213742256165,-0.002959303557872772,3.0,0.8508911728858948,-1.0,10.0
34,0.9635431967663267,32.802573037043224,0.3837519586086273,-0.004783476237207651,3.0,0.8702231645584106,-1.0,10.0
35,0.9633303941037683,33.765903431146995,0.38377460837364197,-0.005107824690639973,3.0,0.9071246385574341,-1.0,10.0
36,0.9698367005989311,34.73574013174593,0.38377484679222107,-0.005099273752421141,2.0,0.9191398024559021,-1.0,10.0
37,0.9697327193204491,35.705472851066375,0.38378024101257324,-0.005251140799373388,2.0,0.9409140944480896,-1.0,10.0
38,0.9690962421640399,36.67456909323042,0.38383468985557556,-0.0062057324685156345,2.0,0.9597824811935425,-1.0,10.0
39,0.9686609672714203,37.643230060501836,0.3837788999080658,-0.006750029046088457,2.0,0.9805081486701965,-1.0,10.0
40,0.9685461555983694,38.6117762161002,0.3837033212184906,-0.006822590250521898,2.0,1.0204781293869019,-1.0,10.0
41,0.9685723940597049,39.58034861015991,0.38367584347724915,-0.0067537990398705006,2.0,1.022390604019165,-1.0,10.0
42,0.9751222091737602,40.55547081933367,0.3835921585559845,-0.006586425472050905,1.0,1.0531744956970215,-1.0,10.0
43,0.9737876333484338,41.52925845268211,0.38371971249580383,-0.00860364455729723,1.0,1.0590426921844482,-1.0,10.0
44,0.9738066638165286,42.50306511649863,0.38372036814689636,-0.008577766828238964,1.0,1.0720429420471191,-1.0,10.0
45,0.9744041825300526,43.477469299028684,0.3836421072483063,-0.007649936247617006,1.0,1.0895885229110718,-1.0,10.0
46,0.9736540577429391,44.451123356771625,0.38368716835975647,-0.008752682246267796,1.0,1.0973844528198242,-1.0,10.0
47,0.9737073994651436,45.424830756236766,0.38360360264778137,-0.008580510504543781,1.0,1.1071851253509521,-1.0,10.0
48,0.9736768811330909,46.39850763736985,0.3836384415626526,-0.008663881570100784,1.0,1.13289475440979,-1.0,10.0
49,0.9801979840156578,47.378705621385514,0.38363170623779297,-0.008626479655504227,0.0,1.1494700908660889,-1.0,10.0
50,0.9796051357739739,48.35831075715949,0.38365742564201355,-0.00948647316545248,0.0,1.1770280599594116,-1.0,10.0
51,0.9791680487937162,49.337478805953204,0.38372743129730225,-0.010180068202316761,0.0,1.2049094438552856,-1.0,10.0
52,0.979204809869684,50.31668361582289,0.3837195336818695,-0.010119388811290264,0.0,1.231357455253601,-1.0,10.0
53,0.978992205334916,51.29567582115781,0.3837423026561737,-0.010443598963320255,0.0,1.2408242225646973,-1.0,10.0
54,0.9790740093837181,52.27474983054152,0.38375553488731384,-0.010344510897994041,0.0,1.2468647956848145,-1.0,10.0
55,0.9785827302950479,53.25333256083657,0.3836834132671356,-0.010948159731924534,0.0,1.2428888082504272,-1.0,10.0
56,0.9783633417405543,54.23169590257712,0.38370582461357117,-0.011281450279057026,0.0,1.2426960468292236,-1.0,10.0
57,0.9715067773535847,55.203202679930705,0.38377687335014343,-0.011863530613481998,-1.0,1.2733137607574463,-1.0,10.0
58,0.9711504757326274,56.17435315566333,0.3837139904499054,-0.012288989499211311,-1.0,1.2978427410125732,-1.0,10.0
59,0.9705176819570007,57.14487083762033,0.3837932050228119,-0.013267317786812782,-1.0,1.3222793340682983,-1.0,10.0
60,0.9706802760217161,58.11555111364205,0.3837369382381439,-0.012974041514098644,-1.0,1.3291010856628418,-1.0,10.0
61,0.9703449267195094,59.08589604036156,0.383775919675827,-0.013489008881151676,-1.0,1.336161732673645,-1.0,10.0
62,0.9709237632130583,60.05681980357462,0.3836839497089386,-0.01257133949548006,-1.0,1.3670434951782227,-1.0,10.0
63,0.9644231895627011,61.02124299313732,0.3836839199066162,-0.012572107836604118,-2.0,1.3808846473693848,-1.0,10.0
64,0.9629055351217588,61.98414852825908,0.3838159143924713,-0.014850817620754242,-2.0,1.395825743675232,-1.0,10.0
65,0.9634744492602492,62.94762297751932,0.3837236166000366,-0.013946657069027424,-2.0,1.391790509223938,-1.0,10.0
66,0.962952691975094,63.91057566949442,0.38365283608436584,-0.014594539999961853,-2.0,1.4379500150680542,-1.0,10.0
67,0.9624532607094873,64.8730289302039,0.38372889161109924,-0.015382475219666958,-2.0,1.436368465423584,-1.0,10.0
68,0.9629046461521871,65.83593357635608,0.3836870491504669,-0.014701719395816326,-2.0,1.4338674545288086,-1.0,10.0
69,0.9561576831319503,66.79209125948803,0.38372474908828735,-0.01509145088493824,-3.0,1.4521493911743164,-1.0,10.0
70,0.9539412910682815,67.74603255055631,0.38387414813041687,-0.01836869865655899,-3.0,1.4518513679504395,-1.0,10.0
71,0.9545755492377848,68.7006080997941,0.38380059599876404,-0.01739492639899254,-3.0,1.5131356716156006,-1.0,10.0
72,0.9542632186817273,69.65487131847583,0.3838019073009491,-0.01783371903002262,-3.0,1.5275928974151611,-1.0,10.0
73,0.9537769738350597,70.60864829231089,0.38383749127388,-0.018555976450443268,-3.0,1.523632287979126,-1.0,10.0
74,0.9542965870826017,71.56294487939348,0.3838149309158325,-0.017802197486162186,-3.0,1.5513626337051392,-1.0,10.0
75,0.9464054811965852,72.50935036059008,0.3838772475719452,-0.01982244849205017,-4.0,1.56898832321167,-1.0,10.0
76,0.9456939463147096,73.45504430690478,0.3839297592639923,-0.02087986096739769,-4.0,1.5676225423812866,-1.0,10.0
77,0.94568991679237,74.40073422369716,0.38392266631126404,-0.020877227187156677,-4.0,1.59371018409729,-1.0,10.0
78,0.9445591971675554,75.3452934208647,0.38395634293556213,-0.02249952405691147,-4.0,1.6040654182434082,-1.0,10.0
79,0.9459721013236613,76.29126552218837,0.38390734791755676,-0.020464297384023666,-4.0,1.6152139902114868,-1.0,10.0
80,0.945044463238546,77.23630998542691,0.38391393423080444,-0.021770674735307693,-4.0,1.6233042478561401,-1.0,10.0
81,0.9442794722148351,78.18058945764174,0.38397929072380066,-0.022917911410331726,-4.0,1.6372159719467163,-1.0,10.0
82,0.9445768825397606,79.12516634018151,0.38393017649650574,-0.022444237023591995,-4.0,1.6567779779434204,-1.0,10.0
83,0.9434010452145623,80.06856738539607,0.3839603066444397,-0.024125561118125916,-4.0,1.6531435251235962,-1.0,10.0
84,0.9371190642813841,81.00568644967746,0.3839629590511322,-0.02382342889904976,-5.0,1.67562735080719,-1.0,10.0
85,0.9362641004011745,81.94195055007863,0.3840287923812866,-0.025097183883190155,-5.0,1.6706221103668213,-1.0,10.0
86,0.9359840450506834,82.87793459512932,0.38405176997184753,-0.025516068562865257,-5.0,1.6837292909622192,-1.0,10.0
87,0.9356485964074022,83.81358319153672,0.38398316502571106,-0.025905657559633255,-5.0,1.6841332912445068,-1.0,10.0
88,0.9291500803147044,84.74273327185142,0.38398322463035583,-0.025903649628162384,-6.0,1.6984679698944092,-1.0,10.0
89,0.9336603122949599,85.67639358414638,0.38407978415489197,-0.02880197763442993,-5.0,1.7167681455612183,-1.0,10.0
90,0.9354591414474306,86.6118527255938,0.38396313786506653,-0.02614752948284149,-5.0,1.7201145887374878,-1.0,10.0
91,0.9283080511745954,87.5401607767684,0.3840288519859314,-0.02713572233915329,-6.0,1.7434821128845215,-1.0,10.0
92,0.9341724638747317,88.47433324064313,0.38404062390327454,-0.028039278462529182,-5.0,1.759859323501587,-1.0,10.0
93,0.9354941423237323,89.40982738296687,0.38400405645370483,-0.026146266609430313,-5.0,1.7971867322921753,-1.0,10.0
94,0.9349377378431105,90.34476512080998,0.38400086760520935,-0.026921512559056282,-5.0,1.8001126050949097,-1.0,10.0
95,0.92843259383809,91.27319771464808,0.38400813937187195,-0.026937197893857956,-6.0,1.7904627323150635,-1.0,10.0
96,0.9336118076848132,92.20680952233289,0.38404473662376404,-0.028828995302319527,-5.0,1.7900612354278564,-1.0,10.0
97,0.9281730710459607,93.13498259337885,0.3840218484401703,-0.02731652371585369,-6.0,1.820363163948059,-1.0,10.0
98,0.9271331806509268,94.06211577402978,0.38405337929725647,-0.028809156268835068,-6.0,1.826849102973938,-1.0,10.0
99,0.9273340110509168,94.9894497850807,0.3841152489185333,-0.02860017493367195,-6.0,1.8236103057861328,-1.0,10.0
100,0.9273340110509168,95.91678379613161,0.3841152489185333,-0.02860017493367195,-6.0,1.8263627290725708,-1.0,10.0
101,0.9271802417110829,96.8439640378427,0.3841000497341156,-0.02879771962761879,-6.0,1.8248564004898071,-1.0,10.0
102,0.9265598504912286,97.77052388833393,0.3841526210308075,-0.029727600514888763,-6.0,1.8380688428878784,-1.0,10.0
103,0.9258623506405523,98.69638623897448,0.38421764969825745,-0.030779967084527016,-6.0,1.8595837354660034,-1.0,10.0
104,0.9275114355406591,99.62389767451515,0.38416650891304016,-0.028411583974957466,-6.0,1.8680068254470825,-1.0,10.0
105,0.9263118747685637,100.55020954928371,0.3841634690761566,-0.0300874225795269,-6.0,1.8633633852005005,-1.0,10.0
106,0.926694445229712,101.47690399451342,0.384194552898407,-0.029588088393211365,-6.0,1.8843069076538086,-1.0,10.0
107,0.9261013430917547,102.40300533760518,0.384227454662323,-0.030456816777586937,-6.0,1.885400652885437,-1.0,10.0
