Step,Reward,Accumulated reward,Throttle,Steer,deviation,velocity,Brake,Dist
1,0.9542286682852676,0.9542286682852676,0.5310593843460083,0.009260259568691254,2.0,0.0,-1.0,15
2,0.9582121419566018,1.9124408102418693,0.5314326882362366,0.007081776857376099,2.0,0.0038624380249530077,-1.0,15
3,0.9582094105205365,2.870650220762406,0.5314303040504456,0.007082972675561905,2.0,0.0006793785141780972,-1.0,15
4,0.9582108684395041,3.82886108920191,0.5314323306083679,0.007082439959049225,2.0,5.374431930249557e-05,-1.0,15
5,0.9582099099755287,4.7870709991774385,0.5314328074455261,0.007083043456077576,2.0,7.834438292775303e-05,-1.0,15
6,0.9582110044126,5.745282003590038,0.5314326882362366,0.007082413882017136,2.0,0.0005253886920399964,-1.0,15
7,0.958208712826882,6.70349071641692,0.531432569026947,0.007083680480718613,2.0,0.0008993768715299666,-1.0,15
8,0.9582098807053906,7.66170059712231,0.5314322113990784,0.007082976400852203,2.0,0.00029493807232938707,-1.0,15
9,0.9582095126999276,8.619910109822237,0.5314326286315918,0.007083240896463394,2.0,0.0007201051339507103,-1.0,15
10,0.9582088493321623,9.5781189591544,0.5314324498176575,0.007083587348461151,2.0,0.00010824680794030428,-1.0,15
11,0.9582103407787425,10.536329299933143,0.5314327478408813,0.007082793861627579,2.0,0.0018885707249864936,-1.0,15
12,0.9582077724571738,11.494537072390317,0.5314317345619202,0.0070840902626514435,2.0,0.001168918563053012,-1.0,15
13,0.958209012712751,12.452746085103069,0.5314320921897888,0.00708344578742981,2.0,0.001142587629146874,-1.0,15
14,0.9582086949987071,13.410954780101775,0.5314321517944336,0.007083632051944733,2.0,7.287979678949341e-05,-1.0,15
15,0.9582100879911866,14.369164868092962,0.5314327478408813,0.00708293542265892,2.0,0.0008611726807430387,-1.0,15
16,0.9582090124466589,15.327373880539621,0.5314323306083679,0.007083479315042496,2.0,0.0008005237905308604,-1.0,15
17,0.9582079230653388,16.28558180360496,0.5314323902130127,0.00708409771323204,2.0,0.0008177804993465543,-1.0,15
18,0.9582098689973354,17.243791672602296,0.5314322710037231,0.007082991302013397,2.0,0.0002550649514887482,-1.0,15
19,0.9582101912349462,18.202001863837243,0.5314326286315918,0.007082860916852951,2.0,0.0005890369066037238,-1.0,15
20,0.958209148685847,19.16021101252309,0.5314324498176575,0.00708341971039772,2.0,0.0006201553042046726,-1.0,15
21,0.9582095595321485,20.118420572055236,0.5314323902130127,0.007083181291818619,2.0,0.00024230002600234002,-1.0,15
22,0.9582077330755335,21.076628305130768,0.5314327478408813,0.007084254175424576,2.0,0.0002867031143978238,-1.0,15
23,0.9582097388782671,22.034838044009035,0.5314326286315918,0.0070831142365932465,2.0,0.0006056022248230875,-1.0,15
