Step,Reward,Accumulated reward,Throttle,Steer,Deviation,Velocity,Brake,Dist
1,0.8730819674972444,0.8730819674972444,0.3847157657146454,-0.01036656554788351,3.0,0.008196749724447727,-1.0,10.0
2,0.8730666307890788,1.7461485982863232,0.3837452232837677,-0.003989143762737513,3.0,0.006663078907877207,-1.0,10.0
3,0.8730677809678018,2.6192163792541248,0.38361674547195435,-0.002600621897727251,3.0,0.006778096780180931,-1.0,10.0
4,0.8730630450248719,3.4922794242789967,0.38361015915870667,-0.002586832270026207,3.0,0.006304502487182617,-1.0,10.0
5,0.8730632044766098,4.365342628755607,0.38361015915870667,-0.002586832270026207,3.0,0.006320447660982609,-1.0,10.0
6,0.8730352219585329,5.23837785071414,0.38361015915870667,-0.002586832270026207,3.0,0.003522195853292942,-1.0,10.0
7,0.8730180209160316,6.1113958716301715,0.38361015915870667,-0.002586832270026207,3.0,0.001802091603167355,-1.0,10.0
8,0.8730043935296707,6.9844002651598425,0.38361015915870667,-0.002586832270026207,3.0,0.0004393529670778662,-1.0,10.0
9,0.8730122981064488,7.8574125632662914,0.38361015915870667,-0.002586832270026207,3.0,0.0012298106448724866,-1.0,10.0
10,0.8730021143436606,8.730414677609952,0.38361015915870667,-0.002586832270026207,3.0,0.00021143436606507748,-1.0,10.0
11,0.8730134780886583,9.60342815569861,0.38361015915870667,-0.002586832270026207,3.0,0.0013478088658303022,-1.0,10.0
12,0.8730138392450754,10.476441994943686,0.38361015915870667,-0.002586832270026207,3.0,0.001383924507535994,-1.0,10.0
13,0.8730149248121306,11.349456919755816,0.38361015915870667,-0.002586832270026207,3.0,0.0014924812130630016,-1.0,10.0
14,0.8730162122724577,12.222473132028274,0.38361015915870667,-0.002586832270026207,3.0,0.0016212272457778454,-1.0,10.0
15,0.873015612602001,13.095488744630275,0.38361015915870667,-0.002586832270026207,3.0,0.0015612602001056075,-1.0,10.0
16,0.8730023502825934,13.968491094912869,0.3836027681827545,-0.0025722584687173367,3.0,0.00023502825933974236,-1.0,10.0
17,0.8730084397790487,14.841499534691918,0.3836027681827545,-0.0025722584687173367,3.0,0.0008439779048785567,-1.0,10.0
18,0.8730089049339295,15.714508439625847,0.3836027681827545,-0.0025722584687173367,3.0,0.0008904933929443359,-1.0,10.0
19,0.8730043900488527,16.5875128296747,0.3836027681827545,-0.0025722584687173367,3.0,0.00043900488526560366,-1.0,10.0
20,0.8730095824239543,17.460522412098655,0.3836027681827545,-0.0025722584687173367,3.0,0.000958242395427078,-1.0,10.0
21,0.8730062784191687,18.333528690517824,0.3836027681827545,-0.0025722584687173367,3.0,0.0006278419168666005,-1.0,10.0
22,0.8730012758254888,19.20652996634331,0.3836027681827545,-0.0025722584687173367,3.0,0.0001275825488846749,-1.0,10.0
23,0.8730012217521725,20.079531188095483,0.3836027681827545,-0.0025722584687173367,3.0,0.0001221752172568813,-1.0,10.0
24,0.8730122306344565,20.952543418729938,0.3836027681827545,-0.0025722584687173367,3.0,0.001223063445650041,-1.0,10.0
25,0.873001133918704,21.825544552648644,0.3836027681827545,-0.0025722584687173367,3.0,0.00011339187039993703,-1.0,10.0
26,0.8730043388843187,22.698548891532962,0.3836027681827545,-0.0025722584687173367,3.0,0.0004338884318713099,-1.0,10.0
27,0.8730026694778353,23.571551561010796,0.3836027681827545,-0.0025722584687173367,3.0,0.00026694778352975845,-1.0,10.0
28,0.8730009567261441,24.44455251773694,0.3836027681827545,-0.0025722584687173367,3.0,9.567261440679431e-05,-1.0,10.0
29,0.8730005373478416,25.317553055084783,0.3836027681827545,-0.0025722584687173367,3.0,5.373478416004218e-05,-1.0,10.0
30,0.8730217816582881,26.19057483674307,0.3836027681827545,-0.0025722584687173367,3.0,0.002178165828809142,-1.0,10.0
31,0.8762794895768166,27.066854326319888,0.3836027681827545,-0.0025722584687173367,3.0,0.3279489576816559,-1.0,10.0
32,0.878904455780983,27.94575878210087,0.3836101293563843,-0.002587053459137678,3.0,0.5904455780982971,-1.0,10.0
33,0.8794867329597473,28.82524551506062,0.3837584853172302,-0.003463141154497862,3.0,0.6486732959747314,-1.0,10.0
34,0.880607313990593,29.70585282905121,0.3837512731552124,-0.0031469231471419334,3.0,0.7607313990592957,-1.0,10.0
35,0.8809602968692779,30.58681312592049,0.38375261425971985,-0.0033563640899956226,3.0,0.7960296869277954,-1.0,10.0
36,0.8813959311246872,31.468209057045176,0.38376739621162415,-0.004832438658922911,3.0,0.8395931124687195,-1.0,10.0
37,0.8905003679990768,32.35870942504425,0.38376739621162415,-0.004832180682569742,2.0,0.8500367999076843,-1.0,10.0
38,0.8908328993320466,33.2495423243763,0.3838415741920471,-0.006235473323613405,2.0,0.8832899332046509,-1.0,10.0
39,0.8910908676385879,34.14063319201489,0.38377392292022705,-0.00520298583433032,2.0,0.9090867638587952,-1.0,10.0
40,0.8914881391525269,35.03212133116742,0.38374340534210205,-0.005816897377371788,2.0,0.9488139152526855,-1.0,10.0
41,0.8917295415401458,35.92385087270756,0.3837907016277313,-0.006715097464621067,2.0,0.9729541540145874,-1.0,10.0
42,0.891915127158165,36.815765999865725,0.38367602229118347,-0.0067482395097613335,2.0,0.9915127158164978,-1.0,10.0
43,0.8920862789154053,37.70785227878113,0.38359227776527405,-0.006583403330296278,2.0,1.0086278915405273,-1.0,10.0
44,0.9012608752250671,38.6091131540062,0.3835922181606293,-0.006585414055734873,1.0,1.0260875225067139,-1.0,10.0
45,0.90128768658638,39.51040084059258,0.38371968269348145,-0.008604913018643856,1.0,1.0287686586380005,-1.0,10.0
46,0.901428740978241,40.41182958157082,0.3836421072483063,-0.007649694103747606,1.0,1.0428740978240967,-1.0,10.0
47,0.9014479098320007,41.31327749140282,0.38363468647003174,-0.007638635579496622,1.0,1.0447909832000732,-1.0,10.0
48,0.9018246207237244,42.215102112126544,0.38360342383384705,-0.008587545715272427,1.0,1.0824620723724365,-1.0,10.0
49,0.9020461127758026,43.117148224902344,0.38353604078292847,-0.007568854372948408,1.0,1.1046112775802612,-1.0,10.0
50,0.9021336731910705,44.01928189809342,0.38360366225242615,-0.008579513058066368,1.0,1.1133673191070557,-1.0,10.0
51,0.9113104522228241,44.93059235031624,0.383640855550766,-0.008348032832145691,0.0,1.1310452222824097,-1.0,10.0
52,0.9115968108177185,45.84218916113396,0.38359642028808594,-0.008996427059173584,0.0,1.1596810817718506,-1.0,10.0
53,0.9116679739952087,46.75385713512917,0.38366636633872986,-0.009188666939735413,0.0,1.166797399520874,-1.0,10.0
54,0.9117114627361298,47.665568597865295,0.38371965289115906,-0.010115592740476131,0.0,1.171146273612976,-1.0,10.0
55,0.912033680677414,48.577602278542706,0.383718878030777,-0.010302198119461536,0.0,1.203368067741394,-1.0,10.0
56,0.9123780989646911,49.4899803775074,0.38371148705482483,-0.010290481150150299,0.0,1.2378098964691162,-1.0,10.0
57,0.9124788415431977,50.4024592190506,0.3837059736251831,-0.0112761864438653,0.0,1.2478841543197632,-1.0,10.0
58,0.9125887560844421,51.31504797513504,0.38372382521629333,-0.011112147010862827,0.0,1.2588756084442139,-1.0,10.0
59,0.903613695859909,52.21866167099495,0.3836421072483063,-0.010751275345683098,-1.0,1.2613695859909058,-1.0,10.0
60,0.9040242693424225,53.12268594033737,0.3837395906448364,-0.012655617669224739,-1.0,1.3024269342422485,-1.0,10.0
61,0.9042159972190857,54.02690193755645,0.38370615243911743,-0.012543308548629284,-1.0,1.3215997219085693,-1.0,10.0
62,0.9042994937896729,54.931201431346125,0.3837883770465851,-0.013726551085710526,-1.0,1.3299493789672852,-1.0,10.0
63,0.9043029925823212,55.83550442392845,0.383775919675827,-0.013489008881151676,-1.0,1.3302992582321167,-1.0,10.0
64,0.904591206073761,56.74009563000221,0.3836485743522644,-0.01275069173425436,-1.0,1.3591206073760986,-1.0,10.0
65,0.8956707520484924,57.635766382050704,0.38371220231056213,-0.012919706292450428,-2.0,1.3670752048492432,-1.0,10.0
66,0.8958480234146118,58.53161440546532,0.38382086157798767,-0.015440990217030048,-2.0,1.3848023414611816,-1.0,10.0
67,0.8958519084453583,59.42746631391068,0.38376784324645996,-0.01461693737655878,-2.0,1.3851908445358276,-1.0,10.0
68,0.8960083968639374,60.32347471077462,0.3837083876132965,-0.014395518228411674,-2.0,1.4008396863937378,-1.0,10.0
69,0.8960430045127868,61.2195177152874,0.3836875855922699,-0.015155382454395294,-2.0,1.4043004512786865,-1.0,10.0
70,0.8871233873367309,62.10664110262413,0.38365834951400757,-0.014732938259840012,-3.0,1.4123387336730957,-1.0,10.0
71,0.8963876779079437,63.00302878053208,0.3837880790233612,-0.01650218665599823,-2.0,1.4387677907943726,-1.0,10.0
72,0.8876293890476227,63.8906581695797,0.38369080424308777,-0.015494278632104397,-3.0,1.462938904762268,-1.0,10.0
73,0.8876826720237732,64.77834084160348,0.3837730586528778,-0.017324745655059814,-3.0,1.4682672023773193,-1.0,10.0
74,0.8879353432655335,65.66627618486902,0.38374677300453186,-0.01769464835524559,-3.0,1.4935343265533447,-1.0,10.0
75,0.8878830461502075,66.55415923101923,0.38381004333496094,-0.018484048545360565,-3.0,1.488304615020752,-1.0,10.0
76,0.8789665212631226,67.43312575228235,0.3838441073894501,-0.019011689350008965,-4.0,1.4966521263122559,-1.0,10.0
77,0.888054452419281,68.32118020470163,0.38392361998558044,-0.020847860723733902,-3.0,1.5054452419281006,-1.0,10.0
