Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser
0,12.611009588413623,990,False,50.0,1.0,3.132438043328981,1.002813473768971,0
0,-35.55636199934426,250,False,136.0,1.0,12.353464371609736,1.0293206654870068,0
0,-38.56193853105532,240,False,129.0,1.0,13.20359517632592,0.9710454532142021,0
0,-46.84424971658133,145,False,140.0,1.0,11.270472905228676,1.2599696036289216,0
0,-36.25323887195049,317,False,52.0,1.0,3.166735171964005,1.187086015378907,0
0,-52.5162332955386,88,False,147.0,1.0,10.172051191968595,1.35049587833615,0
0,-50.85717526159401,82,False,155.0,1.0,9.510028796546463,1.4796406877678885,0
0,-39.464886403706814,349,False,40.0,1.0,3.3398279221816893,2.5236912710639094,0
0,-48.04696865547271,144,False,136.0,1.0,12.604385353777433,1.3392618829838436,0
0,-40.36090393664865,226,False,27.0,1.0,3.5297875421086373,1.3638357276716635,0
0,-44.28643137956871,176,False,150.0,1.0,10.542960161275408,1.328112671539156,0
0,-33.69392516660761,332,False,55.0,1.0,3.1516280479348477,1.462175391698079,0
0,-39.55406820756411,250,False,139.0,1.0,11.323078560460816,0.9530231873654557,0
0,-21.598789004181803,499,False,22.0,1.0,3.391829492622052,1.5262475517275336,0
0,-22.690735650821075,576,False,172.0,1.0,3.0799062518818894,1.448935541993336,0
0,-46.83984086836306,207,False,50.0,1.0,3.249666481709097,2.2143051913992258,0
0,-34.35202259702338,265,False,132.0,1.0,12.379962079607687,1.1053475755950106,0
0,-45.86335105029387,197,False,125.0,1.0,14.006601956889357,1.6542097053249476,0
0,-38.44053407706532,319,False,-183.0,1.0,3.1036122302212203,1.3828585848863504,0
0,-47.32347211737009,128,False,-183.0,1.0,3.0889346382108758,1.824234999995987,0
0,-20.80173949782624,434,False,-177.0,1.0,3.2669335208058086,0.9888585342053999,0
0,10.463620016313428,1062,False,-173.0,1.0,3.2452098820260344,1.1901214765797106,0
0,-45.315953903669396,189,False,133.0,1.0,11.740981416487228,1.4724292454265913,0
0,-32.54888794579746,306,False,140.0,1.0,10.85718055671576,1.666761524187114,0
0,-32.3667269779401,446,False,195.0,1.0,3.291498521636409,1.6395449999178102,0
0,-28.031397653056416,288,False,133.0,1.0,12.443220210683974,1.9498961868125377,0
0,-43.56843346569582,148,False,147.0,1.0,10.616349055592128,1.2816201436294619,0
0,-41.817023417950026,264,False,-183.0,1.0,3.3553804478388236,0.988561026721875,0
0,-48.433151681053495,200,False,-168.0,1.0,3.139371616681697,1.7209700751841797,0
0,-41.6398056314176,222,False,-183.0,1.0,3.1405415833985892,1.300286202853369,0
0,-48.09643457457494,232,False,-176.0,1.0,3.2434847129600795,1.3876861754738967,0
0,-51.69680727477585,83,False,140.0,1.0,11.256561874220484,2.76761257328922,0
0,-37.31194535898737,318,False,129.0,1.0,12.955086528768799,1.3672915420410328,0
0,-48.29238445110974,146,False,-186.0,1.0,3.0898739275450593,1.4699318705684798,0
0,-54.47706759944842,55,False,152.0,1.0,9.820256048529052,1.7123748187148686,0
0,-2.259913437217449,1123,False,-105.0,1.0,3.140096266784808,1.64268450373707,0
0,-47.19950416919164,246,False,-185.0,1.0,3.1263376403092615,1.8318926102314717,0
0,-11.223804919218708,654,False,-129.0,1.0,12.34855454682721,1.6366337164880769,0
0,-43.59540728192351,228,False,-168.0,1.0,3.0843264164624764,1.4614804171709845,0
0,-24.98517599520337,714,False,38.0,1.0,3.341188368029387,1.5369120634104343,0
0,-48.49081496920543,176,False,131.0,1.0,13.076341394356472,1.1957502178032138,0
0,-45.92619334544455,181,False,128.0,1.0,12.49726529578076,1.3308330135432749,0
0,-39.49834290779987,348,False,171.0,1.0,3.1591334903657304,1.3125938682994127,0
0,-31.229905903570675,316,False,194.0,1.0,3.0824069669979934,1.6341958279660151,0
0,-41.246170753308704,212,False,131.0,1.0,11.773669128260966,1.3906916814358332,0
0,-35.31854946738339,317,False,132.0,1.0,12.13912918769026,1.2460841243724983,0
0,-47.668119564162836,138,False,-185.0,1.0,3.130201146392108,1.5932629026399652,0
0,-50.33379819514779,153,False,140.0,1.0,11.191647531907725,1.661536657086068,0
0,-52.48526471357685,68,False,156.0,1.0,9.106499808827355,1.4895889174232948,0
0,-55.15108103929957,64,False,152.0,1.0,9.804352457322725,1.4898195276589972,0
0,-52.976466010804685,84,False,127.0,1.0,12.368378491259737,2.5841229768519995,0
